,입찰명,발주기관코드,발주기관,4종_Pick,4종_Remove,10종_Pick,10종_Remove
0,인쇄용지8종 제조/구매,UAC,국방출판지원단,제조,,용지,
1,관급자재(전관방송 및 AV설비) 제조 설치납품,MCN,국방부근무지원단,"제조, 제조 설치",,방송,
2,종교센타 리모델링 관급자재(조명기구) 제조납품,MCN,국방부근무지원단,"제조, 조명기구",,종교,
3,계룡대 체력단련장 보일러용 유류(하이신유) 구매,LKS,육군인사사령부,보일러,,체력,
4,인쇄용지 3종 제조/구매,UAC,국방출판지원단,제조,,용지,
5,16-공-본-17 관급자재(전관방송 AV포함) 제조설치,UMM,국군재정관리단,"제조, 제조설치",,방송,
6,000사업 병영생활관 합성수지제창호 제조,UMM,국군재정관리단,"생활관, 제조, 창호, 합성수지",,사업,
7,00부대 창설사업 통합배선반 제조설치(16-223),LGT,제2307부대,"제조, 제조설치",,사업,
8,00부대 창설사업 CCTV 제조설치(16-222),LGT,제2307부대,"제조, 제조설치",,사업,
9,00부대 창설사업 AV 제조설치(16-221),LGT,제2307부대,"제조, 제조설치",,사업,
10,000사업 병영생활관 통합배선반 제조설치,UMM,국군재정관리단,"생활관, 제조, 제조설치",,사업,
11,16-본-공-5 도서관 리모델링 관급자재(조명기구),HCL,공군사관학교,조명기구,,도서,
12,131사업(2차) 관급자재(출입통제시스템) 제조설치,MCM,4284부대,"제조, 제조설치",,사업,
13,16-충-공-12 방송설비(305대대 통합건물 신축),HDR,공군방공관제사령부,신축,,방송,
14,차기다련장 3차 시설사업 관급자재(크레인) 설치납품,LFK,육군종합군수학교,시설,,사업,
15,차기다련장 3차 시설사업 관급자재(보일러) 설치납품,LFK,육군종합군수학교,"보일러, 시설",,사업,
16,ATCIS 상용HW 유지보수 물품 구매,LNG,육군 제1군단,보수,,상용,
17,00부대 관사 신축사업 승강기 제조설치,UMM,국군재정관리단,"신축, 제조, 제조설치",,사업,
18,차기다련장 2차사업 조명기구 제조,UMM,국군재정관리단,"제조, 조명기구",,사업,
19,00부대 관사 신축사업 통합배선반 제조설치,UMM,국군재정관리단,"신축, 제조, 제조설치",,사업,
20,00부대 관사 신축사업 합성수지제창호 제조,UMM,국군재정관리단,"신축, 제조, 창호, 합성수지",,사업,
21,근속 30주년 기념휘장 등 5종 제조,SCG,해군본부,제조,,휘장,
22,근속 30주년 기념휘장 등 5종 제조,SCG,해군본부,제조,,휘장,
23,근속 30주년 기념휘장 등 5종 제조,SCG,해군본부,제조,,휘장,
