,입찰명,발주기관코드,발주기관,2종_Pick,2종_Remove,10종_Pick,10종_Remove
0,인쇄용지8종 제조/구매,UAC,국방출판지원단,인쇄,,용지,
1,종교센타 리모델링 관급자재(조명기구) 제조납품,MCN,국방부근무지원단,조명,,종교,
2,인쇄용지 3종 제조/구매,UAC,국방출판지원단,인쇄,,용지,
3,00부대 창설사업 CCTV 제조설치(16-222),LGT,제2307부대,TV,,사업,
4,복사용지 등 56종 구매,SCR,해군제3함대사령부,복사,,용지,
5,000사업 핸드형 네트워크 분석기 구매,MDS,제3707부대,네트워크,,사업,
6,16-본-공-5 도서관 리모델링 관급자재(조명기구),HCL,공군사관학교,조명,,도서,
7,군 상용차량 후방카메라 구매,LMK,제6보병사단,카메라,,상용,
8,복사용지 등 7종,SCN,제7001부대,복사,,용지,
9,복사용지 등 7종,SCN,제7001부대,복사,,용지,
10,ATCIS 상용HW 유지보수 물품 구매,LNG,육군 제1군단,물품,,상용,
11,00부대 풋살경기장 인조잔디 설치납품,LGS,육군 제8군단,풋살,,잔디,
12,00부대 풋살경기장 인조잔디 설치납품,LGS,육군 제8군단,풋살,,잔디,
13,00부대 풋살경기장 인조잔디 설치납품,LGS,육군 제8군단,풋살,,잔디,
14,교육재료(복사용지 등 56종) 구매,MDQ,국군의무학교,"교육, 복사",,용지,
15,복사용지 750box 구매,SCP,제8385부대,복사,,용지,
16,상용 샌드박스 서버(HW) 구매,MCM,4284부대,서버,,상용,
17,국방정보보호 부교재(도서) 구매,MCM,4284부대,교재,,도서,
18,"입시홍보물품(3색 볼펜) 7,000개 구매",SCL,해군사관학교,"물품, 볼펜",,홍보물,
19,"복사용지 1,670박스",SCH,해군작전사령부,복사,,용지,
20,복사용지 등 3종 구매,SCP,제8385부대,복사,,용지,
21,복사용지 등 3종 구매,SCP,제8385부대,복사,,용지,
22,어린이집 도서(241종) 구매,LKG,육군제53보병사단,어린이,,도서,
23,차기다련장 2차사업 조명기구 제조,UMM,국군재정관리단,조명,,사업,
24,복사용지 등 78종,SCG,해군본부,복사,,용지,
25,복사용지 등 78종,SCG,해군본부,복사,,용지,
26,복사용지 등 111종,SCG,해군본부,복사,,용지,
27,복사용지 등 11종 구매,SCP,제8385부대,복사,,용지,
28,복사용지 84품목(16-388),SFC,제9691부대,복사,,용지,
29,복사용지 등 48품목(16-373호),SFC,제9691부대,복사,,용지,
30,복사용지 등 141품목 구매,SFL,제3283부대,복사,,용지,
31,인쇄용지(모조지백색)구매,UAC,국방출판지원단,인쇄,,용지,
32,00소초 풋살경기장 인조잔디 제조설치납품,LNF,제1보병사단,풋살,,잔디,
33,어린이집 도서 구매(유아도서 711종),SDL,재경근무지원대대,어린이,,도서,
34,"16-24차 의료기재, 일반의무장비 운영소모품 부대구매",LHG,제1862부대,소모품,,일반,
35,파병물자(상용무전기 등 00종) 구매,LMS,제7789부대,무전기,,상용,
36,복사용지 등 11종,SDL,재경근무지원대대,복사,,용지,
37,복사용지 등 11종,SDL,재경근무지원대대,복사,,용지,
38,00부대개편사업 조명기구 제조납품,LNM,제5181부대,조명,,사업,
39,(16-417)전산운영용품(잉크외 53품목),HDM,공군제17전투비행단,전산,,잉크,
40,CCTV영상 녹화용 DVR 구매,LHQ,제2작전사령부,TV,,영상,
41,체육관/강당 방송시설 음향장비 설치납품(정정),LMC,제7851부대,체육,,"방송, 음향",
42,실내체력단련장 체육기자재 구매,LQP,제1891부대,체육,,체력,
43,실내체력단련장 비품 구매,LKG,육군제53보병사단,비품,,체력,
44,실내체력단련장 비품 구매,LKG,육군제53보병사단,비품,,체력,
45,복사용지 등 269종 구매,SCR,해군제3함대사령부,복사,,용지,
46,00부대 이전사업 합성수지도어 제조설치,UMM,국군재정관리단,지도,,사업,
47,의료기재(금연구역 표지판 등 85종)구매,SDF,제5738부대,표지,,연구,
48,실내체력단련장 비품 구매,LKT,제1989부대,비품,,체력,
49,실내체력단련장 비품 구매,LKT,제1989부대,비품,,체력,
50,복사용지 등 67종,SCK,해군교육사령부,복사,,용지,
51,인쇄용지 2종 구매,UAC,국방출판지원단,인쇄,,용지,
52,인쇄용지 2종 구매,UAC,국방출판지원단,인쇄,,용지,
53,인쇄용지 2종 구매,UAC,국방출판지원단,인쇄,,용지,
54,인쇄용지 2종 구매,UAC,국방출판지원단,인쇄,,용지,
55,인쇄용지 2종 구매,UAC,국방출판지원단,인쇄,,용지,
56,CCTV 영상 저장매체 구매,UMM,국군재정관리단,TV,,영상,
