,입찰명,발주기관코드,발주기관,7종_Pick,7종_Remove,8종_Pick,8종_Remove
0,해안경계 통합시스템 구축사업 리스,UMM,국군재정관리단,시스템,,안경,
1,ALT/GPT 등 58종(의무장비시약),SCN,제7001부대,장비,,의무,
2,B50-FreeCL 등 40종(의무장비시약),SCN,제7001부대,장비,,의무,
3,Beaker 등 107종(의무장비시약),SCN,제7001부대,장비,,의무,
4,위생장화소독기 등 16종 구매,LDG,육군 탄약지원사령부,소독기,,위생,
5,2016년 의무장비(인공호흡기 이동식) 구매,MDG,국군의무사령부,장비,,의무,
6,2016년 의무장비(생활심전도계) 구매,MDG,국군의무사령부,장비,,의무,
7,2016년 의무장비(멀티메타계수형) 구매,MDG,국군의무사령부,장비,,의무,
8,2016년 의무장비(냉장고 시약보관용) 구매,MDG,국군의무사령부,장비,,의무,
9,의무장비(7차) 냉장고 혈액은행용 대형 구매,MDD,국군수도병원,장비,,의무,
10,의무장비(7차) 드릴셋 신경외과용 구매,MDD,국군수도병원,장비,,"신경, 외과, 의무",
11,2016년 의무장비(원심분리기 세포형) 구매,MDG,국군의무사령부,장비,,의무,
12,2016년 의무장비(기초레력진단시스템) 구매,MDG,국군의무사령부,"시스템, 장비",,의무,
13,2016년 의무장비(원심분리기 대형) 구매,MDG,국군의무사령부,장비,,의무,
14,2016년 의무장비(손 세척대) 2차 구매,MDG,국군의무사령부,장비,,의무,
15,2016년 의무장비(수액조절기) 구매,MDG,국군의무사령부,"장비, 조절기",,의무,
16,2016년 의무장비(한냉요법장치) 구매,MDG,국군의무사령부,"장비, 장치",,의무,
17,2016년 의무장비(혈액가온장치) 구매,MDG,국군의무사령부,"장비, 장치",,의무,
18,2016년 의무장비(음압유지기 격리병실용) 구매,MDG,국군의무사령부,장비,,의무,
19,의무장비(6차) 치과유니트 및 의자 구매,MDD,국군수도병원,장비,,"의무, 치과",
20,의무장비(6차) 건열기 병리시험건조용 구매,MDD,국군수도병원,장비,,"병리, 의무",
21,2016년 의무장비(손 세척대) 구매,MDG,국군의무사령부,장비,,의무,
22,2016년 의무장비(멸균기 소형) 구매,MDG,국군의무사령부,장비,,의무,
23,2016년 의무장비 고주파수술기 구매,MDG,국군의무사령부,장비,,"수술, 의무",
24,해안경계 통합시스템 구축사업,UMM,국군재정관리단,시스템,,안경,
25,2016년 의무장비 (현미경 광학양안식) 구매,MDG,국군의무사령부,장비,,의무,
26,2016년 의무장비(초음파 치료기 병원용) 구매,MDG,국군의무사령부,장비,,"병원, 의무, 치료",
27,2016년 조달 의무장비(수욕기 일반용) 구매,MDG,국군의무사령부,장비,,의무,
28,2016년 조달 의무장비(파리핀 수욕조 병원용) 구매,MDG,국군의무사령부,장비,,"병원, 의무",
29,2016년 의무장비(마취기 기능검사기) 구매,MDG,국군의무사령부,장비,,의무,
30,의무장비(환자체온조절기 자동식 공기식) 구매,MDG,국군의무사령부,"장비, 조절기",,"의무, 환자",
31,2016년 의무장비(지속적피동운동기) 구매,MDG,국군의무사령부,장비,,의무,
32,의무장비(4차) 환자체온조절기 자동식(물타입) 구매,MDD,국군수도병원,"장비, 조절기",,"의무, 환자",
33,의무장비(4차) 수액조절기 일반용(3ch) 구매,MDD,국군수도병원,"장비, 조절기",,의무,
34,2016년 의무장비(침대자동식 중환자실용),MDG,국군의무사령부,장비,,"의무, 환자",
