,입찰명,발주기관,낙찰자(상호)
3209,주둔지 경계용 CCTV 제조설치,국군재정관리단,(사)한국척수장애인협회ENG사업소
3210,16-덕-열영상감시카메라(CCTV) 제조 설치,국군재정관리단,주식회사나인정보시스템
3403,교육장비(질량분석기) 구매,국군재정관리단,유한회사 한빛기업
3404,네트워크 장비 구매,국군재정관리단,노드정보기술(주)
3425,포병대 시설 CCTV 제조/설치,제9해병여단,주식회사 세종보안시스템
3506,인쇄장비(판출력기 등 2종) 구매설치,국군재정관리단,주식회사 네오티스
3669,000사업 CCTV 제조설치,제3707부대,주식회사 와이즈드림
3830,3분기 교육예산(교육장비 등) 구매,육군항공학교,(주)에스티에스 충남지사
4187,도식교보재 제작 장비 구매,육군교육사령부,상원씨앤피
4212,교육용 측량장비세트 구매,육군3사관학교,경안정보기술(주)
4220,마이크로필름 복사기 구매,국방부계룡대근무지원단,(주) 아이다스
4263,교육장비(질량분석기) 구매,국군재정관리단,주)삼성공조시스템
4267,00부대 인쇄 및 전자출판장비 설치 납품,제1363부대,주식회사 원익큐브
4300,교육장비(초자기구세척기 등 9종) 구매,국군재정관리단,(주)오성인피니티
4420,창조 12차 장비도입(일체형PC)사업 구매,국군재정관리단,주식회사 에이텍
4517,16년 경계용 CCTV 추가설치,국군수송사령부,미래아이앤씨 주식회사
4583,경계용 CCTV 제조 설치납품,육군항공사령부,유에프엠시스템즈 주식회사
4584,경계용 CCTV 제조 설치납품,육군항공사령부,유에프엠시스템즈 주식회사
4590,16년 전산장비 구매(PC),국군재정관리단,주식회사 티원엘에스
4599,창조 12차 장비도입(네트워크 장비교체 등) 사업 구매,국군재정관리단,송암시스콤 주식회사
4600,창조 12차 장비도입(주전산기 등) 사업 구매,국군재정관리단,주식회사 아하
4626,"실린더 조립체, 공기식, 잠수장비용 등 2종",해군군수사령부,이현
4630,에어컨 압축기 등 7종,해군제2수리창,나임상사
4658,운전교육 차량용 시뮬레이터 구매설치,국군재정관리단,주식회사 아워스
4660,16년 사무자동화장비(프린터) 도입사업(리스물건),국군재정관리단,주식회사 에이텍
4727,16년 정보화교육장 장비 교체사업(리스물건),국군재정관리단,주식회사 코어인프라
4738,지능형 CCTV 제조설치,제3707부대,주식회사 두원전자통신
4784,16-해-중계소 CCTV 제조설치,국군재정관리단,주식회사 케이이엔지
4785,16-해-기계실 CCTV 제조설치,국군재정관리단,주식회사 에너지코리아
4786,16-해-기계실(00부대) CCTV 제조설치,국군재정관리단,주식회사 디피엔
4839,TV모듈레이터 2EA,해군교육사령부,피앤에스
4858,열상 장비(TAS-970K) 회로카드조립체 제조(물품),육군군수사령부,株式會社 이노텍
4927,TV 증폭기 메인 유니트 7개,해군작전사령부,선우블라인드 커튼
4979,민통선 경계용 CCTV 설치납품,제7보병사단,주식회사 파워테크놀로지
4995,항공부속 덮개 조립체 등 7항목 제조(물품),육군군수사령부,대동공업사
4999,수위측정기 기압센서 등 2항목 구매(물품),육군군수사령부,벼리테크
5000,위성장비 전원공급기 등 4항목 구매(물품),육군군수사령부,주시회사 제이엠텍
5046,`16-00부대 CBT교육장비(HD카메라 등 5종) 구매,국군의무학교,(주)알파아이엔씨
5110,"덮개,차량구성품용 등 4항목 제조(궤도)",육군군수사령부,예지산업
5148,16-해-변전실 CCTV 제조설치,국군재정관리단,세일
5191,105-3대대 도난방지 CCTV 10개소 설치,제2632부대,(주) 대경산전
5268,항공부속 브라켓 등 2항목 제조(물품),육군군수사령부,창진ENG(주)
5269,항공부속 오링 등 14항목 구매(물품),육군군수사령부,주식회사 비케이
5271,항공부속 배선장치 등 14항목 구매(물품),육군군수사령부,주식회사 디와이콤
5334,00부대 CCTV 제조설치(16-47),제2307부대,주식회사 조인테크
5337,00아파트 신축 CCTV 제조설치(16-28),제2307부대,주식회사 부림
5353,감시장비  방향조정 조립체 등 21항목 구매(물품),육군군수사령부,주식회사 세운하이테크
5354,항공부속 연결기.로드엔드용 등 3항목 구매(물품),육군군수사령부,태륭산업기계
5431,야전교육용 방송장비(15종) 구매,국군재정관리단,초록정보기술(주)
5575,16년 해병대 사무자동화장비(노트북) 도입,국군재정관리단,주식회사 하나에이치엔씨
5665,네트워크장비 교체사업,국군재정관리단,주식회사 콤텍정보통신
5694,2/4분기 교육예산(교육장비 기가폰 등 5종),육군기계화학교,JJ테크
5780,인쇄장비(디지털인쇄기 등 3종)구매설치,국군재정관리단,(주)신도리코
5785,노트북 등 정신교육용 장비 4종 구매,국군재정관리단,노드정보기술(주)
5863,통신장비용 포장대 등 3항목 제조(물품),육군군수사령부,주식회사 나루지엠에스
5901,'16년  판매장비(냉장고/냉동고) 제조,국군재정관리단,씨알케이 주식회사
5950,2분기 교육예산(교육장비) 구매 의뢰,육군항공학교,더플러스주식회사
6036,경계용 CCTV 교체 사업,국군재정관리단,사회복지법인 한국청각장애인복지회 청음공방
6084,구내통신장비 케이블조립체 등 6항목 제조(물품),육군군수사령부,연합정밀(주)
6092,16년 사무자동화장비(데스크톱PC) 도입사업(리스물건),국군재정관리단,(주)레드스톤시스템
6172,상반기 통신장비 유지물품 구매,제7016부대,천풍상사
6204,무전기 원격조정기 등 2종,해군군수사령부,(주)한스웰
6258,마이크로 스위치상자 47EA,해군군수사령부,에스티통상
6369,위성장비 케이블조립체 등 4항목 제조(물품),육군군수사령부,주식회사 에스디텍
6440,"덮개,조립식,차체용 등 172항목 구매(기장)",육군군수사령부,주식회사아성금속
6706,2016년 의무장비(침대자동식 중환자실용),국군의무사령부,So Med
6719,2016년 의무장비(침대자동식 중환자실용),국군의무사령부,So Med
6739,"교육장비, 비품 등 15종 구매",육군훈련소,흙사랑
6800,경계력 보강 CCTV 등 구매,제5보병사단,주식회사 뮤즈테크
6817,13-본-국대-01 00학교 이전 자동소화장치 제조설치,국군재정관리단,(주)이지씨엔이
6915,00지역 CCTV 설치납품,제5보병사단,케이에스아이주식회사
7184,교육장비용 배터리(6종) 구매,국군재정관리단,새한테크
7230,견인장치등 16항목 구매(물품),육군군수사령부,주식회사 우영물산
7271,14-본-육-10 00지역 아파트 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
7280,네트워크 장비(TAP)등 3품목,제9691부대,태영통상
7330,교육장비 15종 구매 설치,국군재정관리단,아폴론주식회사
7368,마이크로 프로세스 예비품 셋트 등 18종,해군군수사령부,에스투 (S2) 테크
7454,의무장비(혈액용 냉동고) 구매,국군대전병원,주식회사 일신바이오브랜치
7555,`16-00부대 교육장비(시뮬레이션 교육비품) 구매,국군의무학교,성도
7610,16-031 항공과학고 부교재 35품목,공군교육사령부,나눔문고
7617,의무장비(4차) 소독물품포장기 구매,국군수도병원,(주)하이엠디
7717,"세탁기,트레일러탑제식",물자계약팀,한국기계공업(주)
7737,`16-00부대 교육장비비(RGB리피터 등 8종) 구매,국군의무학교,건양체육산업
7984,시뮬레이터 자이로스코프,공군제5공중기동비행단,세종물산
7989,16-잠수함 전투복 제조납품,국군재정관리단,대 흥 E N T
8376,교육용 패킷 분석장비 라이선스 구매,4284부대,(주)아이디어정보기술
8520,1/4분기 교육예산(교육장비 등 9건),육군기계화학교,에스엠시스템
8576,천막수리 재봉기 1종,해군군수사령부,거성물산
8640,지뢰제거작전 보호의 등 장비구매,제7862부대,주식회사 제이씨정보통신
9204,00지역 주거시설 관급자재 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
9222,군단주둔지/통신소 경계용 CCTV 제조설치,제2군단,주식회사 라온 엔지니어링
9226,군단주둔지/통신소 경계용 CCTV 제조설치,제2군단,주식회사 라온 엔지니어링
9269,oo부대 방송장비 구매 및 CCTV장비 설치납품,특수전사령부,(주)현명
9317,00군단 차기다련장 신축 CCTV 제조설치,국군재정관리단,(사)한국나눔복지연합회 아이씨티사업소
9364,204항공대대 CCTV 구내,제5897부대,(주)유현정보통신
9386,훈련장 CCTV 설치납품,제15보병사단,주식회사 금석건설
9451,인쇄장비 2종 구매,국방출판지원단,(주)셰르파테크
9469,1891부대 부대비품(해제장치세트 등 151건) 구매,제1891부대,동명이앤엘
9520,청안예비군훈련대 영상모의사격장 장비 추가구매,육군 제37보병사단,주식회사 일렉콤
9542,상용 통신장비(핸드토키)구매,국방부근무지원단,(주)타치온네트웍스
9592,육성-괴산지역 1대대 장비류 구매(핸드토키),육군 제37보병사단,현대산업
9623,재투자 의무장비 구매(4차) - 침대자동식 응급실용,국군대전병원,(주)에스피메디텍
9648,정보교 교육용 초경량 비행장치 무인 멀티콥터 구매,제7군단,베스트프리 주식회사
9649,정보교 교육용 초경량 비행장치 무인 멀티콥터 구매,제7군단,베스트프리 주식회사
9650,정찰용 UAV중대 신축 CCTV 제조설치,국군재정관리단,(사)한국장애인이워크협회일자리사업장
9679,"교육비품 구매(기가폰, 무전기)",제5897부대,은성기프트
9716,전자표적장비(모니터 회로등 12종) 부품교체,국군체육부대,성우텍 G.S
9748,17년 지형분석 장비 구매(3D 모니터 등 5종),합동참모본부,주식회사 성진테크윈
9826,교육훈련용 기가폰 구매,제36보병사단,주식회사 아리랑
9831,정신교육장비(스피커 등 7종) 제조설치,국군재정관리단,(주)이노탑
9871,정신교육 장비구매,육군본부,(주)에스앤디비즈
9872,CCTV CAMERA POLE 보강공사,해군 기동함대사령부,주식회사 다복
9906,전산 부수장비 4종 구매,국방대학교,(주)에스앤디비즈
10088,00부대 외곽 CCTV 제조설치,육군 제8군단,주식회사 후엔지니어링
10176,상용 통신장비(핸드토키)구매,국방부근무지원단,오성통신 드론 교육원
10178,00지역 CCTV 설치납품,제55보병사단,유에프엠시스템즈 주식회사
10231,00학교 취약시설 CCTV 제조설치납품,육군3사관학교,주식회사 다윈
10323,교육용 드론 구매,해군교육사령부,부산모형
10326,폭발물탐지기 소모성물품 구매,제3170부대,아누바이오
10346,2017년 대구병원 CCTV 구매,국군의무사령부,한진영상정보 주식회사
10347,2017년 구리병원 CCTV 구매,국군의무사령부,완전정보통신 주식회사
10410,17-00창 노후 경계 CCTV 교체 사업,국군재정관리단,(주)에이앤피코리아
10411,17-00원 외곽경계 CCTV 제조 설치,국군재정관리단,주식회사 포올이앤씨
10415,17-목-합동생활관 CCTV 구매/설치,해군제3함대사령부,대진전자통신주식회사
10513,"공병장비 부수기재(크라샤, 채버켓)구매",육군 52보병사단,조인
10568,사격보조장치(거치대) 제작,제9691부대,대호정밀
10585,체육관 신축 관급자재(무대장치) 제조 설치(2),국군재정관리단,주식회사 엠라이테크
10650,통신장비 노트북 구매,국군재정관리단,주식회사 젠탑(GENTOP)
10651,CCTV 세트 제조 설치,공군미사일방어사령부,주식회사 두고테크
10693,실내체육관 신축 관급자재(태양광발전장치) 제조설치,국군재정관리단,주식회사 평화전력
10757,실내체육관 방송장비 제조설치,국군재정관리단,주식회사 아이엠피
10866,차량 후방카메라 설치납품,제1989부대,주식회사 보성
10939,재투자 의무장비 구매(3차) - 침대자동식 응급실용,국군대전병원,(주)에스피메디텍
10956,후반기 안전장비 및 안전장구 구매,공군군수사령부,(주)디에스인프라
10970,2017년 의무장비 냉장고 혈액은행용 대형 구매,국군의무사령부,우분트코리아
10972,2017년 의무장비 냉장고시약보관용 구매,국군의무사령부,미소커뮤니케이션
10975,2017년 의무장비 소독물품포장기 등 2건 구매,국군의무사령부,주식회사 유니메인
11044,경계작전용 CCTV 모니터 구매,육군 탄약지원사령부,(주)바로컴
11120,00부대 CCTV 노후교체 및 보강,제9965부대,주식회사 덕산
11239,(17-135) 광케이블 측정기,공군제18전투비행단,진성
11244,"온도조절기,유량제어용 등 34품목",해군제1수리창,(주)동건
11267,경계작전용 CCTV 모니터 구매,육군 탄약지원사령부,주식회사 시큐뱅크
11313,4분기 교육예산(장비/비품/재료비) 구매,육군항공학교,영원종합상사
11366,재투자 의무장비 구매(2차) - 치과유니트 및 의자,국군대전병원,주식회사 소향
11380,2017년 의무장비 침대 자동식 응급실용) 구매,국군의무사령부,남촌산업
11509,재투자 의무장비 구매(냉장고 시약보관용),국군수도병원,(주)한일종합상사
11511,재투자 의무장비 구매(초저온 냉장고),국군수도병원,주식회사 서진컨설팅
11512,재투자 의무장비 구매(냉장고 혈액은행용 대형),국군수도병원,연합메디칼
11548,00지역 경계용 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
11592,교육기관 모의수사실습 영상장비 구매,육군종합행정학교,주식회사 페리굿
11631,3분기 실험장비 유지물품 구매,육군3사관학교,신풍상사
11727,경계용 CCTV 제조 설치,국군재정관리단,주식회사 서림정보통신
11862,경계용 CCTV 제조설치,국군재정관리단,유한회사 시영
11863,00부대 CCTV 제조설치,국군재정관리단,일손과일터 기전사업부
11951,후반기 부대비품(통신장비) 및 통신운영물품 구매사업,제9965부대,티엠에스(TMS)
12234,2017년 조달 의무장비(냉장고 혈액은행용 대형) 구매,국군의무사령부,미래테크
12434,무선마이크 송수신기 등10종,해군작전사령부,성화종합상사
12504,가상현실 시뮬레이터 교육장비 구매,육군종합행정학교,주식회사 페리굿
12599,17-통합건물(화악) 관급자재(CCTV) 제조 설치,국군재정관리단,(주)대경인트라넷
12614,17-본-공-8 다목적강당 신축공사 CCTV 제조/설치,공군교육사령부,동원특수음향
12646,교육용 IT장비(노트북 등 9종) 구매설치,국군재정관리단,효성아이티엑스 주식회사
12649,17-디지털 고속인쇄기(차량장착) 구매설치,국군재정관리단,(주)한성엔지니어링
12653,17-경계작전시설 통신공사 관급자재(CCTV) 제조 설치,국군재정관리단,주식회사 에스엠플러스정보통신
12706,몰래카메라 탐지기 등 9종,해군군수사령부,라온상사
12730,카메라(CCTV) 72대 등 10종 구매,제9121부대,에이엔디
12871,강릉병원 CCTV 노후 교체 계약,국군의무사령부,에스제이넷주식회사
12920,3분기 교육장비 및 재료비 구매,육군항공학교,영원종합상사
12954,마이크로 스위치상자 51EA,해군군수사령부,서광전자
12955,"실린더조립체, 공기식, 잠수장비용 등 5종",해군군수사령부,에스엘(SL)상사
13145,마이크로 프로세스 예비품 셋트 1종,해군군수사령부,에스와이테크
13164,'17년 지형분석장비 물품 구매설치,한미연합군사령부,(주)조은아이앤에스
13190,군숙소 CCTV 설치납품,제5보병사단,주식회사 고려티에스아이
13237,17년 2/4분기 교육장비/교육비품 구매,육군학생군사학교,다다상사
13258,공병장비 구매 / 납품(굴삭기 크라샤 2종),제1989부대,주만코리아
13267,17년 판매장비 비품(진열대류) 제조납품,국군재정관리단,주식회사 디에스나이키
13268,17년 판매장비 비품(탁자) 제조납품,국군재정관리단,주식회사 원일퍼니처
13318,전산운영용품 및 전산부수장비 구매,제7821부대,주식회사 선영스포츠
13361,운전교육용 시뮬레이터 구매설치,국군재정관리단,애드온스마트 주식회사
13401,17-00지역 신축공사 관급자재(CCTV) 제조설치,국군재정관리단,명진전기통신(주)
13426,00부대 전산분야 장비 설치납품,제1363부대,주식회사 콤텍정보통신
13581,교육장비(Benchtop NMR 등 9종) 구매,국군재정관리단,(주)한성엔지니어링
13710,운전교육용 시뮬레이터 구매설치,국군재정관리단,주식회사 비츠로씨앤씨
13823,공군교육사령부 이동형 발전기(30kw) 제조 설치,공군교육사령부,파워코리아 주식회사
14028,00대 생활관 신축 관급자재 CCTV 장치 구매 설치,제9227부대,주식회사 중부보안
14029,해안주둔지 경계초소 신축 CCTV 장치 구매 설치,제9227부대,일광정보통신
14036,00대 생활관 신축 관급자재 CCTV 장치 구매 설치,제9227부대,주식회사 중부보안
14037,해안주둔지 경계초소 신축 CCTV 장치 구매 설치,제9227부대,일광정보통신
14179,차폐장치(덮개) 등 55항목 제조(기장),육군군수사령부,지세스
14210,창조축소형 장비도입(네트워크 장비)사업,국군재정관리단,株式會社 錦湖이.티.시
14372,창조축소형 장비도입(주 전산기)사업,국군재정관리단,(주)명신시스템
14373,창조축소형 장비도입(일체형PC)사업,국군재정관리단,주식회사 유니와이드
14410,"정보통신장비(PC, 모니터) 구매사업",국군재정관리단,주식회사 에이텍
14490,"상자,부속품 적재용 등 7항목 제조(자주포)",육군군수사령부,주식회사 비오텍
14730,00부대 체육관 신축 관급자재(무대장치) 제조 설치,국군재정관리단,(주)신우이엔지
14784,주전산장비 서버 교체(설치) 사업,국군재정관리단,(주)스마트비전
14900,17-B-열영상카메라(CCTV) 제조 설치,국군재정관리단,보은전자방송통신(주)
14918,제어기-모니터 등 5품목,해군제1수리창,(주)동건
14979,사진 조명기구 및 운영장비 구매,제3707부대,필유통
14980,작전용 전산장비 구매,제3707부대,은명사
15007,17년 사무자동화장비(데스크톱PC) 도입사업(리스물건),국군재정관리단,(주)컴트리
15012,"일반광학장비부품(덮개, 입구용)",기동화력계약팀 (구:19.09.16),예지산업
15079,순회 정신교육 장비 4종 구매,국군재정관리단,주식회사 시스텍
15081,17년 사무자동화장비(프린터) 도입사업,국군재정관리단,주식회사 에스디시스템
15083,00부대 CCTV 제조설치,국군재정관리단,유한회사 주성산업
15085,17년 사무자동화장비(노트북) 도입사업(리스물건),국군재정관리단,주식회사 넥스파시스템
15118,전산장비(데스크톱)설치납품,한미연합군사령부,클린톤전자
15157,17년 사령부 외곽 경계용 CCTV 추가설치,국군수송사령부,주식회사인펙비전
15215,"세탁기, 트레일러탑재식",일반장비계약팀 (구:19.09.16),한국기계공업(주)
15300,헌병대 병영생활관 신축 CCTV 제조설치,제2군단,(주)그랜드
15374,무전기(휴대용 / 차량용) 구매,자운대근무지원연대,(주)모던애드
15386,"2분기 교육예산(장비, 재료비) 구매",육군항공학교,주식회사 에이원
15396,'17년 전반기 교육장비 및 체육비품 구매,육군부사관학교,보성S&P
15416,경계용 CCTV 제조 설치,국군재정관리단,(주)거성
15671,전산장비 구매,국군재정관리단,주식회사 스마트컴
15688,교육장비(3차원 기계가공 실습세트) 구매,국군재정관리단,주식회사 성진이엔디
15780,00부대 발간 인쇄장비 토너 구매,제1363부대,주식회사 지지커뮤니케이션
15862,교육장비(자외선분광기)구매,국군재정관리단,주식회사 시스텍
15863,교육장비(수준측량장비세트) 구매,국군재정관리단,갑진개발 주식회사
15922,도식교보재 제작 장비 구매,육군교육사령부,인산시스템
16014,교육보조장비용 배터리 6종 구매,국군재정관리단,금강아이티
16242,OO부대 CCTV 설치 납품,제2작전사령부,진우에이티에스 주식회사
16246,OO부대 CCTV 설치 납품,제2작전사령부,진우에이티에스 주식회사
16608,"덮개,차량구성품용(차량덮개) 등 2항목 제조(궤도)",육군군수사령부,주식회사 킴블스
16695,M48온도조절기등2종구매,육군종합정비창,주식회사우정상사
16756,전반기 부대비품(통신장비) 및 통신운영용품 구매,제9965부대,JH컴퍼니
16762,신교대대 교육장비 구매,제36보병사단,삼일
16791,17-1차 화재진압장비(옥외 소화장치) 구매,제7보병사단,JW종합상사
16844,2차 의무장비 구매(환자체온보온기 공기식),국군수도병원,주식회사 가람메드
16902,OO교육단 CCTV 노후교체 및 보강,제9965부대,대신네트웍스(주)
16911,덮개조립체 등 2항목 제조(항공),육군군수사령부,강서실업
16913,동체용 덮개 조립체 등 4항목 구매(항공),육군군수사령부,강서실업
16954,통합화력 격멸훈련 물품구매(17-교훈-01),제7862부대,잇사갈
16955,17년 1분기 교육예산(장비 및 재료비) 구매,육군항공학교,우진통상
17076,17-1차 전산운영용품 및 기타부수장비 구매,육군본부,디와이솔루션
17189,고무장갑 소독기 등 5종 제조,국군재정관리단,주식회사 티에스케이
17204,17-028 항공과학고 교육용 도서 30종 구매,공군교육사령부,교문서점
17300,2017년 의무장비 소독물품포장기 구매,국군의무사령부,주식회사 웰팜
17523,1/4분기 교육예산(기가폰 등 204종),육군기계화학교,마이크로트렌드
17528,CCTV카메라 등 19종,제9196부대,유니아이엔씨 주식회사
17596,2017년 의무장비 냉장고 시약보관용 구매,국군의무사령부,한스테크
17597,2017년 의무장비 오실로스코프 구매,국군의무사령부,주식회사 에버위너
17768,방송/통신장비 유지물품 구매 설치,제3707부대,우성무역
17847,7공병 도하장비 보관용 방수포 제조,제7군단,지지올레
17945,00부대 CCTV 제조설치,국군재정관리단,(사)아름다움나눔협회동행사업단
18071,18-00사 관급자재(CCTV) 제조설치,국군재정관리단,사단법인 해오름장애인협회
18163,'18년 00전대 CCTV 설치공사,해군제3함대사령부,서경정보통신 주식회사
18198,사단 훈련장 CCTV 등 5건 자재 구매설치납품,제60보병사단,주식회사 시스매니아
18219,마이크로필름 재료(카메라 촬영필름 등 14종),공군본부,클라크지게차클린판매
18317,재난구조 장비(공압식로프총 등 3종) 구매,국군재정관리단,제이앤제이
18340,간부숙소 CCTV 설치납품,국방부계룡대근무지원단,지에이치정보통신주식회사
18413,00지역 CCTV 설치납품,육군교육사령부,주식회사 명품시스템
18416,주둔지 경계시설 CCTV 구매설치,국군재정관리단,(사)아름다움나눔협회동행사업단
18441,"방-18-50 병참장비획득(세탁기(상업용,50kg) 구매",공군미사일방어사령부,영화산업
18477,국군함평병원 병동 CCTV 교체 제조설치,국군의무사령부,홍운이엔씨(주)
18480,00부대 CCTV 설치납품,제5767부대,(주)피앤티정보통신
18487,18년 00부대 CCTV 설치공사,해군제3함대사령부,주식회사 케이디에스
18515,00부대 지게차(전동 파렛트 트럭) 구매,제9251부대,주식회사 코아미
18522,18년 사무자동화장비(모니터) 추가도입사업,국군재정관리단,주식회사 젠탑(GENTOP)
18526,소파견지 CCTV 설치납품,제2군단,(주)영진
18560,K10 신형제독장치 부품,일반장비계약팀 (구:19.09.16),건웅테크 주식회사
18649,CCTV휴대용모니터 등 6품목 구매 납품,제9227부대,주식회사 동해이엔에스
18694,간이소화장치 등 75종 구매,해군제3함대사령부,(유)목포신도digitalOA
18774,18년 군전산망 혼용방지 등 LAN관련장비 구매,국군재정관리단,주식회사코넥
18813,00군단 UAV중대 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
18926,CCTV 11개소 설치납품,육군 52보병사단,(주)마이크로넷
