,입찰명,발주기관,낙찰자(상호)
824,00부대개편사업 조명기구 제조납품,제5181부대,(주)베크룩스
837,신교대 취사식당 신축 관통형냉장고 제조 설치납품,제1729부대,경원세기엔지니어링 주식회사
849,체육관/강당 방송시설 음향장비 설치납품(정정),제7851부대,우성무역
860,5공병 121대대 생활관 온수보일러 설치납품,제5군단사령부,(주)정연건설
879,광케이블 등 12종,해군작전사령부,성준실업
917,00학교이전 가구 제조설치,국군재정관리단,주식회사 다나
937,컨테이너 제조 구매,제3283부대,주식회사운석
960,17년 복지시설 소모품 구매(연간 단가계약),국방부근무지원단,이아이엔티
975,16-해-지원시설 CCTV 제조 설치,해군제3함대사령부,폴그린테크 주식회사
1005,16-해-비상소화펌프(250GPM) 5EA 구매,국군재정관리단,주식회사 젬마물산
1010,00부대 이전사업 합성수지도어 제조설치,국군재정관리단,(주)프라임
1011,00학교 생도피복(운동복) 제조 납품,국군재정관리단,MSC종합상사
1050,백단화(남) 등 3종 제조(구매),해군사관학교,진해 양화 종합 상사
1085,"스웨이징 슬리브,와이어로프용 등 7종",해군군수사령부,클린톤전자
1142,교도소 침대 생산자재(철재류) 제조납품 3차,국군재정관리단,(주)중원엔지니어링
1196,00부대 관급자재(조명기구) 제조 설치,국군재정관리단,(사)한국척수장애인협회ENG사업소
1199,16-작-감시카메라(CCTV) 제조 설치,국군재정관리단,(주)벨류데이터
1238,생도피복(가방류) 제조납품,국군재정관리단,애드온스마트 주식회사
1318,1101공병단 혼합골재구매,제7821부대,성일
1329,스탠딩 책상 제조 구매,육군사관학교,주식회사 디인시스템
1359,생도모집 홍보품(포스트잇) 제조 납품,육군3사관학교,한국산업
1402,16-본-국-02 00병원 전력및조명자동제어 제조설치,국군재정관리단,고려이엔티주식회사
1438,16-진-자전거거치대 14EA 제조설치,국군재정관리단,주식회사 다우스
1481,16-잠수함 전투복 제조 납품,국군재정관리단,주식회사 라일락
1536,LED 조명 등 4종(16-278),공군제1전투비행단,진보상사
1616,00병원 의무비품(책상 등 33종) 제조설치,국군재정관리단,벨로스주식회사
1681,17년 생도피복(운동복류) 제조납품,국군재정관리단,주식회사 앤비앤코퍼레이션
1710,비상소화펌프 60GPM,해군군수사령부,대현종합기계
1769,풋살경기장 바닥재 구매설치(3),국군재정관리단,씨엘아이
1773,직장어린이집 가구 제조설치,제6955부대,기룡아이엔씨
1816,CCTV POLE 제조설치,국군재정관리단,알티하이텍
1839,00부대 차기다련장 시설공사 관급자재(조명기구) 제조,국군재정관리단,주식회사 봉화조명정보기술
1841,의자 등 9종 제조 납품,국군재정관리단,주식회사 유퍼니
1842,00사단 CCTV 제조설치,국군재정관리단,(주)솔로몬기술단기술사사무소
1843,16-남-B 제습기(건식) 제조 설치,국군재정관리단,(주)신우이엔지
1853,BTL 임시숙영시설 냉난방기 설치 납품,제8기동사단,주식회사  삼일기계설비
1866,무전기 회로카드조립체 4항목 제조(물품),육군군수사령부,주식회사 애덱스
1874,헌병피복(수사관외투 등 7종) 제조,국군재정관리단,부일특장 주식회사
1883,만종리 훈련장 사무비품 제조설치,제36보병사단,주식회사 삼원가구
1920,2016년 문서낭 등 0종 제조 구매,육군인사사령부,채움아이씨티
1934,차리다련장 2차 시설공사 관급자재(CCTV),제5군단사령부,(주)텔미전자
1965,00부대 경계용 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
1999,"어린이집 폐쇄형배전반, 분전반 제조 설치",공군제11전투비행단,(주)대성기전
2000,어린이집 조명기구 제조 납품,공군제11전투비행단,주식회사 효성이엔씨
2007,차기다련장 2차사업 CCTV 제조 설치,국군재정관리단,정립전자(장애인근로사업장)
2008,`14-본-육-07  000대대 이전사업 조명기구 제조설치,국군재정관리단,(사)꿈드래장애인협회 꿈드래작업장
2037,YRP 중학교 및 보육센터 가구 제조 설치,국군재정관리단,주식회사 코아스
2087,CCTV 및 관제장비 제조설치 납품,제7821부대,주식회사 디피엔
2208,유류저장시설 CCTV 구매 및 설치,공군제11전투비행단,에스정보통신 주식회사
2209,휠로워조립체 3항목 제조(물품),육군군수사령부,우주항공산업 주식회사
2214,`13-본-국대-01 00학교이전 조명타워 제조설치,국군재정관리단,주식회사 현대
2217,17년 생도피복(침구류) 제조납품,국군재정관리단,금마침장
2220,00사령부 행정 사무비품 32종 제조설치,국군재정관리단,주식회사 진성기업
2293,통신대대 다목적 간부 교육장 제조설치(AV설비),제1862부대,(주)테크미디어
2295,"유류탱크 신축 이너겐 소화설비 제조, 설치",공군제11전투비행단,(주)세정이엔지
2341,16-덕-2차 경계용카메라(CCTV) 제조 설치,국군재정관리단,주식회사 드림테크
2342,16-목-경계용카메라(CCTV) 제조 설치,국군재정관리단,신화전자(주)
2343,00병원 리모델링 조명기구  제조,국군재정관리단,(사)꿈드래장애인협회 꿈드래작업장
2346,16-해-비상소화펌프250GPM 13EA 구매,국군재정관리단,주식회사 티플러스
2348,16-덕-3차 경계용카메라(CCTV) 제조 설치,국군재정관리단,주식회사 에스엠플러스정보통신
2351,00부대 병영식당 냉장고(관통형)제조설치 납품,제3697부대,한라주방기구 주식회사
2358,비닐장판 구매,제3170부대,주식회사 대명폴
2362,체력단련장 락카 소모품 등 000종 구매,육군인사사령부,청소용품Damall
2364,체력단련장 락카 소모품 등 000종 구매,육군인사사령부,청소용품Damall
2410,YRP 중학교 및 보육센터 철재가구 제조설치,국군재정관리단,(주)신일퍼니처
2455,00지역 분리수거장 거치대 제조설치납품,국방부계룡대근무지원단,고려종합상사
2493,화생방 통합 저장고 신영공사 비품 구매,공군제19전투비행단,주식회사 한성넥스
2515,103-3대대 취사식당 신축 취사기구 납품,제2632부대,제이제이 사이언스
2524,16-기지방어훈련장 조명기구 제조/구매,제20전투비행단,(주)하나룩스
2533,수첩커버(고급형) 등 3종 제조,국군재정관리단,주식회사 삼국트레이딩
2537,00부대 창고 신축공사 관급자재 조명기구 제조 설치,국군재정관리단,(사)꿈드래장애인협회 꿈드래작업장
2540,ML-3470N토너(재생) 등 9항목 제조(물자),육군군수사령부,이피랜드
2569,17년 장교후보생 운동복 제조/구매,육군학생군사학교,주식회사 린코리아
2577,풋살장 바닥재 구매설치,국군재정관리단,주식회사 부영상사
2578,풋살경기장 바닥재 구매설치(2),국군재정관리단,주식회사 오에스이
2618,파병부대 운동복류 제조(구매) 납품,제7789부대,해성스포츠
2632,유리진열장 4EA 구매,제8385부대,이레산업
2665,개선 비행장갑(호수형) 제조납품,국군재정관리단,주식회사 더엔진
2688,13-본-국대-01 00학교이전 블록포장재 제조 납품,국군재정관리단,한일에코산업주식회사
2711,16-UDT 신형방한복(상의)등 3종 제조,국군재정관리단,주식회사 주연어패럴
2716,00부대 창고 신축공사 관급자재 냉난방기 구매 설치,국군재정관리단,주식회사 기온테크
2718,16-충-육-1 건식제습기 제조설치,국군재정관리단,(주)세원센추리
2747,16-소화펌프 250GPM 15EA 제조,국군재정관리단,주식회사 동성피엔피
2772,00아파트 CCTV 제조 설치납품,제5897부대,한국이미지시스템(주)
2836,시설비품 천막 제조,국군재정관리단,주식회사 나루지엠에스
2841,00부대 전력시설 개선 등기구 제조납품,제15보병사단,금호이앤지 주식회사
2855,16-덕-경계용카메라(CCTV) 제조 납품,국군재정관리단,주식회사 금산
2910,보급창고 CCTV(관급자재) 제조설치 납품,공군제10전투비행단,주식회사 씨아이시스템
3017,와이어로프 등 5항목 구매(물자),육군군수사령부,성진실업
3018,00아파트 CCTV제조 설치납품,제5897부대,첨단정보통신  주식회사
3039,공사용 관급자재(조명기구) 제조,제9해병여단,주식회사 성안
3140,생도피복(침구류) 제조납품,국군재정관리단,주식회사 한일시티코리아
3159,00부대 통합시설 GHP 냉난방기 설치납품,국군재정관리단,주식회사  베스트공조
3160,'17년 해군수첩 외피(6공) 제조,해군본부,주식회사세일콜렉션
3164,LED TV 22EA 구매,제9911부대,The 큰
3209,주둔지 경계용 CCTV 제조설치,국군재정관리단,(사)한국척수장애인협회ENG사업소
3210,16-덕-열영상감시카메라(CCTV) 제조 설치,국군재정관리단,주식회사나인정보시스템
3226,방수용장갑 1종,해군군수사령부,주식회사 베스트모카
3229,무전기세트 안테나 등 2항목 제조(물품),육군군수사령부,주식회사 디피엔
3236,16년 풋살장 신축공사 p.p바닥재 설치납품,제1607부대,주식회사 필드테크
3247,16년 풋살장 신축공사 p.p바닥재 설치납품,제1607부대,주식회사 필드테크
3252,16-본-공-01(특기교육생 식당개선) 보일러 구매/설치,공군교육사령부,주식회사 부-스타
3272,데스크탑 컴퓨터 제조납품,제1989부대,(주) 한성
3279,국가기술검정 생활관 컨테이너 제조설치납품,제2군단,(주)효성컨테이너
3281,무전기용 고정형 중계기 제조 설치,국군재정관리단,한양무선통신
3334,컨테이너 제조설치(조달-173),공군제10전투비행단,제일철강
3359,지지대 조립체 등 8항목 제조(물품),육군군수사령부,한성정공
3380,00부대 컨테이너 제조설치 납품,제11기동사단,주식회사 금성콘테이너하우스
3384,군인의 지위 및 복무에 관한 기본법 소책자 표지 제조,국군재정관리단,주식회사 훈민정음
3401,보드 테스터 유지보수,제20전투비행단,주식회사 시스텍
3425,포병대 시설 CCTV 제조/설치,제9해병여단,주식회사 세종보안시스템
3484,00부대 컨테이너 창고 제조설치,국군재정관리단,두영이엔시
3488,00부대 컨테이너 제조설치(16-170),제2307부대,(주)효성컨테이너
3504,00사령부 LED조명기구 제조,국군재정관리단,주식회사 성안
3518,석면함유 건축물 개선(관급자재) 조명기구 구매 설치,공군제15특수임무비행단,주식회사 엘에스조명
3600,컨테이너 2종 제조 구매,제9911부대,주식회사 지성그린텍
3615,시설부대비 물품구매,육군종합정비창,주광유통
3669,000사업 CCTV 제조설치,제3707부대,주식회사 와이즈드림
3704,2차 풋살경기장 인조잔디 제조설치납품,제6128부대,코니터프주식회사
3719,LED 비상조명등,제9181부대,이즈컴넷
3806,주방가구 등 4종 제조 설치,국군재정관리단,에이스산업
3808,무선송수신기(무선인터컴) 제조설치,국군재정관리단,에어텍정보통신 주식회사
3818,풋살경기장 인조잔디 제조설치 납품(3개소),수도방위사령부,주식회사 아모스그린
3825,풋살경기장 인조잔디 제조설치 납품(3개소),수도방위사령부,주식회사 아모스그린
3856,"ㅇㅇ연대 컨테이너 제조, 설치, 납품",육군 52보병사단,유한회사 그린테크빌
3865,컨테이너 제조설치 납품,제1989부대,(주)대명
3927,고정식 연결의자 제조설치 납품,제3697부대,(주)목림
3928,00부대 풋살경기장 인조잔디(6개소) 제조설치납품,제5군단사령부,주식회사정영씨엠
3929,00부대 풋살경기장 스포츠바닥재(1개소) 제조설치납품,제5군단사령부,에이에스티엠(ASTM)
3940,공군 표지장(후크형) 등 2종 제조,국군재정관리단,군장코퍼레이션
3942,신축교육센터 정보통신환경 구축사업(리스물건),국군재정관리단,주식회사 덕산
3959,컨테이너 제조 설치 납품,육군사관학교,(주)대한이엔씨
3977,15-본-육-육-06 스포츠조명(LED투광등기구) 제조설치,국군재정관리단,주식회사 봉화조명정보기술
3978,좌식책상 등 2품목 제조,국군재정관리단,대신자토산업 주식회사
4018,"수호병 명예휘장(포제, 파스너테이프(루프)) 제조",국군재정관리단,주식회사 나루지엠에스
4044,병영식당 관통형 냉장·냉동고 제조설치,국군재정관리단,주식회사남지공조
4075,'16년 병영생활플래너 표지 제조,국군재정관리단,주식회사세일콜렉션
4118,항만단 체육관(강당) 신축공사 냉난방기 구매,국군수송사령부,(주)글로렉스
4170,교도소 침대생산자재(철재류) 제조납품(2차),국군재정관리단,주식회사 가온테크
4171,16-해병-ㅇㅇ사업 항온제습기 제조 설치,국군재정관리단,쿨앤쿨주식회사
4200,군장품(포제명찰) 부착제조,제7보병사단,우성
4206,냉온수기 추기펌프 등 5종,해군작전사령부,아산종합상사
4214,"00포대, 00연본 풋살경기장 인조잔디 제조설치납품",제22보병사단,주식회사베스트필드
4215,헌병 가죽장구 등 10종 제조,국군재정관리단,주식회사 라일락
4218,00대대 풋살경기장 인조잔디 제조설치납품(2),제22보병사단,주식회사베스트필드
4219,00대대 풋살경기장 인조잔디 제조설치납품(1),제22보병사단,주식회사베스트필드
4260,덮개조립체 등 112항목 제조(궤도),육군군수사령부,三晸하이테크
4287,에폭시 프라이머 피복키트 등 11종,해군군수사령부,지니종합상사
4293,00부대 등 6개소 풋살장 인조잔디 제조설치,제9보병사단사령부,주식회사베스트필드
4302,파병용 운동복 등 3종 제조납품,제7789부대,주식회사 린코리아
4399,ATCIS 케이블조립체 등 16항목 제조(물품),육군군수사령부,주식회사 디와이콤
4412,16-본-육-10 조명기구 제조,국군재정관리단,주식회사 에스씨엘
4416,부사관 후보생 피복류(19종) 제조,국군재정관리단,주식회사 케이플랜
4443,00부대 등 5개소 풋살경기장 인조잔디 제조설치,제1보병사단,대교에코필드 주식회사
4448,5691-1부대 컨테이너 제조설치납품,제21보병사단,주식회사 현대
4460,소화설비기기(NAF S lll 등 3종) 제조설치,국군재정관리단,한주케미칼 주식회사
4463,풋살경기장 4개소 신축 인조잔디 설치납품,제6보병사단,주식회사 대종
4464,22사단 복지시설 신축 컨테이너,제22보병사단,주식회사 융성
4488,격별보수비 23차 물품구매,육군종합정비창,길상산업
4544,"포장상자,안정거울덮개 등 1항목 제조(궤도)",육군군수사령부,예지산업
4583,경계용 CCTV 제조 설치납품,육군항공사령부,유에프엠시스템즈 주식회사
4584,경계용 CCTV 제조 설치납품,육군항공사령부,유에프엠시스템즈 주식회사
4601,105밀리 목상자 등 9종 제조 납품,국군재정관리단,금성목재
4604,"쇠고리, 로프용 등 32항목 제조(기장)",육군군수사령부,(주)승광
4623,에어컨 팽창밸브 등 3종,해군군수사령부,앤드텍(ANDTech)
4634,소화수조(스테인레스 물탱크) 제조 구매,공군제11전투비행단,(주)흥록플랜트
4636,풋살장 3개소 신축공사(인조잔디 설치납품),제2632부대,유한회사 세일양행
4641,'16-본-육-04 조명기구 제조,국군재정관리단,삼도에스에스 주식회사
4645,16년 정훈물자(LED TV 등 3종) 구매,국군재정관리단,주식회사 티유케이
4655,미8군 병영시설 냉장고외 3종 구매설치,국군재정관리단,주식회사 에스유테크
4659,미8군 병영시설 책상외 5종 제조설치,국군재정관리단,인토스 주식회사
4669,소화펌프 250GPM 20세트 제조,국군재정관리단,주식회사아륙전기
4709,모포 등 4종 제조납품,제9965부대,주식회사대평섬유
4711,00아파트 가구 교체공사 제조설치 납품,수도방위사령부,주식회사 엔에이치
4725,'16-강-육-22 00부대 관사 조명기구 제조,국군재정관리단,(사)한국장애인이워크협회일자리사업장
4738,지능형 CCTV 제조설치,제3707부대,주식회사 두원전자통신
4779,헌병피복(백색가죽요대 등 3종) 제조 납품,국군재정관리단,예지산업
4780,'15-북-육-신영-37 조명기구 제조,국군재정관리단,일손과일터 전자사업부
4781,'16-본-육-03 조명기구 제조설치,국군재정관리단,(사)한국장애인이워크협회일자리사업장
4784,16-해-중계소 CCTV 제조설치,국군재정관리단,주식회사 케이이엔지
4785,16-해-기계실 CCTV 제조설치,국군재정관리단,주식회사 에너지코리아
4786,16-해-기계실(00부대) CCTV 제조설치,국군재정관리단,주식회사 디피엔
4808,1군지사 컨테이너하우스 제조 설치 납품,육군 제8군단,열린컨테이너
4831,창고형 컨테이너(159동) 제조설치,국군재정관리단,유한회사 은광기업
4856,스파이더 회로카드조립체 등 10항목 제조(물품),육군군수사령부,주식회사 에스디텍
4858,열상 장비(TAS-970K) 회로카드조립체 제조(물품),육군군수사령부,株式會社 이노텍
4860,광대역 안테나 로프조립체 등 5항목 제조(물품),육군군수사령부,알티하이텍
4861,무전기세트 케이블조립체 5항목 제조(물품),육군군수사령부,시온테크
4862,무전기세트 확성기조립체 등 9항목 제조(물품),육군군수사령부,시온테크
4889,00부대 독신숙소 조명기구 제조설치,국군재정관리단,(주)라이템
4899,00부대 독신숙소 가구(2종) 제조설치,국군재정관리단,서광기업
4995,항공부속 덮개 조립체 등 7항목 제조(물품),육군군수사령부,대동공업사
4997,"ATCIS 케이블조립체,전력용 등 12항목 구매(물품)",육군군수사령부,시온테크
5002,통신 가설용 케이블 전선 등 21항목 구매(물품),육군군수사령부,주식회사 유노미아
5013,00부대 헌병피복(작전장갑 등 4종) 제조 납품,국군재정관리단,주식회사 에스지윈
5034,차단기 상자 등 70항목 구매(궤도),육군군수사령부,보고통상
5042,LED TV 등 4종,제9181부대,에이지씨
5047,(16-175)작전및편의시설유지(도로표지용도료외1품목),공군제17전투비행단,영원종합상사
5051,전산운영용품 구매(UTP케이블 등 77종),제1891부대,유원라인(주)
5060,전산운영용품 구매(UTP케이블 등 77종),제1891부대,유원라인(주)
5068,휴대용 무선송수신기(핸드토키) 제조,국군재정관리단,주식회사 우리별
5071,13-본-국대-01 00학교이전 조명기구 제조설치,국군재정관리단,선광에이앤씨 주식회사
5101,00부대 특전장갑 제조 납품,국군재정관리단,주식회사 라일락
5107,몽골텐트 제조구매,육군본부,(주)모던탑
5110,"덮개,차량구성품용 등 4항목 제조(궤도)",육군군수사령부,예지산업
5148,16-해-변전실 CCTV 제조설치,국군재정관리단,세일
5210,00부대 컨테이너 제조 설치,육군 제1군단,(주)효성컨테이너
5225,00부대 조명기구(EL 20W)등 18품목 제조 및 구매,공군작사근무지원단,(주) 한주이앤엘
5231,비상소화펌프 60GPM,해군군수사령부,동해하이테크산업(주)
5268,항공부속 브라켓 등 2항목 제조(물품),육군군수사령부,창진ENG(주)
5274,ML-8900N토너/드럼(슈퍼재생)등 9항목 제조(물자),육군군수사령부,주식회사 서트
5288,PC 제조 설치 사업,국군재정관리단,주식회사 엠엔지 이엔티
5314,교도소 침대생산자재 제조,국군재정관리단,신우산업
5334,00부대 CCTV 제조설치(16-47),제2307부대,주식회사 조인테크
5337,00아파트 신축 CCTV 제조설치(16-28),제2307부대,주식회사 부림
5370,'16년 생도피복(방한파카) 제조,국군재정관리단,서광어패럴
5374,'16년 보급환경개선비품 제조설치,1보급단,지에스산건 주식회사
5436,업소용 세탁기 제조설치납품,국군대전병원,우방기계제작소
5437,사막색 전투복 제조납품,제7789부대,주식회사 엠씨
5486,교육훈련컨텐츠 훈련장  PC제조,국군재정관리단,주식회사 엠엔지 이엔티
5504,프린터케이블 등 71종,해군작전사령부,세기상사
5540,00지역 경호피복(신사복등) 제조납품,수도방위사령부,주식회사 세몽나이스
5596,헌병피복(동계 대테러복 등 5종) 제조 납품,국군재정관리단,성진상사
5626,생도숙소비품(책상 등 4종) 제조설치,국군재정관리단,사)우리들행복나눔 종합가구사업단
5716,LED조명기구 등 2종 구매,제9911부대,광성전기산업주식회사
5721,"비닐장판, 마루덮개용 1종",해군군수사령부,클릭바이 엠알오
5782,00비 병사식당 신축 관급자재 냉난방기 구매 설치,국군재정관리단,삼화시스템공조주식회사
5789,실린더 조립체 등 18항목 제조(생산능력)(궤도),육군군수사령부,삼호정밀
5813,특정지역 피복(코트 등 17종) 제조,국군재정관리단,주식회사 세기와사람들
5814,군악 특수피복(제화류) 4종 제조 납품,국군재정관리단,(주)선실업
5816,군악 특수피복(제복류 15종) 제조 납품,국군재정관리단,주식회사 케이에이취퓨전
5823,"덮개,입구용 등 7항목 제조(기장)",육군군수사령부,주식회사 엔미디어솔루션
5832,K-55 와이어로프조립체,기동화력계약팀 (구:19.09.16),창진ENG(주)
5863,통신장비용 포장대 등 3항목 제조(물품),육군군수사령부,주식회사 나루지엠에스
5901,'16년  판매장비(냉장고/냉동고) 제조,국군재정관리단,씨알케이 주식회사
5910,군악 장갑류 2종 제조구매,육군본부,D.Y.G
5951,컨테이너 창고제조설치,제28보병사단,주식회사 제이디텍
5960,'15년 판매 비품 탁자/의자 제조,국군재정관리단,주식회사 금성강철
5969,"테이프,고리식 등 22항목 제조(기장)",육군군수사령부,주식회사 에스피스틸
5995,"도로표지용 도료 등 2종(16-78,79,80)",공군제1전투비행단,지에스
6030,광케이블 커플러 등 84종,제9227부대,금호전기조명(주)
6031,00아파트 조명기구 제조설치,국군재정관리단,사회복지법인 성만원
6033,안보교육용 시각설치물(X-배너) 제조,국군재정관리단,(주)하이엠디
6040,16년 판매비품 창고용 진열대 등 4종 제조,국군재정관리단,주식회사 가온테크
6041,'16년 마트용 물품봉투 제조,국군재정관리단,(주)대진씨앤씨
6043,16-UDT 신형방한복(상의) 등 3종 제조,국군재정관리단,코아텍
6045,광케이블 커플러 등 84종,제9227부대,금호전기조명(주)
6084,구내통신장비 케이블조립체 등 6항목 제조(물품),육군군수사령부,연합정밀(주)
6085,BTCS 표시반조립체 등 2항목 제조(물품),육군군수사령부,주식회사 월드티엔에스
6095,교육보조기구(항타기) 제조,국군재정관리단,명도정밀
6096,"덮개,보호용 등 46항목 제조(총포)",육군군수사령부,주식회사 보성기업
6102,"삼각대,측지용 1항목 제조(생산능력,총포)",육군군수사령부,예지산업
6103,"덮개,실린더 해드용 등 17항목 제조(기장, 생산능력)",육군군수사령부,삼호정밀
6169,"핀, 천막용지주 제조",국군재정관리단,주식회사 지스타
6194,00부대 가로등 LED삼파장 램프 구매,육군과학화전투훈련단,나래종합상사
6232,컨테이너 부스 제조 설치,국군재정관리단,주식회사운석
6258,마이크로 스위치상자 47EA,해군군수사령부,에스티통상
6369,위성장비 케이블조립체 등 4항목 제조(물품),육군군수사령부,주식회사 에스디텍
6370,BTCS 케이블조립체 등 3항목 제조(물품),육군군수사령부,시온테크
6391,병사피복(춘추운동복) 제조납품,국군재정관리단,홍천군장애인근로작업장
6392,병사피복(하운동복) 제조납품,국군재정관리단,희림상사
6396,16-물류작업복(하계T) 등 3종 제조,국군재정관리단,대광사
6404,교구잡낭 제조구매,육군본부,가빈패션
6444,"실린더,작동용,선형 등 1항목 제조(기장, 생산능력)",육군군수사령부,삼호정밀
6461,시설대대 대형칼라프린터 등 2종(16-074),공군 제8전투비행단,투에스건설주식회사
6526,"00부대 훈련피복, 배낭, 군장품 제조 / 구매",육군과학화전투훈련단,주식회사 나루지엠에스
6542,00관사 붙박이 및 냉장고장 제조 및 구매,제7016부대,주식회사 디인시스템
6611,특정기능성 방한복 제조,국군재정관리단,대 흥 E N T
6649,"로프,와이어제 등 196항목 제조(기장)",육군군수사령부,평화정밀
6661,증류수제조기 1항목 구매(물품),육군군수사령부,(주)명진클라비스
6666,"마트 판매비품(냉장고,냉동고) 제조",국군재정관리단,주식회사 진우전자
6709,병사피복(동운동복) 제조납품,국군재정관리단,한일피복공업(주)
6711,의장특수피복(제복류 8종) 제조,국군재정관리단,주식회사 에레
6713,철제가구류 10종 제조설치,국군재정관리단,주식회사 유퍼니
6714,목제가구류 46종 제조설치,국군재정관리단,주식회사 한성넥스
6755,야전선,통신장비계약팀 (구:19.09.16),혜성씨앤씨 주식회사
6796,보온용 볼밸브외 72종 구매,국방부계룡대근무지원단,주식회사 에스제이상사
6812,31보급대대 물자창고 보수공사 컨테이너 제조설치납품,제1군수지원사령부,주식회사 현대
6817,13-본-국대-01 00학교 이전 자동소화장치 제조설치,국군재정관리단,(주)이지씨엔이
6831,비상소화펌프 2500GPM 14세트 구매,국군재정관리단,(주)인콘
6841,"실린더 조립체,작동식,선형 등 9항목 제조(기장)",육군군수사령부,건우MTC
6852,"스위치,회전식 등 2항목 구매(물품)",육군군수사령부,주식회사 세운하이테크
6862,13-본-국대-01 00학교이전 화재수신기 제조설치,국군재정관리단,주식회사 씨엔이지에스
6951,체력단련장 캐디 피복 제조 납품(품목별 단가제),육군인사사령부,아이리스패션
6952,체력단련장 캐디 피복 제조 납품(품목별 단가제),육군인사사령부,아이리스패션
6988,의장특수피복 장구류 3종 제조구매,육군본부,한일상사
7034,승무원장갑 등 6종 제조,제3170부대,주식회사 킴블스
7089,00대대 대테러피복류 제조 구매,수도방위사령부,주식회사 엠씨
7097,와이어로프 등 5항목 구매(물자),육군군수사령부,(주)정민산업
7100,위임보수 8차 자재구매(보일러/온수통 교체 등 17건),제22보병사단,유명상사
7105,00부대 식당개선 주방기구 제조 및 설치,국군재정관리단,주식회사 가온테크
