,입찰명,발주기관코드,발주기관,2종_Pick,2종_Remove,7종_Pick,7종_Remove
0,00부대 체육시설 비품구매(고소작업대 등 9종),LNF,제1보병사단,"비품, 체육",,고소작업대,
1,CCTV(지상전술전자장비),SFG,제9181부대,TV,,"CCTV, 장비, 전자장비",
2,국방정보보호 교육환경 개선용 마이크 구매,MCM,4284부대,교육,,마이크,
3,다목적체육관 관급자재 무대장치 제조설치,LNS,제55보병사단,체육,,장치,
4,00부대 창설사업 CCTV 제조설치(16-222),LGT,제2307부대,TV,,CCTV,
5,000사업 핸드형 네트워크 분석기 구매,MDS,제3707부대,네트워크,,분석기,
6,마이크로웨이브 신시사이저 구매,HCF,공군군수사령부,마이크로웨이브,,마이크,
7,물자취급 장비(롤테이너 등 5개 품목),LPC,제25보병사단,"롤테이너, 물자취급",,장비,
8,'16년 물자취급 장비 구매(롤테이너 등 5종),LPH,제2167부대,"롤테이너, 물자취급",,장비,
9,군 상용차량 후방카메라 구매,LMK,제6보병사단,카메라,,차량,
10,물자취급 장비 5종 구매,LMN,제6955부대,물자취급,,장비,
11,연천지역 차량 후방카메라 설치납품,LPG,제5보병사단,카메라,,차량,
12,공병장비 크라샤 구매,LHN,제7보병사단,공병,,장비,
13,16-동-감시카메라(CCTV) 제조 설치,UMM,국군재정관리단,"TV, 카메라",,CCTV,
14,횡성역 유류공급시설 CCTV 카메라 제조 설치,UMM,국군재정관리단,"TV, 카메라",,CCTV,
15,00지역 감시용 CCTV제조설치,UMM,국군재정관리단,TV,,CCTV,
16,CCTV영상 녹화용 DVR 구매,LHQ,제2작전사령부,TV,,CCTV,
17,전산운영(비디오월) 물품 구매,LKM,제2632부대,"물품, 전산",,비디오월,
18,체육관/강당 방송시설 음향장비 설치납품(정정),LMC,제7851부대,체육,,"방송, 장비",
19,16-해-지원시설 CCTV 제조 설치,SCR,해군제3함대사령부,TV,,CCTV,
20,CCTV광링크 등 5종,SCN,제7001부대,TV,,CCTV,
21,00부대 네트워크 장비 구매설치,LCM,육군교육사령부,네트워크,,장비,
22,디지털 인쇄장비 구매 및 설치,LKS,육군인사사령부,인쇄,,장비,
23,OO부대 전산장비(PC) 구매,UMM,국군재정관리단,"PC, 전산",,장비,
24,4분기 교육장비 구매,LKQ,육군항공학교,교육,,장비,
25,4분기 교육장비 구매,LKQ,육군항공학교,교육,,장비,
26,인쇄장비(입력편집기등 5종)구매,UMM,국군재정관리단,인쇄,,장비,
27,CCTV 영상 저장매체 구매,UMM,국군재정관리단,TV,,CCTV,
28,16-작-감시카메라(CCTV) 제조 설치,UMM,국군재정관리단,"TV, 카메라",,CCTV,
29,공병장비 능력 보강을 위한 부수기재 구매의뢰,LHG,제1862부대,공병,,장비,
30,열영상 감시 CCTV 영상공유 변환장비 구매사업,UMM,국군재정관리단,TV,,"CCTV, 장비",
31,00중대 및 00진지 경게용 CCTV 설치납품,LNF,제1보병사단,TV,,CCTV,
32,카메라(CCTV)등 2품목 구매/설치,SFC,제9691부대,"TV, 카메라",,CCTV,
33,(16-318)항공장구[고공낙하산(PD)],HDM,공군제17전투비행단,장구,,항공,
34,16-잠수함 전투복 제조 납품,UMM,국군재정관리단,전투복,,잠수함,
35,전산부수장비 구매,MCR,국방대학교,전산,,장비,
36,00학교 교육장비(프롬프터 등 2종) 구매,MDQ,국군의무학교,교육,,장비,
37,00부대 어린이집 비품 구매(코팅기 등 330항목),LPH,제2167부대,"비품, 어린이",,코팅기,
38,전산장비·용품 구매,LQP,제1891부대,전산,,장비,
39,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),제독,,장치,
40,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),제독,,장치,
41,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),제독,,장치,
42,CCTV POLE 제조설치,UMM,국군재정관리단,TV,,CCTV,
43,00사단 CCTV 제조설치,UMM,국군재정관리단,TV,,CCTV,
44,16년 체력단련장 장비 및 비품 구매,UAB,국군복지단,비품,,장비,
45,4분기 교육 비품 및 장비구매,LFH,육군부사관학교,"교육, 비품",,장비,
46,차리다련장 2차 시설공사 관급자재(CCTV),LMR,제5군단사령부,TV,,CCTV,
47,00부대 경계용 CCTV 제조설치,UMM,국군재정관리단,TV,,CCTV,
48,디지털 무전기용 계측기 구매,MDI,제7016부대,무전기,,계측기,
49,차기다련장 2차사업 CCTV 제조 설치,UMM,국군재정관리단,TV,,CCTV,
50,CCTV카메라 등 2품목,SFH,제9196부대,"TV, 카메라",,CCTV,
51,4분기 교육예산(무선기가폰 등 61종),LFR,육군기계화학교,교육,,기가폰,
52,CCTV 및 관제장비 제조설치 납품,LMD,제7821부대,TV,,"CCTV, 장비",
53,00지역 상황실 구축장비(모니터 등 9종) 구매설치납품,MCS,국방부계룡대근무지원단,모니터,,장비,
54,무선네트워크 보안장비 보강사업,UMM,국군재정관리단,네트워크,,장비,
55,유류저장시설 CCTV 구매 및 설치,HDK,공군제11전투비행단,TV,,CCTV,
56,스마트예비군훈련장 네트워크 장비 설치납품,LKH,제6128부대,네트워크,,장비,
