,입찰명,발주기관,낙찰자(상호)
1490,인버터 알곤용접기 등 156종,제5738부대,제이에스탑
7243,수중부식측정기 등 16종 구매,국군재정관리단,주식회사 코니아이앤씨
8814,K1전차 스프링등11종구매,육군종합정비창,현대정밀가스켓
20497,부품대대 - AC파워소스/AC전원공급기 등 2품목 구매,공군제15특수임무비행단,씨원
21302,간부식당 냉동창고 냉각기 세트 교체/설치,국군의무사령부,유진시스템
22157,"축,어깨형 등 76항목 제조(자주포)",육군군수사령부,주식회사 세강산업
26047,K55자주포 스프링등3종구매,육군종합정비창,현대정밀가스켓
26053,K9자주포 스프링등37종구매,육군종합정비창,현대정밀가스켓
28569,K9자주포 스프링등9종 구매,육군종합정비창,서경켐텍
29247,K9자주포 스프링등4종 구매,육군종합정비창,티케이(T.K)테크
29926,K9자주포 스프링등39종 구매,육군종합정비창,티케이(T.K)테크
29961,자주포 스프링류,기동화력계약팀 (구:19.09.16),서경켐텍
30503,K9자주포 스프링등3종 구매,육군종합정비창,주식회사 우영물산
31195,세미트레일러,제20전투비행단,주식회사 보고
31828,00부대 배부식 송풍기 구매,국군제1068부대,모두의상사
32047,25톤 세미트레일러,일반장비계약팀 (구:19.09.16),주식회사 보고
32164,19년 기관총 스프링류(구매),유도무기계약팀 (구:19.09.16),대진테크
34466,"스프링,나선형,압축등 5항목 구매(자주포)",육군군수사령부,대성테크
35840,과학화경계시스템 자재(치킨넷 등) 구매,제1보병사단,(주)티원정보
38127,20-해-함정 부식이송용 컨베이어벨트 제조설치,국군재정관리단,우주산업플랜트 주식회사
39189,자주포 스프링류,지상공통전력운영계약팀,서경켐텍
39684,"스프링,나선형,압축 등 21항목 구매(기동)",육군군수사령부,시앤에스테크
42982,K1전차 스프링 구매,육군종합정비창,디와이컴퍼니
43660,조정기 컨버터등16종 구매,육군종합정비창,Basic Korea(베이직산업)
44602,함정용 음식물 분쇄기 1종 구매,해군군수사령부,디엠글로벌
45687,K9자주포 스프링 등 9종 구매,육군종합정비창,케이제이파트
47494,자주포 스프링류,지상공통전력운영계약팀,태한주식회사
47669,과학화경계시스템 물품(치킨넷) 구매,제9보병사단사령부,휴먼팩토리
47814,(기동) 5톤차량 판스프링등 2종구매,육군종합정비창,삼강운수
48274,K9자주포 스프링 구매,육군종합정비창,티케이(T.K)테크
49197,K1전차 스프링 구매,육군종합정비창,오승산업
50605,세미트레일러 제조구매,국방부계룡대근무지원단,유엘피 주식회사
51117,K9자주포 스프링등3종 구매,육군종합정비창,진광사
52634,22-해-함정용 부식이송 컨베이어벨트 제조설치,국군재정관리단,주식회사 성은공조
52945,인버터 미그 용접기 스풀건 등 3종,해군제3함대사령부,에스에이치상사
55215,22년 과학화경계시스템 광망보호 치킨넷 구매,제5보병사단,현스하우스
55313,자주포 스프링류,지상공통전력운영계약팀,하이펙 주식회사
55597,22-해-현장감식용 드론 제조설치,국군재정관리단,주식회사 자이언트드론
55642,22-국-차량용 DC컨버터 제조,국군재정관리단,엠제이엠
56168,함정용 음식물 분쇄기 6EA 구매,해군군수사령부,에이스건설산업
58140,"스프링,나선형,압축 등 47항목 제조(자주포)",육군군수사령부,부산링구공업사
59180,K9자주포 스프링 등 11종 구매,육군종합정비창,티케이(T.K)테크
60427,"리치트럭, 4000LB지게차 구매",제1862부대,미르텍
63552,자주포 스프링류,지상공통전력운영계약팀,원탑 하이테크
67440,K9자주포 스프링 등 8종 구매,육군종합정비창,에스케이(SK)산업
69678,K1전차 스프링 등 3종 구매,육군종합정비창,금성특수산업
70793,자주포 스프링류,지상공통전력운영계약팀,삼영산업
73554,"K21 와셔,스프링 등 35종 구매",육군종합정비창,디에스테크
74153,차량관리용품(불스원유막제거제 등 6종) 구매,국방부계룡대근무지원단,아름종합상사
74547,00회관 엘리베이터 인버터 교체,자운대근무지원연대,(주)태양전기조명이엔지
