,입찰명,발주기관,낙찰자(상호)
167,16-59-1 관급자재[글라스울샌드위치 판넬 구매(설치)],공군제17전투비행단,드림산업
2188,원형샌드사포등115종구매,육군종합정비창,주식회사 슈플라스
2438,"밸브,버섯형,엔진용 등 5종",해군군수사령부,씨지 트레이드
3036,리치스테이커 타이어 구매,국군재정관리단,주식회사 에이치앤아이씨
3171,"밸브,버섯형,엔진용 등 4종",해군군수사령부,채움아이씨티
3461,"밸브,버섯형,엔진용 등 2종",해군군수사령부,정우상사
3517,"밸브,버섯형,엔진용 등 3종",해군군수사령부,주식회사 슈플라스
3586,"밸브,버섯형,엔진용 등 4종",해군군수사령부,성인산업주식회사
3587,"밸브,버섯형,엔진용 1종",해군군수사령부,수연상사
3997,"밸브,버섯형,엔진용 등 2종",해군군수사령부,주식회사 부영상사
4505,"밸브,버섯형,엔진용 등 6종",해군군수사령부,에이스철물건자재주식회사
5162,16년 금속휘장류,물자계약팀,좋아실업 주식회사
6579,햄머드릴 등 12종 구매,제3170부대,오상푸드시스템
7926,증식류 용기어묵 구매,5군수지원사령부,청윤
9688,관급자재(샌드위치패널) 제조,국군재정관리단,유한회사 대명엔지니어링
10667,"밸브,버섯형,엔진용 등 4종",해군군수사령부,에이스철물건자재주식회사
11901,"밸브,버섯형,엔진용 등 2종",해군군수사령부,애드온스마트 주식회사
12171,"밸브,버섯형,엔진용 등 3종",해군군수사령부,수연상사
12274,원형샌드사포등56종구매,육군종합정비창,주식회사 동양전자
12330,충전 햄머드릴 등 6항목 구매(물자),육군군수사령부,서울유통
12622,17년 금속휘장류,물자계약팀,좋아실업 주식회사
12700,"밸브,버섯형,엔진용 등 3종",해군군수사령부,주식회사 미래정밀
12935,"밸브,버섯형,엔진용 등 2종",해군군수사령부,수연상사
13306,"밸브,버섯형,엔진용 등 2종",해군군수사령부,대하종합상사
15982,전자용 미니 니퍼 등 54품목 구매,제9691부대,JH컴퍼니
16132,상처용 드레싱 패드 등 15항목 구매(의무),육군군수사령부,주식회사 나루지엠에스
17148,소기업/소상공인 부대조달증식(용기어묵) 구매 계약,5군수지원사령부,(주)앤에스푸드
17587,상처용드레싱 패드 등 15항목 구매(의무),육군군수사령부,"한신메디칼대전,충청지사"
18343,타이어스프레이 등 41종 구매,재경근무지원대대,관이네
18675,00부대 엔진 배부식 송풍기(브로워) 구매,국군제1068부대,가온누리
20497,부품대대 - AC파워소스/AC전원공급기 등 2품목 구매,공군제15특수임무비행단,씨원
