,입찰명,발주기관코드,발주기관,4종_Pick,4종_Remove,7종_Pick,7종_Remove
0,00부대 체육시설 비품구매(고소작업대 등 9종),LNF,제1보병사단,시설,,고소작업대,
1,방관사 저고도레이더 운용시설(별립)_수배전반,HDR,공군방공관제사령부,시설,,레이더,
2,시설공사 관급자재(화물용엘리베이터)제조 설치납품,MCN,국방부근무지원단,"공사, 시설, 제조, 제조 설치",,엘리베이터,
3,관급자재(전관방송 및 AV설비) 제조 설치납품,MCN,국방부근무지원단,"제조, 제조 설치",,방송,
4,00사 군관사 개선공사 엘리베이터 제조 설치,UMM,국군재정관리단,"공사, 제조, 제조 설치",,엘리베이터,
5,분전반(지상전술전자장비),SFG,제9181부대,분전반,,"장비, 전자장비",
6,16-조-86 발전실 크레인 제조,UHC,공군 작사예하 방포사예하 제2여단,제조,,크레인,
7,방관사 저고도레이더 운용시설(별립)_전력제어,HDR,공군방공관제사령부,시설,,레이더,
8,다목적체육관 관급자재 무대장치 제조설치,LNS,제55보병사단,"제조, 제조설치",,장치,
9,"16-해군제2기관장비실습장 수배전반, 분전반 제조)",UMM,국군재정관리단,"분전반, 제조",,장비,
10,4개 개편부대 크레인 제조설치 납품,LNR,수도기계화보병사단,"제조, 제조설치",,크레인,
11,화재진압장비 제조구매(3차),LHN,제7보병사단,제조,,장비,
12,16-공-본-17 관급자재(전관방송 AV포함) 제조설치,UMM,국군재정관리단,"제조, 제조설치",,방송,
13,LED 원형센서등 등 113품목,SFH,제9196부대,LED,,센서,
14,00부대 창설사업 CCTV 제조설치(16-222),LGT,제2307부대,"제조, 제조설치",,CCTV,
15,과학화 출입시스템 제조 설치(2),UMM,국군재정관리단,"제조, 제조 설치",,시스템,
16,131사업(2차) 관급자재(출입통제시스템) 제조설치,MCM,4284부대,"제조, 제조설치",,시스템,
17,16-충-공-12 방송설비(305대대 통합건물 신축),HDR,공군방공관제사령부,신축,,방송,
18,차기다련장 3차 시설사업 관급자재(크레인) 설치납품,LFK,육군종합군수학교,시설,,크레인,
19,16-충-공-12 무대장치(305대대 통합건물 신축),HDR,공군방공관제사령부,신축,,장치,
20,자동화 사격장비 제조설치,UMM,국군재정관리단,"제조, 제조설치",,장비,
21,16-해-격납고 크레인 제조 설치,SCR,해군제3함대사령부,"제조, 제조 설치",,크레인,
22,아파트 태양광 발전장치 제조설치,LMQ,제7297부대,"아파트, 제조, 제조설치",,장치,
23,통신센터 관급자재-태양광발전장치 제조 설치,HCR,공군제15특수임무비행단,"제조, 제조 설치",,장치,
24,16-동-감시카메라(CCTV) 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,CCTV,
25,사령부 종교시설 브리핑장비 구매,MDG,국군의무사령부,시설,,장비,
26,성당 신축 AV방송설비 제조설치,LPK,제8기동사단,"신축, 제조, 제조설치",,방송,
27,횡성역 유류공급시설 CCTV 카메라 제조 설치,UMM,국군재정관리단,"시설, 제조, 제조 설치",,CCTV,
28,00지역 감시용 CCTV제조설치,UMM,국군재정관리단,"제조, 제조설치",,CCTV,
29,군차량 적재함 방수포 제조납품,LMQ,제7297부대,"방수, 제조",,차량,
30,체육관/강당 방송시설 음향장비 설치납품(정정),LMC,제7851부대,시설,,"방송, 장비",
31,전원보호 장치(UPS) 제조 납품,UMM,국군재정관리단,제조,,장치,
32,E-737 항공기 도킹시스템 제조,UMM,국군재정관리단,제조,,"시스템, 항공",
33,000사업 출입통제시스템 제조 설치,MDS,제3707부대,"제조, 제조 설치",,시스템,
34,16-해-지원시설 CCTV 제조 설치,SCR,해군제3함대사령부,"시설, 제조, 제조 설치",,CCTV,
35,16-해-지원시설 방송설비 제조 설치,SCR,해군제3함대사령부,"시설, 제조, 제조 설치",,방송,
36,00부대 창설사업 AV방송설비 제조설치,UMM,국군재정관리단,"제조, 제조설치",,방송,
37,차량용 방수포(호루) 등 196품목 구매,SEE,제9해병여단,방수,,차량,
38,16-호이스크레인 제조/설치,HDQ,제20전투비행단,제조,,크레인,
39,16-작-감시카메라(CCTV) 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,CCTV,
40,무선망 통합장치(콤바이너) 제조 및 설치,MDI,제7016부대,제조,,장치,
41,난방 및 급수시설 보수장비 설치납품,LFC,육군훈련소,"보수, 시설",,장비,
42,차기다련장 2차 시설공사 방송설비 제조 설치납품,LNG,육군 제1군단,"공사, 시설, 제조, 제조 설치",,방송,
43,16-본-공-3 객실관리 시스템 제조설치,UMM,국군재정관리단,"제조, 제조설치",,시스템,
44,00지역  광 단국장비 제조설치,UMM,국군재정관리단,"제조, 제조설치",,장비,
45,중학교 울타리 CCTV시스템 보강,MDR,제9965부대,울타리,,"CCTV, 시스템",
46,자동화 사격장비 제조 설치납품,LKG,육군제53보병사단,"제조, 제조 설치",,장비,
47,겐트리크레인 방수옥외등 등 8종 구매,LDH,육군종합정비창,방수,,크레인,
48,16-잠수함 전투복 제조 납품,UMM,국군재정관리단,제조,,잠수함,
49,발전기 30kw 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,발전기,
50,자동제어(로보틱스) 실습장비 제조(구매),SCL,해군사관학교,제조,,장비,
51,16-P-전력제어시스템 설비 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,시스템,
52,CCTV POLE 제조설치,UMM,국군재정관리단,"제조, 제조설치",,CCTV,
53,00사단 호이스트크레인 제조설치,UMM,국군재정관리단,"제조, 제조설치",,크레인,
54,00사단 CCTV 제조설치,UMM,국군재정관리단,"제조, 제조설치",,CCTV,
55,인터컴 세트(전관방송설비) 제조설치,UMM,국군재정관리단,"제조, 제조설치",,방송,
56,고수방어진지 개선 발전기 제조설치,UMM,국군재정관리단,"제조, 제조설치",,발전기,
57,차리다련장 2차 시설공사 관급자재(CCTV),LMR,제5군단사령부,"공사, 시설",,CCTV,
58,00부대 경계용 CCTV 제조설치,UMM,국군재정관리단,"제조, 제조설치",,CCTV,
59,차기다련장 2차사업 CCTV 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,CCTV,
60,14-본-육-07 00대대 이전사업 전관방송/AV 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,방송,
61,K55A1 자주포 시설사업 스틸그레티팅 제조납품,LHP,제22보병사단,"시설, 제조",,자주포,
62,CCTV 및 관제장비 제조설치 납품,LMD,제7821부대,"제조, 제조설치",,"CCTV, 장비",
63,공기조화기(PER FILTER 외 13종) 제조납품,MCS,국방부계룡대근무지원단,제조,,조화기,
64,누전차단기 등 85종,SCU,해군 기동함대사령부,차단기,,전차,
65,유류저장시설 CCTV 구매 및 설치,HDK,공군제11전투비행단,시설,,CCTV,
66,00병원 이전사업 발전기 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,발전기,
67,16-덕-2차 경계용카메라(CCTV) 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,CCTV,
68,16-목-경계용카메라(CCTV) 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,CCTV,
69,16-덕-3차 경계용카메라(CCTV) 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,CCTV,
70,5톤 메가트럭 듀얼 밸브 등 40항목 구매(해파)(기동),LCF,육군군수사령부,밸브,,기동,
71,전원보호장치(서지보호기) 제조 납품,UMM,국군재정관리단,제조,,장치,
72,군위성통신단말기(차량용)케이블조립체류,EHB,통신장비계약팀 (구:19.09.16),케이블,,차량,
73,무정전전원장치(UPS) 제조설치(리스물건),UMM,국군재정관리단,"제조, 제조설치",,장치,
74,00아파트 CCTV 제조 설치납품,LGK,제5897부대,"아파트, 제조, 제조 설치",,CCTV,
75,증류수 제조장치 필터 및 시약구매,SCN,제7001부대,제조,,장치,
76,(K)F-16 전자전 점검장비 제조,UMM,국군재정관리단,제조,,장비,
77,16-덕-경계용카메라(CCTV) 제조 납품,UMM,국군재정관리단,제조,,CCTV,
78,00사령부 위병소 과학화 출입시스템 제조설치,UMM,국군재정관리단,"제조, 제조설치",,시스템,
79,보급창고 CCTV(관급자재) 제조설치 납품,HDG,공군제10전투비행단,"제조, 제조설치",,CCTV,
80,00지역 영상전송체계 노후장비 제조설치(2),UMM,국군재정관리단,"제조, 제조설치",,장비,
81,00지역 영상전송체계 노후장비 제조설치(3),UMM,국군재정관리단,"제조, 제조설치",,장비,
82,00아파트 CCTV제조 설치납품,LGK,제5897부대,"아파트, 제조, 제조 설치",,CCTV,
83,VIP SEAT 트레일러 제조구매,HCR,공군제15특수임무비행단,제조,,트레일러,
84,00부대 00진지 전원공급기 제조설치,LNG,육군 제1군단,"제조, 제조설치",,공급기,
85,주둔지 경계용 CCTV 제조설치,UMM,국군재정관리단,"제조, 제조설치",,CCTV,
86,16-덕-열영상감시카메라(CCTV) 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,CCTV,
87,휴대용 무선 영상감시시스템 제조 / 구매,MDI,제7016부대,제조,,시스템,
88,휴대용 무선 영상감시시스템 제조 / 구매,MDI,제7016부대,제조,,시스템,
89,대형 콘크리트 절단기 구매,UMM,국군재정관리단,콘크리트,,절단기,
90,휴대용 무선 영상감시시스템 제조 / 구매,MDI,제7016부대,제조,,시스템,
91,휴대용 무선 영상감시시스템 제조 / 구매,MDI,제7016부대,제조,,시스템,
92,안보관 음향시스템 제조설치(K-60),LGT,제2307부대,"제조, 제조설치",,시스템,
93,포병대 시설 CCTV 제조/설치,SEE,제9해병여단,"시설, 제조",,CCTV,
94,전원공급기 시험장비 TPS 제어부 랙 제조설치,UMM,국군재정관리단,"제조, 제조설치",,"공급기, 시험장비, 장비",
95,16-덕-광전송장치 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,장치,
96,자기케이블 권해선장비,EGC,함정계약팀 (구:19.09.16),케이블,,장비,
97,장비 보관 나무박스 제조 납품,LQD,제5757부대,제조,,장비,
98,LED구동장치 등 5품목,HCQ,공군제5공중기동비행단,LED,,장치,
99,덤웨이터 제조설치,LFC,육군훈련소,"제조, 제조설치",,덤웨이터,
100,전관방송장비 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,"방송, 장비",
101,000사업 CCTV 제조설치,MDS,제3707부대,"제조, 제조설치",,CCTV,
102,위병소 과학화 출입시스템 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,시스템,
103,노후 WAN 장비 제조설치,UMM,국군재정관리단,"제조, 제조설치",,장비,
104,계룡대 발전기 병렬운전반 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,발전기,
105,케리케이블 수중절단장치 1EA,SCK,해군교육사령부,케이블,,장치,
106,000사업 발전기(200Kw) 제조설치,MDS,제3707부대,"제조, 제조설치",,발전기,
107,'16년 특수무기 케이블조립체류,EGG,유도무기계약팀 (구:19.09.16),케이블,,특수무기,
108,고각조절기 제조 설치,SFG,제9181부대,"제조, 제조 설치",,조절기,
109,205항공대대 00사업 발전기 제조설치납품,LHK,제2군단,"제조, 제조설치",,"발전기, 항공",
110,마이크케이블 등 75품목,SFH,제9196부대,케이블,,마이크,
111,205항공대대 00사업 혼합골재 제조,LHK,제2군단,"골재, 제조",,항공,
112,00병원 리모델링 공기조화기 제조설치,UMM,국군재정관리단,"제조, 제조설치",,조화기,
113,00부대 전원공급장치(DC-48V 등 4품목) 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,장치,
114,'16년 특수무기 케이블조립체류(일반),EGG,유도무기계약팀 (구:19.09.16),케이블,,특수무기,
115,00훈련장 음향장비 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,장비,
116,화포공장 호이스트크레인 제조설치,LDH,육군종합정비창,"제조, 제조설치",,"크레인, 화포",
117,영내케이블 교체공사(광전송 장비 제조설치),LNG,육군 제1군단,"공사, 제조, 제조설치, 케이블",,장비,
118,케이블조립체(통신장비용),EHB,통신장비계약팀 (구:19.09.16),케이블,,"장비, 통신장비",
119,케이블조립체(통신장비용),EHB,통신장비계약팀 (구:19.09.16),케이블,,"장비, 통신장비",
120,케이블조립체(통신장비용),EHB,통신장비계약팀 (구:19.09.16),케이블,,"장비, 통신장비",
121,케이블조립체(통신장비용),EHB,통신장비계약팀 (구:19.09.16),케이블,,"장비, 통신장비",
122,케이블조립체(통신장비용),EHB,통신장비계약팀 (구:19.09.16),케이블,,"장비, 통신장비",
123,케이블조립체(통신장비용),EHB,통신장비계약팀 (구:19.09.16),케이블,,"장비, 통신장비",
124,케이블조립체(통신장비용),EHB,통신장비계약팀 (구:19.09.16),케이블,,"장비, 통신장비",
125,케이블조립체(통신장비용),EHB,통신장비계약팀 (구:19.09.16),케이블,,"장비, 통신장비",
126,16-공-디젤발전기 60KW 등 5종 제조설치,UMM,국군재정관리단,"제조, 제조설치",,발전기,
127,공사 생도학사정보체계 서버교체사업,UMM,국군재정관리단,공사,,정보체계,
128,경계용 CCTV 제조 설치납품,LCP,육군항공사령부,"제조, 제조 설치",,CCTV,
129,경계용 CCTV 제조 설치납품,LCP,육군항공사령부,"제조, 제조 설치",,CCTV,
130,경계용 CCTV 제조 설치납품,LCP,육군항공사령부,"제조, 제조 설치",,CCTV,
131,경계용 CCTV 제조 설치납품,LCP,육군항공사령부,"제조, 제조 설치",,CCTV,
132,전차포 사격장 모래구매,UMM,국군재정관리단,모래,,전차,
133,K계열전차 변속기 성능시험장비 제조설치,UMM,국군재정관리단,"제조, 제조설치",,"시험장비, 장비, 전차",
134,16-본-육-4 방송설비 제조 설치,UMM,국군재정관리단,"제조, 제조 설치",,방송,
