,입찰명,발주기관코드,발주기관,2종_Pick,2종_Remove,5종_Pick,5종_Remove
0,"지뢰보호의, 보호헬멧 제조구매",LHN,제7보병사단,보호의,,지뢰,
1,지뢰방호차량 소모품 구매,LKP,5군수지원사령부,소모품,,지뢰,
2,미확인 지뢰지대 통제용 안내간판 및 지뢰표지판 구매,LHP,제22보병사단,표지,,지뢰,
3,지뢰제거작전용 안전장구류(8종) 구매,UMM,국군재정관리단,장구,,지뢰,
4,16년 지상조명지뢰,EGG,유도무기계약팀 (구:19.09.16),조명,,지뢰,
5,"덮개,신호탄용 1종",SCF,해군군수사령부,덮개,,신호탄,
6,지뢰제거작전 물품 00종 구매,LNG,육군 제1군단,물품,,지뢰,
7,16년 지뢰 재탐색 및 제거용 안전장구류 구매,LHQ,제2작전사령부,장구,,지뢰,
8,16년 방공포대 지뢰 재탐색 및 제거작전 물품 구매,LHQ,제2작전사령부,물품,,지뢰,
9,16년 지뢰 재탐색 및 제거작전 물품 구매,LHQ,제2작전사령부,물품,,지뢰,
10,지뢰제거작전용 안전장구류(7종) 구매,UMM,국군재정관리단,장구,,지뢰,
11,지뢰제거작전 보호의 등 장비구매,LRC,제7862부대,보호의,,지뢰,
12,지뢰보호의 제조,UMM,국군재정관리단,보호의,,지뢰,
13,지뢰보호의 제조,UMM,국군재정관리단,보호의,,지뢰,
14,17년 지상조명지뢰,EGG,유도무기계약팀 (구:19.09.16),조명,,지뢰,
15,17년 해상연막조명신호탄,EGG,유도무기계약팀 (구:19.09.16),조명,,신호탄,
16,17년 105밀리 연습예광탄 등 목상자,EGG,유도무기계약팀 (구:19.09.16),상자,,예광탄,
17,'17년 교육보조기구(지뢰발견표지판) 제조,LCG,육군본부,"교육, 표지",,지뢰,
18,불무산 지뢰탐지작전 물품구매(17-정작-01),LRC,제7862부대,물품,,지뢰,
19,'17년 지뢰제거 작전 물품구매,LHQ,제2작전사령부,물품,,지뢰,
20,지뢰 보호의 및 방호헬멧 구매,SFD,제9227부대,보호의,,지뢰,
21,지뢰제거작전 물품구매(18-정작-01),LRC,제7862부대,물품,,지뢰,
22,폴리우레탄피복제 위장 숲녹색 등 6품목,SFG,제9181부대,피복,,탄피,
23,지뢰제거작전 물품 13종구매,LNG,육군 제1군단,물품,,지뢰,
24,지뢰보호의 제조,UMM,국군재정관리단,보호의,,지뢰,
25,지뢰보호의 제조,UMM,국군재정관리단,보호의,,지뢰,
26,18년 지상조명지뢰,EGG,유도무기계약팀 (구:19.09.16),조명,,지뢰,
27,지뢰발견표지판 제조,LCG,육군본부,표지,,지뢰,
28,지뢰보호의 제조(2차)(20196335-D),UMM,국군재정관리단,보호의,,지뢰,
29,지뢰보호의 제조(20196263-D),UMM,국군재정관리단,보호의,,지뢰,
30,지뢰발견 표지판 제조,LCG,육군본부,표지,,지뢰,
31,20-2) 지뢰제거작전 물품 구매,LMG,제6군단사령부,물품,,지뢰,
32,20-1) 지뢰제거작전 물품 구매,LMG,제6군단사령부,물품,,지뢰,
33,00부대 지뢰제거물품 구매,LDA,지상작전사령부,물품,,지뢰,
34,후방방공기지 지뢰제거작전 물품 구매,LDA,지상작전사령부,물품,,지뢰,
35,후방방공기지 지뢰제거작전 물품 구매,LDA,지상작전사령부,물품,,지뢰,
36,지뢰제거작전 필요물품 8종 구매,LNG,육군 제1군단,물품,,지뢰,
37,20년 LED 연습용 조명지뢰,EBB,지상공통전력운영계약팀,조명,,지뢰,
38,후방방공기지 지뢰제거작전 물품 구매,LDA,지상작전사령부,물품,,지뢰,
39,후방방공기지 지뢰제거작전 물품 구매,LDA,지상작전사령부,물품,,지뢰,
