,입찰명,발주기관코드,발주기관,3종_Pick,3종_Remove,10종_Pick,10종_Remove
0,도서(가스기능사 필기) 등 34종,SCH,해군작전사령부,가스,,도서,
1,브레이크 드럼 등 166종,HCF,공군군수사령부,드럼,,레이크,
2,제트유(JP-5_도서) 1종,SCF,해군군수사령부,제트유,,도서,
3,브레이크 드럼 등 130종,HCF,공군군수사령부,드럼,,레이크,
4,화생방 연구 재료 가스 구매,MDN,국군화생방방호사령부,가스,,연구,
5,'16년 5비 체력단련장 하이신(부생연료1호) 납품 계약,HCQ,공군제5공중기동비행단,연료,,체력,
6,(16-007)일반의무장비획득(산소소생기외 3품목),HDM,공군제17전투비행단,산소,,일반,
7,체력단련장-부생연료-#7,HCR,공군제15특수임무비행단,연료,,체력,
8,체력단련장 유류(부생연료유 1호) 구매,HDQ,제20전투비행단,연료,,체력,
9,17-3차 일반 및 의무비품(산소유량계 등 10품목) 구매,MDG,국군의무사령부,산소,,일반,
10,도서(가스 기능사 실기 총정리) 등 199종,SCK,해군교육사령부,가스,,도서,
11,체력단련장 17년도 부생연료 기지조달 계약,HCQ,공군제5공중기동비행단,연료,,체력,
12,체력단련장 - 부생연료 구매(17-08) (수정1),HCR,공군제15특수임무비행단,연료,,체력,
13,'18-10차 일반비품(자동주유기 단식) 구매,MDG,국군의무사령부,주유기,,일반,
14,발칸열영상야간조준기 질소충전세트,EGG,유도무기계약팀 (구:19.09.16),질소,,영상,
15,연구활동 재료(가스)(헬륨 등 12종) 구매,MDN,국군화생방방호사령부,가스,,연구,
16,"의무장비(의료가스공급장치 1,000병상용)구매설치",UMM,국군재정관리단,가스,,상용,
17,체력단련장 - 부생연료(하이신) 구매,HCR,공군제15특수임무비행단,연료,,체력,
18,"윤활유, 일반용 1종 구매",SCF,해군군수사령부,윤활유,,일반,
19,브레이크 오일 등 212품목 구매,SFD,제9227부대,오일,,레이크,
20,00부대 인쇄재료(잉크 및 드럼) 구매,DSS,국군제1068부대,드럼,,잉크,
21,체력단련장(골프장) 부생연료(하이신) 구매,HCR,공군제15특수임무비행단,연료,,체력,
22,'20년 체력단련장 연료 납품,HDN,공군제18전투비행단,연료,,체력,
23,체력단련장 등유 등 3종 구매,HDK,공군제11전투비행단,등유,,체력,
24,브레이크오일교환기 등 3종 구매,SCF,해군군수사령부,오일,,레이크,
25,브레이크오일교환기 등 3종 구매,SCF,해군군수사령부,오일,,레이크,
26,브레이크오일 교환기 1종 구매,SCF,해군군수사령부,오일,,레이크,
27,브레이크 드럼 등 16항목 구매(기장),LCF,육군군수사령부,드럼,,레이크,
28,브레이크 드럼 등 16항목 구매(기장),LCF,육군군수사령부,드럼,,레이크,
29,00부대 인쇄잉크 및 드럼 등 구매,DSS,국군제1068부대,드럼,,잉크,
30,브레이크 드럼 등 16항목 구매(기장),LCF,육군군수사령부,드럼,,레이크,
31,브레이크 드럼 등 16항목 구매(기장),LCF,육군군수사령부,드럼,,레이크,
32,브레이크 오일교환기 구매,LGP,제1군수지원사령부,오일,,레이크,
33,(화공) 중크롬산소다 등 5종 구매,LDH,육군종합정비창,산소,,크롬,
34,가스자동밥솥 등 3항목 구매(일반물자),LCF,육군군수사령부,가스,,일반,
35,가스자동밥솥 등 3항목 구매(일반물자),LCF,육군군수사령부,가스,,일반,
36,오일필터 등 398품목 구매(도서지역),SFH,제9196부대,오일,,도서,
37,브레이크오일교환기 등 3종 구매,SCF,해군군수사령부,오일,,레이크,
38,브레이크오일교환기 등 3종 구매,SCF,해군군수사령부,오일,,레이크,
39,22-1차 일반비품(가스레인지) 구매,MDG,국군의무사령부,가스,,일반,
40,오일펜스 1항목 구매(일반물자),LCF,육군군수사령부,오일,,일반,
41,연구재료 가스 17종 구매(연간 단가계약),MDN,국군화생방방호사령부,가스,,연구,
42,가스튀김기 등 2품목 구매/설치(도서지역),SFH,제9196부대,가스,,도서,
43,가스테이블 3구 등 13품목 구매(도서지역),SFH,제9196부대,가스,,도서,
44,연료 탱크 조립체 등 2항목 일반제조(기장),LCF,육군군수사령부,연료,,일반,
45,연구활동 재료(가스) 구매,MDN,국군화생방방호사령부,가스,,연구,
46,23-02-052 브레이크 오일 등 10품목 구매,HCM,공군교육사령부,오일,,레이크,
47,가스자동밥솥 등 3항목 구매(일반물자),LCF,육군군수사령부,가스,,일반,
48,가스자동밥솥 등 3항목 구매(일반물자),LCF,육군군수사령부,가스,,일반,
49,전산운영용품(잉크 및 드럼) 구매,DSS,국군제1068부대,드럼,,잉크,
50,"윤활유,일반용 9DR 구매",SCF,해군군수사령부,윤활유,,일반,
51,계룡대체력단련장 비품(가스히터 등 6종) 구매,LKS,육군인사사령부,가스,,체력,
52,24-B-산소발생기 구매 납품(도서지역),SFH,제9196부대,산소,,도서,
53,24-B-연료여과기필터 등 180품목 구매 납품(도서지역),SFH,제9196부대,연료,,도서,
54,브레이크오일교환기 2EA 구매,SCF,해군군수사령부,오일,,레이크,
55,24-N-항공유 서비스펌프 50GPM 50PSI 2EA 제조,UMM,국군재정관리단,항공유,,서비스,
56,연구활동재료(가스)구매,MDN,국군화생방방호사령부,가스,,연구,
