,입찰명,발주기관,낙찰자(상호)
67086,주사처치용 미니 밴드 등 2항목 구매(의무),육군군수사령부,주식회사 칼라투
67237,의약품(코대원 에스 시럽 등 21품목) 구매,제9해병여단,제이메디케어
67936,의무물자(스프린트 등 17종)구매,제7001부대,강원상사
68717,의무물자(드레싱 포셉 25cm 등 114종) 구매,제7001부대,동덕건설기계
68902,24년 40차 의료기재(스프린트 등 9품목) 구매,육군훈련소,주식회사 케이앤제이
69339,24-5차 의무비품(물리치료용 침대) 구매,국군의무사령부,세렌디피티
71356,정맥주사 세트(50S) 등 4항목 구매(의무),육군군수사령부,유한회사 엔디클릭
71978,창상드레싱 등 2항목 구매(의무),육군군수사령부,제이비글로벌주식회사
72031,현미경 등 4항목 구매(의무),육군군수사령부,(주)성현엔지니어링
72122,의약품 및 의료용품(후메론 등 67종) 구매,해군교육사령부,주식회사원진메디팜
72221,의무물자(메디폼 친수성 드레싱 5mm 등 87종)구매,제7001부대,준희컴퍼니
72931,(247146-C) 특수수술재료(콜라겐창상치유제) 구매,국군재정관리단,모아상사
73171,응급군의관 및 구조사 구조작전복 구매,육군항공사령부,(주)오니
73636,2024 환자치료식재료(특수영양식품) 구매,국군수도병원,에이치케이푸드
74282,(247019-D)특수수술재료(골이식재료1) 구매,국군재정관리단,주식회사 위플메드
