,입찰명,발주기관,낙찰자(상호)
32608,전산운영용품(토너/드럼)구매,국방부근무지원단,주식회사 플러스엠디
32867,프린터 드럼 등 31종,합동군사대학교,주식회사 에스티에스
34004,19년 병리장비소모품(13) 혈액가스분석기 구매,국군수도병원,초코인터내셔널 주식회사
34210,산소포화도 측정기 1품목 구매(물품)(20196018-A),국군재정관리단,주식회사 더그린
34315,산소호흡기 1품목 품목(물품),육군군수사령부,삼우통상
36428,악기(오션드럼 등 24종)구매,국방부근무지원단,유로산업
36547,디지털 인쇄기 드럼 등 20종 구매,해군교육사령부,대인종합상사
36710,"00부대 비품(세탁기, 가스렌지) 구매",제3군수지원여단,블루컴퍼니
38126,20-보급창 앞산 유류탱크 소화펌프 구매(208142-I),국군재정관리단,주식회사 일도
38385,"20년 방역대책물품 구매(방역소독제, 손소독제)",제6755부대,제이제이유통
38512,실린더 헤드 가스켓 등 6종,해군군수사령부,메트로마린서비스
38878,프린터 드럼 구매,국방부근무지원단,노브식스
38908,컬러인쇄기 소모품 및 부품(드럼유닛 등 6품목),공군본부,세계로상사
39269,드럼세탁기 구매,제5738부대,연천종합물산
39274,"실린더, 압축가스용 등 3종 구매",해군군수사령부,유진가스텍(주)
39450,"다기관,충전용,가스실린더용 1항목 제조(일장,생능)",육군군수사령부,해암테크 주식회사
40936,전산소모품(초음파탐상기용 토너 등 67종) 구매,육군종합정비창,주식회사 시스텍
41580,00부대 인쇄재료(잉크 및 드럼) 구매,국군제1068부대,예원
42318,독신숙소 드럼세탁기 등 2개품목 설치납품,수도군단,화우
43070,실린더 헤드 가스켓 등 50종,해군제3함대사령부,엠에스상사
43222,산소포화도 측정기 1품목 구매(물품),육군군수사령부,지성테크
44196,"간부숙소 가스레인지 구매, 에어컨 구매 설치",자운대근무지원연대,주민산업
45193,"그리스,와이어로프-노출기어용 1종",해군군수사령부,소망상사
45378,교육사 도시가스 인입공사 보일러 제조(D형),해군교육사령부,삼양히트테크
45380,교육사 도시가스 인입공사 보일러 제조(B형),해군교육사령부,삼양히트테크
45457,"에어컨가스 회수,충전기 1종 구매",해군군수사령부,드림팩토리
45593,3분기 전산소모품 및 지형측지반 전산용품 구매,육군 제8군단,금성상사
45625,21년 3분기 전산소모품 구매,제1891부대,삼보시스템
45768,(화공) 하론소화약제가스 구매,육군종합정비창,주식회사 에이에스씨
46136,(화공) 하론소화약제가스 구매,육군종합정비창,주식회사 페스
46725,'21년 사이버지식정보방용 전산소모품 구매,제 2167부대,세림정보통신
46959,사이버지식정보방 전산소모품,제1군수지원사령부,나리나리
47121,에어컨가스 회수충전기 구매,해군군수사령부,태형상사주식회사
47841,드럼세탁기 6개 구매,해군제3함대사령부,하나유통
47920,정품 전산소모품 구매,방위사업청(운영지원과),래미컴퍼니
49182,'21년 전산소모품 구매,제1891부대,태영실업
49190,그리스 와이어로프 노출기어용 등 2종,해군제3함대사령부,엠에스유통
49306,00부대 인쇄잉크 및 드럼 등 구매,국군제1068부대,해오름
50024,21-23 압축가스 실린더용 트레일러,공군제10전투비행단,주식회사 우영물산
50332,장비운영소모품-의료용 가스(액체산소 등 6종) 구매,국군대전병원,석전의료공업 주식회사
50987,하론소화약제가스 구매,육군종합정비창,클라우스
51403,"장비운영소모품-뇨,혈액,혈액가스(Stomatolyser-IM등)",국군대전병원,주식회사 에코비투
51450,"장비운영소모품-뇨,혈액,혈액가스(Stomatolyser-IM등)",국군대전병원,주식회사 에코비투
52038,22년 전산소모품 추가 구매(3차),국방전산정보원,더베러셀
53679,22년 하반기 전산소모품 구매,국방전산정보원,엠케이(MK) 물류
53860,에어컨가스 회수충전기 1EA 구매,해군군수사령부,크린상사
54085,22-7차 전산소모품 구매,육군종합정비창,주식회사 이노스트림
54322,혈액가스분석기 병리장비운영소모품(13) 구매계약,국군수도병원,해성사
56713,에어컨가스회수충전기 구매,해군군수사령부,지그인더스트리
56874,그리스 와이어로프-노출기어용 등 2종,해군제3함대사령부,하나유통
57402,(227108-D) 전산소모품(프린터 토너 등 4종) 구매,국군재정관리단,미래유통
57710,정보통신운영지원 전산소모품 구매,제1989부대,현대그린텍
57873,22-1차 전산소모품 구매,육군종합정비창,신흥상사
58249,22-1차 일반비품(가스레인지) 구매,국군의무사령부,팔복5112
58582,병리장비운영소모품(4) 가스포화도검사33품목 구매,국군수도병원,시논인터네셔널
58705,2022년 혈액가스검사 병리장비운영소모품(13) 구매,국군수도병원,찐(JJIN)
60037,국방전산정보원 전산소모품 통합 구매,국방전산정보원,이루리
60460,23-해병-전산소모품 구매,제9691부대,디와이
60997,23-277-2 드럼세탁기 등 4종,공군사관학교,제이 컴퍼니
61252,"마개, 압축 가스 실린더 16점 구매",제9121부대,유준닷컴
61369,23-3차 전산소모품 구매,육군종합정비창,글로컨비스
61370,23-디지털인쇄기 드럼 등 2종 구매,공군본부,세계로상사
61630,(화공) 하론소화약제가스 구매,육군종합정비창,주식회사 페스
63359,(236270-B) 전산소모품(토너) 구매,국군재정관리단,재동상사
64402,23-2차 전산소모품 구매,육군종합정비창,모랑나
65075,에어컨 가스 회수 충전기 3EA 구매,해군군수사령부,해성인더스
65437,(화공) 하론소화약제가스 구매,육군종합정비창,주식회사 페스
65661,[23-003] 부대비품(가스오븐기 등 13종) 구매,공군 작사예하 방포사예하 제3여단,에스더 기획
65912,'23년 전산소모품 구매(2차)(재안내공고),국방전산정보원,클린톤전자
66144,23-2차 정보통신운영지원 전산소모품 구매,제1989부대,푸른솔연구소
66988,"마개, 압축가스 실린더용 2종 구매",제9121부대,서이트레이드
67239,23-1차 전산소모품 구매,육군종합정비창,인디펜던즈
68099,'24년 후반기 전산소모품 통합구매,국방전산정보원,지맥스
68146,24년 군악기 마칭테너드럼 등 6종 구매,육군사관학교,이스타
68304,전산운영용품(잉크 및 드럼) 구매,국군제1068부대,주식회사 태광종합관리
68916,(A159) 00부대 취사장 자동확산소화장치 설치납품,지상작전사령부,합자회사 현진
68949,계룡대체력단련장 비품(가스히터 등 6종) 구매,육군인사사령부,가람주식회사
69212,24-3차 전산소모품 구매,육군종합정비창,오케이컴퍼니
69334,(247312-F) 전산소모품 구매,국군재정관리단,이지프라자
69340,24-5차 의무비품(산소포화도측정기 등 4종) 구매,국군의무사령부,주식회사 대경엠에스
69461,에어컨 가스 회수 충전기 4EA 구매,해군군수사령부,영신상사
69536,(화공) 하론소화약제가스 구매,육군종합정비창,주식회사 페스
71744,24-2차 전산소모품 구매,육군종합정비창,주식회사올바른
72069,2024년 전반기 전산소모품 통합 구매,국방전산정보원,프리미어글로벌
73975,24-간부숙소 드럼세탁기 168대 구매,제7001부대,미다운
74206,24-1차 전산소모품 구매,육군종합정비창,케이앤즈
74437,"탐지기,가스용 1항목 구매(화생방)",육군군수사령부,윈앤윈
