,입찰명,발주기관코드,발주기관,5종_Pick,5종_Remove,10종_Pick,10종_Remove
0,영상편집시스템(REDSUN HD-C40) 등 3종,SCK,해군교육사령부,C4,,영상,
1,1891부대 C4I체계 구축(노트북 등 13종 구매),LQP,제1891부대,C4,,구축,
2,"지뢰탐지기 헤드세트,음향용 등 6항목 구매",LCF,육군군수사령부,지뢰,,음향,
3,무인기뢰처리기-II 시험장비,EUA,첨단기술총괄계약팀,기뢰,,처리,
4,창설부대 C4I체계 구축,LQP,제1891부대,C4,,구축,
5,(206169-B)지뢰제거작전 숙영지 구매설치 사업,UMM,국군재정관리단,지뢰,,사업,
6,"지뢰탐지기 헤드세트,음향용 등 5항목 구매(일장)",LCF,육군군수사령부,지뢰,,음향,
7,지뢰제거 일반장비 구매,LPG,제5보병사단,지뢰,,일반,
8,지뢰살포기 부품(일반),EBB,지상공통전력운영계약팀,지뢰,,일반,
9,지뢰살포기 부품(일반),EBB,지상공통전력운영계약팀,지뢰,,일반,
10,22년 창설부대 C4I체계 구축(노트북 등 17건),LQP,제1891부대,C4,,구축,
11,"22년 지뢰제거작전 물자 구매(일반수용비, 재료비1차)",LPG,제5보병사단,지뢰,,일반,
12,23년 창설부대 C4I체계 구축 사업(노트북 등 64건),LQP,제1891부대,C4,,"구축, 사업",
13,탄두슬링 등 1항목 구매(일반물자),LCF,육군군수사령부,탄두,,일반,
14,"백,탄피용 등 10항목 일반제조(총포)",LCF,육군군수사령부,탄피,,일반,
15,지뢰살포기 부품(일반),EBB,지상공통전력운영계약팀,지뢰,,일반,
16,지뢰살포기 부품(일반),EBB,지상공통전력운영계약팀,지뢰,,일반,
