,입찰명,발주기관,낙찰자(상호)
727,"16-24차 의료기재, 일반의무장비 운영소모품 부대구매",제1862부대,미림교역
802,해안경계 통합시스템 구축사업 리스,국군재정관리단,롯데캐피탈(주)
1016,의료기재(금연구역 표지판 등 85종)구매,제5738부대,와이파이컴퍼니
3241,의료기재 (인바디 용지 등 67종) 구매,제5738부대,MK메디칼
4523,해안경계 통합시스템 구축사업,국군재정관리단,주식회사 지엠티
5044,`16-00부대 응급구조사 교과서 구매,국군의무학교,한국서점
5224,2016년 조달 의무장비(수욕기 일반용) 구매,국군의무사령부,주식회사 신우메디랜드
5547,'16-00병원 폐수처리시설 위탁관리용역,제5738부대,(주)삼건환경건설
6164,의학도서관 도서(2차) 구매,국군수도병원,이스트트레이딩
6471,2016년 일반/의무물자(전기이발기 등 7건) 구매,국군의무사령부,가나안상사
6609,의무장비(4차) 수액조절기 일반용(3ch) 구매,국군수도병원,한스메디칼
7477,도서(정형외과학 제7판 등 23종)구매,제5738부대,주식회사 하늘미디어
7988,수도병원 일반재료 248종 구매,국군재정관리단,(유)목양
8099,'16-00부대 응급구조와응급처치도서등4종구매,국군의무학교,한국서점
8508,'16년 대전병원 장비운영유지비(영상장비) 구매,국군대전병원,(주)도원씨앤씨
8629,(16-007)일반의무장비획득(산소소생기외 3품목),공군제17전투비행단,MK메디칼
10969,2017년 의무장비 원심분리기 소형탁상용 구매,국군의무사령부,부림약품
10979,2017년 의무장비 수욕기 일반용 구매,국군의무사령부,(주)한별메디케어
11519,재투자 의무장비 구매(천평전자식 일반형),국군수도병원,다익테크
11522,재투자 의무장비 구매(세균배양기 일반용),국군수도병원,케이지메디텍주식회사
11597,`17-00학교 3차 응급구조사 교과서 구매,국군의무학교,주식회사 북누리
11643,17-3차 의무비품 구매(일반),국군수도병원,주식회사 서진컨설팅
11963,17-P-00지역 해안경계통합시스템 구축사업(리스물건),국군재정관리단,주식회사 혜민이엔지
12641,00병원 상담콜센터 용역,국군수도병원,기창건설주식회사
12900,의무장비(심장세동제거기 일반용) 구매,국군재정관리단,주식회사 디비메디칼(DB)
14733,17-6차 일반의무비품(전기밥솥 등 3건) 구매,국군의무사령부,주식회사 이음
14734,17-6차 일반의무비품(순번대기시스템 등 3건) 구매,국군의무사령부,주식회사 성진이엔디
