,입찰명,발주기관,낙찰자(상호)
5832,K-55 와이어로프조립체,기동화력계약팀 (구:19.09.16),창진ENG(주)
5952,16-062 오실로스코프 구매,공군교육사령부,주식회사 대하
6084,구내통신장비 케이블조립체 등 6항목 제조(물품),육군군수사령부,연합정밀(주)
6085,BTCS 표시반조립체 등 2항목 제조(물품),육군군수사령부,주식회사 월드티엔에스
6092,16년 사무자동화장비(데스크톱PC) 도입사업(리스물건),국군재정관리단,(주)레드스톤시스템
6265,소부대무전기(PRC-96K)부품류(구매),통신장비계약팀 (구:19.09.16),(주)우진
6369,위성장비 케이블조립체 등 4항목 제조(물품),육군군수사령부,주식회사 에스디텍
6370,BTCS 케이블조립체 등 3항목 제조(물품),육군군수사령부,시온테크
6428,마우스패드 등 133종 구매,제2002부대,에이치앤케이
6773,우측 덮개 조립체 등 19항목 구매(총포),육군군수사령부,주식회사 태영광학
6841,"실린더 조립체,작동식,선형 등 9항목 제조(기장)",육군군수사령부,건우MTC
6850,실린더조립체(궤도용),기동화력계약팀 (구:19.09.16),디씨에이치(주)
6947,아웃보드모터 40hp 1대 구매,제9965부대,혜림전산
7079,휴대용무전기 건전지 등 9종 구매,육군본부,우진통상
7090,릴리스 실린더 조립체 등 22항목 구매(기장),육군군수사령부,삼호정밀
7175,기능성방한복(발열체 및 축전지 등 포함),물자계약팀,코오롱인더스트리(주)FnC부문
7184,교육장비용 배터리(6종) 구매,국군재정관리단,새한테크
7660,실린더조립체,함정계약팀 (구:19.09.16),창진ENG(주)
8133,메모리폼 마우스 패드 등 297종,해군작전사령부,영성기업사
8360,PC-132A 건전지 등 9항목 구매(물자),육군군수사령부,유메이드
8872,프린터(85대) 임대(유지보수 포함),제8385부대,(주)컴퓨터랜드
9204,00지역 주거시설 관급자재 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
9247,관급자재(조명기구) 제조,국군재정관리단,일손과일터 전자사업부
9448,17-병사1식당 관급자재(대형 냉장·냉동고) 제조 설치,국군재정관리단,에스이디 주식회사
9716,전자표적장비(모니터 회로등 12종) 부품교체,국군체육부대,성우텍 G.S
9917,PC기반 수신기용 컴퓨터 성능개선 부품 구매,국군재정관리단,주식회사 엑선이엔씨
10018,마우스패드 등 112종 구매,제9911부대,주연ICT
10044,관급자재(건식제습기) 제조 설치,국군재정관리단,주식회사 서번
10163,"케이스, 광학기구용(휴대낭, 삼각대, 배터리 보관용)",지휘정찰계약팀 (구:19.09.16),지에스테크
10500,작전지원과 냉장고 등 6종(17-301(2),공군 제8전투비행단,삼일
10507,실내체육관 신축 관급자재(냉난방기 구매설치),국군재정관리단,(주)세기공조플랜트
10537,오실로스코프 2EA 구매,제20전투비행단,대길상사
10585,체육관 신축 관급자재(무대장치) 제조 설치(2),국군재정관리단,주식회사 엠라이테크
10608,취사기구(독일기셀후렌치나이프 등 56종) 구매,제9121부대,선진
10693,실내체육관 신축 관급자재(태양광발전장치) 제조설치,국군재정관리단,주식회사 평화전력
10863,노트북 배터리 2종 구매,해군사관학교,(주)바로컴
10985,오실로스코프 1EA,해군군수사령부,주식회사 에어로닉스
11102,곡사포 받침대 구매,육군종합정비창,세진테크
11315,오실로스코프 등 3종,제20전투비행단,(주)이엔씨테크
11320,"태권도부 훈련용품(전자헤드기어,태권도매트) 구매",국군체육부대,아윤상사
11552,공군교육사령부 기초훈련장병 금속명찰 제조 구매,공군교육사령부,주식회사 중앙양행
11928,작전지역 통합건물 (일월) 관급자재 조명기구,공군방공관제사령부,주식회사 금강에너텍
11930,작전지역 통합건물 (팔공) 관급자재 조명기구,공군방공관제사령부,(주)칸라이팅
11934,작전지역 통합건물 (의상) 관급자재 조명기구,공군방공관제사령부,삼명산업(주)
12119,장갑전투도자 베어링등2종구매,육군종합정비창,금강특수산업 주식회사
12175,'17년 보온대(핫패드)구매,제9965부대,이수
12279,장갑전투도자 튜브조립체등4종구매,육군종합정비창,영진상사
12350,"공군훈련병 778기 명찰(포제,금속) 제조 구매",공군교육사령부,성지EMB
12566,"17-통합건물(화약) 관급자재(전력,조명제어) 제조설치",국군재정관리단,(주) 대경산전
12599,17-통합건물(화악) 관급자재(CCTV) 제조 설치,국군재정관리단,(주)대경인트라넷
12653,17-경계작전시설 통신공사 관급자재(CCTV) 제조 설치,국군재정관리단,주식회사 에스엠플러스정보통신
12658,00부대 관사 및 통합생활관 관급자재 조명기구 제조,국군재정관리단,주식회사 더존디자인조명
12746,17-보드테스터 유지보수,제20전투비행단,테스팅하우스코리아(주)
12819,작전지역 통합건물 (황병) 관급자재- 조명기구,공군방공관제사령부,(주)조양산업
12833,작전지역 통합건물(화악) 신축공사 관급자재-조명기구,공군방공관제사령부,주식회사 신현
12933,"명찰(포제,금속) 제조 구매",공군교육사령부,예우사
12953,"드라이버, 인쇄회로판 등 5종",해군군수사령부,서광전자
12955,"실린더조립체, 공기식, 잠수장비용 등 5종",해군군수사령부,에스엘(SL)상사
13077,K-55 와이어로프조립체,기동화력계약팀 (구:19.09.16),대흥정밀
13155,AM무전기부품(구매),통신장비계약팀 (구:19.09.16),연합정밀(주)
13229,00부대 본청 신축 관급자재(조명제어),육군 제1군단,청보엔지니어링 주식회사
13247,디지털인쇄기 부품 및 소모품 구매(현상제등 11종),공군본부,보성인재
13360,장갑전투도자 부품(구매),일반장비계약팀 (구:19.09.16),창진ENG(주)
13399,17-00지역 신축공사 관급자재(조명제어) 제조설치,국군재정관리단,서호전설 주식회사
13401,17-00지역 신축공사 관급자재(CCTV) 제조설치,국군재정관리단,명진전기통신(주)
13422,에어컨 필터 등 108품목,제9691부대,주식회사 경성이엔씨
13611,마우스패드 등 280종 구매,제2002부대,지앤피코리아
14001,00사 간부숙소 신축 관급자재 GHP냉난방기 설치 납품,국군재정관리단,엘지전자 주식회사
14019,예방유지보수자재 비닐 등 36종 구매,공군제19전투비행단,대일종합상사
14028,00대 생활관 신축 관급자재 CCTV 장치 구매 설치,제9227부대,주식회사 중부보안
14036,00대 생활관 신축 관급자재 CCTV 장치 구매 설치,제9227부대,주식회사 중부보안
14163,"교판(공병 보도조립체,교량용)",일반장비계약팀 (구:19.09.16),주식회사 동양목재
14165,소부대무전기(PRC-96K)부품류(구매),통신장비계약팀 (구:19.09.16),주식회사 콤텍정보통신
14180,에어컨필터 등 106종 구매,제20전투비행단,서화테크
14199,소부대무전기(PRC-96K)부품류(구매),통신장비계약팀 (구:19.09.16),(주)우진
14285,휴대용무전기 건전지 등 11종 구매,육군본부,엠와이테크
14302,"열선유리,사다리꼴형 1종",해군군수사령부,에스투 (S2) 테크
14490,"상자,부속품 적재용 등 7항목 제조(자주포)",육군군수사령부,주식회사 비오텍
14511,"섬유 로프 조립체, 단일 구간용 1종",해군군수사령부,성진산업
14729,00부대 체육관 신축 관급자재(AV설비) 제조 설치,국군재정관리단,주식회사 금산
14730,00부대 체육관 신축 관급자재(무대장치) 제조 설치,국군재정관리단,(주)신우이엔지
14875,응급흉부외상패드 1항목 구매(의무),육군군수사령부,씨엔유팜 주식회사
15007,17년 사무자동화장비(데스크톱PC) 도입사업(리스물건),국군재정관리단,(주)컴트리
15012,"일반광학장비부품(덮개, 입구용)",기동화력계약팀 (구:19.09.16),예지산업
15118,전산장비(데스크톱)설치납품,한미연합군사령부,클린톤전자
15197,노트패드 등 284종,해군교육사령부,주식회사 복은
15273,00부대 체육관 신축 관급자재(알루미늄시트패널) 제조,국군재정관리단,우근건설 주식회사
15274,병영생활관 신축공사 관급자재 조명기구,제22보병사단,주식회사 해인엘이디
15347,00부대 체육관 신축 관급자재(콘크리트파일) 제조,국군재정관리단,성원파일주식회사
15491,17년 3군 기능성 방한복(발열체 및 축전지 등 포함),물자계약팀,코오롱인더스트리(주)FnC부문
15834,마우스패드 등 131종,해군작전사령부,대하종합상사
15878,의료장비소모품(도우넛젤 헤드패드 외 32종) 구매,국방부계룡대근무지원단,MK메디칼
16014,교육보조장비용 배터리 6종 구매,국군재정관리단,금강아이티
16076,오실로스코프 구매,국군재정관리단,천두기업
16085,PC-132A 건전지 등 16항목 구매(물자),육군군수사령부,광성전기(주)
16282,구동기 덮개 조립체 등 33항목 구매(궤도),육군군수사령부,(주)델타
16364,실린더조립체,함정계약팀 (구:19.09.16),두영이엔시
16430,"브라켓,축전지상자 등 13항목 구매(기장)",육군군수사령부,미소건업
16499,노트패드 등 480종,해군작전사령부,대하종합상사
16508,오실로스코프 구매,공군군수사령부,준테크
16552,"드라이버, 인쇄회로판 등 6종",해군군수사령부,레이어시스템
16590,"상자,부속품 적재용 등 73항목 제조(궤도)",육군군수사령부,주식회사 종한
16610,"덮개,조립체 등 20항목 구매(기장)",육군군수사령부,고려기계
16682,아반테 에어컨필터 등 14종 구매,제9911부대,하나유통
16911,덮개조립체 등 2항목 제조(항공),육군군수사령부,강서실업
16913,동체용 덮개 조립체 등 4항목 구매(항공),육군군수사령부,강서실업
16917,작전지원과 A4복사지(17-017),공군 제8전투비행단,강원CNS
17527,디지털 인쇄기 부품 및 소모품 구매(현상제등 6종),공군본부,인재플러스
17539,"실린더 조립체,작동식,선형 등 6항목 제조(기장)",육군군수사령부,주식회사 헤이코
17597,2017년 의무장비 오실로스코프 구매,국군의무사령부,주식회사 에버위너
17766,"스타렉스 에어컨 필터 등 108항목 구매(해파, 기장)",육군군수사령부,아이코브
17869,18-511 금속명찰 등 3품목 제조/ 구매,공군교육사령부,군장코퍼레이션
17878,전산운영용품 구매(와이드 데스크 패드 등 17품목),국군대전병원,주식회사 이음
17887,"취사식당 관급자재(냉난방기, 전열교환기) 설치/납품",제55보병사단,더 엘림(THE ELIM)
18005,18-충-육-21 관급자재(냉난방기) 구매설치,국군재정관리단,주식회사 우암건설산업
18008,18-00사 관급자재(가로등 기구) 제조납품,국군재정관리단,(사)장애인인권센터ICT사업단
18024,16-충-방-6 관급자재(조명기구),육군 제37보병사단,주식회사 효성이엔씨
18071,18-00사 관급자재(CCTV) 제조설치,국군재정관리단,사단법인 해오름장애인협회
18075,임시숙영시설 관급자재(냉난방기) 납품설치,제15보병사단,주식회사 원창이앤씨
18180,임시숙영시설 관급자재(냉난방기) 납품/설치,제3283부대,BON B2B (본 비투비)
18229,18-00사 관급자재(보안등 기구) 제조납품,국군재정관리단,사단법인 장애인동반성장협회 동반사업장
18255,마우스패드 등 33종 구매,제8385부대,한영엔터프라이즈
18361,"링 조립체, 덮개용",기동화력계약팀 (구:19.09.16),디씨에이치(주)
18387,마우스패드 등 245종 구매,제3170부대,서원
18401,15비 복지시설 신축공사 관급자재(냉난방기)/구매설치,공군제15특수임무비행단,주식회사 대성이엔지
18560,K10 신형제독장치 부품,일반장비계약팀 (구:19.09.16),건웅테크 주식회사
18672,부품상자 등 20종 구매,해군교육사령부,전일종합상사
18860,마우스 패드 등 25종,공군본부,청일산업
19201,다목적전술차 실린더조립체 구매,육군종합정비창,주식회사 랩터스
19531,작전지역 CCTV 자재구매,육군 제1군단,주식회사 유니케이
19711,T-50 APU보호커버부품(폴리우레탄 보호 덮개 등 6종),공군군수사령부,우주항공산업 주식회사
19892,전기온열패드 등 2항목 구매(물품),육군군수사령부,주식회사 미다스글로벌
19932,5톤차량 전지상자 구매,육군종합정비창,대명 ENG
20083,다목적전술차 실린더조립체 구매,육군종합정비창,대현테크
20185,조달요구서(18-483) [부품] 커버용 받침대 등 4품목,공군제5공중기동비행단,주식회사 지엘엔지니어링
20210,00부대 관급자재(건식제습기) 제조설치,국군재정관리단,(주)선우오토텍
20402,홍보물품(휴대용보조배터리등 12품목)구매,국군재정관리단,주식회사 대일씨앤에이
20629,노트패드 등 277종(7월),해군 기동함대사령부,하나유통
20690,아웃보드모터 40HP 구매,제9965부대,(주)씨티원서비스
20700,보드테스터 유지보수,제20전투비행단,MRO Tech(엠알오텍)
20977,컴퓨터 하부조립체 4EA,해군제1수리창,삼동유통상사
21023,유압 실린더 조립체 1종,해군군수사령부,한신유압시스템
21255,다목적굴착기 실린더조립체 구매구매,육군종합정비창,티케이(T.K)테크
21325,의자등판(패드無)등 385품목,제3283부대,포항케이피엘(KPL)
21344,"노부스 에어컨필터 등 19항목 구매(해파,기장)",육군군수사령부,반석상사
21424,와이어로프조립체,기동화력계약팀 (구:19.09.16),디씨에이치(주)
21491,'18년 소음저감사업 시설공사 관급자재(냉난방기),공군제16전투비행단,삼성기전 주식회사
21578,장갑전투도자 필터 구매,육군종합정비창,성인산업주식회사
21615,신형 방탄헬멧 부속재(부유대조립체),물자계약팀,삼부산업 주식회사
21616,신형 방탄헬멧 부속재(부유대조립체),물자계약팀,삼부산업 주식회사
21726,오실로스코프 1항목 구매(항공),육군군수사령부,주식회사 에이치투엘테크놀로지
21794,장갑전투도자 부품(구매),일반장비계약팀 (구:19.09.16),건우MTC
22239,장갑전투도자 고정나사등13종구매,육군종합정비창,에스지티
22321,"실린더조립체,작동식,선형 등 2항목 구매(기장)",육군군수사령부,지승기업
22322,와이어로프조립체 등 3항목 구매(기장),육군군수사령부,모아텍
22405,마우스패드 등 425종,해군본부,오피스디포공주연기계룡점
22414,계전기상자조립체,기동화력계약팀 (구:19.09.16),주식회사 동성전기
22530,장갑전투도자 케이블조립체등5종구매,육군종합정비창,진광사
22584,소부대무전기(PRC-96K)부품류(구매),통신장비계약팀 (구:19.09.16),에스브이에스주식회사
22826,아웃보드모터(40HP),제9965부대,알레그리아
22877,AM무전기부품(구매),통신장비계약팀 (구:19.09.16),주식회사 휴니드테크놀러지스
22931,소부대무전기(PRC-96K)부품류(구매),통신장비계약팀 (구:19.09.16),주식회사티제이텍
23154,마우스패드 등 45종 구매,제8385부대,영동문구센타
23185,(18-038) 오실로스코프,공군제18전투비행단,금성종합상사
23449,18년 학군교 밀폐형 축전지 물품 설치/구매,육군학생군사학교,인에이드
23474,시설대대 신축 시설공사 관급자재(냉난방기),공군제16전투비행단,(주)태승건설
23640,18년 육해공군 기능성방한복(발열체 및 축전지 포함),물자계약팀,주식회사 피엔에이코리아
23680,"일반광학장비부품(덮개, 입구용)",기동화력계약팀 (구:19.09.16),탑앤케이코리아 주식회사
23793,OO부대 이전사업 관급자재(가구),국군화생방방호사령부,주식회사 유퍼니
23817,휴대용무전기 건전지 등 10종 구매,육군본부,주식회사 천화
24006,에너크리너필터(1001) 등 129종 구매,해군제3함대사령부,(유)목포신도digitalOA
24416,"교판(공병 보도조립체,교량용)",일반장비계약팀 (구:19.09.16),전일목재산업 주식회사
24483,장갑전투도자 로크너트등12종구매,육군종합정비창,정원사
24544,오실로스코프(500MHz) 2EA 구매,해군군수사령부,금하상사
24736,장갑전투도자 부품키트등4종구매,육군종합정비창,에스와이테크(SY TECH)
24884,교육보조장비 배터리 6종 구매,국군재정관리단,주식회사 대원산업
24910,오실로스코프 1GHZ 2EA,해군군수사령부,테라시스템
24951,"캔,덮개조립체 등 28항목 구매(특무)",육군군수사령부,대호정밀
25004,"상자,부속품 적재용 등 26항목 일반제조(궤도)",육군군수사령부,주식회사 보성기업
25014,오실로스코프 등 3종 11대 구매,공군군수사령부,주식회사 모렌스
25062,휴대용레이저거리측정기 전지상자구매,육군종합정비창,세진테크
25154,18-046 금속명찰 등 3품목 제조/구매,공군교육사령부,두원(DO1)
25173,오실로스코프 등 4종 구매,국군재정관리단,주식회사 이음
25228,실린더 조립체 외 1종,함정계약팀 (구:19.09.16),태륭산업기계
25307,오실로스코프 1항목 구매(항공),육군군수사령부,주식회사 에이치투엘테크놀로지
25421,"실린더 조립체,작동식,선형 등 6항목 구매(기장)",육군군수사령부,수성엠앤디
25573,교량가설단정 와이어로프조립체 구매,육군종합정비창,정원사
25581,다목적굴착기 실린더조립체 구매,육군종합정비창,대아테크
25583,장갑전투도자 너트등11종구매,육군종합정비창,세진테크
25653,마우스패드 등 147종 구매,제2002부대,카라인터내셔널
25807,"씰링,방향전환실린더조립체용 등 2종",해군군수사령부,방주유압
25822,투광조명등 조립체 1EA 구매,해군군수사령부,만복통상
25865,(조달) 3훈비 오실로스코프(18-1-27) 구매,제3훈련비행단,(주)금오전기상사
25895,무전기세트 코일조립체구매,육군종합정비창,주식회사 원플럭스
26044,PC-132A 건전지 등 5항목 구매(물자),육군군수사령부,주식회사 미래정밀
26132,K719부교차 실린더조립체구매,육군종합정비창,수성엠앤디
26134,장갑전투도자 베어링등5종구매,육군종합정비창,주식회사 태광
26137,릴리스 실린더 조립체 등 18항목 구매(기장),육군군수사령부,평화정밀
26386,"실린더조립체,작동식,선형 등 7항목 제조(기장)",육군군수사령부,대현테크
26491,"실린더,유압완충장치용 1종",해군군수사령부,방주유압
26676,간성아파트 신축공사 관급자재(기타가구) 제조설치,제22보병사단,주식회사 고성디자인엔지니어링
26748,간성아파트 신축공사 관급자재(주방가구) 제조설치,제22보병사단,주식회사 아코퍼시스
26784,관사 신축 관급자재(경질염화비닐관) 제조,제1862부대,(주)진안
26794,관사 신축 관급자재(조명기구 옥내) 제조,제1862부대,(주)세전사
27077,19-평 생존훈련장 신축 관급자재(조명기구) 제조 납품,제9911부대,주식회사 삼환전기산업
27115,대재2-10호 노후 냉난방기 교체 관급자재(냉난방기),육군 제8군단,(주)한솔엔지니어링
27259,19-005 금속명찰 등 3품목 (장기),공군교육사령부,주식회사 두원
27587,회전식 청소기 솔브러쉬조립체 1종 제작/구매,공군제19전투비행단,북소
27631,오실로스코프 등 2종 구매,제2군수지원여단,(주)모던애드
27724,4분기 지역방위작전지원 물품 구매,육군 제8군단,벗
27984,디지털 컬러 인쇄기 소모품 및 부품 구매,공군본부,주식회사 황산
28260,공병대대 이전사업 관급자재(주방가구) 구매,제3697부대,베스트이에스(ES)
28353,(19-1128)사격장 유지보수 물품 제조 및 설치,공군제17전투비행단,드림비즈 주식회사
28758,19-3 한빛 봉고3에어컨필터 등 71항목 구매(해파),육군군수사령부,서화테크
28767,디지털 컬러인쇄기 소모품 및 부품 구매,공군본부,세계로상사
28883,그랜져IG 에어컨필터 등 29종 구매,제9911부대,이터널
29936,관급자재(건식제습기)제조설치(20196162-E),국군재정관리단,삼성기전 주식회사
29982,실린더조립체 등,기동화력계약팀 (구:19.09.16),이엘엘테크 주식회사
30040,다기능오실로스코프 3대 구매(20198177-F),국군재정관리단,주식회사 에이치투엘테크놀로지
30203,장갑전투도자 엔진피스톤 등 2항목 구매(일장),육군군수사령부,주식회사 제이알디
30262,장갑전투도자 호스조립체 구매,육군종합정비창,주식회사 스토프코리아
30335,신형 방탄헬멧 부속재(부유대조립체),물자계약팀,삼부산업 주식회사
30388,K-55 와이어로프조립체,기동화력계약팀 (구:19.09.16),동남기업
30397,19-오실로스코프 3EA 구매,국군재정관리단,주식회사 디텍인스트루먼트
30535,K10 신형제독장치 부품(2종),일반장비계약팀 (구:19.09.16),건웅테크 주식회사
30609,"실린더 조립체, 작동식, 선형 1종",해군군수사령부,인화정공
30764,작전지원과 에어컨 벽걸이 등 3종 (19-125),공군 제8전투비행단,주식회사 이에스
30908,휴대용무전기 건전지 등 10종 구매,육군본부,현대기업
31194,AM무전기부품(구매),통신장비계약팀 (구:19.09.16),연합정밀(주)
31533,인쇄용지(모조지80g전지)구매,국방출판지원단,성보사
31652,K10 신형제독장치 부품,일반장비계약팀 (구:19.09.16),건웅테크 주식회사
31753,(훈련 및 교육 지원)엔진 등 78종,공군군수사령부,퍼스트알씨
31817,실린더조립체(궤도용),기동화력계약팀 (구:19.09.16),디씨에이치(주)
31829,조달요구서(19-135) [부품]55인치 TV 등 12품목,공군제5공중기동비행단,CL테크
31880,장갑전투도자 부품(구매),일반장비계약팀 (구:19.09.16),건우MTC
31992,포 덮개 조립체 등 12항목 구매(항공),육군군수사령부,주식회사 미다스글로벌
32007,"오실로스코프 2종 구매(19-41, 64)",공군제15특수임무비행단,인테그라시스템 주식회사
32035,"섬유 로프 조립체, 단일구간용 250EA 구매",해군군수사령부,주식회사 세진에코텍
32118,19-2차 한빛 봉고3 에어컨 필터 등 58항목 구매(해파),육군군수사령부,진성상사
32129,물품(건전지 6종) 구매,국방부계룡대근무지원단,드림으뜸상사
32262,아웃보드 모터 구매(20197075-C),국군재정관리단,주식회사 이음
32397,교육보조장비 배터리 6종 구매(20196079-E),국군재정관리단,(주)디티엔
32573,PC-132A 전지 등 2품목 구매(물자),육군군수사령부,서진디스플레이 주식회사
32688,"일반광학장비부품(덮개, 입구용)",기동화력계약팀 (구:19.09.16),협신정밀
32880,베어링 덮개 등 5종 구매,해군군수사령부,조은테크
33192,"상자,부속품 적재용 등 23항목 제조(궤도)",육군군수사령부,고려기계
33518,오실로스코프 장비 구매(19-2),공군제10전투비행단,(주)플러스모던
33729,소켓렌치용 소켓 등 43항목 구매(물품),육군군수사령부,차이
33736,장갑전투도자 볼트 등 8종 구매,육군종합정비창,정원사
33911,"실린더조립체,작동식,선형 등 28항목  제조(일장)",육군군수사령부,평화정밀
34090,오실로스코프 구매,육군종합정비창,주식회사 에이치투엘테크놀로지
34541,19-023 금속명찰 등 2품목,공군교육사령부,한빛금속
34588,필터-에어크리너 등 135종 구매,해군제3함대사령부,오피스넥스목포
34761,실린더 조립체 등 14품목,해군제1수리창,가진테크
34883,장갑전투도자 케이블조립체 구매,육군종합정비창,우성전장
35066,체인톱 1품목 구매(물품),육군군수사령부,제일유통
35216,항공장구 종합훈련장 콘크리트말뚝(관급자재),공군교육사령부,자이림
35485,20-21 금속명찰 등 3품목,공군교육사령부,성지EMB
35576,00서버용 UPS축전지 구매,국군지휘통신사령부,킴스인터내셔날
35659,[20-301]유지보수자재(전기온수기 등 63종) 구매,공군제10전투비행단,주식회사 석호
35666,서버실 노후 축전지 교체 사업,합동상호운용성기술센터,에스에이치메디칼
35790,워크스테이션(데스크톱컴퓨터) 구매(납품),국방부유해발굴감식단,주식회사 에이치케이시스템
35836,00사 화생방 생활관 관급자재(자동제어) 제조 설치,제7001부대,주식회사 평화전력
