,입찰명,발주기관코드,발주기관,1종_Pick,1종_Remove,6종_Pick,6종_Remove
0,'17년 설날 경축특식(과자세트) 구매(제조),LMS,제7789부대,"과자, 특식",,과자,
1,국군의 날 특식 과자세트 구매,LKP,5군수지원사령부,"과자, 특식",,과자,
2,경축특식 과자세트,LPH,제2167부대,"과자, 특식",,과자,
3,추석 경축특식 과자세트,LGP,제1군수지원사령부,"과자, 특식",,과자,
4,추석 경축특식(과자세트) 구매(제조),LMS,제7789부대,"과자, 특식",,과자,
5,허니감자스낵 구매,LPH,제2167부대,"감자, 스낵, 허니",,스낵,
6,팩형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
7,팩형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
8,팩형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
9,팩형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
10,팩형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
11,콘형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
12,콘형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
13,콘형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
14,콘형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
15,콘형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
16,컵형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
17,컵형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
18,컵형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
19,컵형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
20,컵형 아이스크림 구매,LPH,제2167부대,아이스크림,,아이스크림,
21,샌드형 아이스크림 구매,LPH,제2167부대,"샌드형, 아이스크림",,아이스크림,
22,샌드형 아이스크림 구매,LPH,제2167부대,"샌드형, 아이스크림",,아이스크림,
23,샌드형 아이스크림 구매,LPH,제2167부대,"샌드형, 아이스크림",,아이스크림,
24,샌드형 아이스크림 구매,LPH,제2167부대,"샌드형, 아이스크림",,아이스크림,
25,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
26,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
27,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
28,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
29,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
30,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
31,후식류 튜브형 아이스크림 구매,LKP,5군수지원사령부,"아이스크림, 후식",,아이스크림,
32,후식류 팩형 아이스크림 구매,LKP,5군수지원사령부,"아이스크림, 후식",,아이스크림,
33,후식류 팥빙수 아이스크림 구매,LKP,5군수지원사령부,"빙수, 아이스크림, 후식",,아이스크림,
34,후식류 샌드형 아이스크림 구매,LKP,5군수지원사령부,"샌드형, 아이스크림, 후식",,아이스크림,
35,후식류 콘형 아이스크림 구매,LKP,5군수지원사령부,"아이스크림, 후식",,아이스크림,
36,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
37,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
38,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
39,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
40,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
41,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
42,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
43,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
44,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
45,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
46,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
47,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
48,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
49,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
50,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
51,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
52,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
53,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
54,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
55,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
56,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
57,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
58,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
59,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
60,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
61,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
62,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
63,초코과자 구매,LMS,제7789부대,"과자, 초코",,과자,
64,초코과자 구매,LMS,제7789부대,"과자, 초코",,과자,
65,감자스낵 구매,LMS,제7789부대,"감자, 스낵",,스낵,
66,감자스낵 구매,LMS,제7789부대,"감자, 스낵",,스낵,
67,샌드과자 구매,LMS,제7789부대,과자,,과자,
68,초코과자 구매,LMS,제7789부대,"과자, 초코",,과자,
69,초코과자 구매,LMS,제7789부대,"과자, 초코",,과자,
70,감자스낵 구매,LMS,제7789부대,"감자, 스낵",,스낵,
71,감자스낵 구매,LMS,제7789부대,"감자, 스낵",,스낵,
72,샌드형 아이스크림 구매,LMS,제7789부대,"샌드형, 아이스크림",,아이스크림,
73,샌드형 아이스크림 구매,LMS,제7789부대,"샌드형, 아이스크림",,아이스크림,
74,샌드형 아이스크림 구매,LMS,제7789부대,"샌드형, 아이스크림",,아이스크림,
75,샌드형 아이스크림 구매,LMS,제7789부대,"샌드형, 아이스크림",,아이스크림,
76,컵형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
77,컵형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
78,컵형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
79,컵형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
80,컵형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
81,팩형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
82,팩형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
83,팩형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
84,팩형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
85,팩형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
86,콘형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
87,콘형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
88,콘형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
89,콘형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
90,콘형 아이스크림 구매,LMS,제7789부대,아이스크림,,아이스크림,
91,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
92,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
93,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
94,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
95,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
96,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
97,쌀과자 구매,SFG,제9181부대,"과자, 쌀",,과자,
98,쌀과자(인절미맛) 구매,SFM,제3170부대,"과자, 쌀",,과자,
99,추석 경축특식(과자세트) 제조 / 구매,LMS,제7789부대,"과자, 특식",,과자,
100,추석 경축특식(과자세트) 제조 / 구매,LMS,제7789부대,"과자, 특식",,과자,
101,추석 경축특식(과자세트),LGP,제1군수지원사령부,"과자, 특식",,과자,
102,주류구매(연간단가계약),MCN,국방부근무지원단,주류,,주류,
103,샌드과자,LMS,제7789부대,과자,,과자,
104,감자스낵,LMS,제7789부대,"감자, 스낵",,스낵,
105,감자스낵,LMS,제7789부대,"감자, 스낵",,스낵,
106,17년 부대조달 후식(샌드형 아이스크림),LPH,제2167부대,"샌드형, 아이스크림, 후식",,아이스크림,
107,17년 특수근무자 증식(샌드과자),LPH,제2167부대,"과자, 증식",,과자,
108,17년 특수근무자 증식(감자스낵),LPH,제2167부대,"감자, 스낵, 증식",,스낵,
109,17년 특수근무자 증식(초코과자),LPH,제2167부대,"과자, 증식, 초코",,과자,
110,17년 부대조달 후식(팩형 아이스크림),LPH,제2167부대,"아이스크림, 후식",,아이스크림,
111,17년 부대조달 후식(컵형 아이스크림),LPH,제2167부대,"아이스크림, 후식",,아이스크림,
112,17년 부대조달 후식(콘형 아이스크림),LPH,제2167부대,"아이스크림, 후식",,아이스크림,
113,부대조달후식(아이스크림-콘형) 구매,LKP,5군수지원사령부,"아이스크림, 후식",,아이스크림,
114,부대조달후식(아이스크림-팩형) 구매,LKP,5군수지원사령부,"아이스크림, 후식",,아이스크림,
115,부대조달후식(아이스크림-튜브형) 구매,LKP,5군수지원사령부,"아이스크림, 후식",,아이스크림,
116,부대조달후식(아이스크림-팥빙수) 구매,LKP,5군수지원사령부,"빙수, 아이스크림, 후식",,아이스크림,
117,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
118,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
119,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
120,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
121,아이스크림 샌드형,LGP,제1군수지원사령부,"샌드형, 아이스크림",,아이스크림,
122,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
123,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
124,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
125,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
126,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
127,아이스크림 팩형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
128,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
129,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
130,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
131,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
132,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
133,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
134,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
135,아이스크림 컵형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
136,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
137,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
138,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
139,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
140,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
141,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
142,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
143,아이스크림 콘형,LGP,제1군수지원사령부,아이스크림,,아이스크림,
144,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
145,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
146,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
147,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
148,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
149,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
150,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
151,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
152,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
153,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
154,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
155,스낵류,LGP,제1군수지원사령부,스낵,,스낵,
156,과자류 등 10종,SFG,제9181부대,과자,,과자,
157,쌀과자류 구매,SFG,제9181부대,"과자, 쌀",,과자,
158,추석 경축특식(과자세트) 제조 / 구매,LMS,제7789부대,"과자, 특식",,과자,
159,추석 경축특식(과자세트) 제조 / 구매,LMS,제7789부대,"과자, 특식",,과자,
160,추석 경축특식(아이스크림롤케익) 계약,LGP,제1군수지원사령부,"아이스크림, 특식",,아이스크림,
161,국방컨벤션 주류 구매,UAB,국군복지단,주류,,주류,
162,과자류 등 2품목,SFG,제9181부대,과자,,과자,
163,제헌절 특식(과자세트) 구매,SFG,제9181부대,"과자, 특식",,과자,
164,경축특식 광복절(과자세트) 구매,LMS,제7789부대,"과자, 특식",,과자,
165,18년 제헌절 경축특식(과자세트) 구매,LPH,제2167부대,"과자, 특식",,과자,
166,제헌절 경축특식 과자세트,LGI,제3군수지원여단,"과자, 특식",,과자,
167,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
168,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
169,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
170,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
171,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
172,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
173,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
174,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
175,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
176,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
177,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
178,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
179,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
180,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
181,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
182,아이스크림류,LGP,제1군수지원사령부,아이스크림,,아이스크림,
183,아이스크림 샌드형,LIK,제2군수지원여단,"샌드형, 아이스크림",,아이스크림,
184,아이스크림 샌드형,LIK,제2군수지원여단,"샌드형, 아이스크림",,아이스크림,
185,아이스크림 샌드형,LIK,제2군수지원여단,"샌드형, 아이스크림",,아이스크림,
186,아이스크림 샌드형,LIK,제2군수지원여단,"샌드형, 아이스크림",,아이스크림,
187,아이스크림 샌드형,LIK,제2군수지원여단,"샌드형, 아이스크림",,아이스크림,
188,스낵류,LIK,제2군수지원여단,스낵,,스낵,
189,스낵류,LIK,제2군수지원여단,스낵,,스낵,
190,스낵류,LIK,제2군수지원여단,스낵,,스낵,
191,스낵류,LIK,제2군수지원여단,스낵,,스낵,
192,스낵류,LIK,제2군수지원여단,스낵,,스낵,
193,스낵류,LIK,제2군수지원여단,스낵,,스낵,
194,감자스낵,LIK,제2군수지원여단,"감자, 스낵",,스낵,
195,감자스낵,LIK,제2군수지원여단,"감자, 스낵",,스낵,
196,아이스크림 팩형,LIK,제2군수지원여단,아이스크림,,아이스크림,
197,아이스크림 팩형,LIK,제2군수지원여단,아이스크림,,아이스크림,
198,아이스크림 팩형,LIK,제2군수지원여단,아이스크림,,아이스크림,
199,아이스크림 팩형,LIK,제2군수지원여단,아이스크림,,아이스크림,
200,아이스크림 팩형,LIK,제2군수지원여단,아이스크림,,아이스크림,
201,아이스크림 팩형,LIK,제2군수지원여단,아이스크림,,아이스크림,
202,아이스크림 컵형,LIK,제2군수지원여단,아이스크림,,아이스크림,
203,아이스크림 컵형,LIK,제2군수지원여단,아이스크림,,아이스크림,
204,아이스크림 컵형,LIK,제2군수지원여단,아이스크림,,아이스크림,
205,아이스크림 컵형,LIK,제2군수지원여단,아이스크림,,아이스크림,
206,아이스크림 컵형,LIK,제2군수지원여단,아이스크림,,아이스크림,
207,아이스크림 컵형,LIK,제2군수지원여단,아이스크림,,아이스크림,
208,아이스크림 컵형,LIK,제2군수지원여단,아이스크림,,아이스크림,
209,아이스크림 컵형,LIK,제2군수지원여단,아이스크림,,아이스크림,
210,아이스크림 콘형,LIK,제2군수지원여단,아이스크림,,아이스크림,
211,아이스크림 콘형,LIK,제2군수지원여단,아이스크림,,아이스크림,
212,아이스크림 콘형,LIK,제2군수지원여단,아이스크림,,아이스크림,
213,아이스크림 콘형,LIK,제2군수지원여단,아이스크림,,아이스크림,
214,아이스크림 콘형,LIK,제2군수지원여단,아이스크림,,아이스크림,
215,아이스크림 콘형,LIK,제2군수지원여단,아이스크림,,아이스크림,
216,아이스크림 콘형,LIK,제2군수지원여단,아이스크림,,아이스크림,
217,아이스크림 콘형,LIK,제2군수지원여단,아이스크림,,아이스크림,
218,아이스크림 팥빙수,LGI,제3군수지원여단,"빙수, 아이스크림",,아이스크림,
219,아이스크림 팥빙수,LGI,제3군수지원여단,"빙수, 아이스크림",,아이스크림,
220,아이스크림 팥빙수,LGI,제3군수지원여단,"빙수, 아이스크림",,아이스크림,
221,아이스크림 팥빙수,LGI,제3군수지원여단,"빙수, 아이스크림",,아이스크림,
222,아이스크림 팥빙수,LGI,제3군수지원여단,"빙수, 아이스크림",,아이스크림,
223,아이스크림 컵형,LGI,제3군수지원여단,아이스크림,,아이스크림,
224,아이스크림 컵형,LGI,제3군수지원여단,아이스크림,,아이스크림,
225,아이스크림 컵형,LGI,제3군수지원여단,아이스크림,,아이스크림,
226,아이스크림 컵형,LGI,제3군수지원여단,아이스크림,,아이스크림,
227,아이스크림 컵형,LGI,제3군수지원여단,아이스크림,,아이스크림,
