,입찰명,발주기관,낙찰자(상호)
8112,배추김치(포기) 등 10종 제조,해군군수사령부,농업회사법인 주식회사 제이엠푸드
8113,배추김치(포기) 등 10종 제조,해군군수사령부,영주식품
8114,배추김치(포기) 등 10종 제조,해군군수사령부,영주식품
8156,예비군 도시락 제조납품(1권역),육군 제37보병사단,주식회사 엘엔에프 농업회사법인
8259,무김치 등 8종 제조 납품,제8385부대,(주)한일코리아
8339,어묵탕(용기) 구매(구매 또는 제조),제2167부대,씨제이 푸드빌(주)
8377,신병증식용 치즈케이크 구매(제조),제2167부대,유한회사징코푸드시스템
8378,콘브레드(제조),제2167부대,유한회사징코푸드시스템
8379,특근자용 치즈케이크(제조),제2167부대,유한회사징코푸드시스템
8546,락카스프레이황색등24종구매,육군종합정비창,한결통상
8660,증식용 떡 및 생일자 케익크 제조납품,제3697부대,해피21세기
8661,증식용 떡 및 생일자 케익크 제조납품,제3697부대,해피21세기
8932,소보루빵 구매(제조),제7789부대,영베이커리
8933,피자빵 구매(제조),제7789부대,영베이커리
8934,단팥빵 구매(제조),제7789부대,유한회사징코푸드시스템
8990,'16년 설날 경축특식 구매(제조),제7789부대,주식회사 에스피씨삼립
8997,16년 설 경축특식 떡세트(제조 또는 구매),제2167부대,아셀떡
9003,떡류 등 18종 제조/납품,제9181부대,해피21세기
9005,장거리 이동 신병 도시락 제조납품,육군훈련소,주식회사 엘엔에프 농업회사법인
9018,18년 예비군 도시락 제조납품(3권역),제2632부대,전북외식산업
9019,18년 예비군 도시락 제조납품(2권역),제2632부대,전북외식산업
9021,간부숙소 개보수 붙박이장류 제조설치 납품,수도기계화보병사단,주식회사 리즈디자인
9022,간부숙소 개보수 붙박이장류 제조설치 납품,수도기계화보병사단,주식회사 리즈디자인
9023,간부숙소 개보수 붙박이장류 제조설치 납품,수도기계화보병사단,주식회사 리즈디자인
9024,18년 예비군 도시락 제조 및 납품(1권역),육군 제37보병사단,주식회사행복담은네모
9025,18년 예비군 도시락 제조 및 납품(2권역),육군 제37보병사단,주식회사행복담은네모
9688,관급자재(샌드위치패널) 제조,국군재정관리단,유한회사 대명엔지니어링
9741,간부식당 신축비품 등 13종 제조/구매,제20전투비행단,(주)대우금속개발
10098,샌드위치판넬 등 69종 구매,제9911부대,주식회사백운
10236,파병부대(김치 등 00종) 제조 납품,제7789부대,매일식품주식회사
10667,"밸브,버섯형,엔진용 등 4종",해군군수사령부,에이스철물건자재주식회사
10695,건조무청 시래기 제조(구매)납품,제7789부대,주식회사 해나람
11259,지휘관 및 주임원사 휘장류 제조구매,육군본부,주식회사 나루지엠에스
11399,배추썰은포기김치 등 8종 제조 구매,제9911부대,농업회사법인 늘만나식품 주식회사
11449,18년 학군후보생 군장품(표지장류) 제조납품,국군재정관리단,주식회사 흥선
11660,휘장류 및 견장류 제조 구매,육군사관학교,코인산업
11823,추석 경축특식(과자세트) 제조 / 구매,제7789부대,와이상사
11901,"밸브,버섯형,엔진용 등 2종",해군군수사령부,애드온스마트 주식회사
11915,00부대 부식고 보수공사 등 4건-제조납품설치,제6보병사단,주식회사 포스텍
12171,"밸브,버섯형,엔진용 등 3종",해군군수사령부,수연상사
12370,복지시설 식자재 구매납품,국방부계룡대근무지원단,주식회사 에스피씨삼립
12389,생도피복(예식용품류) 제조구매,육군3사관학교,한일상사
12679,파병부대(김치 등 00종) 제조 납품,제7789부대,고려냉장식품 주식회사
12700,"밸브,버섯형,엔진용 등 3종",해군군수사령부,주식회사 미래정밀
12935,"밸브,버섯형,엔진용 등 2종",해군군수사령부,수연상사
13306,"밸브,버섯형,엔진용 등 2종",해군군수사령부,대하종합상사
13453,샌드위치 판넬 등 43종,해군작전사령부,주식회사 서진컨설팅
15475,유자철조망 등 5종 제조,국군재정관리단,미래휀스 주식회사
15636,'17년 00시설 식자재 통합구매(연간 단가계약),제7821부대,삼성웰스토리 주식회사
15804,이동발효식 화장실 제조설치,국군재정관리단,주식회사 코리아모바일
16008,'17년 예비군 도시락 제조납품,제51보병사단,두진푸드시스템
16009,'17년 예비군 도시락 제조납품,제51보병사단,주식회사 찬이랑밥이랑
16010,'17년 예비군 도시락 제조납품,제51보병사단,(주)이지
16011,'17년 예비군 도시락 제조납품,제51보병사단,오산컨벤션웨딩홀 뷔페
16012,'17년 예비군 도시락 제조납품,제51보병사단,(주)디에스푸드원
16015,격오지 독서카페(182동) 제조설치,국군재정관리단,주식회사 대한하우징
16310,파병부대(김치 등 10종) 제조납품,제7789부대,고려냉장식품 주식회사
16460,특정 휘장류 제조 구매,수도방위사령부,신우
16558,콩나물(제조) 구매,제7789부대,엠플러스에프엔씨 주식회사
16820,'17년 예비군 도시락 제조납품(2권역),제51보병사단,(주)디에스푸드원
16821,'17년 예비군 도시락 제조납품(2권역),제51보병사단,(주)이지
16943,무김치 등 8종 제조 납품,제8385부대,남경식품(참그린김치)
16969,이동용 부식차 등 8종 제조,국군재정관리단,우영종합주방설비
17024,예비군 도시락 제조납품,제3697부대,(주)기락
17130,'17년 예비군 도시락 제조납품(6권역),육군제53보병사단,주식회사엘앤씨에프앤씨
17131,'17년 예비군 도시락 제조납품(5권역),육군제53보병사단,주식회사엘앤씨에프앤씨
17150,'17년 예비군 도시락 제조납품(4권역),육군제53보병사단,해림푸드시스템
17151,예비군 도시락 제조납품(2권역),제32보병사단,채움푸드
17159,'17년 예비군 도시락 제조납품(3권역),육군제53보병사단,해림푸드시스템
17160,'17년 예비군 도시락 제조납품(2권역),육군제53보병사단,주식회사 찬스푸드 농업회사법인
17178,'17년 예비군 도시락 제조납품(1권역),육군제53보병사단,주식회사 찬스푸드 농업회사법인
17191,OO부대 예비군 도시락 제조납품(제 1권역),육군 52보병사단,주식회사 행복도시락 성남점
17192,OO부대 예비군도시락 제조 납품(제 2권역),육군 52보병사단,두진푸드시스템
17224,17년 예비군 도시락 제조납품,제6군단사령부,(주)기락
17227,00부대 예비군 도시락 제조납품,제36보병사단,홍스키친
17242,예비군 도시락 제조납품(경상남도 2권역),제6128부대,주식회사 조은인푸드
17243,예비군 도시락 제조납품(경상남도 1권역),제6128부대,도원외식산업
17259,깻잎무침 등 5종 제조 납품,제8385부대,(주)한일코리아
17296,예비군 도시락 제조납품,육군 제1군단,(주)기락
17297,예비군 도시락 제조납품,육군 제1군단,(주)기락
17302,예비군 도시락 제조납품,육군 제1군단,(주)기락
17313,"축,스프로킷 등 4항목 제조(기장, 생산능력)",육군군수사령부,평화정밀
17368,영내자 증식 떡 및 생일자 쌀 케익크 제조납품,제3697부대,사군자식품
17405,"축,어깨형 등 22항목 제조(생산능력,총포)",육군군수사령부,삼호정밀
17454,'17년 예비군 도시락 제조납품(1권역),제55보병사단,(주)기락
17458,'17년 예비군 도시락 제조납품(4권역),제55보병사단,(주)기락
17460,'17년 예비군 도시락 제조납품(4권역),제55보병사단,(주)기락
17461,'17년 예비군 도시락 제조납품(3권역),제55보병사단,사단법인 행복투게더
17462,'17년 예비군 도시락 제조납품(2권역),제55보병사단,주식회사 제이엠트레이딩
17481,17년 예비군 도시락 제조납품(2권역),제17보병사단,두진푸드시스템
17482,17년 예비군 도시락 제조납품(3권역),제17보병사단,행복도시락주식회사
17516,예비군 도시락 제조납품(3권역),제2632부대,전북외식산업
17517,예비군 도시락 제조납품(2권역),제2632부대,전북외식산업
17526,락카스프레이황색등26종구매,육군종합정비창,주식회사 가온산업
17562,예비군훈련 도시락 제조납품(3권역),제6755부대,주식회사 연두
17563,예비군훈련 도시락 제조납품(4권역),제6755부대,(주)캠퍼스
17564,예비군훈련 도시락 제조납품(1권역),제6755부대,주식회사 경북캐터링
17565,17년 예비군 도시락 제조납품(4권역),제17보병사단,행복도시락주식회사
17566,17년 영내자 증식용 떡 제조납품,제2236부대,소당식품
17567,예비군훈련 도시락 제조납품(2권역),제6755부대,주식회사 이.엠.에스
17585,17년 생일자 떡 케이크 제조납품,제2236부대,소당식품
17638,예비군 훈련 도시락 제조납품(3권역),제1989부대,유한회사 자미푸드
17677,장거리 이동 배출병 도시락 제조납품,육군종합군수학교,주식회사 엘엔에프 농업회사법인
17737,"총각김치 6,900KG 제조",해군군수사령부,영주식품
17742,예비군 훈련 도시락 제조납품(4권역),제1989부대,(주)현대푸드시스템
17828,19년 예비군 도시락 제조 및 납품(1권역),육군 제37보병사단,주식회사행복담은네모
17850,'19년도 장교/간부 식당 김치류 제조/구매,공군교육사령부,고려냉장식품 주식회사
17930,19-B-복지시설(연봉회관) 식자재 구매 납품,제9196부대,(주)씨티원서비스
17968,19년 공용복지시설 식자재 구매,국방부계룡대근무지원단,주식회사 신세계푸드
18534,기혼숙소 인버터가압펌프 설치 납품,제15보병사단,흥남건재
18923,계룡스파텔 한식뷔페 진열대 제조납품,육군인사사령부,주식회사디아이에스
18963,파병부대 급식류(김치 등 00품목) 제조/구매납품,육군군수사령부,(주)한일코리아
19750,(18-F017)스프레이 부스 제조 및 설치,공군제17전투비행단,주식회사 현대케미칼
19821,건조 무청시래기 제조(구매)납품,제7789부대,주식회사 해나람
20049,추석 경축특식(과자세트) 제조 / 구매,제7789부대,아름상사
20084,지휘관 및 주임원사 휘장류 제조,육군본부,신명
20155,'18년 영내자 증식용 떡 제조 납품,제1729부대,화천쌀가공협회영농조합법인
20156,'18년 영내자 증식용 떡 제조 납품,제1729부대,화천쌀가공협회영농조합법인
20438,스프링시험기 1품목 제조(궤도),육군군수사령부,정현테크
20472,휘장류 및 포제류 제조 납품,육군사관학교,성지EMB
20567,"밸브,버섯형,엔진용 등 3종",해군군수사령부,주식회사 미래정밀
20607,카페트타일 구매,해군사관학교,아들상사
20616,"밸브,버섯형,엔진용 등 3종",해군군수사령부,주식회사 미래정밀
20835,파병부대(김치 등 00종) 제조 / 구매납품,제7789부대,고려냉장식품 주식회사
20883,"밸브,버섯형,엔진용 1종",해군군수사령부,수연상사
20901,18년 생도피복(예식용품 양말류)제조 구매계약,육군3사관학교,서한섬유
20927,18-공군 컨테이너형 독서 카페 제조 설치,국군재정관리단,대교콘테이너
21003,락카스프레이 등 89품목,제9해병여단,만복통상
21184,18년 복지시설 식자재 구매,국방부계룡대근무지원단,(주)아워홈 계룡영업소
21961,봉오리 기혼숙소 노후 보일러 설치납품,제15보병사단,주식회사 천광
22157,"축,어깨형 등 76항목 제조(자주포)",육군군수사령부,주식회사 세강산업
22188,18년도 공군교육사령부 김치류 완제품 제조납품,공군교육사령부,주식회사 정우식품
22713,보일러약품(음료용 방청제 등 10종) 구매,국방부계룡대근무지원단,(주)경인
23099,"스프링,잠금형 등 19항목 제조(총포)",육군군수사령부,예지정밀
23448,파병부대(김치 등 00종) 제조 / 구매납품,제7789부대,고려냉장식품 주식회사
23894,발열식 전투식량 4종 제조납품,제3697부대,(주)참맛
24108,'18년 영내자 떡급식 제조/구매,제55보병사단,사군자식품
24143,생수(제조 / 구매),제7789부대,롯데웰푸드 주식회사
24338,18년 복지시설 식자재 구매,국방부근무지원단,주식회사 현대그린푸드
25107,이동용 부식차 등 7종 제조,국군재정관리단,억조종합기계주식회사
25182,도서(블록체인 애플리케이션 개발) 등 333종 구매,해군교육사령부,주식회사 진성하이텍
25327,대테러복(작전복 등 4종) 제조,국군재정관리단,핀컴퍼니
25541,'18년 예비군 도시락 제조납품(2권역),육군제53보병사단,해림푸드시스템
25547,'18년 예비군 도시락 제조납품(6권역),육군제53보병사단,주식회사 우리도시락
25548,'18년 예비군 도시락 제조납품(1권역),육군제53보병사단,주식회사 에이치디씨
25549,'18년 예비군 도시락 제조납품(5권역),육군제53보병사단,해림푸드시스템
25550,'18년 예비군 도시락 제조납품(4권역),육군제53보병사단,해림푸드시스템
25551,'18년 예비군 도시락 제조납품(3권역),육군제53보병사단,해림푸드시스템
25575,락카스프레이황색등26종구매(항정단),육군종합정비창,지와이테크놀리지
25685,특정지역 휘장류(마크 등 11종) 제조,국군재정관리단,성지EMB
25773,예비군 도시락 제조납품(2권역),제6128부대,주식회사 제이스
25839,18년 예비군 도시락 제조 납품,육군 제1군단,(주)기락
25849,18년 예비군 도시락 제조 납품,육군 제1군단,(주)기락
25873,무김치 등 9종 제조 납품,제8385부대,(주)한일코리아
25888,18년 예비군 도시락 제조납품,제6군단사령부,(주)기락
25889,18년 예비군 도시락 제조납품,제6군단사령부,(주)기락
25915,18년 영내자 증식 제조 구매,수도방위사령부,주식회사 찰떡궁합
25920,18년 예비군도시락 제조납품(1권역),육군 52보병사단,(주)기락
25927,18년 예비군도시락 제조납품(3권역),육군 52보병사단,두진푸드시스템
25928,18년 예비군도시락 제조납품(2권역),육군 52보병사단,두진푸드시스템
25953,3?1절 경축특식 제조 / 구매납품,제7789부대,주식회사 제이와이인터내셔널
25980,영내자 증식 떡 및 생일자 쌀 케익크 제조납품,제3697부대,주식회사 찰떡궁합
26014,깻잎무침 등 4종 제조 납품,제8385부대,주식회사 해나람
26072,아이스(냉) 찹쌀떡 제조 납품,제3170부대,주식회사 장원식품
26089,18년 예비군 도시락 제조납품(1권역),제51보병사단,두진푸드시스템
26090,18년 예비군 도시락 제조납품(2권역),제51보병사단,주식회사이지푸드
26091,18년 예비군 도시락 제조납품(2권역),제51보병사단,오산컨벤션웨딩홀 뷔페
26092,18년 예비군 도시락 제조납품(3권역),제51보병사단,주식회사 에코시락
26093,18년 예비군 도시락 제조납품(3권역),제51보병사단,오산컨벤션웨딩홀 뷔페
26094,18년 예비군 도시락 제조납품(1권역),제51보병사단,주식회사이지푸드
26167,18년 장거리 이동 특기병 도시락 제조납품,육군종합군수학교,유한회사 행복한밥상
26231,18년 백령도 김치류 제조 납품,제9196부대,선화식품주식회사
26472,설날 경축특식(과자세트) 제조 / 구매,제7789부대,와이상사
26477,설날 경축특식(과자세트) 제조 / 구매,제7789부대,와이상사
26567,18년 예비군 도시락 제조납품(2권역 단가계약),제32보병사단,주식회사행복담은네모
26574,18년 생일자 케이크 제조납품,제2236부대,농업회사법인주식회사 시루와 떡메
26575,18년 증식용 떡 제조납품,제2236부대,농업회사법인주식회사 시루와 떡메
26590,18년 예비군 도시락 제조납품(1권역 단가계약),제32보병사단,주식회사 즐거운밥상
26593,18년 예비군 도시락 제조납품(3권역 단가계약),제32보병사단,유한회사 행복한밥상
26594,18년 예비군 도시락 제조납품(1권역 단가계약),제32보병사단,주식회사 즐거운밥상
26606,복지시설 연봉회관 식자재 구매 납품,제9196부대,주식회사 백령도연합상공인
26610,예비군훈련 도시락 제조납품(1권역),제6755부대,주식회사 경북캐터링
26611,예비군훈련 도시락 제조납품(4권역),제6755부대,(주)캠퍼스
26612,예비군훈련 도시락 제조납품(3권역),제6755부대,주식회사 경북캐터링
26613,예비군훈련 도시락 제조납품(2권역),제6755부대,주식회사 이.엠.에스
26621,20년 설날 경축 특식(훈제닭다리) 제조 구매,제1군수지원사령부,한국유통
26652,장거리 이동 신병 도시락 제조납품,육군훈련소,두진푸드시스템
26736,20-B-복지시설 식자재 구매 납품,제9196부대,모아상사
27157,이동용MW 광전복합케이블 컨넥터 구매(교체),국군지휘통신사령부,주식회사 엔에이치
27985,(19-1151)샌드위치판넬(지붕)외 58품목 구매,공군제17전투비행단,(주)서광오토테크
28153,"밸브,버섯형,엔진용 등 7종",해군군수사령부,메트로마린서비스
28512,락카스프레이등12종 구매,육군종합정비창,주식회사 엠제이엠
28787,실린더 버터플라이 밸브 등 55종,공군군수사령부,삼호상사
28886,낙동강 전승행사 도시락 제조납품,제2작전사령부,주식회사 이.엠.에스
29825,"밸브,버섯형,엔진용 등 11종",해군군수사령부,지앤와이일렉텍(주)
29836,추석 경축특식(아이스초코 롤케익) 제조,육군제7789부대,장가네제과
29844,국군의날 경축특식(냉동슈) 제조,육군제7789부대,주식회사 라온씨앤비
30018,지휘관 및 주임원사 휘장류 제조,육군본부,효승정밀
30731,파병부대 중간재보급물자(배추김치 등 6종) 제조,육군군수사령부,(주)이씨네식품
30863,'19년 영내자 증식용 떡 제조 납품,제1729부대,화천쌀가공협회영농조합법인
31102,과자세트(제조/구매),육군제7789부대,푸른
31285,아이스초코브라우니(제조),육군제7789부대,장가네제과
31474,19년도 공군교육사령부 김치류 완제품 제조납품,공군교육사령부,(주)동진푸드
32249,부식류 재포장재료(제조 또는 구매),제2군수지원여단,경북상사
32535,"19년 영내자증식(떡, 케이크) 제조 구매",제7보병사단,동광푸드
32830,떡류 등 21품목 제조 구매,제9181부대,주식회사해피21세기
33523,생수(제조/구매),육군제7789부대,초코인터내셔널 주식회사
33524,생수(제조/구매),육군제7789부대,초코인터내셔널 주식회사
33533,생수(제조/구매),육군제7789부대,초코인터내셔널 주식회사
33789,실린더 버터플라이밸브 등 42종,공군군수사령부,반석상사
34388,19년 생일자 쌀케이크 제조 납품,제1729부대,농업회사법인주식회사 시루와 떡메
34453,무김치 등 9종 제조 납품,제8385부대,(주)한일코리아
34470,'19년 증식떡 및 떡케이크 제조납품,제51보병사단,사군자식품
34514,19년 장거리 이동 특기병 도시락 제조납품,육군종합군수학교,(주)비룡푸드
34515,"'19년 영내자 증식(떡, 쌀케이크) 제조/납품",제3697부대,주식회사 찰떡궁합
34580,19년 떡/케이크 제조납품,육군 52보병사단,주식회사 찰떡궁합
34649,'19년 예비군 도시락 제조납품(6권역),육군제53보병사단,주식회사 우리도시락
34650,'19년 예비군 도시락 제조납품(5권역),육군제53보병사단,해림푸드시스템
34651,'19년 예비군 도시락 제조납품(4권역),육군제53보병사단,해림푸드시스템
34652,'19년 예비군 도시락 제조납품(3권역),육군제53보병사단,해림푸드시스템
34653,'19년 예비군 도시락 제조납품(2권역),육군제53보병사단,해림푸드시스템
34654,'19년 예비군 도시락 제조납품(1권역),육군제53보병사단,해림푸드시스템
34664,'19년 예비군 도시락 제조납품(6권역),육군제53보병사단,주식회사 우리도시락
34665,'19년 예비군 도시락 제조납품(5권역),육군제53보병사단,해림푸드시스템
34666,'19년 예비군 도시락 제조납품(4권역),육군제53보병사단,해림푸드시스템
34667,'19년 예비군 도시락 제조납품(3권역),육군제53보병사단,해림푸드시스템
34668,'19년 예비군 도시락 제조납품(2권역),육군제53보병사단,해림푸드시스템
34669,'19년 예비군 도시락 제조납품(1권역),육군제53보병사단,해림푸드시스템
34818,19년 예비군 도시락 제조납품(2권역)-2,제17보병사단,주식회사이지푸드
34819,19년 예비군 도시락 제조납품(1권역)-2,제17보병사단,두진푸드시스템
34820,19년 예비군 도시락 제조납품(4권역)-2,제17보병사단,주식회사 이오에스 행복도시락
34821,19년 예비군 도시락 제조납품(3권역)-2,제17보병사단,두진푸드시스템
34926,락카스프레이등23종 구매,육군종합정비창,윤보산업
34934,19년 백령도 김치류 제조 납품,제9196부대,주식회사 토속
34965,19년 예비군도시락 제조/납품,육군 52보병사단,(주)기락
34966,19년 예비군도시락 제조/납품(3권역),육군 52보병사단,두진푸드시스템
34967,19년 예비군도시락 제조/납품(3권역),육군 52보병사단,두진푸드시스템
34968,19년 예비군도시락 제조/납품(2권역),육군 52보병사단,두진푸드시스템
34969,19년 예비군도시락 제조/납품(2권역),육군 52보병사단,두진푸드시스템
34970,19년 예비군도시락 제조/납품,육군 52보병사단,(주)기락
34971,19년 예비군도시락 제조/납품,육군 52보병사단,(주)기락
34972,19년 예비군도시락 제조/납품(3권역),육군 52보병사단,두진푸드시스템
34973,19년 예비군도시락 제조/납품(2권역),육군 52보병사단,두진푸드시스템
35136,19년 예비군 도시락 제조 납품,육군 제1군단,(주)기락
35169,예비군 훈련 도시락 제조납품(1권역),제1989부대,(유)행복을나누는도시락
35282,돼지생삽겹살 등 12종 구매,해군군수사령부,주식회사 명품식품
35360,예비군 훈련 도시락 제조납품(4권역),제1989부대,CH푸드
35361,예비군 훈련 도시락 제조납품(3권역),제1989부대,유한회사 자미푸드
35362,예비군 훈련 도시락 제조납품(2권역),제1989부대,CH푸드
35372,19년 예비군 도시락 제조 및 납품(2권역),육군 제37보병사단,주식회사행복담은네모
35376,19년 예비군 도시락 제조납품(1권역),제6128부대,주식회사 제이스
35377,19년 예비군 도시락 제조납품(2권역),제6128부대,주식회사 제이스
35383,'19년 3·1절 경축특식(냉동롤케익) 제조,제2167부대,장가네제과
35384,예비군훈련 도시락 제조납품(1권역),제6755부대,주식회사 이.엠.에스
35385,예비군훈련 도시락 제조납품(4권역),제6755부대,(주)캠퍼스
35386,예비군훈련 도시락 제조납품(3권역),제6755부대,주식회사 경북캐터링
35387,예비군훈련 도시락 제조납품(2권역),제6755부대,주식회사 경북캐터링
35389,장거리 이동 신병 도시락 제조납품,육군훈련소,주식회사 엘엔에프 농업회사법인
35414,3?1절 경축특식(훈제 닭다리) 제조 / 구매,제7789부대,한국유통
35416,설날 경축특식(아이스롤케익) 제조 / 구매,제7789부대,주식회사 예인컴퍼니
35441,21-B-복지시설 식자재 구매 납품,제9196부대,모아상사
35451,공사 파입부대 식자재 계약 (3부대),공군사관학교,아이원
35516,'21년 한마음회관 식자재 제조(김치류),공군군수사령부,농업회사법인팔공산김치주식회사
35518,'21년 한마음회관 식자재 제조(김치류),공군군수사령부,농업회사법인팔공산김치주식회사
36280,"밸브,버섯형,엔진용 등 4종 구매",해군군수사령부,주식회사 와이에스이앤디
36407,리미트스위치 등 22종,해군 기동함대사령부,영테크
36846,"밸브, 버섯형, 엔진용 등 22종 구매",해군군수사령부,칼라투
37035,"밸브, 버섯형, 엔진용 등 2종 구매(수입품)(20271)",해군제1수리창,삼동유통상사
37180,실린더 버터플라이 밸브 56종,공군군수사령부,삼호상사
37498,"밸브,버섯형,엔진용 등 14종 구매",해군군수사령부,드림비즈 주식회사
37872,20-60-지붕 샌드위치판넬 등 40종 구매,해군제2수리창,동진상사
37878,20년 증식떡 및 떡케이크 제조납품,제51보병사단,사군자식품
38027,지휘관 및 주임원사 휘장류 제조,육군본부,시흥용사촌안흥합성 주식회사
38127,20-해-함정 부식이송용 컨베이어벨트 제조설치,국군재정관리단,우주산업플랜트 주식회사
38286,52군지단 급식유통센터 신축공사(GHP),제6128부대,대성기업
38408,파병부대 재보급물자(배추김치 등 17종) 제조,육군군수사령부,(주)한일코리아
38543,52군지단 급식유통센터 신축공사(콘크리트말뚝),제6128부대,성우파일 주식회사
38593,락카스프레이 등 80종 구매,제9911부대,경기종합상사
38862,스프링 등 39항목 제조(일장),육군군수사령부,조은테크
38986,(20-091) 이동식초소 제조 납품,공군제18전투비행단,주식회사은광이엔지
39273,리미트 스위치 등 4종 구매,해군군수사령부,나나테크
39494,'20년 예비군 도시락 제조납품-(2권역),제17보병사단,주식회사이지푸드
39781,20년도 공군교육사령부 김치류 완제품 제조납품,공군교육사령부,농업회사법인 비에스푸드 주식회사
39887,"'20년 영내자증식(떡,케이크) 제조/구매",제7보병사단,동광푸드
40084,경계시설 보강공사 자재구입(유자철선 등 6종),제1989부대,에코이엔지 주식회사
40332,'20년 예비군 도시락 제조납품-(3권역),제17보병사단,주식회사 정담에프엔에스
40333,'20년 예비군 도시락 제조납품-(5권역),제17보병사단,주식회사 정담에프엔에스
40590,종교시설 신축공사 관급자재(한식창호) 제조 설치,국군재정관리단,유한회사성지산업
