,입찰명,발주기관,낙찰자(상호)
457,"지뢰보호의, 보호헬멧 제조구매",제7보병사단,투알엘 (2RL)
534,지뢰방호차량 소모품 구매,5군수지원사령부,(주)한성엔지니어링
707,미확인 지뢰지대 통제용 안내간판 및 지뢰표지판 구매,제22보병사단,드림산업
2576,지뢰제거작전용 안전장구류(8종) 구매,국군재정관리단,주식회사 스타폴
5591,16년 지상조명지뢰,유도무기계약팀 (구:19.09.16),고려화공 주식회사
7334,"덮개,신호탄용 1종",해군군수사령부,대주정공 주식회사
7383,지뢰제거작전 물품 00종 구매,육군 제1군단,세현아이템
7659,16년 지뢰 재탐색 및 제거용 안전장구류 구매,제2작전사령부,주식회사 아르모프
7746,16년 방공포대 지뢰 재탐색 및 제거작전 물품 구매,제2작전사령부,스타벨
7750,16년 지뢰 재탐색 및 제거작전 물품 구매,제2작전사령부,세계로상사
7892,지뢰제거작전용 안전장구류(7종) 구매,국군재정관리단,신우
8640,지뢰제거작전 보호의 등 장비구매,제7862부대,주식회사 제이씨정보통신
10047,지뢰보호의 제조,국군재정관리단,주식회사 나루지엠에스
13499,17년 지상조명지뢰,유도무기계약팀 (구:19.09.16),고려화공 주식회사
13754,17년 해상연막조명신호탄,유도무기계약팀 (구:19.09.16),고려화공 주식회사
13989,17년 105밀리 연습예광탄 등 목상자,유도무기계약팀 (구:19.09.16),금성목재
14790,'17년 교육보조기구(지뢰발견표지판) 제조,육군본부,주식회사 우영물산
15610,불무산 지뢰탐지작전 물품구매(17-정작-01),제7862부대,스카이피아
15980,'17년 지뢰제거 작전 물품구매,제2작전사령부,드림으뜸상사
16783,지뢰 보호의 및 방호헬멧 구매,제9227부대,삼원티앤아이
17951,지뢰제거작전 물품구매(18-정작-01),제7862부대,올리비아
18148,폴리우레탄피복제 위장 숲녹색 등 6품목,제9181부대,에스케이에스페인트 주식회사
20225,지뢰제거작전 물품 13종구매,육군 제1군단,오즈아이알 주식회사
20243,지뢰보호의 제조,국군재정관리단,신우
