,입찰명,발주기관코드,발주기관,8종_Pick,8종_Remove,10종_Pick,10종_Remove
0,"16-24차 의료기재, 일반의무장비 운영소모품 부대구매",LHG,제1862부대,"의료, 의무",,일반,
1,해안경계 통합시스템 구축사업 리스,UMM,국군재정관리단,안경,,"구축, 사업",
2,의료기재(금연구역 표지판 등 85종)구매,SDF,제5738부대,의료,,연구,
3,의료기재 (인바디 용지 등 67종) 구매,SDF,제5738부대,의료,,용지,
4,해안경계 통합시스템 구축사업,UMM,국군재정관리단,안경,,"구축, 사업",
5,`16-00부대 응급구조사 교과서 구매,MDQ,국군의무학교,응급,,조사,
6,2016년 조달 의무장비(수욕기 일반용) 구매,MDG,국군의무사령부,의무,,일반,
7,'16-00병원 폐수처리시설 위탁관리용역,SDF,제5738부대,병원,,"용역, 처리",
8,의학도서관 도서(2차) 구매,MDD,국군수도병원,의학,,도서,
9,2016년 일반/의무물자(전기이발기 등 7건) 구매,MDG,국군의무사령부,의무,,일반,
10,의무장비(4차) 수액조절기 일반용(3ch) 구매,MDD,국군수도병원,의무,,일반,
11,도서(정형외과학 제7판 등 23종)구매,SDF,제5738부대,외과,,도서,
12,수도병원 일반재료 248종 구매,UMM,국군재정관리단,병원,,일반,
13,'16-00부대 응급구조와응급처치도서등4종구매,MDQ,국군의무학교,응급,,도서,
14,'16년 대전병원 장비운영유지비(영상장비) 구매,MDJ,국군대전병원,병원,,영상,
15,(16-007)일반의무장비획득(산소소생기외 3품목),HDM,공군제17전투비행단,의무,,일반,
16,2017년 의무장비 원심분리기 소형탁상용 구매,MDG,국군의무사령부,의무,,상용,
17,2017년 의무장비 수욕기 일반용 구매,MDG,국군의무사령부,의무,,일반,
18,재투자 의무장비 구매(천평전자식 일반형),MDD,국군수도병원,의무,,일반,
19,재투자 의무장비 구매(세균배양기 일반용),MDD,국군수도병원,의무,,일반,
20,`17-00학교 3차 응급구조사 교과서 구매,MDQ,국군의무학교,응급,,조사,
21,17-3차 의무비품 구매(일반),MDD,국군수도병원,의무,,일반,
22,17-P-00지역 해안경계통합시스템 구축사업(리스물건),UMM,국군재정관리단,안경,,"구축, 사업",
23,00병원 상담콜센터 용역,MDD,국군수도병원,병원,,용역,
24,의무장비(심장세동제거기 일반용) 구매,UMM,국군재정관리단,의무,,일반,
25,17-6차 일반의무비품(전기밥솥 등 3건) 구매,MDG,국군의무사령부,의무,,일반,
26,17-6차 일반의무비품(순번대기시스템 등 3건) 구매,MDG,국군의무사령부,의무,,일반,
27,17-6차 일반의무비품(전기이발기 등 2건) 구매,MDG,국군의무사령부,의무,,일반,
28,`17-00학교 2차 응급구조사 교과서 구매,MDQ,국군의무학교,응급,,조사,
