,입찰명,발주기관,낙찰자(상호)
40362,'20년 부식재포장재료(아이스박스 등 5종),제2군수지원여단,케어트리
40596,'20년 부식류 재포장재료 구매,제 2167부대,제이컴퍼니
41089,실린더 버터플라이 밸브 등 54종,공군군수사령부,삼호상사
42086,'20년 구명식량 구매,해군군수사령부,글로리아
43524,냉찜질기 등 8항목 구매(물품),육군군수사령부,(주)메들린
43751,20-광성회관 식자재 및 소모품 구매,공군제11전투비행단,(주)푸드머스 대구지점
43837,22-욕 000운용대(욕지도) 급식 구매,해군제3함대사령부,신요푸드
43840,22-욕 000전진기지대(욕지도) 급식 구매,해군제3함대사령부,신요푸드
44296,21년 배식용 보온식관용 구매,육군보병학교,더블유원
45186,육수냉장고 등 3종,제7001부대,구룡
45464,실린더 버터플라이 밸브 등 39종,공군군수사령부,중앙기업
46186,김치냉장고 등 5종 구매,해군사관학교,대광산업
46325,21년 생도 59기 피복(뱃지 및 학년장류) 구매,육군3사관학교,삼성교재사
46326,21년 생도 59기 피복(예식용품류) 구매,육군3사관학교,제일 몰
46974,'21년 부식 재포장재료 구매,제 2167부대,엠케이유통
47466,소형김치냉장고 등 4종,제2002부대,체리유통
47663,21년 식자재 재포장재료 구매,제1군수지원사령부,오케이스카시
47722,'21년 부식 재포장재료(아이스박스 등 6종) 구매,제2군수지원여단,드림산업
48480,'21년 부대조달 부식용 재포장재료 구매,육군제7789부대,구구컴퍼니
48601,김치냉장고 10EA 구매,해군 기동함대사령부,주광유통
48829,21-04-140 PP스프링노트 등 5 품목,공군교육사령부,이트렌드
49027,'21년 구명식량 구매,해군군수사령부,구구컴퍼니
49071,부식 재포장재료,제3군수지원여단,티제이엠
49732,"흉장, 휘장 및 비행피복 계급장류",공군군수사령부,주식회사 플라이쿱
50039,탁구대 등 9종(인사과 체력단련용품),제7001부대,나우통상
50107,실린더 버터플라이 밸브 등 39종,공군군수사령부,대경상사
50531,2021년 영내자 부식 물품구매 계약의뢰,공군교육사령부,(주) 현대그린푸드  영남센터
50921,전산운영용품(광컨버터 등 34종) 구매,해군본부,주식회사 티에스
51058,광성회관 식자재 및 소모품 구매,공군제11전투비행단,(주) 현대그린푸드  영남센터
51568,21년 장교후보생 표지장류 제조/부착,육군학생군사학교,한빛금속
51802,23-욕지도 전진기지 급식 구매,해군제3함대사령부,신요푸드
51803,23-욕지도 운용대 급식 구매,해군제3함대사령부,신요푸드
52982,7급양대 급식유통센터 물품구매(전자저울 등 8종),제1군수지원사령부,미다운
53909,22년 생도 60기 피복구매(예식용품류),육군3사관학교,상아문화사
54347,실린더 버터플라이 밸브 등 72종 구매,공군군수사령부,대성산업
54849,22년 식자재 재포장재료 구매,제1군수지원사령부,주식회사 바른플러스
55384,도서류 양들의 침묵 등 84종 구매 납품,제3283부대,초록상사
55490,'22년 부식 재포장재료 구매,제3군수지원여단,(주)동건
56306,00부대 냉난방설비 인버터제어 판넬 제조설치납품,육군종합행정학교,윈아트
56500,'22년 부식 재포장재료 구매,제 2167부대,주식회사 아루
56537,'22년 부식 재포장재료(아이스박스 등 7종) 구매,제2군수지원여단,주식회사 호반건재
56928,호국사 부대비품(음식물처리기 등 2종) 구매,해군사관학교,코아
57158,전산용품(컨버터 등 137종)구매,해군작전사령부,티에스산기주식회사
57328,무선 미니 진공청소기 등 2종 구매,해군본부,드림워크
57535,사운드소스(음원 및 저작권) 물품구매,육군본부,하이파이브
57786,광성회관 식자재 및 소모품 구매,공군제11전투비행단,(주) 현대그린푸드  영남센터
58505,반건조 고구마(서류가공품류) 구매,해군군수사령부,주식회사 류홀마트
58633,수산화 칼륨 등 6항목 구매(화생방물자),육군군수사령부,마창케미칼 주식회사
58975,'22년 구명식량 구매,해군군수사령부,주식회사 갑천만수
59175,실린더 버터플라이 밸브 등 48종,공군군수사령부,중앙기업
59468,22년 장교후보생 표지장류 납품/부착,육군학생군사학교,주식회사 웨이스트클레이션
59525,카메라 어깨스트랩 하네스 등 77종 구매 납품,제3283부대,일만상사
59721,24년 욕지도 000전진기지대 급식 구매,해군제3함대사령부,파머스 미트
59726,24년 욕지도 운용대 급식 구매,해군제3함대사령부,파머스 미트
60294,(23육군-물품051)한빛부대 23-3차 급식류 구매,종합보급창,(주)동진푸드
60509,서울역 TMO 비품 구매 설치(커피머신),국군수송사령부,푸름컴퍼니
61553,23년 생도 피복(예식용품류 9종) 구매,육군3사관학교,천지유통
61935,24년 생도피복 구매(모자 및 견장류),국군간호사관학교,대건정보통신
62156,스프링노트 등 155종 구매,해군교육사령부,주식회사 피케이
62322,화랑회관 한식당 식탁 및 의자 제조,육군사관학교,주식회사 동명디자인
62904,"(236298-C) 프린터,3차원식(샌드형) 구매",국군재정관리단,다산상선 주식회사
63735,'23년 위험물취급자 안전장구류(제전복 등 8종) 구매,5군수지원사령부,미성상사
64042,23-4차 복지기금비품(라면조리기 등 3종) 구매,국군의무사령부,동진산업
64228,'23년 부식류 재포장재료 구매,제 2167부대,오스티가
64279,'23년 부식 재포장재료 구매,제2군수지원여단,주식회사 리안엔텍
64609,"필라멘트,아이보리색 등 11종, 3D프린터 자재 구매",공군군수사령부,조아텍(JOA)
65270,"구명식량 10,000BX 구매",해군군수사령부,지앤와이일렉텍(주)
66013,신임장교 교육생 비품(음료수냉장고) 구매 설치납품,육군상무대근무지원단,선아골드넷
67498,[부대지원과]'23년 한마음회관 식자재 및 소모품 구매,공군군수사령부,(주) 현대그린푸드  영남센터
67542,'25년 간부식당 식자재 및 소모품 구매,국방부계룡대근무지원단,주식회사 세운축산
67611,25-욕지도 운용대 급식구매,해군제3함대사령부,가야F.S
67616,25-욕지도 전진기지대 급식구매,해군제3함대사령부,株式會社 森雅인터내셔날
68318,미니 수정테이프 등 113종 구매,제9121부대,주식회사 복은
68342,"24-10-360 도시락, 수통 IED 등 41품목 구매",공군교육사령부,이엔에스(E&S)
68361,[60전대] 실린더 버터플라이 밸브 등 90종,공군군수사령부,신라통상
68544,25년 생도피복(견장류) 제조구매,국군간호사관학교,박상(주)
68631,'24년 간부식당 소모품(애벌세제 등 4종) 구매,국방부계룡대근무지원단,미주통상
69339,24-5차 의무비품(물리치료용 침대) 구매,국군의무사령부,세렌디피티
69512,(246314-E) 생도피복(직위장류 등 4품목) 제조,국군재정관리단,주식회사티그리스
69584,"구명식량 2,937BX 구매",해군군수사령부,케이플러스
69890,2024 복지회관 식자재 구매(공산품 및 소모품),국방부계룡대근무지원단,주식회사 강산푸드앤덕
69943,25년 생도피복(예식용품류 8종) 구매,육군3사관학교,몬티지 링크 코리아
70457,24년 위험물취급자 안전장구류(제전복 등 5종) 구매,5군수지원사령부,연결고리
70605,(24-물품-72) 24년 병영도서관 독서카페 도서 구매,제11기동사단,주식회사 한성정보시스템
71251,스프링노트 등 73종 구매,제9121부대,마린머티리얼즈
71963,24년 부식 재포장재료 구매,제2군수지원여단,애플
72166,'24년 부식류 재포장재료 구매,제 2167부대,문암이엔씨
72421,(24군책-물품012)리치트럭 구매,종합보급창,알파솔루션
72659,전기보온밥통 등 15종 구매,제7001부대,강림
72952,24-04-109 스프링수첩 1품목 제조 구매,공군교육사령부,환디자인
73777,"구명식량 10,000BX 구매",해군군수사령부,정민솔루션
74018,(24-물품-07) 24-2차 간편식 활용 훈련식량 구매,제11기동사단,주식회사 파파콜렉션
74369,계약) '24년 교육사 병사식당 급식류 식자재 구매,공군교육사령부,다해푸드
