,입찰명,발주기관코드,발주기관,1종_Pick,1종_Remove,4종_Pick,4종_Remove
0,장거리 이동 신병 도시락 제조납품,LFC,육군훈련소,도시락,,제조,
1,장거리 이동 신병 도시락 제조납품,LFC,육군훈련소,도시락,,제조,
2,장거리 이동 신병 도시락 제조납품,LFC,육군훈련소,도시락,,제조,
3,장거리 이동 신병 도시락 제조납품,LFC,육군훈련소,도시락,,제조,
4,모듬두텁떡 등 6종 제조,SFM,제3170부대,떡,,제조,
5,'17년 설날 경축특식(과자세트) 구매(제조),LMS,제7789부대,"과자, 특식",,제조,
6,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
7,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
8,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
9,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
10,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
11,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
12,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
13,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
14,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
15,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
16,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
17,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
18,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
19,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
20,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
21,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
22,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
23,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
24,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
25,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
26,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
27,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
28,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
29,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
30,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
31,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
32,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
33,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
34,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
35,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
36,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
37,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
38,배추김치(포기) 등 20종 제조,SCF,해군군수사령부,"김치, 배추",,제조,
