,입찰명,발주기관,낙찰자(상호)
9462,치과 장비운영소모품 구매(구치 블록 등 5품목),국군대전병원,영남치과기재상사
16270,17-3차 일반 및 의무비품(산소유량계 등 10품목) 구매,국군의무사령부,(주)이삭메디칼
17379,2017년 의무장비 비디오기도삽관기 구매,국군의무사령부,제이메디케어
17923,'18-10차 의무비품(의무병실용 싱크대) 구매,국군의무사령부,(주)유한정공
20650,'18년 의료용산소 충전 및 용기검사(밸브교체),제2군수지원여단,경원산소(주)
23397,국군양주병원 의무비품(LED 후두경) 구매,국군의무사령부,주식회사 가람메드
23403,국군양주병원 의무비품(LED 후두경) 구매,국군의무사령부,주식회사 가람메드
27794,수도병원 수변전설비(분전반),국군의무사령부,스페이스파워 주식회사
28200,19-8차 의무장비 비디오 기도 삽관기 구매,국군수도병원,주식회사 엔에이치
28385,2019년 의무장비(비디오기도삽관기) 구매-재투자,국군의무사령부,인메드
29625,치과장비운영소모품(지르코니아 블록 등 9종),국군대전병원,제이디건설기계 주식회사
38821,코로나19 긴급조달의무장비 비디오기도삽관기 구매,국군수도병원,주식회사 피케이
40397,20년 3차 의무장비(모래분사기등 2종)구매,국군수도병원,만능유한회사
41791,"20년 의료용 산소 구매 및 용기안전검사,밸브교체",제3군수지원여단,경원산소(주)
42425,의료용산소 구매 및 용기검사(밸브교체),제2군수지원여단,(주)대일가스
45685,21년 재투자 의무장비 구매 (1차 비디오 기도삽관기),국군수도병원,만능상사
48760,"21년 의료용품(의료가스,용기안전감시및밸브교체)구매",제1군수지원사령부,경원산소(주)
49829,"21년 의료용 산소 구매 및 용기안전검사,밸브교체",제3군수지원여단,경원산소(주)
50762,21년 의료용산소 구매 및 용기검사(밸브교체),제2군수지원여단,(주)대일가스
52937,2022 재투자 의무장비(비디오삽관기) 구매,국군수도병원,(주)누리숲
54530,22년 의무비품 구매 3-9차(제작목재),국군수도병원,청도산업(주)
55341,22년 의무비품 구매 2-6차(제작목재),국군수도병원,준디자인주식회사
58223,"22년 의료용품(산소,용기안전검사 및 밸브교체)구매",제1군수지원사령부,일성가스
58821,22년 1-6차 의무비품 구매(제작목재),국군수도병원,주식회사 아이원디자인그룹
59133,"튜브,배수용,외과용 등 9항목 구매(의무)",육군군수사령부,티나라교육기획
60421,23년 의무비품 구매 4-4차(제작목재),국군수도병원,주식회사 다우스
60973,23년 의무장비(비디오기도삽관기) 구매,국군의무사령부,주식회사 엔디
65489,의약품(방수밴드 등 128품목 구매 납품),제9227부대,안진약품
66358,23년 의무비품 구매 1-5차(제작목재),국군수도병원,현재산업
67356,23년 의무장비(비디오기도삽관기) 구매,국군의무사령부,더펜상사주식회사
68680,의무장비(비디오 기도삽관기) 구매,제9691부대,주식회사 한스메디칼
69054,24년 의무장비(비디오기도삽관기) 구매,국군의무사령부,주식회사 리덤비
69994,24년 27차 의료기재(실리콘인솔 등 7품목) 구매,육군훈련소,와이에스컴퍼니
70358,24-4차 의무비품(의료용싱크대 등 2종) 구매,국군의무사령부,(주)플러스모던
72480,의무 환자응답스위치 등 11품목 구매,육군종합정비창,킴스헬스케어
