,입찰명,발주기관,낙찰자(상호)
8100,영상편집시스템(REDSUN HD-C40) 등 3종,해군교육사령부,(주)비아이엔씨
9323,1891부대 C4I체계 구축(노트북 등 13종 구매),제1891부대,경기종합상사
21115,"지뢰탐지기 헤드세트,음향용 등 6항목 구매",육군군수사령부,엠씨에스테크 주식회사
36151,무인기뢰처리기-II 시험장비,첨단기술총괄계약팀,동진상사
39014,창설부대 C4I체계 구축,제1891부대,주식회사 파크엘즈
39406,(206169-B)지뢰제거작전 숙영지 구매설치 사업,국군재정관리단,주식회사 디에스나이키
41235,"지뢰탐지기 헤드세트,음향용 등 5항목 구매(일장)",육군군수사령부,정호정보통신
44358,지뢰제거 일반장비 구매,제5보병사단,감성픽
48559,지뢰살포기 부품(일반),지상공통전력운영계약팀,주식회사 더블유엠케이
52335,22년 창설부대 C4I체계 구축(노트북 등 17건),제1891부대,캐리온
54489,"22년 지뢰제거작전 물자 구매(일반수용비, 재료비1차)",제5보병사단,동강산업
60918,23년 창설부대 C4I체계 구축 사업(노트북 등 64건),제1891부대,대건정보통신
63920,탄두슬링 등 1항목 구매(일반물자),육군군수사령부,주식회사 청천테크
64024,"백,탄피용 등 10항목 일반제조(총포)",육군군수사령부,한국포재(주)
64085,지뢰살포기 부품(일반),지상공통전력운영계약팀,비전테크 주식회사
