,입찰명,발주기관코드,발주기관,4종_Pick,4종_Remove,5종_Pick,5종_Remove
0,"지뢰보호의, 보호헬멧 제조구매",LHN,제7보병사단,제조,,지뢰,
1,미확인 지뢰지대 통제간판 제조구매,LHN,제7보병사단,제조,,지뢰,
2,미확인 지뢰지대 통제간판 제조·설치 납품,LHM,제15보병사단,제조,,지뢰,
3,105밀리 포병탄약 지환통 제조,UMM,국군재정관리단,제조,,포병탄,
4,지뢰살포기용 부품(제조),EHA,일반장비계약팀 (구:19.09.16),제조,,지뢰,
5,15-본-공-15 C.O.D 통신관 제조 납품,UMM,국군재정관리단,제조,,신관,
6,지뢰보호의 제조,UMM,국군재정관리단,제조,,지뢰,
7,지뢰보호의 제조,UMM,국군재정관리단,제조,,지뢰,
8,중대전차지뢰 목상자 등 2종 제조,LDG,육군 탄약지원사령부,제조,,"대전차지뢰, 지뢰",
9,탄두회수장치 제조설치 납품,LCK,수도방위사령부,"제조, 제조설치",,탄두,
10,'17년 교육보조기구(지뢰발견표지판) 제조,LCG,육군본부,제조,,지뢰,
11,지뢰보호복 등 3종 제조,UMM,국군재정관리단,제조,,지뢰,
12,"절단기, 케이블용, 기뢰용 10EA",SCF,해군군수사령부,케이블,,기뢰,
13,155밀리 고폭탄용 파레트 등 11종 제조납품,UMM,국군재정관리단,제조,,고폭탄,
14,탄두회수장치 고무블럭 TYPE 제조설치,UMM,국군재정관리단,"제조, 제조설치",,탄두,
15,지뢰보호의 제조,UMM,국군재정관리단,제조,,지뢰,
16,지뢰보호의 제조,UMM,국군재정관리단,제조,,지뢰,
17,탄두회수장치 제조설치납품,SDG,제2002부대,"제조, 제조설치",,탄두,
18,지뢰살포기 부품(제조),EHA,일반장비계약팀 (구:19.09.16),제조,,지뢰,
19,지뢰발견표지판 제조,LCG,육군본부,제조,,지뢰,
20,"절단기,케이블용,기뢰용 46EA 구매",SCF,해군군수사령부,케이블,,기뢰,
21,지뢰보호의 제조(2차)(20196335-D),UMM,국군재정관리단,제조,,지뢰,
22,M중대전차지뢰 목상자 등 3종 제조,LDG,육군 탄약지원사령부,제조,,"대전차지뢰, 지뢰",
23,지뢰보호의 제조(20196263-D),UMM,국군재정관리단,제조,,지뢰,
24,수류탄시험장비세트 제조설치(20196094-F),UMM,국군재정관리단,"제조, 제조설치",,수류탄,
25,00지역 통신공사 FC통신관 제조 납품,LNT,제28보병사단,"공사, 제조",,신관,
26,00지역 통신공사 FC통신관 제조 납품(A-19064),LPG,제5보병사단,"공사, 제조",,신관,
27,지뢰발견 표지판 제조,LCG,육군본부,제조,,지뢰,
28,(206258-D)중대전차지뢰M15목상자등 2품목 제조(납품),UMM,국군재정관리단,제조,,"대전차지뢰, 지뢰",
29,"백,탄피용 등 23항목 제조(총포)",LCF,육군군수사령부,제조,,탄피,
30,20년 LED 연습용 조명지뢰,EBB,지상공통전력운영계약팀,LED,,지뢰,
31,21년 LED 연습용 조명지뢰,EBB,지상공통전력운영계약팀,LED,,지뢰,
32,지뢰제거중대 작전요원 숙영시설 컨테이너 설치,HDP,공군제19전투비행단,시설,,지뢰,
33,(216256-B)155밀리 고폭탄용 파렛트 등 6종 제조,UMM,국군재정관리단,제조,,고폭탄,
34,(216115-E)지뢰보호의 제조,UMM,국군재정관리단,제조,,지뢰,
35,(216087-E)155밀리 고폭탄용 파렛트 등 5종 제조,UMM,국군재정관리단,제조,,고폭탄,
36,대인지뢰 KM16목상자 등 3개 품목 제조,LDG,육군 탄약지원사령부,제조,,"대인지뢰, 지뢰",
37,22년 LED 연습용 조명지뢰,EBB,지상공통전력운영계약팀,LED,,지뢰,
38,(226083-D)지뢰보호의 등 2종 제조,UMM,국군재정관리단,제조,,지뢰,
39,기뢰 케이블조립체 1종 구매,SCF,해군군수사령부,케이블,,기뢰,
40,(226035-F)155밀리 고폭탄 팔레트 등 8종 제조납품,UMM,국군재정관리단,제조,,고폭탄,
41,22-충-공-4D도장부스(00비 항공탄약 방부처리장 신축),HDP,공군제19전투비행단,신축,,항공탄,
42,(236365-C) 지뢰보호의 등 2항목 제조,UMM,국군재정관리단,제조,,지뢰,
43,"백,탄피용 등 10항목 일반제조(총포)",LCF,육군군수사령부,제조,,탄피,
44,23년 LED 연습용 조명지뢰,EBB,지상공통전력운영계약팀,LED,,지뢰,
45,(236125-E) 155밀리 탄두 팔레트 5종 제조,UMM,국군재정관리단,제조,,탄두,
46,(236112-B)155밀리 고폭탄 탄두 팔레트 등 8종 제조,UMM,국군재정관리단,제조,,"고폭탄, 탄두",
47,"23-N-펌프,원심식(EHC40B) 제조",UMM,국군재정관리단,"제조, 펌프",,C4,
48,(236064-B)81밀리 고폭탄 목상자 등 7품목 제조,UMM,국군재정관리단,제조,,고폭탄,
49,23-M-탄두회수장치 제조,UMM,국군재정관리단,제조,,탄두,
50,탄피받이 제조 구매,SFG,제9181부대,제조,,탄피,
51,24-미-5 미사일방어태세 보강 공사 방호벽 제조설치,HDS,공군미사일방어사령부,"공사, 제조, 제조설치",,미사일,
52,[신궁 유도탄 부품]가스관조립체 등 6종 제조,HCF,공군군수사령부,제조,,유도탄,
53,'24년 지뢰살포기 부품(제조),EBB,지상공통전력운영계약팀,제조,,지뢰,
54,[신궁 유도탄 부품]가스관 조립체 등 5종 제조,HCF,공군군수사령부,제조,,유도탄,
55,105밀리 고폭탄 파라핀 지환통 제조/생산능력,LDG,육군 탄약지원사령부,제조,,고폭탄,
56,'24년 지뢰탐지기 부품(제조),EBB,지상공통전력운영계약팀,제조,,지뢰,
57,"절단기, 케이블용, 기뢰용 등 4종 구매",SCF,해군군수사령부,케이블,,기뢰,
58,(246159-B)M15 중대전차지뢰 목상자 등 12품목 제조,UMM,국군재정관리단,제조,,"대전차지뢰, 지뢰",
59,(246096-C) 155밀리 고폭탄용 탄대보호환 등 3종 제조,UMM,국군재정관리단,제조,,고폭탄,
