,입찰명,발주기관,낙찰자(상호)
55,'17년 설날 경축특식(과자세트) 구매(제조),제7789부대,성도교역
2978,국군의 날 특식 과자세트 구매,5군수지원사령부,에스디유통(S.D유통)
3410,경축특식 과자세트,제2167부대,에스엘(SL)상사
3413,추석 경축특식 과자세트,제1군수지원사령부,이평식품
3799,추석 경축특식(과자세트) 구매(제조),제7789부대,주식회사 이니스
8644,허니감자스낵 구매,제2167부대,(주)동진푸드
8690,팩형 아이스크림 구매,제2167부대,한샘유통 주식회사
8691,콘형 아이스크림 구매,제2167부대,(주)라벨리
8692,컵형 아이스크림 구매,제2167부대,씨제이프레시웨이 주식회사
8693,샌드형 아이스크림 구매,제2167부대,(주)사조대림
8838,스낵류,제1군수지원사령부,태산기업
8890,후식류 튜브형 아이스크림 구매,5군수지원사령부,주식회사 에스피씨삼립
8891,후식류 팩형 아이스크림 구매,5군수지원사령부,씨제이 푸드빌(주)
8892,후식류 팥빙수 아이스크림 구매,5군수지원사령부,롯데제과 주식회사
8893,후식류 샌드형 아이스크림 구매,5군수지원사령부,(주)빙그레
8894,후식류 콘형 아이스크림 구매,5군수지원사령부,롯데칠성음료(주)
8903,아이스크림 팩형,제1군수지원사령부,(주)빙그레
8904,아이스크림 콘형,제1군수지원사령부,호미식품
8905,아이스크림 컵형,제1군수지원사령부,태림농산
8906,아이스크림 샌드형,제1군수지원사령부,롯데로지스틱스 주식회사
8924,초코과자 구매,제7789부대,호미식품
8925,감자스낵 구매,제7789부대,주식회사 앤클라우드
8929,샌드과자 구매,제7789부대,청밀
8930,초코과자 구매,제7789부대,씨제이프레시웨이 주식회사
8931,감자스낵 구매,제7789부대,제일공사
8939,샌드형 아이스크림 구매,제7789부대,(유)목양
8940,컵형 아이스크림 구매,제7789부대,(주)팔도
8941,팩형 아이스크림 구매,제7789부대,(유)목양
8942,콘형 아이스크림 구매,제7789부대,주식회사 에스피씨삼립
8955,스낵류,제1군수지원사령부,에스디유통(S.D유통)
9725,쌀과자 구매,제9181부대,(주)한일코리아
11638,쌀과자(인절미맛) 구매,제3170부대,대풍
11823,추석 경축특식(과자세트) 제조 / 구매,제7789부대,와이상사
11917,추석 경축특식(과자세트),제1군수지원사령부,농가식품
12198,주류구매(연간단가계약),국방부근무지원단,주식회사 다산주류
17109,샌드과자,제7789부대,주식회사 나인
17110,감자스낵,제7789부대,삼마상사
17315,17년 부대조달 후식(샌드형 아이스크림),제2167부대,롯데지알에스 주식회사
17332,17년 특수근무자 증식(샌드과자),제2167부대,엠플러스에프엔씨 주식회사
17333,17년 특수근무자 증식(감자스낵),제2167부대,(주)앤에스푸드
17334,17년 특수근무자 증식(초코과자),제2167부대,세원정밀
17363,17년 부대조달 후식(팩형 아이스크림),제2167부대,(주)코리아세븐
17365,17년 부대조달 후식(컵형 아이스크림),제2167부대,씨제이대한통운 주식회사
17366,17년 부대조달 후식(콘형 아이스크림),제2167부대,광동제약(주)
17394,부대조달후식(아이스크림-콘형) 구매,5군수지원사령부,롯데푸드 주식회사
17395,부대조달후식(아이스크림-팩형) 구매,5군수지원사령부,(주)빙그레
17396,부대조달후식(아이스크림-튜브형) 구매,5군수지원사령부,롯데제과 주식회사
17397,부대조달후식(아이스크림-팥빙수) 구매,5군수지원사령부,(주)빙그레
17683,아이스크림 샌드형,제1군수지원사령부,(주)팔도
17684,아이스크림 팩형,제1군수지원사령부,(주)사조대림
17685,아이스크림 컵형,제1군수지원사령부,롯데로지스틱스 주식회사
17686,아이스크림 콘형,제1군수지원사령부,씨제이프레시웨이 주식회사
17711,스낵류,제1군수지원사령부,주식회사 만구
17747,스낵류,제1군수지원사령부,주주상사
17811,과자류 등 10종,제9181부대,주식회사 포승유통
19956,쌀과자류 구매,제9181부대,샘물
20049,추석 경축특식(과자세트) 제조 / 구매,제7789부대,아름상사
20444,추석 경축특식(아이스크림롤케익) 계약,제1군수지원사령부,주식회사 제이와이인터내셔널
20594,국방컨벤션 주류 구매,국군복지단,유한회사 태양주류
