,입찰명,발주기관,낙찰자(상호)
8595,병원장비소모품 병원장비2 구매,국군수도병원,주마메디칼
8596,장비운영소모품 방사선장비 구매,국군수도병원,주영메딕스
8597,외과장비소모품 외과장비5 구매,국군수도병원,대성산업
8598,병리장비소모품 병리장비6 구매,국군수도병원,(주)원강바이오
8599,병리장비소모품 병리장비7 구매,국군수도병원,자인메디칼
8604,수도병원 보장구 72종 구매,국군재정관리단,주식회사제이원메딕스
8697,'16년 대전병원 장비운영소모품(의료용가스) 구매,국군대전병원,신천종합가스
9310,의무장비운영소모품 구매 - Lin shaver tip 등 9품목,국군대전병원,수메디칼
9318,계룡대 지구병원 의료비품(18종) 구매,국군재정관리단,(주)플러스모던
9461,치과장비 소모품 구매(cad/cam metal tool 등 6품목),국군대전병원,영남치과기재상사
9462,치과 장비운영소모품 구매(구치 블록 등 5품목),국군대전병원,영남치과기재상사
9569,의무비품 구매,육군훈련소,주식회사 에이원
9623,재투자 의무장비 구매(4차) - 침대자동식 응급실용,국군대전병원,(주)에스피메디텍
9744,의무비품 구매,자운대근무지원연대,한신종합상사
10346,2017년 대구병원 CCTV 구매,국군의무사령부,한진영상정보 주식회사
10347,2017년 구리병원 CCTV 구매,국군의무사령부,완전정보통신 주식회사
10523,의무비품 구매(투약용 카트 등 6품목),국군대전병원,주식회사 선경의료기
10524,의무비품보강(침대3단 전기식 모델 등 3품목),국군대전병원,티디프라임 주식회사
10840,의무비품(상지운동기구셋 등 21품목) 구매,국군수도병원,(주)한별메디케어
10841,의무비품(안내데스크 등 14품목) 구매,국군수도병원,모양방
10938,의무장비운영소모품 구매(Surgi wnad 등 12품목),국군대전병원,주마메디칼
10939,재투자 의무장비 구매(3차) - 침대자동식 응급실용,국군대전병원,(주)에스피메디텍
10970,2017년 의무장비 냉장고 혈액은행용 대형 구매,국군의무사령부,우분트코리아
10972,2017년 의무장비 냉장고시약보관용 구매,국군의무사령부,미소커뮤니케이션
10975,2017년 의무장비 소독물품포장기 등 2건 구매,국군의무사령부,주식회사 유니메인
11366,재투자 의무장비 구매(2차) - 치과유니트 및 의자,국군대전병원,주식회사 소향
11380,2017년 의무장비 침대 자동식 응급실용) 구매,국군의무사령부,남촌산업
11393,의무장비 운영소모품 9종 구매(17-19차),육군훈련소,주식회사 더그린
11509,재투자 의무장비 구매(냉장고 시약보관용),국군수도병원,(주)한일종합상사
11511,재투자 의무장비 구매(초저온 냉장고),국군수도병원,주식회사 서진컨설팅
11512,재투자 의무장비 구매(냉장고 혈액은행용 대형),국군수도병원,연합메디칼
11597,`17-00학교 3차 응급구조사 교과서 구매,국군의무학교,주식회사 북누리
11643,17-3차 의무비품 구매(일반),국군수도병원,주식회사 서진컨설팅
11728,00병원 보장구 72종 구매,국군재정관리단,성모의지
11952,후반기 장비운영소모품(병리장비10) 구매,국군수도병원,태린메디칼 주식회사
12037,00병원 의료기재(내시경 마우스피스 등 18종) 구매,국군재정관리단,주식회사 동영상사
12234,2017년 조달 의무장비(냉장고 혈액은행용 대형) 구매,국군의무사령부,미래테크
12295,"환부 고정용 테이프 등 121종(기재,시약,치과재료)",제7001부대,이레메디칼
12868,17-9차 청평병원 현대화비품 구매,국군의무사령부,모양방
12871,강릉병원 CCTV 노후 교체 계약,국군의무사령부,에스제이넷주식회사
13102,의무장비 운영소모품 25종 구매(17-13차),육군훈련소,(주)성광메디피아
13337,17-2차 의무비품 구매,국군수도병원,(주)세이팜
13778,‘17-8차 청평병원 취사기구 구매,국군의무사령부,제일유통
13954,의무비품 구매(베드콘솔),국군수도병원,주식회사 우영물산
14077,의무장비 운영소모품 30종 구매(17-9차),육군훈련소,(주)모던애드
14124,의무비품(스테이션 등 11품목) 구매,국군수도병원,준산업
14229,AED소모품 등 의료기재 76종 구매,제9보병사단사령부,준하이테크
14245,17-1차 의무비품 구매(발판 등 23품목),국군수도병원,메디시온
14368,의무비품 23종 구매,국군재정관리단,에스더 기획
14434,`17-00학교 교육재료(3M보안경 등 83종) 구매,국군의무학교,비앤제이
14733,17-6차 일반의무비품(전기밥솥 등 3건) 구매,국군의무사령부,주식회사 이음
14735,17-6차 일반의무비품(전기이발기 등 2건) 구매,국군의무사령부,주식회사 더블유제이 물산
14875,응급흉부외상패드 1항목 구매(의무),육군군수사령부,씨엔유팜 주식회사
14990,방독면(K5) 안경,급식유류계약팀,다운옵틱
15382,`17-00학교 2차 응급구조사 교과서 구매,국군의무학교,와이에이치상사
15590,남자축구 의무용품(스포츠테이프 등) 구매,국군체육부대,주식회사 태광케미칼
15865,외과장비운영소모품(Bovie pencil 등) 5종,국군재정관리단,주식회사 한스피엠아이
15878,의료장비소모품(도우넛젤 헤드패드 외 32종) 구매,국방부계룡대근무지원단,MK메디칼
16038,병원장비운영소모품(약품포장지 등) 67종 구매,국군재정관리단,(주)이삭메디칼
16135,2017년 병건강검진 소모품 연간계약 - 검진소모품,국군대전병원,태린메디칼 주식회사
16136,2017년 장비운영소모품 연간계약 - 의료용가스,국군대전병원,한국에너시스
16137,2017년 장비운영소모품 연간계약 - 의료용가스,국군대전병원,한국에너시스
16142,2017년 장비운영소모품 연간계약 - 병리장비(6),국군대전병원,이레메디칼
16223,00부대 3차 의료장비운영 소모품 구매,제1288부대,(주)모던애드
16262,병리장비운영소모품(CRP 등) 141종 구매,국군재정관리단,해성약품(주)
16270,17-3차 일반 및 의무비품(산소유량계 등 10품목) 구매,국군의무사령부,(주)이삭메디칼
16300,2017년 장비운영소모품 연간계약 - 병리장비(4),국군대전병원,(주)성광메디피아
16301,"안경,방독면(K1)용",급식유류계약팀,다운옵틱
16409,2017년 장비운영소모품 연간계약 - 외과장비(4),국군대전병원,수메디칼
16410,2017년 장비운영소모품 연간계약 - 외과장비(1),국군대전병원,(주)이삭메디칼
16507,냉장고 의료용 중형 등 3종,해군군수사령부,한스메디칼
16594,외과장비소모품(Biopsy Forcep 등 38종) 구매,국군재정관리단,한스메디칼
16595,병리장비소모품(DIFF Time Pak 등 30종) 구매,국군재정관리단,미소커뮤니케이션
16634,`17-00학교 1차 응급구조사 교과서 구매,국군의무학교,한국서점
16823,"부대구매(의료기재, 장비운영소모품) 4차",제25보병사단,와이파이컴퍼니
16844,2차 의무장비 구매(환자체온보온기 공기식),국군수도병원,주식회사 가람메드
16890,병리장비소모품(APTT reagent 등 36종) 구매,국군재정관리단,성도교역
16891,방사선장비소모품(조영제투입실린지 등 11종) 구매,국군재정관리단,(유)목양
16892,병원장비소모품(Bacterial filter 등 117종) 구매,국군재정관리단,주식회사 웰팜
16893,외과장비소모품(Disposable 4-disk 등 29종) 구매,국군재정관리단,주식회사 디에스나이키
16894,외과장비소모품(Aggressive burr 등 52종) 구매,국군재정관리단,주식회사 성보
16895,병리장비소모품(Urisys 2400 Cassette 등 52종) 구매,국군재정관리단,주식회사 만구
16896,병리장비소모품(Hbs Ag RGT 등 43종) 구매,국군재정관리단,주식회사 만구
16897,병리장비소모품(RPR Control 등 58종) 구매,국군재정관리단,(주)연안약품
16898,병리장비소모품(ALBUMIN 등 83종) 구매,국군재정관리단,(유)목양
17300,2017년 의무장비 소독물품포장기 구매,국군의무사령부,주식회사 웰팜
17596,2017년 의무장비 냉장고 시약보관용 구매,국군의무사령부,한스테크
17597,2017년 의무장비 오실로스코프 구매,국군의무사령부,주식회사 에버위너
17643,봉투 투약비닐 등 8항목 구매(의무),육군군수사령부,주식회사 인트래슈어
17717,수도병원 병원장비운영소모품 113종 구매,국군재정관리단,(유)목양
17718,수도병원 보장구 72종 구매,국군재정관리단,주식회사제이원메딕스
17719,외과장비운영소모품(흉복강경 등) 21종 구매,국군재정관리단,준 메디칼 네트웍스
17720,외과장비운영소모품(근전도기 등) 84종 구매,국군재정관리단,(주)메디칼스탠다드
17721,외과장비운영소모품(관절내시경 등) 30종 구매,국군재정관리단,주식회사 성보
17722,외과장비운영소모품(마취기병원용) 41종 구매,국군재정관리단,주식회사 싸이너스
17723,병리장비소모품(ALB 등 121종) 구매,국군재정관리단,티엠이바이오 주식회사
17724,병리장비소모품(ALT 등 40종) 구매,국군재정관리단,주식회사 더그린
17725,병리장비소모품(MPLC 등 18종) 구매,국군재정관리단,미소커뮤니케이션
17726,병리장비소모품(Cal 1 sol 등 51종) 구매,국군재정관리단,주식회사매직브이
17727,병리장비소모품(Stomatolyser 등 31종) 구매,국군재정관리단,(주)메디칼스탠다드
17728,병리장비소모품(Hbs Ag RGT 등 50종) 구매,국군재정관리단,(유)목양
17729,병리장비소모품(HBs Ag 등 32종) 구매,국군재정관리단,주식회사 엔에이치
17777,2차 장비운영소모품(병리) 수시품목 구매,국군수도병원,(주)키너스
17797,17년 장비운영소모품 병리장비7 구매,국군수도병원,주영상사
17798,17년 장비운영소모품 병리장비6 구매,국군수도병원,준 메디칼 네트웍스
17799,17년 장비운영소모품 병원장비6 구매,국군수도병원,킴스헬스케어
17800,17년 장비운영소모품 병원장비2 구매,국군수도병원,주식회사 프로랜드
17801,17년 장비운영소모품 외과장비5 구매,국군수도병원,(주)이삭메디칼
17803,17년 장비운영소모품 방사선장비 구매,국군수도병원,태린메디칼 주식회사
17804,17년 장비운영소모품 치과장비 구매,국군수도병원,영남덴탈
17923,'18-10차 의무비품(의무병실용 싱크대) 구매,국군의무사령부,(주)유한정공
18058,18-11차 의무비품(레일형커튼) 구매,국군의무사령부,주식회사 우삼
18128,의무비품(냉장고 등 3품목) 구매,국군대전병원,주식회사 길상산업
18129,의무비품(수액걸이 등 5품목) 구매,국군대전병원,주식회사 우영물산
18319,의무비품(급속배양기 2종) 구매,국군재정관리단,삼마상사
18440,4차 의무비품 구매(안내데스크 등 6품목),국군수도병원,준산업
18469,의료장비소모품(HDL-C 등 43종) 구매,국방부계룡대근무지원단,주식회사백운
18481,장비운영소모품(외과장비3) 후반기 연간계약,국군수도병원,수메디칼
18538,의무 장비운영소모품 8종 구매(18-28차),육군훈련소,이지프라자
18595,'18-10차 의무비품(순번대기표) 구매,국군의무사령부,가현테크
18596,'18-10차 의무비품(병원용 커튼) 구매,국군의무사령부,세원상사
18597,'18-10차 의무비품(레일형 커튼) 구매,국군의무사령부,스타일블라인드
18729,00부대 의무실 비품 구매,제5897부대,주식회사 서진컨설팅
19053,의무장비 구매(적외선열화상카메라),국군대전병원,주식회사 소향
19553,병리장비 소모품(35종) 구매,국군재정관리단,하이드림
19759,대전병원 보장구 40종 구매(2차),국군재정관리단,주식회사 에스티앤지
19853,의무장비(시약 및 약품냉장고 대형) 구매,국군의무사령부,주식회사 한스메디칼
19889,의무비품(휠체어 등 2품목) 구매,국군대전병원,(주)바이브레인
19891,병리장비운영소모품(Cell seath 등 15품목),국군대전병원,(주)성광메디피아
20305,대량전상자처치 전상환자모형 구매,국군의무사령부,와이 인터내셔널
20365,의무장비(소목물품포장기) 구매,국군의무사령부,(주)도원씨앤씨
20778,의료장비소모품(허리보호대 등 46종) 구매,국방부계룡대근무지원단,주식회사 애사랑
20808,18-3차 의무비품 구매(환자운반보드 등 4종),국군수도병원,(주)도원씨앤씨
20898,의무비품 6종 구매,국군간호사관학교,MK메디칼
20993,의료기구용 트레이 등 11항목 구매(물품),육군군수사령부,사라의료기
21138,병리장비소모품(생화학자동분석기 등 69종) 구매,국군재정관리단,주식회사 동영상사
21161,의무 장비운영소모품 6종 구매(18-13차),육군훈련소,창대 솔루션
21330,의무비품 구매(디지털 혈압계 등 3품목),국군대전병원,석진메드
21604,18-2차 의무비품 구매(온장고 등 8종),국군수도병원,길상산업
21796,의무장비 운영소모품 구매,제5보병사단,(주)석호약품
21958,13차 의료기재 및 장비운용소모품 구매,제1288부대,JW종합상사
22093,의무장비 운영 소모품 구매,제5보병사단,주식회사 서경약품
22113,13차 의료기재 및 장비운용소모품 구매,제1288부대,바른약품 주식회사
22309,18년 2차 의무비품 구매(온장고 등 9종),국군수도병원,(주)이삭메디칼
22310,18년 2차 의무비품 구매(온장고 등 9종),국군수도병원,(주)이삭메디칼
22746,18-5차 부대구매 의무 장비운영소모품 구매,제28보병사단,디에이치산업
22848,일회용 위생장갑 등 67종 구매 납품,제9196부대,유진
22979,의무장비 운영소모품 13종 구매(18-7차),육군훈련소,엠에스테크
23119,외과용 수술칼 등 5항목 구매(물품),육군군수사령부,주식회사 아름글로벌
23374,예방의무근무대 의무비품 구매,제3군수지원여단,주식회사 한성넥스
23397,국군양주병원 의무비품(LED 후두경) 구매,국군의무사령부,주식회사 가람메드
23403,국군양주병원 의무비품(LED 후두경) 구매,국군의무사령부,주식회사 가람메드
23725,8차 의료기재 및 장비운용소모품 구매,제1288부대,(주)앤케어
24378,"안경,방독면(K5)용",급식유류계약팀,다운옵틱
24379,"안경,방독면(K1)용",급식유류계약팀,다운옵틱
24487,18년 의무피복(특수근무복 상하의 등 7품목) 구매,국군의무사령부,주식회사 두산
24509,18년 의무피복(특수근무복 상하의 등 7품목) 구매,국군의무사령부,주식회사 두산
24801,의료기재(의료용3구 개별멀티탭 외 39종)구매,국방부계룡대근무지원단,(주)석호약품
24842,외과장비소모품(흉복강경 등 21종) 구매,국군재정관리단,석진메드
24844,외과장비소모품(관절내시경 등 34종) 구매,국군재정관리단,(유)목양
24845,외과장비소모품(근전도기 등 86종) 구매,국군재정관리단,주식회사 디에스나이키
24846,외과장비소모품(마취기 병원용 등 41종) 구매,국군재정관리단,(주)세정코리아
25008,야전용 수술대 등 9항목 구매(물품),육군군수사령부,주식회사 범만테크
25009,이비인후과유니트 등 2항목 구매(물품),육군군수사령부,킴스헬스케어
25100,병리장비소모품(ALB 등 130종) 구매,국군재정관리단,(유)목양
25198,간섭파치료기 등 7항목 구매(물품),육군군수사령부,하이펙 주식회사
25412,병원장비소모품(환자관찰장치 등 116종) 구매,국군재정관리단,성도교역
25456,"4차 의료기재, 장비운영소모품 구매",제1288부대,알림기획
25461,00병원 병리장비 소모품 136종 구매,국군재정관리단,(주)다남정보통신
25462,00병원 보장구 40종 구매,국군재정관리단,예스의료기
25464,00병원 외과장비 소모품 43종 구매,국군재정관리단,(주)한별메디케어
25465,병리장비소모품(Hbs Ag RGT 등 41종) 구매,국군재정관리단,에이치에스메디칼
25466,'18년 병리장비소모품 Actin 등 31종 구매,국군재정관리단,카이트
25467,병리장비소모품 38종 구매,국군재정관리단,원남메디칼 주식회사
25468,병리장비소모품 (핵산축출시약통(대) 등 21종),국군재정관리단,주식회사 알앤피파트너스
25469,병리장비소모품 (Cal 1 Sol(S1720) 등 51종,국군재정관리단,메디칼뱅크
25471,병리장비소모품 32종 구매,국군재정관리단,주식회사 만구
25513,의무비품(휠체어 등 15종) 구매,국군수도병원,가나안상사
25683,방사선장비소모품(초음파진단기 등 9종) 구매,국군재정관리단,주식회사 성보
25717,외과장비소모품 28종 구매,국군재정관리단,한스메디칼
25718,외과장비소모품 49종 구매,국군재정관리단,주식회사 디에스나이키
25777,2차 의무장비구매(초저온냉동고),국군수도병원,유니온티에이
25786,병원장비소모품(마취 심도 측정 등 120종)구매,국군재정관리단,주식회사 성보
25787,병리장비소모품(Urisys 2400 cassette 등 42종) 구매,국군재정관리단,주식회사 우성텔레콤
25789,병리장비소모품(자동 혈구 계산기 등 30종) 구매,국군재정관리단,(주)상일기업
25790,병리장비소모품(혈액 응고 측정기 등 37종) 구매,국군재정관리단,주식회사 만구
25791,병리장비소모품(이온교환수지 등 57종) 구매,국군재정관리단,주식회사 에이치에스공영
25792,병리장비소모품(효소 면역 측정기 등 43종) 구매,국군재정관리단,우민종합상사
25793,병리장비소모품(생화학 자동 분석기 등 84종) 구매,국군재정관리단,(주)다남정보통신
25831,'18년 병원장비소모품(2) 연간계약,국군수도병원,태린메디칼 주식회사
25840,방사선장비운영소모품 11종 구매,국군재정관리단,주식회사 성보
25841,외과장비운영소모품 39종 구매,국군재정관리단,(주)상일기업
25886,치과용 캐비닛 11항목 구매(물품),육군군수사령부,(주)도원씨앤씨
25891,'18년 병원장비소모품(5) 연간계약,국군수도병원,주마메디칼
25916,'18년 병리장비 소모품6 연간계약,국군수도병원,에이치앤주식회사
25917,'18년 외과장비5 소모품 연간계약,국군수도병원,주마메디칼
25918,'18년 병리장비 소모품7 연간계약,국군수도병원,다니엘기획
25919,'18년 병리장비 소모품10 연간계약,국군수도병원,에이치씨
26003,의무장비(체중계형 침대마비환자용)구매,국군재정관리단,(주)한별메디케어
26104,2018년 의무장비 냉장고 혈액은행용 대형 구매,국군의무사령부,(주)모던애드
26142,냉장고 의료용 중형 등 2종 구매,공군군수사령부,다익테크
26317,18-00학교 응급구조사 교과서 구입,국군의무학교,상원씨앤피
26443,2차 의무장비구매(무산동 안저카메라),국군수도병원,주식회사 리더스케이알
26447,2차 의무장비 구매(침대자동식 응급실용),국군수도병원,(주)에스피메디텍
26499,병 건강검진 소모품 구매(ALT 등 25품목),국군대전병원,(주)성광메디피아
26506,병리장비소모품 구매(G11Filter Element 등 10품목),국군대전병원,(주)성광메디피아
26507,병원장비운영소모품 구매(토너 MLT-D108S 등 66품목),국군대전병원,(주)도원씨앤씨
26760,병리장비소모품(TBAc8000 L-ALB 등 14종) 구매,국군대전병원,주식회사 이레메디칼
26804,병리장비소모품(TroponinⅠReagent) 구매,국군대전병원,(주)한일종합상사
26805,19-4차 의무비품구매(병원용3단조절식 침대),국군수도병원,우성메디칼
26827,19년 외상센터 의무비품 구매(20197207-A),국군재정관리단,(유)목양
26831,19년 외상센터 의무비품(응급처치용 카트등 2품목),국군수도병원,올루야멘(All-Luyamen)
26832,19년 외상센터 의무비품(마취준비용 카트등 9품목),국군수도병원,더펜상사주식회사
26833,19년 외상센터 의무비품(탈의복 보관함등 5/납차폐),국군수도병원,주식회사 길상산업
26834,19년 국군수도병원 외상센터 의무비품(비규격)구매,국군수도병원,세민가구 주식회사
26881,의무장비운영소모품 구매(채취봉 3종),제22보병사단,주식회사 케이제이
26957,19-4차 의무비품(적외선등 14품목) 구매,국군수도병원,주식회사 복은
27066,의무장비 의료기재 및 장비운영소모품 구매,제15보병사단,미소유통
27078,19-20차 의무비품(병실용 커튼) 구매,국군대전병원,가나롤스크린
27127,병 건강검진 소모품 구매(GGT 등 16종),국군대전병원,주식회사백운
27219,국군포천병원 경계용 CCTV 구축사업,국군의무사령부,플러스전기 주식회사
27298,19-34차 의무장비 침대자동식 응급실용 구매,국군수도병원,주식회사 구정
27450,의료장비소모품(HDL-C 등 36종) 구매,국방부계룡대근무지원단,경성이앤씨
27586,19-7차 의무비품(내시경 건조대 등 4품목) 구매,국군의무사령부,반도 메디칼
27644,19-7차 의무비품(레일형커튼) 제작/구매,국군의무사령부,예원
27689,의료용 냉장고 중형 등 2종 구매,해군군수사령부,한경
27813,19-1차 의무 교육비품구매(정맥주사 실습모형 등 6종),국군대전병원,엠씨아이컴퍼니(주)
27948,"19-23차 부대구매(의료기재, 소모품 등)",제7보병사단,유정인베스트
27958,병원장비운영소모품 17종 구매(20197199-A),국군재정관리단,펭귄유통
28114,진검과 병리장비소모품(Hbs Ag RGT 등 41품목) 구매,국군대전병원,(주)한일종합상사
28115,19-19차 의무비품(환자이동형카트 등 3종) 구매,국군대전병원,민메디칼(주)
28190,병원장비운영소모품 55종 구매(20197164-E),국군재정관리단,씨티원 강원지점
28198,19-21차 의무장비 침대자동식 응급실용 구매,국군수도병원,엠씨아이컴퍼니(주)
28425,환자 침대 등 2종 구매(19-18),공군제10전투비행단,캠프홀릭
28473,병리장비소모품 88종 구매(20197169-E),국군재정관리단,(주)모던애드
28485,2019년 의무장비(초저온냉동고) 구매 - 재투자,국군의무사령부,(주)플러스모던
28486,‘19년 의무장비(시약 및 약품 냉장고 대형) 구매,국군수도병원,나래컴퍼니
28487,장비운영소모품(병리장비8) Amylase 등 13품목,국군수도병원,미소커뮤니케이션
28488,장비운영소모품(병리장비10) Gp 등 9품목 구매,국군수도병원,에이치앤주식회사
28628,19-5차 의무비품(납가운 등 8품목) 구매,국군의무사령부,씨티원 경남지점
28645,19-5차 의무비품(근관장측정기 등 2품목) 구매,국군의무사령부,주식회사 더그린
28813,의무장비3차(초저온냉장고),국군의무사령부,(주)플러스모던
28836,남자축구부 의무용품(스포츠테이프 등 4종),국군체육부대,조이나라
28861,"장비운영소모품, 의료기재부대구매(27차)",제22보병사단,금서
28950,2019년 국군의무사령부 수첩케이스 제작/구매,국군의무사령부,썸메이드 주식회사
28983,병리장비운영소모품(ISE calibrator urine 등 21종),국군대전병원,주식회사 제이에프
29064,"진단검사의학과 병리장비운영소모품(17,18차)구매",국군대전병원,주식회사 아름글로벌
29351,의무장비소모품(HDL-C 등 28종) 구매,국방부계룡대근무지원단,주식회사 오세샬롬
29369,19-15차 의무장비(냉장고혈액은행용 대형) 구매,국군수도병원,(주)한별메디케어
29420,병리장비소모품 35종 구매(20197152-E),국군재정관리단,효선
29563,특수수술재료(생체유래흡수성창상피복제) 2차 구매,국군의무사령부,수메디칼
29625,치과장비운영소모품(지르코니아 블록 등 9종),국군대전병원,제이디건설기계 주식회사
29796,19년 대전병원 수술실 비품보강(의무용선반 등 5종),국군대전병원,더펜상사주식회사
30006,병리(4)-13종 병리 장비운영소모품,국군대전병원,주식회사 이레메디칼
30943,환자분류표지 등 7품목 구매(물품),육군군수사령부,(주)이삭메디칼
31254,의료용냉장고 등 2품목 구매(해파),육군군수사령부,주식회사 한스메디칼
31373,"19-10차 부대구매(의료기재, 소모품) 구매",제7보병사단,(주)석호약품
31518,의무장비소모품(알루미늄 목발 등 27종) 구매,국방부계룡대근무지원단,그린종합사무기
31579,의무장비소모품 16차(HDL-C등 28종) 구매,국방부계룡대근무지원단,부림약품
31834,의무피복 구매,해군사관학교,(주)한일
31846,19-4차 의무비품(광중합기 등 6품목) 구매,국군의무사령부,매쉬미디어(주)
31848,19-4차 의무비품(부검대) 구매,국군의무사령부,(주)한별메디케어
31849,19-4차 의무비품(계단연습대 등 8품목) 구매,국군의무사령부,와이 인터내셔널
31855,일회용 주사기(20cc) 등 5품목 구매(물품),육군군수사령부,PHOTOhi
31951,간섭파치료기 등 4품목 구매(물품),육군군수사령부,대원(垈元)
31952,야전용 환자운반수레 1품목 구매(물품),육군군수사령부,가나안상사
32005,19-2차 의무비품(캐비넷 등 18종 47점) 구매,국군수도병원,선희유통
