0,대분류,중분류,소분류
OO부대 CCTV 설치 납품,IT·통신장비,CCTV/출입통제,영상감시·출입
격발장치부품류,기타,기타,기타
송수화기(H-930K),기타,기타,기타
송수화기(H-930K),기타,기타,기타
토너(LBP6330K) 등 29종 구매,IT·통신장비,PC/주변기기,PC·주변기기
음성동보장치 등 4품목 납품 설치,기타,기타,기타
음성동보장치 등 4품목 납품 설치,기타,기타,기타
40톤 트레일러 제조,기타,기타,기타
정비 및 취사 피복(동계 정비복 등 6종) 제조,기타,기타,기타
17년 공군 1인용 침대 등 2종 제조,기타,기타,기타
정비용 헬멧 1 600EA,기타,기타,기타
기동대가죽장화 둥 5종,기타,기타,기타
예초기(평지형) 80EA,기타,기타,기타
예초기(평지형) 80EA,기타,기타,기타
자주포 전자식계수기 정비기술개발 소요자재 구매,기타,기타,기타
엘보 등 23종,기타,기타,기타
안전보호용품(방진마스크 등) 33종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
M장비 배터리(비충전식),전력·전기전자,발전기/전원,발전기·UPS·충전
가방  침투 보호의용,기타,기타,기타
베어링 등 2종,기타,기타,기타
밸브 플러그형 1종,건설·시설,자재/철물,자재·철물
히터(기동),공구·설비,공조/펌프,공조·펌프
히터(기동),공구·설비,공조/펌프,공조·펌프
상용정보통신보관함 제조,기타,기타,기타
베임보호장갑 등 8품목,의료·의약·위생,의료장비/소모,의료장비·키트
하계 T셔츠(정비/조리용) 제조 납품,기타,기타,기타
웨하스류,기타,기타,기타
17년 기초훈련장병 증식(웨하스류),기타,기타,기타
17년 부대조달 후식(혼합 믹스넛),기타,기타,기타
머핀,기타,기타,기타
소보루빵,급식·식품,식자재,식자재
도넛류,기타,기타,기타
바나나,기타,기타,기타
바나나,기타,기타,기타
군악대 음향기기류 구매,기타,기타,기타
궤도장비용 밸브류,건설·시설,자재/철물,자재·철물
스텐평식기 등 8종 구매,기타,기타,기타
삽 등 7종 구매,기타,기타,기타
군악대 악기류 구매,기타,기타,기타
계전기 및 배선장치류,기타,기타,기타
펌프 원심형,공구·설비,공조/펌프,공조·펌프
연료탱크 캡,차량·기동,연료/윤활,연료·윤활유
연료탱크 캡,차량·기동,연료/윤활,연료·윤활유
연료펌프류,차량·기동,연료/윤활,연료·윤활유
연료펌프류,차량·기동,연료/윤활,연료·윤활유
오일펌프류,차량·기동,차량/부품,차량부품·소모
궤도장비 기어류,기타,기타,기타
궤도장비 기어류,기타,기타,기타
완충기류,기타,기타,기타
완충기류,기타,기타,기타
17년 발칸 사격통제부 부품(구매),기타,기타,기타
교육장비(자외선분광기)구매,기타,기타,기타
기숙사 식자재 구매(무등학사),급식·식품,식자재,식자재
기숙사 식자재 구매(무등학사),급식·식품,식자재,식자재
마그 용접봉 등 4종,공구·설비,용접/가공,용접·절단
상처용 드레싱 패드 등 15항목 구매(의무),IT·통신장비,PC/주변기기,PC·주변기기
17년 22밀리 축사탄류,기타,기타,기타
양극 부식방지용 등 6종,기타,기타,기타
대테러장비 수리부속(총열 등 0종) 구매,기타,기타,기타
대테러장비 수리부속(총열 등 0종) 구매,기타,기타,기타
전극 용접용 등 5종,공구·설비,용접/가공,용접·절단
에어호스등78종구매,기타,기타,기타
에어호스등78종구매,기타,기타,기타
대테러 작전용 전술조끼 등 12종,기타,기타,기타
나사 등 16종,기타,기타,기타
17년 VolP 교환기 교체사업,공구·설비,공조/펌프,공조·펌프
축구공 등 18품목,기타,기타,기타
해군 전투근무지원모델 장비도입/체계통합(리스물건),기타,기타,기타
턴버클 등 4종,기타,기타,기타
(의약품)나이타이파일 등 87종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
액화석유가스 벌크(조정기 280),화학·소재,가스/냉매,가스·냉매
액화석유가스 용기,화학·소재,가스/냉매,가스·냉매
액화석유가스 벌크(조정기 2 500),화학·소재,가스/냉매,가스·냉매
액화석유가스 벌크(조정기 280),화학·소재,가스/냉매,가스·냉매
액화석유가스 용기,화학·소재,가스/냉매,가스·냉매
액화석유가스 벌크(조정기 2 500),화학·소재,가스/냉매,가스·냉매
K719부교차 부품키트등2종구매,기타,기타,기타
소기업/소상공인 화공가스류 부대구매 계약,화학·소재,가스/냉매,가스·냉매
시멘트 등 3종 구매,건설·시설,자재/철물,자재·철물
105밀리 지환통 등 3종 제조,기타,기타,기타
기어  내접형,기타,기타,기타
BTCS 전술통제기 전원공급기 소요자재 구매,기타,기타,기타
BTCS 전술통제기 전원공급기 소요자재 구매,기타,기타,기타
탄력붕대3인치 외 4종,의료·의약·위생,의료장비/소모,의료장비·키트
군용 트레일러,기타,기타,기타
군용 트레일러,기타,기타,기타
취사기  트레일러 탑재식(400명분) 및수리부속류,기타,기타,기타
조미료 식기찬장 등 6종,급식·식품,식자재,식자재
취사기(트레일러탑재식 800명분) 및 수리부속류,기타,기타,기타
세탁기  트레일러탑재식,기타,기타,기타
5톤 브래킷트등11종구매,기타,기타,기타
병리장비운영소모품(CRP 등) 141종 구매,기타,기타,기타
체력단련장 코스관리용 비료구매,기타,기타,기타
M48전차용 실린더 헤드,기타,기타,기타
M48전차용 실린더 헤드,기타,기타,기타
M48전차용 실린더 헤드,기타,기타,기타
트럼펫 등 14품목,기타,기타,기타
계기 및 계기부품류,기타,기타,기타
계기 및 계기부품류,기타,기타,기타
하우징  속도조정기용,기타,기타,기타
하우징  속도조정기용,기타,기타,기타
공마대등5종구매,기타,기타,기타
공마대등5종구매,기타,기타,기타
도화용붓등36종구매,기타,기타,기타
케이블타이등12종구매,전력·전기전자,조명/전선,LED·전선
인스트팁등209종구매,기타,기타,기타
인스트팁등209종구매,기타,기타,기타
철브러쉬등51종구매,기타,기타,기타
아연극판등55종구매,기타,기타,기타
아연극판등55종구매,기타,기타,기타
황산닉켈등8종구매,기타,기타,기타
잠망경접착제등42종구매,화학·소재,도료/접착,도료·접착
날개조립체 등 21항목 구매(항공),기타,기타,기타
날개조립체 등 21항목 구매(항공),기타,기타,기타
라이트류,기타,기타,기타
라이트류,기타,기타,기타
수중청소기 구매,피복·생활·사무,청소/환경,청소·위생
실리콘등15종구매,건설·시설,자재/철물,자재·철물
필터류(장갑차),차량·기동,차량/부품,차량부품·소모
오실로스코프 구매,공구·설비,측정/시험,계측기
에칠알콜등11종구매,기타,기타,기타
17-해-회전주파수 변환기 3EA 제조,공구·설비,공조/펌프,공조·펌프
조기발달 상담센타 가구 제조 설치,기타,기타,기타
수산화나트륨등19종구매,기타,기타,기타
고압호스 등 23품목,기타,기타,기타
인산염코팅제등15종구매,화학·소재,도료/접착,도료·접착
17년 화학물자 구매,기타,기타,기타
동지단 위병소 출입통제 체계 납품(설치포함),IT·통신장비,CCTV/출입통제,영상감시·출입
팔꿈치포경(일반),기타,기타,기타
금속제 정류기 구매,전력·전기전자,발전기/전원,발전기·UPS·충전
엔진 등 4종,기타,기타,기타
엔진 등 4종,기타,기타,기타
화포부품류,기타,기타,기타
의약품(세비카 정 등 24종) 구매,의료·의약·위생,의료장비/소모,의료장비·키트
의약품(세비카 정 등 24종) 구매,의료·의약·위생,의료장비/소모,의료장비·키트
수위측정기 수위센서 2항목 구매(통신),전력·전기전자,전자부품,센서·모듈
로드휠(장갑차용),의료·의약·위생,의료장비/소모,의료장비·키트
건조제등4종구매,기타,기타,기타
시일 비금속 특수단면용 357항목 제조(자주포),기타,기타,기타
시일 비금속 특수단면용 357항목 제조(자주포),기타,기타,기타
연병장 개선공사 관급자재(운동장트랙) 구매,기타,기타,기타
연병장 개선공사 관급자재(운동장트랙) 구매,기타,기타,기타
고정구 시험용 사격통제기재용 1항목 구매(총포),기타,기타,기타
K1패킹구매,기타,기타,기타
K1패킹구매,기타,기타,기타
샌딩기 캐비넷식 총기용 1항목 구매(총포),기타,기타,기타
샌딩기 캐비넷식 총기용 1항목 구매(총포),기타,기타,기타
포장기 진공용 총기용 1항목 구매(총포),기타,기타,기타
고정구 시험용 광학장비용 1항목 구매(총포),기타,기타,기타
아세톤 등 3종,기타,기타,기타
냉동기세트 3톤,기타,기타,기타
17년 해군 온수가열기 제조,기타,기타,기타
17-모래주머니 제조,건설·시설,자재/철물,자재·철물
00지역 음향/영상장비 연동 구매 설치 사업,기타,기타,기타
함포배열장비,기타,기타,기타
함포배열장비,기타,기타,기타
17년 섬광폭음탄,기타,기타,기타
자주포 운영용 수리부속류,기타,기타,기타
자주포 하우징류,기타,기타,기타
교정(간격조정) 부품류,기타,기타,기타
17년 특전사 기능성 방한복,피복·생활·사무,군장/피복,군장·피복
교육재료 (프린터 토너 등 24종) 구매,IT·통신장비,PC/주변기기,PC·주변기기
이동발효식 화장실 제조설치,기타,기타,기타
산악장비셋및부품,기타,기타,기타
산악장비셋및부품,기타,기타,기타
산악용 로프류,기타,기타,기타
산악용 로프류,기타,기타,기타
즉석쌀국수(1지역),급식·식품,식자재,식자재
즉석쌀국수(2지역),급식·식품,식자재,식자재
즉석쌀국수(3지역),급식·식품,식자재,식자재
즉석쌀국수(4지역),급식·식품,식자재,식자재
PE 필름 구매,기타,기타,기타
잠수함(SS-I) 전자전장비 DCU 정비,기타,기타,기타
00함 자동함위유지장치(DPS) 정비,기타,기타,기타
00부대 전자식 교환기 교체 사업,공구·설비,공조/펌프,공조·펌프
17년도 취사연료 액화석유가스(LPG) 납품계약 의뢰,차량·기동,연료/윤활,연료·윤활유
정비 및 취사 일반품목 구매,기타,기타,기타
구형화포부품류,기타,기타,기타
장비수리부속(무전기 등 0종) 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
대테러 피복류 제조 구매,기타,기타,기타
패트리어트차량 수리부속 66종 구매,차량·기동,차량/부품,차량부품·소모
환자용옷장 46항목 구매 설치(의무),기타,기타,기타
응급흉부 외상패드 1항목 구매(의무),IT·통신장비,PC/주변기기,PC·주변기기
17-공-비상취사세트 78EA 제조,건설·시설,현장안전/표지,현장안전·표지
17-1차 정보화 운영재료 구매,기타,기타,기타
17-F-015  디젤엔진식 발전기세트(60KW) 제조설치,전력·전기전자,발전기/전원,발전기·UPS·충전
생수구매,급식·식품,식자재,식자재
자주포 유지용부품류,기타,기타,기타
자주포 유지용부품류,기타,기타,기타
특정지역 특정복(17종) 제조,기타,기타,기타
변환기조립체 및 부품(PHS-32용),공구·설비,공조/펌프,공조·펌프
스테이브조립체,기타,기타,기타
풍속계,기타,기타,기타
풍속계,기타,기타,기타
PC-132A 건전지 등 16항목 구매(물자),IT·통신장비,PC/주변기기,PC·주변기기
17년 마트용 물품봉투 제조 납품,기타,기타,기타
디지털인쇄기 토너 등 19품목 구매,IT·통신장비,PC/주변기기,PC·주변기기
칼(정글도) 등 6품목,기타,기타,기타
수입지 및 수입포,기타,기타,기타
기독교 성찬주 구매,기타,기타,기타
고속상륙정 프로펠러 덕트 및 Air-Rudder 정비,공구·설비,공조/펌프,공조·펌프
고속상륙정 프로펠러 덕트 및 Air-Rudder 정비,공구·설비,공조/펌프,공조·펌프
스위치 압력식(K-1전차용),IT·통신장비,네트워크/보안,스위치·라우터
