word,freq,대분류,중분류,소분류
유용,13,기타,기타,기타
변환,13,기타,기타,기타
아연,13,기타,기타,기타
토양,13,기타,기타,기타
열교환기,13,건설·시설,장비/장치,공조/전열/펌프
매몰,13,기타,기타,기타
과정,13,기타,기타,기타
재건,13,기타,기타,기타
비데,13,기타,기타,기타
전자칠판,13,기타,기타,기타
반사경,13,기타,기타,기타
장거리,12,기타,기타,기타
인장,12,기타,기타,기타
필라멘트,12,기타,기타,기타
직립,12,기타,기타,기타
전계,12,기타,기타,기타
대학,12,기타,기타,기타
래커,12,기타,기타,기타
상피,12,기타,기타,기타
충혼,12,기타,기타,기타
데크,12,기타,기타,기타
영선,12,기타,기타,기타
함박스테이크,12,기타,기타,기타
디지털카메라,12,IT·통신,CCTV/보안,영상감시
차돌박이,12,기타,기타,기타
의기,12,기타,기타,기타
항체,12,기타,기타,기타
스위트콘,12,건설·시설,안전/현장,현장안전/표지
강안,12,기타,기타,기타
믹서기,12,급식·식품,주방기기,주방/급식장비
캠프,12,기타,기타,기타
지원기,12,기타,기타,기타
아웃,12,기타,기타,기타
자등,12,기타,기타,기타
치즈스틱,12,기타,기타,기타
현실,12,기타,기타,기타
차광,12,기타,기타,기타
범죄,12,기타,기타,기타
낙지,12,기타,기타,기타
나오다,12,기타,기타,기타
씻다,12,기타,기타,기타
덧신,12,기타,기타,기타
강당,12,기타,기타,기타
환통,12,기타,기타,기타
송탄,12,기타,기타,기타
아세톤,12,기타,기타,기타
위병,12,기타,기타,기타
상품,12,기타,기타,기타
모리,12,기타,기타,기타
방출,12,기타,기타,기타
사관생도,12,기타,기타,기타
증설,12,기타,기타,기타
배추,12,기타,기타,기타
고글,12,기타,기타,기타
개장,12,기타,기타,기타
경진,12,기타,기타,기타
주변,12,기타,기타,기타
안전성,12,기타,기타,기타
국기,12,기타,기타,기타
차양,12,기타,기타,기타
비실,12,기타,기타,기타
정보통신망,12,IT·통신,무선/통신장비,무전기/위성
논산,12,기타,기타,기타
감염,12,기타,기타,기타
로우,12,기타,기타,기타
부평,12,기타,기타,기타
토사,12,기타,기타,기타
인젝터,12,기타,기타,기타
결속,12,기타,기타,기타
위생용품,12,의료·의약·위생,방역/위생,방역/소독
캐다,12,기타,기타,기타
방독마스크,12,공구·설비,안전/소방,소방/안전장비
직부,12,기타,기타,기타
기호,12,기타,기타,기타
버너,12,기타,기타,기타
쌈무,12,기타,기타,기타
밋등,12,기타,기타,기타
브로,12,기타,기타,기타
배수,12,기타,기타,기타
주다,12,기타,기타,기타
몸통,12,기타,기타,기타
스킨,12,기타,기타,기타
잠복,12,기타,기타,기타
최신,12,기타,기타,기타
철도대,12,기타,기타,기타
컨트롤,12,기타,기타,기타
국자,12,기타,기타,기타
두유,12,기타,기타,기타
마운트,12,기타,기타,기타
미세먼지,12,기타,기타,기타
자살,12,기타,기타,기타
행복,12,기타,기타,기타
인터,12,기타,기타,기타
나프탈렌,12,기타,기타,기타
관물함,12,기타,기타,기타
박달,12,기타,기타,기타
랩핑,12,화학·소재,도료/접착/고분자,도료/접착
바닥재,12,기타,기타,기타
마후라,12,기타,기타,기타
키폰,12,기타,기타,기타
등심,12,기타,기타,기타
소청도,12,기타,기타,기타
구현,12,기타,기타,기타
문제,12,기타,기타,기타
태극기,12,기타,기타,기타
클렘프류,12,기타,기타,기타
신뢰,12,기타,기타,기타
오염,12,기타,기타,기타
상권,12,기타,기타,기타
도우미,12,기타,기타,기타
마가렛,12,기타,기타,기타
클린,12,기타,기타,기타
가시,12,기타,기타,기타
체육복,12,기타,기타,기타
이발,12,기타,기타,기타
위임,12,기타,기타,기타
개척,12,기타,기타,기타
패킹용,12,기타,기타,기타
스웨터,12,기타,기타,기타
서귀포,12,기타,기타,기타
테스,12,기타,기타,기타
어부,12,기타,기타,기타
휠타류,12,기타,기타,기타
점안액,12,기타,기타,기타
네트,12,기타,기타,기타
송수신기,12,기타,기타,기타
공물,12,기타,기타,기타
고무장갑,12,의료·의약·위생,의료소모/장비,의료장비/키트
질량분석기,12,공구·설비,측정/시험,계측기
수관,12,기타,기타,기타
양성,12,기타,기타,기타
접다,12,기타,기타,기타
유래,12,기타,기타,기타
비밀,12,기타,기타,기타
통류,12,기타,기타,기타
슬라이딩,12,기타,기타,기타
내연기관,12,기타,기타,기타
음기,12,기타,기타,기타
동물,12,기타,기타,기타
성폭력,12,기타,기타,기타
티라미수,12,기타,기타,기타
분사,12,기타,기타,기타
응집,12,기타,기타,기타
증류수,12,기타,기타,기타
부표,12,기타,기타,기타
승진,12,기타,기타,기타
음주,12,기타,기타,기타
양송이,12,기타,기타,기타
사이버전,12,기타,기타,기타
안식,12,기타,기타,기타
납기,11,기타,기타,기타
황색,11,기타,기타,기타
헬프,11,기타,기타,기타
테니스장,11,기타,기타,기타
절차,11,급식·식품,가공/식자재,식자재
탄성,11,기타,기타,기타
블랙이글스,11,기타,기타,기타
베드,11,기타,기타,기타
구충,11,기타,기타,기타
접지,11,기타,기타,기타
조종수,11,기타,기타,기타
할로겐,11,기타,기타,기타
학생,11,기타,기타,기타
탄소강,11,기타,기타,기타
전북,11,기타,기타,기타
실제,11,기타,기타,기타
감소,11,기타,기타,기타
반면,11,기타,기타,기타
영양,11,기타,기타,기타
비행기,11,기타,기타,기타
식비,11,기타,기타,기타
사전,11,기타,기타,기타
전방,11,기타,기타,기타
메달,11,기타,기타,기타
강체,11,기타,기타,기타
착색,11,기타,기타,기타
소송,11,기타,기타,기타
방수형,11,건설·시설,자재/철물,자재/철물
크류,11,기타,기타,기타
충청,11,기타,기타,기타
숫자,11,기타,기타,기타
화천,11,기타,기타,기타
출근,11,기타,기타,기타
병과,11,기타,기타,기타
용도,11,기타,기타,기타
고도계,11,기타,기타,기타
해성,11,기타,기타,기타
균형,11,기타,기타,기타
약실,11,기타,기타,기타
체결,11,기타,기타,기타
패류,11,기타,기타,기타
부시,11,기타,기타,기타
예광탄,11,기타,기타,기타
민원,11,기타,기타,기타
잉크젯,11,IT·통신,PC/주변기기,PC/노트북
청룡,11,기타,기타,기타
포수,11,기타,기타,기타
가평,11,기타,기타,기타
들다,11,기타,기타,기타
재해,11,기타,기타,기타
대조,11,기타,기타,기타
파쇄,11,기타,기타,기타
주제,11,기타,기타,기타
이글루,11,기타,기타,기타
견장,11,기타,기타,기타
역다,11,기타,기타,기타
작업장,11,기타,기타,기타
덩어리,11,기타,기타,기타
짜장,11,기타,기타,기타
해체,11,기타,기타,기타
되다,11,기타,기타,기타
꽂다,11,기타,기타,기타
학군사관,11,기타,기타,기타
승조,11,기타,기타,기타
신문,11,기타,기타,기타
로타리,11,기타,기타,기타
임팩렌치,11,공구·설비,일반공구,수공구/전동공구
상륙작전,11,기타,기타,기타
펠트,11,기타,기타,기타
군직,11,기타,기타,기타
전압계,11,기타,기타,기타
공항,11,기타,기타,기타
구경,11,기타,기타,기타
황도,11,기타,기타,기타
안전교육,11,기타,기타,기타
제정,11,기타,기타,기타
공기조화기,11,기타,기타,기타
도기,11,기타,기타,기타
충격파,11,기타,기타,기타
지하,11,기타,기타,기타
문화재,11,공구·설비,안전/소방,소방/안전장비
유차,11,급식·식품,가공/식자재,식자재
도보,11,기타,기타,기타
대포,11,기타,기타,기타
화제,11,기타,기타,기타
덮다,11,기타,기타,기타
금곡,11,기타,기타,기타
에어로졸,11,기타,기타,기타
마이크로필름,11,기타,기타,기타
라이닝,11,기타,기타,기타
페스티벌,11,기타,기타,기타
포자,11,기타,기타,기타
콘센트,11,건설·시설,안전/현장,현장안전/표지
유부,11,기타,기타,기타
교안,11,기타,기타,기타
니트릴,11,기타,기타,기타
자외선,11,기타,기타,기타
자자기,11,기타,기타,기타
코킹,11,기타,기타,기타
굴소스,11,기타,기타,기타
팬티,11,건설·시설,장비/장치,공조/전열/펌프
핵용,11,기타,기타,기타
업그레이드,11,기타,기타,기타
순찰,11,기타,기타,기타
베개,11,기타,기타,기타
겸용,11,기타,기타,기타
첨가제,11,기타,기타,기타
땅굴,11,기타,기타,기타
화학자,11,기타,기타,기타
가속도계,11,기타,기타,기타
송신,11,기타,기타,기타
전자파,11,기타,기타,기타
농산물,11,기타,기타,기타
예인,11,기타,기타,기타
볼베,11,기타,기타,기타
농축액,11,기타,기타,기타
캐디,11,기타,기타,기타
자체,11,기타,기타,기타
살햄,11,기타,기타,기타
투시,11,기타,기타,기타
모조,11,기타,기타,기타
거즈,11,의료·의약·위생,의료소모/장비,의료장비/키트
정품,11,기타,기타,기타
녹음기,11,기타,기타,기타
건포도,11,기타,기타,기타
렌치용,11,공구·설비,일반공구,수공구/전동공구
장의,11,기타,기타,기타
극기,11,기타,기타,기타
윤전,11,기타,기타,기타
침입,11,기타,기타,기타
심사,11,기타,기타,기타
워리어,11,기타,기타,기타
조성,11,기타,기타,기타
해사,11,기타,기타,기타
시각,11,기타,기타,기타
부용,11,기타,기타,기타
장염,11,기타,기타,기타
비요,11,기타,기타,기타
관등,11,기타,기타,기타
피팅,11,기타,기타,기타
듬콩,11,기타,기타,기타
규모,11,기타,기타,기타
홈페이지,11,기타,기타,기타
어리다,11,기타,기타,기타
핸들,11,기타,기타,기타
특수전,11,기타,기타,기타
진용,11,기타,기타,기타
치킨너겟,11,기타,기타,기타
격실,11,기타,기타,기타
상반기,11,기타,기타,기타
마포,11,기타,기타,기타
잠수복,11,기타,기타,기타
충성,11,기타,기타,기타
악용,11,기타,기타,기타
청사,11,기타,기타,기타
작사,11,기타,기타,기타
인사,11,기타,기타,기타
프로펠라,11,기타,기타,기타
가든,11,기타,기타,기타
단호박,11,기타,기타,기타
표본,11,기타,기타,기타
관류,11,기타,기타,기타
캡사이신,11,기타,기타,기타
탄피받이,11,기타,기타,기타
리본,11,기타,기타,기타
기반시설,11,기타,기타,기타
흉장,11,기타,기타,기타
에이스,11,기타,기타,기타
폐용,10,기타,기타,기타
필요성,10,기타,기타,기타
패치,10,기타,기타,기타
스위퍼,10,기타,기타,기타
참고도서,10,피복·생활·사무,사무/문서,문구/사무기기
의상,10,기타,기타,기타
기호식품,10,급식·식품,가공/식자재,식자재
시사,10,기타,기타,기타
공수,10,기타,기타,기타
기질,10,기타,기타,기타
티슈,10,기타,기타,기타
사례,10,기타,기타,기타
동화,10,기타,기타,기타
세이,10,기타,기타,기타
제기,10,기타,기타,기타
군기,10,기타,기타,기타
스텝,10,기타,기타,기타
유탄,10,기타,기타,기타
쏘다,10,기타,기타,기타
채류,10,기타,기타,기타
소각,10,기타,기타,기타
기계화,10,기타,기타,기타
까나리,10,기타,기타,기타
참가,10,기타,기타,기타
토글용,10,기타,기타,기타
액젓,10,기타,기타,기타
러닝,10,기타,기타,기타
응결,10,기타,기타,기타
소식지,10,기타,기타,기타
하늘색,10,기타,기타,기타
절식,10,기타,기타,기타
유감,10,기타,기타,기타
시청각,10,기타,기타,기타
실태,10,기타,기타,기타
차폐용,10,기타,기타,기타
폴리머,10,기타,기타,기타
조명탄,10,전력·전기전자,조명/전선,LED/전선
훈비,10,기타,기타,기타
수영복,10,기타,기타,기타
데리야끼,10,기타,기타,기타
골절,10,기타,기타,기타
자산운용,10,기타,기타,기타
샤후트,10,기타,기타,기타
칠리소스,10,기타,기타,기타
소고기,10,기타,기타,기타
아크용접,10,공구·설비,용접/가공,용접/절단
바인더,10,피복·생활·사무,사무/문서,문구/사무기기
장조림,10,기타,기타,기타
육포,10,기타,기타,기타
자연석,10,기타,기타,기타
설정,10,기타,기타,기타
철상,10,기타,기타,기타
동정,10,기타,기타,기타
화차,10,급식·식품,가공/식자재,식자재
감귤,10,기타,기타,기타
병참,10,기타,기타,기타
통장,10,기타,기타,기타
광대역,10,기타,기타,기타
샤프트,10,기타,기타,기타
부대찌개,10,기타,기타,기타
간호,10,기타,기타,기타
연속,10,기타,기타,기타
포탄,10,기타,기타,기타
서스펜션,10,기타,기타,기타
우동,10,기타,기타,기타
동식,10,기타,기타,기타
채취,10,기타,기타,기타
독신자,10,기타,기타,기타
매설,10,기타,기타,기타
금식,10,기타,기타,기타
포럼,10,기타,기타,기타
초코우유,10,기타,기타,기타
공역,10,기타,기타,기타
케이,10,기타,기타,기타
통증,10,기타,기타,기타
검문소,10,기타,기타,기타
침상,10,기타,기타,기타
유격,10,기타,기타,기타
런닝머신,10,기타,기타,기타
교보,10,기타,기타,기타
재정,10,기타,기타,기타
인쇄소,10,기타,기타,기타
야외,10,기타,기타,기타
무열,10,기타,기타,기타
아르곤,10,화학·소재,가스/특수가스,산업가스
카페,10,기타,기타,기타
비닐봉투,10,기타,기타,기타
가칭,10,기타,기타,기타
수질,10,기타,기타,기타
관계,10,기타,기타,기타
상온,10,기타,기타,기타
빨갛다,10,기타,기타,기타
차아염소산,10,기타,기타,기타
포켓,10,기타,기타,기타
화장지,10,기타,기타,기타
