공고구분,공고번호,공고차수,판단번호,항목번호,입찰명,발주기관코드,발주기관,계약방법,입찰방법,낙찰자결정방법,개찰일시,개찰일자,입찰결과
긴급공고,EAD0007,1,25F07,***,FMS 항공운송(전 군),2025,EAD,북미지역협력담당관,수의계약,단가제,적격심사제,202509171500,20250917
정상공고,UMM0795,1,36812,***,25-M-공업용 헬륨가스 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509171100,20250917
재공고,UMM0760,2,35296,***,(25F164-B) 국방대체력단련장 코스관리 위탁 용역,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202509171100,20250917
재공고,SCF0700,2,32438,***,'25년 Lynx 항공기 레이더용 변조기 정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,SCF0761,1,32140,***,'25년 Lynx 항공기 레이더용 수신기 정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,SCF0769,1,37843,***,'25~'26년 잠수함 축전지 충방전 용역,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,SCF0768,1,38031,***,"케이블, 전력용 등 4종 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,SCF0767,1,31311,***,시일 등 22종  구매,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,SCF0772,1,33057,***,(긴급)정비화 1종,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,SCF0766,1,33219,***,"잠수함(SS-II, III) 선체 및 실내 청락 도장 용역",2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,SCF0765,1,37876,***,25년 대잠 RIB 엔진 정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509171030,20250917
재공고,SCF0567,2,29420,***,ASR 심해구조잠수정 양강장치(A-FRAME) 외주정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,LDH0759,1,37460,***,(정비) 알루미늄 테그 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509171300,20250917
긴급공고,LCG0103,1,37687,***,25-육-217 소책자 표지 제조,2025,LCG,육군본부,제한경쟁,총액제,적격심사제,202509171030,20250917
긴급공고,LCG0102,1,37354,***,25-육-246 사진 인화기 구매,2025,LCG,육군본부,제한경쟁,총액제,적격심사제,202509171030,20250917
정상공고,EBB0315,1,5024,***,25년 155밀리 훈련탄,2025,EBB,지상공통전력운영계약팀,제한경쟁,총액제,적격심사제,202509171430,20250917
재공고,EBB0304,2,1441,***,소형전술차 유지부품,2025,EBB,지상공통전력운영계약팀,일반경쟁,총액제,적격심사제,202509161400,20250916
정상공고,UMM0796,1,34038,***,(257203-E) 수도병원 공조기 필터 제조설치,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509161100,20250916
긴급공고,SFC0167,1,37786,***,디지털 금박인쇄 전용지 등 27품목 구매,2025,SFC,제9691부대,제한경쟁,총액제,적격심사제,202509161030,20250916
정정공고,SFC0169,2,37860,***,안전조끼 등 36품목 구매,2025,SFC,제9691부대,제한경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,SCH0141,1,32894,***,원격통합통신체계 구매,2025,SCH,해군작전사령부,일반경쟁,총액제,적격심사제,202509161030,20250916
재공고,SCF0705,2,35132,***,"커플링, 축용, 가요성 1종 구매",2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,SCF0755,1,30045,***,작업바퀴의자 등 249종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,SCF0760,1,37174,***,"(긴급)잉곳, 주석-청동용 등 9종",2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,SCF0756,1,37053,***,"(긴급) 가이드, 인젝터용 등 26종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,SCF0762,1,34600,***,안0함 공기조화장치 해수냉각기 조립체 정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,SCF0759,1,37166,***,"(긴급) 분사기 조립체, 연료용 1종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,SCF0757,1,37056,***,(긴급) 호스 라인 등 4종,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
재공고,SCF0688,2,33585,***,"센서, 공기충전 온도용 방사제어용 등 16종 구매",2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509161030,20250916
재공고,SCF0729,2,35362,***,25-00창 근골격계부담작업 유해요인조사용역,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,SCF0764,1,34896,***,"절연 펠트, 방열용 12종 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
재공고,SCF0628,2,31817,***,"(긴급)펌프, 기어형 1종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
정상공고,MDN0025,1,37828,***,특수보호의 구매(LEVEL B),2025,MDN,국군화생방방호사령부,제한경쟁,총액제,적격심사제,202509161100,20250916
정상공고,MDD0060,1,36752,***,2025년 외고정장치 패키지 구매,2025,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202509161200,20250916
긴급공고,LQG0062,1,37605,***,(육성) 00부대 전투조끼 제조구매,2025,LQG,육군 52보병사단,제한경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,LPC0022,1,37841,***,차량용 4주식 리프트(10톤) 구매설치,2025,LPC,제25보병사단,제한경쟁,총액제,적격심사제,202509161100,20250916
긴급공고,LNF0049,1,37412,***,대능리 간부숙소 신축 보일러 구매 설치,2025,LNF,제1보병사단,일반경쟁,총액제,적격심사제,202509161100,20250916
긴급공고,LNF0050,1,37414,***,대능리 간부숙소 신축 자연석판석 제조,2025,LNF,제1보병사단,일반경쟁,총액제,적격심사제,202509161100,20250916
긴급공고,LMH0060,1,37368,***,자주도하장비 패키지 오버헤드크레인 제조 설치,2025,LMH,제7군단,일반경쟁,총액제,적격심사제,202509161030,20250916
정정공고,LHG0028,2,36952,***,신영 00부대 울타리 및 추진철책 울타리 제조,2025,LHG,제1862부대,제한경쟁,총액제,적격심사제,202509161100,20250916
정상공고,LDH0756,1,37277,***,(항공) UH-60 리테이너 및 패킹 등 6종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509161300,20250916
정상공고,LDH0754,1,37310,***,(자재) 포장자재 진공포장지 등 45종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509161300,20250916
재공고,LDH0735,2,36327,***,(자재) 락카스프레이 황색 등 7종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509161300,20250916
정상공고,LDH0755,1,37308,***,(자재) 특수윤활유 방청유 등 13종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509161300,20250916
정상공고,LDH0757,1,37274,***,(항공) UH-60 판독기 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509161300,20250916
재공고,LCH0054,2,35370,***,민간스키장 이용권 구매 계약(특-25-물-44),2025,LCH,특수전사령부,지명경쟁,총액제,적격심사제,202509161030,20250916
긴급공고,HCF0252,1,02012,***,'25~'26 (K)F-16 ADVR 부품 외주정비,2025,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
재공고,HCF0232,2,30927,***,항공기용 실링 컴파운드 등 14종 구매,2025,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202509161030,20250916
정정공고,HCE0002,2,34313,***,기-25-011 포어플라이트,2025,HCE,공중기동정찰사령부,일반경쟁,총액제,적격심사제,202509161030,20250916
재공고,EBH0104,2,2550,***,25년 천마 수리부속류(구매),2025,EBH,해상공중전력운영계약팀,제한경쟁,총액제,적격심사제,202509161400,20250916
재공고,EBB0303,2,1440,***,표준차 유지부품,2025,EBB,지상공통전력운영계약팀,일반경쟁,총액제,적격심사제,202509161100,20250916
정상공고,ELA0047,1,3225,***,공구상자(120밀리자주박격포 및 사격지휘차량),2025,ELA,화력총괄계약팀,제한경쟁,총액제,적격심사제,202509151400,20250915
정상공고,UMM0792,1,36027,***,25~30-N-식기세척기(10대) 임차용역,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509151100,20250915
긴급공고,UAB0083,1,34217,***,국군복지단 복지종합정보체계 고도화구축 PMO(재공고),2025,UAB,국군복지단,협상에의한계약(전자),총액제,최저가격제,202509151100,20250915
긴급공고,MDS0048,1,37502,***,'25년~'28년 식기세척기 임차 용역,2025,MDS,제3707부대,제한경쟁,총액제,적격심사제,202509151030,20250915
긴급공고,HDL0026,1,37325,***,25-08-218 간부숙소 냉방기 및 냉난방기 구매,2025,HDL,공군제16전투비행단,제한경쟁,총액제,적격심사제,202509151100,20250915
긴급공고,HCM0046,1,16570,***,25-04-127 비디오월 구매 설치,2025,HCM,공군교육사령부,제한경쟁,총액제,적격심사제,202509151130,20250915
긴급공고,HCM0045,1,28345,***,25-05-137 학과용 가방 1품목 제조,2025,HCM,공군교육사령부,제한경쟁,총액제,적격심사제,202509151130,20250915
재공고,EBH0128,2,2200,***,"25년 헬멧, 지뢰보호용",2025,EBH,해상공중전력운영계약팀,일반경쟁,총액제,적격심사제,202509121100,20250912
정상공고,UMM0793,1,37183,***,(256170-D) 음향설비 구매 설치,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509121100,20250912
긴급공고,UMM0794,1,33929,***,(257226-E) 대출력앰프시스템 노후 교체사업,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202509121100,20250912
긴급공고,MDW0022,1,36123,***,26년 생도피복(맞춤피복) 제조구매(2차),2025,MDW,국군간호사관학교,2단계경쟁(동시),총액제,최저가격제,202509121100,20250912
재공고,MDG0135,4,30589,***,25년 의무장비(혈액가온장치) 구매,2025,MDG,국군의무사령부,제한경쟁,총액제,적격심사제,202509121100,20250912
재공고,LCF0489,2,34137,***,"전건, 전신용 등 1항목 구매(통신)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509121500,20250912
정상공고,HDQ0060,1,37116,***,20비 25-295 데스크탑,2025,HDQ,제20전투비행단,제한경쟁,총액제,적격심사제,202509121100,20250912
재공고,EBB0298,3,0030,***,사격통제장치부품류(구매),2025,EBB,지상공통전력운영계약팀,제한경쟁,총액제,적격심사제,202509111100,20250911
긴급공고,UMM0789,1,36270,***,(25F155-I)25년음식물쓰레기처리기(건조기)임차용역,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202509111100,20250911
정상공고,UAC0032,1,36374,***,25-16차 인쇄재료 44종 수시 구매,2025,UAC,국방출판지원단,제한경쟁,총액제,적격심사제,202509111100,20250911
정정공고,LGI0067,2,35706,001,'25-4차 부대계약 부식(신남지역) 구매,2025,LGI,제3군수지원여단,2단계경쟁(동시),단가제,최저가격제,202509111030,20250911
긴급공고,LDH0752,1,37296,***,(자재) 마봉 특수강 등 13종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509111300,20250911
재공고,LCP0040,2,36375,***,'25년 항공동원 실제훈련 민간항공기(헬기) 임차용역,2025,LCP,육군항공사령부,제한경쟁,총액제,적격심사제,202509111130,20250911
재공고,LCF0495,3,35131,***,타이어 공이압식 등 10항목 제조(기동-012)재,2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509111030,20250911
긴급공고,LCF0508,1,36524,***,"센서, 기압용, 방출제어용 등 1항목 구매(기동-014)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509111030,20250911
긴급공고,LCF0507,1,36523,***,연료 탱크 조립체 등 2항목 구매(기동-013)재,2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509111030,20250911
긴급공고,LCF0509,1,36532,***,전구 등 1항목 구매(기동-015) 재조달,2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509111030,20250911
재공고,EPA0006,3,1091,***,"5톤 유조차(2,000G/A)",2025,EPA,항공기총괄계약팀,수의계약,총액제,적격심사제,202509111100,20250911
정상공고,EBH0130,1,4336,***,25년 잠수함 연료전지체계(제조),2025,EBH,해상공중전력운영계약팀,일반경쟁,총액제,적격심사제,202509111400,20250911
정상공고,EBB0314,1,6303T,***,계전기 및 가열기,2025,EBB,지상공통전력운영계약팀,일반경쟁,총액제,적격심사제,202509101400,20250910
정상공고,UMM0788,1,35130,***,(256224-C) 25년 스테레오 위성영상 구매,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202509101100,20250910
정상공고,UMM0785,1,32461,***,25-M-주둔지 경계용 CCTV 제조설치,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509101100,20250910
정상공고,UMM0786,1,35478,***,(257202-D) 실험연구용 드론 제조,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509101100,20250910
정상공고,UMM0783,1,35133,***,25-F-천궁 탑재차량 에어컨 제조설치(259091-F),2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202509101100,20250910
정상공고,UMM0787,1,35518,***,(256191-E) 공기청정기 필터 제조,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509101100,20250910
재공고,SFC0162,2,35521,***,하부검색경 등 2품목 구매,2025,SFC,제9691부대,제한경쟁,총액제,적격심사제,202509101030,20250910
재공고,SCF0625,3,29453,***,'25년 Lynx 항공기 편류각 대지 속도용 지시기 정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509101030,20250910
긴급공고,SCF0751,1,33181,***,'25년 고속단정 선체 외주정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509101030,20250910
긴급공고,SCF0753,1,36827,***,'25년 서북도서 육로화물 수송용역,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509101030,20250910
긴급공고,SCF0754,1,35750,***,"교정기,전압용 등 15품목 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509101030,20250910
긴급공고,NIT0032,1,37099,***,헬프콜 홍보물(버스 부착용 스티커) 제작부착,2025,NIT,국방부조사본부,일반경쟁,총액제,적격심사제,202509101100,20250910
긴급공고,MCD0053,1,35809,***,미래 국방환경을 고려한 병과체계 발전방안 연구,2025,MCD,국방부(운영지원과),협상에의한계약(전자),총액제,최저가격제,202509101100,20250910
긴급공고,LGT0078,1,37211,***,'25년 00부대 예비군 육성지원사업(전술조끼) 구매,2025,LGT,제2307부대,일반경쟁,총액제,적격심사제,202509101030,20250910
긴급공고,LGI0070,1,37126,001,'25-4차 부대계약 증식 구매(수정),2025,LGI,제3군수지원여단,제한경쟁,단가제,적격심사제,202509101030,20250910
긴급공고,LCG0099,1,35578,***,25-육-234 포열 코팅 기술 적용 가능성 연구,2025,LCG,육군본부,협상에의한계약(전자),총액제,최저가격제,202509101000,20250910
긴급공고,LCF0506,1,34454,***,멸균기 소형 등 3항목 구매(의무),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509101100,20250910
긴급공고,HDG0013,1,37149,***,25년 간부식당 급식류 식자재 계약,2025,HDG,공군제10전투비행단,제한경쟁,총액제,적격심사제,202509101100,20250910
긴급공고,HAE0003,1,36057,***,가스연료(LPG) 구매,2025,HAE,39정찰비행단,제한경쟁,총액제,적격심사제,202509101100,20250910
정상공고,EWA0008,1,1010A,***,"B-I 정비지원장비(케이스,내시경장비용 등 8종)",2025,EWA,한국형잠수함총괄계약팀,제한경쟁,총액제,적격심사제,202509101100,20250910
정상공고,EBB0313,1,9222A,***,회로카드조립체(제조),2025,EBB,지상공통전력운영계약팀,일반경쟁,총액제,적격심사제,202509101100,20250910
재공고,EBB0236,6,2130,***,K9 전동기 조립체,2025,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202509101100,20250910
정상공고,EBB0312,1,5100G,***,구경50 공포탄,2025,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202509091030,20250909
정상공고,UMM0784,1,36539,***,2528-M-식기세척기 임차용역,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509091100,20250909
긴급공고,UHC0012,1,37197,***,싱크대 제조 설치(주거시설 보수공사 관급자재),2025,UHC,공군 작사예하 방포사예하 제2여단,일반경쟁,총액제,적격심사제,202509091100,20250909
긴급공고,SFC0166,1,36698,***,화이투벤 등 74품목 구매,2025,SFC,제9691부대,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,SCF0744,1,35806,***,"(긴급) 스프링, 나선형, 압축 등 13종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
재공고,SCF0673,2,30962,***,탄지지대 조립체 등 6종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,SCF0747,1,32499,***,"노즐, 소방 장비용 등 4종 제조",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,SCF0746,1,32102,***,LED 작업등 등 78종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,SCF0748,1,18235,***,"배터리 충전기, 니켈 1EA 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,SCF0750,1,35964,***,25년 조난자무선식별장치(RFID) 등 2종 유지보수 정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509091030,20250909
재공고,SCF0724,2,32003,***,해양부생물 방지장치 제조,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,SCF0745,1,35944,***,(긴급) 시일키트 등 8종,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
재공고,SCF0725,2,30723,***,경유(저유황) 등 3종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,NIT0030,1,36953,***,감정장비(전자저울) 구매,2025,NIT,국방부조사본부,제한경쟁,총액제,적격심사제,202509091100,20250909
긴급공고,NIT0028,1,36930,***,감정장비(회전형 박절기(절편기) 세트) 구매,2025,NIT,국방부조사본부,제한경쟁,총액제,적격심사제,202509091100,20250909
긴급공고,NIT0031,1,36995,***,용접 굽힙시험기 구매,2025,NIT,국방부조사본부,제한경쟁,총액제,적격심사제,202509091100,20250909
정상공고,MDD0058,1,35527,***,2025년 재투자 의무장비(심부저체온유도장치) 구매,2025,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202509091200,20250909
정상공고,MCD0052,1,34824,***,2025년 군 책임운영기관 고객만족도 조사,2025,MCD,국방부(운영지원과),협상에의한계약(전자),총액제,최저가격제,202509091100,20250909
긴급공고,LQG0059,1,35984,***,(육성)00부대 야간투시경 제조 납품,2025,LQG,육군 52보병사단,제한경쟁,총액제,적격심사제,202509091030,20250909
정상공고,LHQ0036,1,34269,001,25년 낙동강 행사 도시락 제조납품,2025,LHQ,제2작전사령부,2단계경쟁(동시),단가제,최저가격제,202509091030,20250909
정상공고,LGM0046,1,36661,***,(25-물품-38) 25년 정찰용 다목적드론 제조,2025,LGM,제11기동사단,일반경쟁,총액제,적격심사제,202509091100,20250909
정상공고,LDH0743,1,36245,***,(정비) 도화용붓 등 72종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0744,1,36248,***,(정비) 방진마스크 등 53종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0738,1,36315,***,(화공) 하론소화약제가스 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0747,1,36289,***,(정비) 크롬용접봉 등 92종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0750,1,36629,***,(정비) 컷와이어 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0746,1,36281,***,(정비) 알루미늄 연마석 등 37종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0745,1,36279,***,(정비) 아연극판99 등 73종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0737,1,36323,***,"(화공) 이산화탄소,공업용 등 6종 구매",2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0739,1,36313,***,(화공) 접착제 등 26종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0742,1,36292,***,(정비) 크린장갑 등 22종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
정상공고,LDH0741,1,36298,***,(화공) 아세톤 등 15종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509091300,20250909
긴급공고,LCF0505,1,35401,***,"스프링, 나선형, 인장용 등 2항목 생산능력(기동-035)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,LBA0052,1,36733,***,'25년 3축 차량제동 시험기(브레이크 공전 롤러) 용역,2025,LBA,제 2167부대,제한경쟁,총액제,적격심사제,202509091100,20250909
긴급공고,HDC0032,1,33801,***,25-용-24 1비 주기장 재포장 선행연구용역,2025,HDC,공군제1전투비행단,2단계경쟁(동시),총액제,최저가격제,202509091100,20250909
긴급공고,HCS0026,1,36335,***,'25년 정비000 CCTV 구매 및 설치작업,2025,HCS,제3훈련비행단,제한경쟁,총액제,적격심사제,202509091030,20250909
긴급공고,HCC0127,1,36682,***,플러그 등 61품목(209),2025,HCC,해군제1수리창,제한경쟁,총액제,적격심사제,202509091030,20250909
재공고,EWA0006,2,1004A,***,"장-III B-I 정비지원장비(시험세트,증폭기용 등 2종)",2025,EWA,한국형잠수함총괄계약팀,제한경쟁,총액제,적격심사제,202509091100,20250909
재공고,EKA0040,2,7097,***,조준장치(편제_60mm박격포),2025,EKA,기동총괄계약팀,지명경쟁,총액제,적격심사제,202509091030,20250909
정상공고,EKA0043,1,4320,***,일반공구류(차륜형지휘소용차량 2차양산) 추가,2025,EKA,기동총괄계약팀,일반경쟁,총액제,적격심사제,202509091100,20250909
정상공고,EBH0129,1,9005J,***,25년 비호 주전원공급기 정비,2025,EBH,해상공중전력운영계약팀,일반경쟁,총액제,적격심사제,202509081100,20250908
정상공고,UMM0781,1,36507,***,25-N-본관 신축 관급자재(GHP) 구매설치,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509081100,20250908
긴급공고,NIT0025,1,35031,***,디지털포렌식 SW라이센스 구매,2025,NIT,국방부조사본부,협상에의한계약(서류),총액제,최저가격제,202509081100,20250908
정정공고,MDK0028,4,35803,***,'25년 전군 택배수송 용역 계약 의뢰,2025,MDK,국군수송사령부,일반경쟁,총액제,적격심사제,202509081030,20250908
정상공고,LDH0730,1,35915,***,(정비) 솔더윅 등 48종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509081300,20250908
정상공고,LDH0731,1,35917,***,(화공) 순간접착제 등 15종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202509081300,20250908
정상공고,EBH0128,1,2200,***,"25년 헬멧, 지뢰보호용",2025,EBH,해상공중전력운영계약팀,일반경쟁,총액제,적격심사제,202509051100,20250905
긴급공고,LCF0503,1,35553,***,"케이블 조립체, 특수목적용 등 76항목 구매(기동-011)",2025,LCF,육군군수사령부,일반경쟁,총액제,적격심사제,202509051030,20250905
긴급공고,LCF0502,1,35570,***,"림, 바퀴용 등 3항목(기동-012)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509051030,20250905
재공고,EBB0298,2,0030,***,사격통제장치부품류(구매),2025,EBB,지상공통전력운영계약팀,제한경쟁,총액제,적격심사제,202509041100,20250904
정상공고,UMM0776,1,32674,***,(256207-E)굴삭기 어태치먼트 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509041100,20250904
정상공고,UMM0772,1,34108,***,25-M-식기세척기 임차용역(2차)(25H142-J),2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509041100,20250904
긴급공고,UMM0780,1,36361,***,25-N-25~30 00사령부 얼음정수기(186대) 임차용역,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202509041100,20250904
긴급공고,UMM0782,1,36512,***,25-D-이동마트차량 제조(251043-F),2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509041100,20250904
정상공고,UAC0031,1,35559,***,25-9차 디지털인쇄재료 9종 수시 구매,2025,UAC,국방출판지원단,제한경쟁,총액제,적격심사제,202509041100,20250904
긴급공고,SDF0116,1,35939,***,탐색구조물자(라이트라인 등 6종 41점) 구매,2025,SDF,제5738부대,제한경쟁,총액제,적격심사제,202509041030,20250904
긴급공고,SCP0079,1,36442,***,엣지커터 등 7종 구매,2025,SCP,제8385부대,제한경쟁,총액제,적격심사제,202509041030,20250904
긴급공고,SCI0112,1,35759,***,(긴급) 경정비복 1종 구매,2025,SCI,제9121부대,제한경쟁,총액제,적격심사제,202509041030,20250904
긴급공고,SCF0743,1,35794,***,"(긴급)T자관, 파이프와 튜브와 호스연결용 등 9종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509041030,20250904
긴급공고,SCF0741,1,36368,***,"잠수함(SS-I,II,III) 위생 및 오수탱크 청소도장용역",2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509041030,20250904
긴급공고,SCF0742,1,35791,***,"(긴급)고무판, 고화식 등 7종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509041030,20250904
긴급공고,LCM0041,1,36463,***,'25년 전투실험 영상 제작 용역,2025,LCM,육군교육사령부,제한경쟁,총액제,적격심사제,202509041030,20250904
긴급공고,LCF0504,1,35278,***,"튜브,공기타이어용 등 23항목 제조(기동-제조-001)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202509041030,20250904
정상공고,EBB0308,1,5345,***,'25년 10.5밀리 고무탄,2025,EBB,지상공통전력운영계약팀,제한경쟁,총액제,적격심사제,202509031330,20250903
정상공고,UMM0774,1,33609,***,(256236-C) 압축포장기 및 압축비닐팩 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509031100,20250903
긴급공고,UMM0779,1,36291,***,00부대 간부숙소 증축공사 건축공사감리(상주)용역,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509031030,20250903
정상공고,UMM0773,1,33880,***,(256234-E) 트레일러형 작업등 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202509031100,20250903
긴급공고,UMM0778,1,33473,***,(257221-E)유전자 DNA분석기 구매,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202509031100,20250903
긴급공고,SCF0734,1,35443,***,"(긴급) 변압기, 펄스용 등 6종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509031030,20250903
긴급공고,SCF0739,1,32733,***,CO2 용접기 등 2종 구매,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509031030,20250903
재공고,SCF0636,2,32455,***,'25년 Lynx 항공기 Station Box 정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202509031030,20250903
긴급공고,SCF0733,1,35450,***,"(긴급) 커플링, 축용, 가요성 등 7종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202509031030,20250903
