공고구분,공고번호,공고차수,판단번호,항목번호,입찰명,발주기관코드,발주기관,계약방법,입찰방법,낙찰자결정방법,개찰일시,개찰일자,입찰결과
긴급공고,LDH0585,1,29326,***,"K200 암,피벗차륜 축용 등 3종 구매",2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202507171300,20250717
정상공고,LDG0060,1,29584,***,5.56밀리 철상자 외주정비 용역,2025,LDG,육군 탄약지원사령부,일반경쟁,총액제,적격심사제,202507171030,20250717
긴급공고,LCM0030,1,29092,***,'25년 마이크로러닝 콘텐츠 종합편집 용역,2025,LCM,육군교육사령부,제한경쟁,총액제,적격심사제,202507171030,20250717
긴급공고,LCF0455,1,29789,***,결합블럭 등 4항목 구매(궤도-013),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507171100,20250717
긴급공고,LCF0456,1,29850,***,유니버설조인트 등 2항목 생산능력확인제조(궤도-012),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507171100,20250717
긴급공고,LCF0457,1,29892,***,튜브 조립체 등 85항목 생산능력확인제조(궤도-014),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507171100,20250717
재공고,LCF0426,2,24956,***,"테이프, 접착식 등 79항목 구매(항공)",2025,LCF,육군군수사령부,일반경쟁,총액제,적격심사제,202507171030,20250717
정상공고,HDQ0045,1,29621,***,"20비 25-27 압축기 유니트, 왕복식 장비 제조 구매",2025,HDQ,제20전투비행단,제한경쟁,총액제,적격심사제,202507171100,20250717
긴급공고,HCF0224,1,26277,***,"상층대기분석장비 송신기, 레이더용 등 3종 구매",2025,HCF,공군군수사령부,일반경쟁,총액제,적격심사제,202507171030,20250717
재공고,ESA0007,2,5052,***,L-SAM용 트랙터 (K920),2025,ESA,유도무기총괄계약팀,수의계약,총액제,적격심사제,202507171100,20250717
정상공고,EPA0006,1,1091,***,"5톤 유조차(2,000G/A)",2025,EPA,항공기총괄계약팀,수의계약,총액제,적격심사제,202507171100,20250717
정상공고,EKA0028,1,9100,***,25년 기능성 방한복,2025,EKA,기동총괄계약팀,일반경쟁,총액제,적격심사제,202507171100,20250717
재공고,EBH0095,2,1914,***,25년 발칸 사격제어부 부품,2025,EBH,해상공중전력운영계약팀,수의계약,총액제,적격심사제,202507171100,20250717
재공고,EBH0105,2,3D410,***,25년 지뢰보호용 전투화 및 덧신,2025,EBH,해상공중전력운영계약팀,수의계약,총액제,적격심사제,202507171100,20250717
재공고,EBB0205,2,0600,***,보조보일러(대형),2025,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202507171500,20250717
재공고,EBB0225,2,8322,***,"시일,봉합조립체류",2025,EBB,지상공통전력운영계약팀,일반경쟁,총액제,적격심사제,202507161030,20250716
정상공고,UMM0644,1,23798,***,25-D-냉동고 구매(251027-F),2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507161100,20250716
정상공고,UMM0646,1,25341,***,"25-N-대형차량 리프트, 브릿지형 구매설치(258105-F)",2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507161100,20250716
정상공고,UMM0655,1,26810,***,(256175-E) 경호부대 특정지역 신사복류 제조,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507161100,20250716
정상공고,UMM0649,1,22171,***,25-N-특전 전투복 상의 등 6종 제조,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507161100,20250716
정상공고,UMM0650,1,29144,***,25-D-워크인쿨러 등 3종 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507161100,20250716
정상공고,UMM0653,1,28194,***,25-N-4주식 리프트 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507161100,20250716
긴급공고,UMM0658,1,27043,***,(256184-F) 25-2학기 교과서 구매(국내서),2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507161100,20250716
긴급공고,UMM0657,1,26313,***,(256176-F) 감시조 피복(등산복류) 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507161100,20250716
긴급공고,SFC0133,1,29167,***,25-덕-3차 모병 홍보물품 제작 구매,2025,SFC,제9691부대,제한경쟁,총액제,적격심사제,202507161030,20250716
긴급공고,SCF0534,1,25314,***,'25년 국외항공 특송 용역,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507161030,20250716
긴급공고,SCF0535,1,29738,***,함정 수밀개폐구 정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202507161030,20250716
정상공고,MDJ0035,1,29288,***,전산장비(바코드스캐너) 구매계약,2025,MDJ,국군대전병원,일반경쟁,총액제,적격심사제,202507161030,20250716
긴급공고,LCF0453,1,17593,***,개스킷 세트 등 4항목 제조(일장-007),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507161030,20250716
정상공고,EKA0027,1,7302,***,피아식별IR,2025,EKA,기동총괄계약팀,2단계경쟁(동시),총액제,최저가격제,202507161100,20250716
재공고,EBH0101,2,2813,***,25년 비호 가스용기조립체(구매),2025,EBH,해상공중전력운영계약팀,제한경쟁,총액제,적격심사제,202507161100,20250716
재공고,EBH0107,2,5500,***,25년 계기착륙장치(ILS) 부품(제조),2025,EBH,해상공중전력운영계약팀,수의계약,총액제,적격심사제,202507161400,20250716
재공고,EBB0236,2,2130,***,K9 전동기 조립체,2025,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202507151530,20250715
정상공고,UMM0651,1,24868,***,(256039-G)25년 BCTP 장비 교체사업(리스자산),2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507151100,20250715
정상공고,UMM0647,1,19548,***,25-N-음식물 분쇄기 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507151100,20250715
긴급공고,UMM0652,1,29238,***,(256041-G)25년노후ATCIS네트워크장비교체사업(리스),2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507151100,20250715
재공고,UMM0610,2,27452,***,(256102-F) 골프 연습공 제조,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507151100,20250715
정정공고,UMM0648,2,29071,***,25-D-학군교 입영훈련 전세버스 수송용역,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507151100,20250715
긴급공고,UAB0066,1,25812,***,군복지시설의 효율적인 운영 목적 물류체계 개선연구,2025,UAB,국군복지단,협상에의한계약(전자),총액제,최저가격제,202507151100,20250715
정상공고,SDF0089,1,29248,***,비행지원 대기실 구매,2025,SDF,제5738부대,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCK0100,1,28706,***,디지털 녹음전용 교환장치 구매,2025,SCK,해군교육사령부,일반경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0527,1,22948,***,"장치대, 탄력형, 일반 목적용 1종 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0522,1,28370,***,"(긴급) 밸브, 스톱-체크형 등 3종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0524,1,24808,***,"모의 부하군, 전기식 1종 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0526,1,23646,***,"자기음향측정장비 전지, 축전식 등 3종 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0532,1,22942,***,고무 띠 등 23종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0520,1,28713,***,"(긴급)파이프, 금속제 등 17종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
재공고,SCF0494,2,27714,***,3800cc급 대형승용차 1대 구매,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0519,1,28714,***,"(긴급)밸브, 나비형 등 2종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0523,1,24782,***,"시일 링, 금속제 등 31종 구매",2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0531,1,28887,***,"잠수함(SS-I,II) DC 전동기 정비",2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0521,1,28524,***,"(긴급) 판,금속제 등 10종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,SCF0530,1,22664,***,군사경찰 견장줄 등 14종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
긴급공고,MHD0080,1,28651,***,군용 소형 드론 관리체계 구축 방안 연구,2025,MHD,방위사업청(운영지원과),협상에의한계약(전자),총액제,최저가격제,202507151500,20250715
긴급공고,MHD0083,1,28790,***,Seoul ADEX 2025년 통합홍보관 설치용역,2025,MHD,방위사업청(운영지원과),협상에의한계약(전자),총액제,최저가격제,202507151500,20250715
정상공고,MDD0054,1,28116,***,2025년 국가지정병상 헤파필터 제조설치 납품,2025,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202507151600,20250715
긴급공고,MCN0038,1,29515,***,25년 국방부 전술티셔츠 제조,2025,MCN,국방부근무지원단,제한경쟁,총액제,적격심사제,202507151100,20250715
긴급공고,LKS0057,1,29285,***,체력단련장 식자재 구매(경기권),2025,LKS,육군인사사령부,제한경쟁,총액제,적격심사제,202507151030,20250715
정상공고,LKH0056,1,29405,***,'25년 식기세척기 임차용역(14해감대대),2025,LKH,제6128부대,제한경쟁,총액제,적격심사제,202507151100,20250715
긴급공고,LKG0025,1,29444,***,(동원) 동원훈련장 사격장 방탄보호판 설치납품,2025,LKG,육군제53보병사단,제한경쟁,총액제,적격심사제,202507151100,20250715
긴급공고,LHN0026,1,29630,***,23-신영-08 병영생활관 신축 관급자재(콘크리트벽돌),2025,LHN,제7보병사단,제한경쟁,총액제,적격심사제,202507151030,20250715
재공고,LDH0572,2,27992,***,K21 케이블 조립체 등 2종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202507151300,20250715
재공고,LDH0550,2,23763,***,궤도조립기(K1전차) 외주정비 용역,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202507151300,20250715
정상공고,LDH0581,1,28816,***,K77지휘차 연료조절기 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202507151300,20250715
재공고,HCF0215,2,23073,***,'25~'27 T-50계열 임무지원체계 유지보수,2025,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202507151100,20250715
재공고,EWA0004,3,1005,***,B-I 정비지원장비(유도탄 발사장비 시험세트 등 4종),2025,EWA,한국형잠수함총괄계약팀,수의계약,총액제,적격심사제,202507151400,20250715
정상공고,EBH0108,1,1100,***,25년 성능개량 위치보고접속장치 수리부속(구매),2025,EBH,해상공중전력운영계약팀,일반경쟁,총액제,적격심사제,202507151100,20250715
긴급공고,EBH0111,1,0503,***,25년 대공표적기 지원용역(천마),2025,EBH,해상공중전력운영계약팀,수의계약,총액제,적격심사제,202507151100,20250715
재공고,EBH0072,3,4200N,***,25년 해군 원격레이더 통합전시기 세트,2025,EBH,해상공중전력운영계약팀,수의계약,총액제,적격심사제,202507151100,20250715
정상공고,EBB0273,1,1629A,***,K55송풍기(신형),2025,EBB,지상공통전력운영계약팀,제한경쟁,총액제,적격심사제,202507151100,20250715
정상공고,EBB0272,1,5402,***,폭음통결합체(훈련용도로대화구폭파킷K470),2025,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202507151400,20250715
정상공고,EBB0274,1,6051A,***,팔꿈치포경/조준감사기(지명),2025,EBB,지상공통전력운영계약팀,지명경쟁,총액제,적격심사제,202507151400,20250715
재공고,LCF0415,3,23131,***,혼 신호용 등 5항목 구매(기일-008),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507141030,20250714
정상공고,SCP0068,1,28452,***,MDF 등 121종 구매,2025,SCP,제8385부대,제한경쟁,총액제,적격심사제,202507141030,20250714
긴급공고,SCP0070,1,29066,***,25-0함대 민간예인선 위탁 용역,2025,SCP,제8385부대,제한경쟁,총액제,적격심사제,202507141030,20250714
긴급공고,SCP0069,1,28894,***,체단장 견인식 싱글 브러워 구매,2025,SCP,제8385부대,제한경쟁,총액제,적격심사제,202507141030,20250714
재공고,MCN0036,2,27621,***,'25년 00대대 특정전투화 제조,2025,MCN,국방부근무지원단,제한경쟁,총액제,적격심사제,202507141100,20250714
재공고,MCD0036,2,21204,***,민간 아웃소싱 제도화를 위한 법령체계 고도화,2025,MCD,국방부(운영지원과),협상에의한계약(전자),총액제,최저가격제,202507141100,20250714
정상공고,MCD0043,1,27243,***,전략환경 변화에 따른 새로운 국방전략개념 연구,2025,MCD,국방부(운영지원과),협상에의한계약(전자),총액제,최저가격제,202507141100,20250714
정상공고,LCI0014,1,25797,***,25-2차 도심지 무인기 대응 표적 용역계약,2025,LCI,육군제6501부대,2단계경쟁(동시),총액제,최저가격제,202507141300,20250714
긴급공고,LCF0451,1,28803,***,"걸쇠,조임용 등 168항목 구매(특무)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507141130,20250714
긴급공고,LCF0450,1,11561,***,"집적회로,메모리식 등 177항목 구매(특무)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507141130,20250714
정정공고,EBB0255,2,6301,***,궤도장비부품류,2025,EBB,지상공통전력운영계약팀,일반경쟁,총액제,적격심사제,202507111030,20250711
정상공고,UMM0640,1,24374,***,(256159-E) 질량분석 시스템 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507111100,20250711
정상공고,UMM0639,1,24358,***,(256171-E) 출입문 개척세트 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507111100,20250711
긴급공고,MCR0051,1,25197,***,전문 외국서적 번역 용역,2025,MCR,국방대학교,2단계경쟁(동시),총액제,최저가격제,202507111100,20250711
긴급공고,MCD0042,1,27282,***,군의관 중장기 수급 추계 연구,2025,MCD,국방부(운영지원과),협상에의한계약(전자),총액제,최저가격제,202507111700,20250711
긴급공고,LFN0019,1,29231,***,26년 생도피복(직위장류 등 4종) 제조,2025,LFN,육군3사관학교,제한경쟁,총액제,적격심사제,202507111100,20250711
긴급공고,LFN0018,1,29229,***,26년 생도피복(침구류) 제조,2025,LFN,육군3사관학교,제한경쟁,총액제,적격심사제,202507111100,20250711
정정공고,LCG0079,2,28786,***,25-육-192 폭발물처리 종사자 단체보험,2025,LCG,육군본부,제한경쟁,총액제,적격심사제,202507111300,20250711
긴급공고,LCF0448,1,28756,***,엘보 호스 등 5항목 생산제조(일장-006),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507111030,20250711
긴급공고,LCF0449,1,19899,***,리드선 축전지용 등 17항목 생산제조(일장-008),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507111030,20250711
정정공고,LCF0435,4,25690,***,펌프 회전식 등 39항목 생산제조(일장-010),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507111030,20250711
정상공고,EPA0005,1,4005,***,"항공기 급유차(5,000G/L)",2025,EPA,항공기총괄계약팀,일반경쟁,총액제,적격심사제,202507111100,20250711
정상공고,EBB0270,1,0115,***,케이블조립체(통신장비용),2025,EBB,지상공통전력운영계약팀,제한경쟁,총액제,적격심사제,202507101430,20250710
정상공고,UMM0633,1,15983,***,25-M-장교교육대 생활관 증축 자동제어 제조,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507101100,20250710
정상공고,UMM0632,1,27056,***,25-N-탄약견인장비 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507101100,20250710
재공고,UMM0590,2,26205,***,25-N-오수처리기(전기분해) 9EA 제조(258034-F),2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507101100,20250710
긴급공고,UMM0643,1,22307,***,(25F144-I) 25년 숲 가꾸기(벌목) 시공 용역,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507101100,20250710
정상공고,UMM0635,1,20596,***,25-M-남군수영복 등 4종 구매,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507101100,20250710
긴급공고,SFN0052,1,29086,***,파레트 등 246품목 구매 납품,2025,SFN,연평부대,제한경쟁,총액제,적격심사제,202507101030,20250710
재공고,SFC0127,2,26324,***,25-덕-전투실험용 근접전투용 다목적 무인차량 임차,2025,SFC,제9691부대,제한경쟁,총액제,적격심사제,202507101030,20250710
정정공고,SCF0503,2,27722,***,"(긴급) 패널바닥부분, 선박용 등 11종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507101030,20250710
긴급공고,MHP0015,1,27475,***,자동염기서열분석기 소모품 구매납품,2025,MHP,국방부유해발굴감식단,제한경쟁,총액제,적격심사제,202507101100,20250710
긴급공고,MHP0014,1,27470,***,유전자 감정장비 검교정 용역,2025,MHP,국방부유해발굴감식단,제한경쟁,총액제,적격심사제,202507101100,20250710
정상공고,MGO0004,1,27294,***,FFX Batch-I 헬기이송장치 성능개선,2025,MGO,국방기술품질원,2단계경쟁(동시),총액제,최저가격제,202507101500,20250710
재공고,LCF0377,2,22072,***,소화기 화재 진압용 1항목 구매(일장-009),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507101030,20250710
재공고,LCF0425,2,25105,***,회로카드 조립체 등 10항목 제조(통신),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507101030,20250710
재공고,LCF0406,2,22270,***,램프 유니트 등 18항목 구매(기동-008),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507101030,20250710
긴급공고,HDM0039,1,28916,***,25-1074 회전도연마기,2025,HDM,공군제17전투비행단,일반경쟁,총액제,적격심사제,202507101100,20250710
긴급공고,HDI0010,1,23547,***,타워조립체 등 3종 구매,2025,HDI,공군83정보통신정비창,일반경쟁,총액제,적격심사제,202507101030,20250710
긴급공고,HCQ0040,1,21981,***,김해기지 병사식당 민간위탁 용역,2025,HCQ,공군제5공중기동비행단,협상에의한계약(전자),총액제,최저가격제,202507101400,20250710
재공고,ETA0004,2,5701,***,항공관제레이더(PAR) 후속양산(육/해) 부대급지원장비,2025,ETA,감시전자총괄계약팀,일반경쟁,총액제,적격심사제,202507101500,20250710
정상공고,EBH0102,1,4812,***,에이케이블(제조),2025,EBH,해상공중전력운영계약팀,일반경쟁,총액제,적격심사제,202507101400,20250710
정상공고,EBH0105,1,3D410,***,25년 지뢰보호용 전투화 및 덧신,2025,EBH,해상공중전력운영계약팀,수의계약,총액제,적격심사제,202507101100,20250710
정상공고,EBB0271,1,6007,***,"소화기류(제조,일반)",2025,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202507101600,20250710
정상공고,EBB0268,1,7970,***,"판조립체, 덮개용(K1전차)",2025,EBB,지상공통전력운영계약팀,제한경쟁,총액제,적격심사제,202507091500,20250709
정상공고,UMM0631,1,19971,***,"(256153-C) 조끼, 방탄복 3형 등 12항목 제조",2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507091100,20250709
긴급공고,UMM0642,1,28929,***,(257173-C) 노트북 및 모니터 구매,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507091100,20250709
정상공고,UMM0623,1,25863,***,25-N-냉난방장치 8RT 4EA 제조,2025,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202507091100,20250709
정상공고,UMM0628,1,22653,***,"(256154-D) 부족 마일즈장비, 불출함 제조",2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507091100,20250709
긴급공고,SCF0518,1,28931,***,"필터, 미립자용 등 2종 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,SCF0515,1,19084,***,플랫 실링 등 8종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,SCF0516,1,23988,***,결속 가락지 등 5종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,SCF0517,1,24013,***,오-링 9종 구매,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,MFL0016,1,28534,***,2025 자료유출방지 전자감응시스템 제조 설치,2025,MFL,합동참모본부,제한경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,MDS0039,1,28938,***,000체계 '25-3차 장비유지물품 구매,2025,MDS,제3707부대,제한경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,MCN0037,1,28932,***,'25년 00대대 전술티셔츠 제조,2025,MCN,국방부근무지원단,제한경쟁,총액제,최저가격제,202507091100,20250709
긴급공고,LMK0033,1,28852,***,(25-C37) '25-1차 기타유지물자 비데 임차계약,2025,LMK,제6보병사단,제한경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,LFC0038,1,28788,***,25년 가공후식 제조구매,2025,LFC,육군훈련소,제한경쟁,총액제,적격심사제,202507091100,20250709
긴급공고,LDH0579,1,28817,***,K77지휘차 튜브 등 9종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202507091300,20250709
정정공고,LCF0372,3,22977,***,"삽입기,나사용 등 42항목 구매(특무)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507091130,20250709
재공고,LCF0412,2,24660,***,"삽입기,나사용 등 56항목 구매(총포)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507091130,20250709
정정공고,LCF0397,3,23792,***,"창,관찰용  등 2항목 구매(특무)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507091130,20250709
정정공고,LCF0394,3,23812,***,고무제 원형섹션  등 19항목 구매(특무),2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507091130,20250709
정정공고,LCF0341,3,08844,***,"콘넥터,서큘러용 등 3항목 구매(총포)",2025,LCF,육군군수사령부,제한경쟁,총액제,적격심사제,202507091130,20250709
긴급공고,LBA0039,1,28774,***,25년 후반기 일반폐기물 위탁처리 용역,2025,LBA,제 2167부대,일반경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,HCQ0043,1,25872,***,25-150 파렛트랙 등 9종,2025,HCQ,공군제5공중기동비행단,제한경쟁,총액제,적격심사제,202507091100,20250709
긴급공고,HCF0223,1,28912,***,"무장장착장비 부품, 시동기 등 31종 구매",2025,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,HCF0221,1,28841,***,"신궁 유도탄 부품, 가스관조립체 등 6종 제조",2025,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202507091030,20250709
재공고,HCF0203,2,24498,***,"탄도탄조기경보레이다 부품, 수신회로 구매",2025,HCF,공군군수사령부,일반경쟁,총액제,적격심사제,202507091030,20250709
긴급공고,HCF0222,1,28903,***,항공자동기상관측장비(AMOS) 수리부속 풍속컵 등 3종,2025,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202507091030,20250709
재공고,EPA0003,2,7340,***,"항공기 견인차(20,000LBS)",2025,EPA,항공기총괄계약팀,수의계약,총액제,적격심사제,202507091030,20250709
정상공고,EBH0106,1,8E070,***,25년 부력방탄복,2025,EBH,해상공중전력운영계약팀,제한경쟁,총액제,적격심사제,202507091100,20250709
정상공고,EBB0269,1,4956D,***,2025 셀 모듈 조립체(CAM2),2025,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202507091100,20250709
정상공고,EBB0267,1,7410,***,브라켓류(제조),2025,EBB,지상공통전력운영계약팀,제한경쟁,총액제,적격심사제,202507091100,20250709
재공고,EBB0250,2,2A012,***,"25~26년 (AH-1S) 표시기, 자세용 정비",2025,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202507081030,20250708
긴급공고,UMM0573,1,19829,***,25-D-SALS-K 탄약수송용역,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507081100,20250708
긴급공고,UMM0627,1,23072,***,(256038-G) 25년 지작사 전시체계 교체사업(리스자산),2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507081100,20250708
긴급공고,UMM0638,1,28324,***,"25-N-사무자동화장비(노트북, 프린터) 도입(리스자산)",2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507081100,20250708
정상공고,UMM0618,1,21171,***,25-D-마트 냉장고 2종 구매,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507081100,20250708
재공고,UMM0521,2,18372,***,25-N-보조보일러(비자성) 3EA 제조,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507081100,20250708
긴급공고,UMM0637,1,23913,***,25-N-0함대 유해환경작업자 특수건강검진 용역,2025,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202507081100,20250708
긴급공고,SFM0058,1,27844,***,25-해병대 유류(도서-차량) 구매,2025,SFM,제3170부대,일반경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCI0093,1,27696,***,클럽용 벨트마사지기 등 2종 구매,2025,SCI,제9121부대,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCF0501,1,22790,***,"소형버스, 이동정비용 1EA 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCF0507,1,27438,***,"(긴급) 시일보닛, 튜브용 등 72종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCF0513,1,23069,***,연료유 승압펌프 9m3h 2EA 제조,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCF0509,1,24335,***,"군악, 의장 행사모 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCF0506,1,27436,***,"(긴급) 전동기, 교류용 등 4종",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCF0508,1,16057,***,"칼,절단용 등 3종 구매",2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507081030,20250708
재공고,SCF0453,3,22099,***,ATH 우현 어뢰용 스크린 도어 외주정비,2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCF0504,1,22103,***,고배율 쌍안경 8EA 제조,2025,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,SCF0512,1,20241,***,"베어링, 스테이브형 등 4종 구매",2025,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202507081030,20250708
정상공고,MDR0048,1,25156,***,지리공간정보가시화 체계 서버보강,2025,MDR,제9965부대,제한경쟁,총액제,적격심사제,202507081100,20250708
긴급공고,LQG0041,1,27239,***,(육성) 00부대 사무용 가구 구매 납품,2025,LQG,육군 52보병사단,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,LPC0013,1,28617,***,'25년 안심클린 침구세트 세탁용역,2025,LPC,제25보병사단,제한경쟁,총액제,적격심사제,202507081100,20250708
긴급공고,LNS0059,1,28563,***,'25~28년 렌탈 프린터 임차용역,2025,LNS,제55보병사단,제한경쟁,총액제,적격심사제,202507081030,20250708
긴급공고,LKD0041,1,28665,***,99여단 취사식당 신축 관급자재(원격검침) 제조설치,2025,LKD,제32보병사단,제한경쟁,총액제,적격심사제,202507081100,20250708
긴급공고,LKD0040,1,28649,***,00부대 동원훈련장 신축 관급자재(온수탱크) 제조설치,2025,LKD,제32보병사단,제한경쟁,총액제,적격심사제,202507081100,20250708
긴급공고,LDH0578,1,27969,***,(정비) 앞면보호면저탐 등 32종 구매,2025,LDH,육군종합정비창,제한경쟁,총액제,적격심사제,202507081300,20250708
