공고구분,공고번호,공고차수,판단번호,항목번호,입찰명,요구년도,발주기관코드,발주기관,계약방법,입찰방법,낙찰자결정방법,개찰일시,개찰일자,입찰결과
긴급공고,UMM0786,1,52210,***,전기오븐레인지 구매설치,2019,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,201912311030,20191231,낙찰
재공고,ESA0001,2,1100A,***,19년 현궁 체계 3차 양산 전력화지원요소,2019,ESA,유도무기총괄계약팀,일반경쟁,총액제,적격심사제,201912301030,20191230,유찰
긴급공고,HCL0082,1,54374,***,(세세외) 풍동시험용 비행체 모형 제조 구매,2019,HCL,공군사관학교,2단계경쟁(동시),총액제,최저가격제,201912301000,20191230,유찰
긴급공고,HDG0030,1,54419,***,석면함유 건축물 개선공사 등 2건 설계용역,2019,HDG,공군제10전투비행단,제한경쟁,총액제,적격심사제,201912301100,20191230,낙찰
정상공고,LHR0096,1,53471,***,20년도 무한잉크 및 렌탈프린터 임차용역,2019,LHR,육군 제37보병사단,제한경쟁,총액제,적격심사제,201912301030,20191230,낙찰
긴급공고,SCL0147,1,54014,***,생도피복(춘추운동복) 구매,2019,SCL,해군사관학교,일반경쟁,총액제,적격심사제,201912301030,20191230,낙찰
긴급공고,SCL0148,1,54052,***,생도피복(스웨터)구매,2019,SCL,해군사관학교,일반경쟁,총액제,적격심사제,201912301030,20191230,유찰
재공고,SCU0137,2,51027,***,갓김치 등 6품목,2019,SCU,해군 기동함대사령부,제한경쟁,총액제,적격심사제,201912301100,20191230,유찰
재공고,SFG0206,2,52349,***,20-K-음식물처리 위탁관리 용역,2019,SFG,제9181부대,일반경쟁,총액제,적격심사제,201912301100,20191230,유찰
재공고,UMM0005,2,00109,***,20-P-이동식 화장실 임차용역(2020H013-C),2020,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,201912301100,20191230,낙찰
정상공고,UMM0729,1,50796,***,20년 포제명찰 새김 및 벨크로 부착 제조(20196342-D),2019,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,201912301100,20191230,낙찰
재공고,UMM0781,2,51924,***,19년 공군 교환기 교체사업 리스(2019J065-E),2019,UMM,국군재정관리단,일반경쟁,총액제,최저가격제,201912301100,20191230,낙찰
재공고,HCL0006,2,00105,***,20-생활계 폐기물 처리 용역,2020,HCL,공군사관학교,제한경쟁,총액제,적격심사제,201912271100,20191227,낙찰
긴급공고,HCL0007,1,00221,***,20-공사 음식물쓰레기 통합 처리 용역,2020,HCL,공군사관학교,제한경쟁,총액제,적격심사제,201912271100,20191227,유찰
긴급공고,HCL0009,1,00223,***,20-렌탈프린터 임차 계약,2020,HCL,공군사관학교,제한경쟁,총액제,적격심사제,201912271100,20191227,낙찰
정상공고,HCM0084,1,53412,***,"'20년 (진주, 사천) 임대프린터 임차용역",2019,HCM,공군교육사령부,제한경쟁,총액제,적격심사제,201912271130,20191227,낙찰
긴급공고,HDM0177,1,53416,***,'20년 에이스가든 식자재(생가지외 451품목),2019,HDM,공군제17전투비행단,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,LBB0061,1,53078,001,'20년 설날 경축특식(핫바세트),2019,LBB,육군제7789부대,일반경쟁,단가제,적격심사제,201912271400,20191227,유찰
긴급공고,LCH0036,1,53249,***,00부대 간부숙소 진공온수보일러 제조설치(신-18),2019,LCH,특수전사령부,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
정상공고,LFC0058,1,48176,001,장거리 이동 신병 도시락 제조납품,2019,LFC,육군훈련소,2단계경쟁(동시),단가제,최저가격제,201912271000,20191227,낙찰
긴급공고,LGT0057,1,53637,***,00권역 PD창호 제조납품(19-385),2019,LGT,제2307부대,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,LGT0058,1,53638,***,00권역 PW창호 제조납품(19-385),2019,LGT,제2307부대,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,LGT0059,1,53649,***,본부 PW창호 제조설치(19-397),2019,LGT,제2307부대,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,LGT0060,1,53650,***,대대 PW창호 제조설치(19-421),2019,LGT,제2307부대,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,LGT0061,1,53652,***,본부 냉난방기 구매설치(19-397),2019,LGT,제2307부대,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,LGT0062,1,53654,***,대대 냉난방기 구매설치(19-421),2019,LGT,제2307부대,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
재공고,LKD0029,2,50123,001,'20년 상병건강검진 민간위탁 용역,2019,LKD,제32보병사단,제한경쟁,단가제,적격심사제,201912271030,20191227,낙찰
정정공고,LMK0020,3,51380,***,[19-204(1)] 폐기물처리용역(소각대상폐기물),2019,LMK,제6보병사단,제한경쟁,총액제,적격심사제,201912271130,20191227,유찰
긴급공고,LPN0036,1,53251,***,직접입영신체검사 용역(경기 화성),2019,LPN,수도군단,제한경쟁,총액제,적격심사제,201912271100,20191227,낙찰
긴급공고,LQP0058,1,53213,***,JC부대 일반비품 34종 구매,2019,LQP,제1891부대,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,LQP0057,1,53228,***,JC부대 이동형 기상관측장비 등 10종 설치납품,2019,LQP,제1891부대,제한경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,MCS0165,1,53486,***,20-00지역 방제용역,2019,MCS,국방부계룡대근무지원단,일반경쟁,총액제,적격심사제,201912271030,20191227,낙찰
긴급공고,MDG0253,1,53375,***,수도병원 리모델링 관급자재(자동제어),2019,MDG,국군의무사령부,제한경쟁,총액제,적격심사제,201912271100,20191227,낙찰
긴급공고,MDG0254,1,53382,***,수도병원 리모델링 관급자재 설치납품(통합배선),2019,MDG,국군의무사령부,제한경쟁,총액제,적격심사제,201912271100,20191227,낙찰
긴급공고,SFL0130,1,53418,***,20-교-CBT교실 유지보수 용역,2019,SFL,제3283부대,제한경쟁,총액제,적격심사제,201912271100,20191227,낙찰
정상공고,SFM0001,1,00183,***,떡류 구매,2020,SFM,제3170부대,일반경쟁,총액제,적격심사제,201912271030,20191227,순위확정
정상공고,UMM0006,1,00141,***,20-P-하·폐수 처리시설 위탁관리 용역,2020,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,201912271100,20191227,낙찰
긴급공고,UMM0779,1,51360,***,20년 블랙이글스 싱가포르 에어쇼 참가지원 용역,2019,UMM,국군재정관리단,2단계경쟁(동시),총액제,최저가격제,201912271100,20191227,낙찰
정정공고,HCF0002,2,00113,***,'20년 한마음회관 식자재 구매(육류),2020,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
정정공고,HCF0003,2,00114,***,'20년 한마음회관 식자재 구매(김치),2020,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
정정공고,HCF0001,2,00161,***,"'20년 한마음회관 식자재 구매(쌀, 공산품)",2020,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
정정공고,HCF0171,2,51959,***,'20년 한마음회관 식자재 구매(어패류),2019,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
재공고,HCL0079,2,51286,***,세세외 간부식당 식자재납품,2019,HCL,공군사관학교,제한경쟁,총액제,적격심사제,201912261030,20191226,낙찰
긴급공고,HDF0092,1,52931,***,2020년 군 숙소 청소용역,2019,HDF,공군 제8전투비행단,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
긴급공고,HDK0047,1,52957,***,20-사업장 생활계폐기물 처리 용역,2019,HDK,공군제11전투비행단,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
재공고,LCG0085,2,50895,***,군용차량 배출가스 환경영향 및 기준 검토 연구용역,2019,LCG,육군본부,제한경쟁,총액제,적격심사제,201912261600,20191226,유찰
재공고,LCM0044,2,49041,***,시설업무 수행용 차량 2대 임차용역,2019,LCM,육군교육사령부,일반경쟁,총액제,적격심사제,201912261100,20191226,낙찰
정상공고,LIK0060,1,50941,001,2020년 설날 경축특식(훈제닭다리),2019,LIK,제2군수지원여단,제한경쟁,단가제,적격심사제,201912261530,20191226,낙찰
정정공고,LNG0025,2,52881,***,재사용 육군-034 군단직할 냉난방기 구매,2019,LNG,육군 제1군단,제한경쟁,총액제,적격심사제,201912261030,20191226,낙찰
긴급공고,LPK0022,1,53227,***,간부숙소 용도변경 관급 통신단자함 설치납품R,2019,LPK,제8기동사단,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
긴급공고,LPN0035,1,53144,***,00부대 경계시설 출입통제시스템 제조설치,2019,LPN,수도군단,제한경쟁,총액제,적격심사제,201912261030,20191226,낙찰
긴급공고,MCS0164,1,53019,***,20-계룡대 음식폐기물 처리용역,2019,MCS,국방부계룡대근무지원단,일반경쟁,총액제,적격심사제,201912261030,20191226,유찰
재공고,MDG0250,3,47549,***,"신,구 간병인숙소 일반비품 구매",2019,MDG,국군의무사령부,2단계경쟁(동시),총액제,최저가격제,201912261100,20191226,유찰
긴급공고,MDP0009,1,53130,***,'20년 전산장비 유지보수 용역,2019,MDP,한미연합군사령부,일반경쟁,총액제,적격심사제,201912261030,20191226,낙찰
긴급공고,SFH0004,1,00202,***,20-B-IP교환기 유지보수 용역,2020,SFH,제9196부대,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
재공고,SFH0099,2,51344,***,20-서북도서 출타장병 환승 수송용역,2019,SFH,제9196부대,제한경쟁,총액제,적격심사제,201912261100,20191226,유찰
긴급공고,UMM0730,1,53108,***,20~21년 團 전산장비 통합 유지보수 용역(2019G083-C),2019,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,201912261100,20191226,낙찰
재공고,EBB0031,2,1031,***,"쉘터,비전개식(1 1/4톤)",2019,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,201912241030,20191224,유찰
정상공고,ESA0001,1,1100A,***,19년 현궁 체계 3차 양산 전력화지원요소,2019,ESA,유도무기총괄계약팀,일반경쟁,총액제,적격심사제,201912241030,20191224,유찰
정상공고,ESA0002,1,1101A,***,19년 현궁 발사장비 3차 양산 전력화지원요소,2019,ESA,유도무기총괄계약팀,일반경쟁,총액제,적격심사제,201912241030,20191224,순위확정
정상공고,HCF0170,1,50411,***,차량견인식 FO 제거장비 구매,2019,HCF,공군군수사령부,일반경쟁,총액제,적격심사제,201912241030,20191224,낙찰
긴급공고,HCG0075,1,51216,***,"항공관제 분석체계(HW,SW) 유지보수",2019,HCG,공군본부,제한경쟁,총액제,적격심사제,201912241100,20191224,낙찰
긴급공고,HDK0043,1,51200,***,20-정화시설 관리용역,2019,HDK,공군제11전투비행단,제한경쟁,총액제,적격심사제,201912241100,20191224,순위확정
재공고,HDL0026,2,47621,***,16비 국고 LPG 공급계약,2019,HDL,공군제16전투비행단,제한경쟁,총액제,적격심사제,201912241100,20191224,유찰
긴급공고,HDM0174,1,51385,***,19-충-공-8D 수배전반 제조 설치,2019,HDM,공군제17전투비행단,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
긴급공고,HDM0176,1,52338,***,'20년 레스큐가든 식자재(감자수제비외 205품목),2019,HDM,공군제17전투비행단,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
정상공고,HDT0034,1,52135,***,서버 등 4품목 구매(근-19-175),2019,HDT,공군작사근무지원단,제한경쟁,총액제,최저가격제,201912241030,20191224,낙찰
재공고,LCM0042,2,48923,***,'20년 비행시뮬레이터 3종 외주정비 용역,2019,LCM,육군교육사령부,일반경쟁,총액제,적격심사제,201912241100,20191224,낙찰
긴급공고,LFC0059,1,52822,***,훈련병 관리체계/모바일 서비스 유지보수 용역,2019,LFC,육군훈련소,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
재공고,LGC0043,2,49968,001,20년 학군후보생 동계입영훈련 증식(빵) 제조,2019,LGC,육군학생군사학교,제한경쟁,단가제,적격심사제,201912241130,20191224,유찰
긴급공고,LGM0023,1,52038,***,"양평, 여주지역 주둔지 내 폐기물처리 용역",2019,LGM,제11기동사단,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
긴급공고,LGM0024,1,52040,***,홍천지역 주둔지 내 폐기물처리 용역,2019,LGM,제11기동사단,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
정정공고,LHM0054,2,51101,***,노후 냉난방기 교체 설치납품,2019,LHM,제15보병사단,제한경쟁,총액제,적격심사제,201912241100,20191224,낙찰
정정공고,LHP0052,2,51348,***,간성아파트 신축공사 관급자재(기타가구) 제조설치,2019,LHP,제22보병사단,제한경쟁,총액제,적격심사제,201912241100,20191224,낙찰
정정공고,LHP0063,2,52854,***,간성아파트 신축공사 관급자재(플라스틱 도어),2019,LHP,제22보병사단,제한경쟁,총액제,적격심사제,201912241100,20191224,낙찰
재공고,LKD0030,2,50144,001,'20년 사단 직접입영 부분위탁검사 용역,2019,LKD,제32보병사단,제한경쟁,단가제,적격심사제,201912241530,20191224,낙찰
긴급공고,LKD0032,1,52107,***,동원훈련용 개인천막 제조 납품,2019,LKD,제32보병사단,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
긴급공고,LKG0001,1,00162,001,20년 부산지역 음식물쓰레기 처리용역,2020,LKG,육군제53보병사단,제한경쟁,단가제,적격심사제,201912241100,20191224,유찰
긴급공고,LKM0034,1,52765,***,20년 입영신체검사 민간위탁 용역,2019,LKM,제2632부대,2단계경쟁(동시),총액제,최저가격제,201912241000,20191224,유찰
긴급공고,LKQ0024,1,47949,***,"20년 항행안전시설 2종(VOR, ILS) 외주정비 용역",2019,LKQ,육군항공학교,제한경쟁,총액제,적격심사제,201912241030,20191224,유찰
정상공고,LKS0048,1,51840,***,6.25무공훈장 찾아주기 조사차량 임차용역,2019,LKS,육군인사사령부,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
긴급공고,LPC0014,1,52250,***,화상회의 체계 구축사업 금융리스,2019,LPC,제25보병사단,일반경쟁,총액제,최저가격제,201912241100,20191224,낙찰
긴급공고,LPM0019,1,51837,***,과학화 경계시스템 및 무인감시장비 구매,2019,LPM,제9보병사단사령부,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
정상공고,MCN0079,1,52167,***,'20년 복지시설 소모품 구매(연간 단가계약),2019,MCN,국방부근무지원단,일반경쟁,총액제,최저가격제,201912241100,20191224,낙찰
재공고,MDD0231,2,49675,***,19년 외상센터 의무비품(음식물분쇄기/납차폐),2019,MDD,국군수도병원,일반경쟁,총액제,적격심사제,201912241100,20191224,유찰
긴급공고,MDD0242,1,52712,***,19-20차 의무장비(환자관찰장치 중앙 및 침상용)구매,2019,MDD,국군수도병원,일반경쟁,총액제,적격심사제,201912241100,20191224,낙찰
정상공고,MDG0251,1,51885,***,2020년 VoIP 교환기 정비 유지보수용역,2019,MDG,국군의무사령부,제한경쟁,총액제,적격심사제,201912241100,20191224,낙찰
정상공고,MDR0022,1,48200,***,2인승 00뱃트 세트 구매,2019,MDR,제9965부대,일반경쟁,총액제,적격심사제,201912241430,20191224,낙찰
긴급공고,SCH0211,1,52542,***,배추김치 등 10종,2019,SCH,해군작전사령부,제한경쟁,총액제,적격심사제,201912241030,20191224,낙찰
긴급공고,SCK0179,1,52848,***,19-교육사 고속침투차량 차단시설 제조설치납품,2019,SCK,해군교육사령부,제한경쟁,총액제,적격심사제,201912241030,20191224,유찰
정정공고,SCN0001,2,49130,***,19-00사 고속침투차단시설 로드블록 제조설치납품,2019,SCN,제7001부대,일반경쟁,총액제,적격심사제,201912241030,20191224,낙찰
긴급공고,SFD0175,1,52571,***,20-P-음식물류폐기물 위탁처리 용역,2019,SFD,제9227부대,제한경쟁,총액제,적격심사제,201912241100,20191224,낙찰
재공고,SFG0196,2,50966,***,20-K-말도 민간선박 임차 용역,2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912241100,20191224,유찰
재공고,SFG0192,2,50970,***,"20-인천,강화(내륙) 액화석유가스 구매",2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912241100,20191224,유찰
재공고,SFG0191,2,50972,***,20-강화 액화석유가스 구매(도서지역),2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912241100,20191224,유찰
재공고,SFG0194,2,50973,***,20-김포-액화석유가스(LPG) 구매,2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912241100,20191224,유찰
재공고,SFG0195,2,50989,***,액화석유가스(LPG) 구매(소형저장),2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912241100,20191224,낙찰
재공고,UMM0003,2,00041,***,입영신체검사(흉부/소변)위탁 용역(2019H007-D),2020,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,201912241100,20191224,낙찰
재공고,UMM0002,2,00042,***,20-입영신체검사(흉부/소변) 위탁 용역(2020H011-D),2020,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,201912241100,20191224,낙찰
정상공고,UMM0005,1,00109,***,20-P-이동식 화장실 임차용역(2020H013-C),2020,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,201912241100,20191224,유찰
긴급공고,UMM0783,1,48373,***,20-자운대지역 조경관리용역(2020K004-H),2019,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,201912241100,20191224,낙찰
긴급공고,UMM0782,1,48380,***,20-계룡대지역 조경관리용역(2020K005-H),2019,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,201912241100,20191224,낙찰
재공고,UMM0775,2,48566,***,19-법당 신축공사 관급자재 한식창호 제조 설치,2019,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,201912241100,20191224,유찰
재공고,UMM0711,2,49166,***,원격교육 스튜디오 장비 금융리스(2019G081-B),2019,UMM,국군재정관리단,일반경쟁,총액제,최저가격제,201912241100,20191224,낙찰
정상공고,UMM0725,1,49386,***,20년~ 21년 육군 온나라시스템 SW유지보수 용역,2019,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,201912241100,20191224,낙찰
긴급공고,HCR0061,1,51766,***,경호작전차량 통합정비고 신축 등 3건 공사감리용역,2019,HCR,공군제15특수임무비행단,제한경쟁,총액제,적격심사제,201912231100,20191223,낙찰
정상공고,HDL0028,1,51377,***,체력단련장 액화석유가스(LPG) 구매,2019,HDL,공군제16전투비행단,제한경쟁,총액제,적격심사제,201912231100,20191223,유찰
긴급공고,LCF0107,1,49478,001,파병부대 컴벳셔츠 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,낙찰
긴급공고,LCF0108,1,49479,002,파병부대 케리어 등 2종 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,낙찰
긴급공고,LCF0109,1,49480,001,파병부대 동운동복 등 2종 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,낙찰
긴급공고,LCF0109,1,49480,002,파병부대 동운동복 등 2종 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,낙찰
긴급공고,LCF0112,1,49483,001,파병부대 운동화 등 2종 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,낙찰
긴급공고,LCF0112,1,49483,002,파병부대 운동화 등 2종 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,유찰
긴급공고,LCF0105,1,49490,001,파병부대 특전복 등 2종 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,유찰
긴급공고,LCF0105,1,49490,002,파병부대 특전복 등 2종 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,유찰
긴급공고,LCF0105,1,49490,003,파병부대 특전복 등 2종 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,유찰
긴급공고,LCF0106,1,49495,001,파병부대 사막색전투화 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,유찰
긴급공고,LCF0106,1,49495,002,파병부대 사막색전투화 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,유찰
긴급공고,LCF0110,1,49500,001,파병부대 하운동복 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,낙찰
긴급공고,LCF0111,1,49503,001,파병부대 동계패딩 구매,2019,LCF,육군군수사령부,2단계경쟁(동시),단가제,최저가격제,201912231100,20191223,유찰
긴급공고,LCP0030,1,50641,***,00사격장 방초매트 제조설치납품,2019,LCP,육군항공사령부,제한경쟁,총액제,적격심사제,201912231030,20191223,낙찰
긴급공고,LHG0065,1,52032,***,"정보,전차 등 4개 부대 개편 공사(오버헤드크레인)",2019,LHG,제1862부대,일반경쟁,총액제,적격심사제,201912231200,20191223,낙찰
긴급공고,LHG0066,1,52034,***,"방공, 화생방 등 4개 부대 개편 시설공사(오버크레인)",2019,LHG,제1862부대,일반경쟁,총액제,적격심사제,201912231200,20191223,낙찰
재공고,MCD0065,2,46562,***,20년 진급장성 삼정검 수여식 행사,2019,MCD,국방부(운영지원과),협상에의한계약(전자),총액제,최저가격제,201912231400,20191223,낙찰
정정공고,MCS0162,2,52317,***,20-간부숙소 청소용역,2019,MCS,국방부계룡대근무지원단,일반경쟁,총액제,적격심사제,201912231030,20191223,낙찰
정상공고,MCX0038,1,51338,***,20년 간사교 생도증식(가지 등 360종) 구매,2019,MCX,자운대근무지원연대,일반경쟁,총액제,적격심사제,201912231100,20191223,낙찰
긴급공고,MDD0238,1,51706,***,20년 승강기 관리 용역,2019,MDD,국군수도병원,일반경쟁,총액제,적격심사제,201912231100,20191223,낙찰
긴급공고,MDD0241,1,52488,***,19-34차 의무장비 수액조절기 미세주입기(6ch) 구매,2019,MDD,국군수도병원,일반경쟁,총액제,적격심사제,201912231100,20191223,낙찰
긴급공고,SFG0204,1,51906,***,20-K-전기안전관리 대행 용역(강화),2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912231100,20191223,낙찰
긴급공고,SFG0205,1,51907,***,20-K-전기안전관리대행 용역(김포),2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912231100,20191223,낙찰
긴급공고,SFG0203,1,51934,***,20-K-오수처리시설 위탁관리 용역,2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912231100,20191223,낙찰
긴급공고,SFG0202,1,51948,***,20-K-승강기 유지관리 용역,2019,SFG,제9181부대,제한경쟁,총액제,적격심사제,201912231100,20191223,낙찰
긴급공고,UHD0014,1,50713,***,[관급자재]검단 경계작전시설 개선 관급자재 외등,2019,UHD,공군 작사예하 방포사예하 제3여단,일반경쟁,총액제,적격심사제,201912231100,20191223,낙찰
정상공고,UMM0674,1,39915,***,의료정보체계와 연게한 의무물자 소요산정 모델 개발,2019,UMM,국군재정관리단,협상에의한계약(전자),총액제,최저가격제,201912231400,20191223,낙찰
정상공고,UMM0673,1,41378,***,실전적 과학화훈련장 시스템 구축(20196319-G),2019,UMM,국군재정관리단,협상에의한계약(전자),총액제,최저가격제,201912231000,20191223,낙찰
긴급공고,UMM0695,1,43186,***,19~20년 기본형 영상모의사격장비 구매(20196323-G),2019,UMM,국군재정관리단,2단계경쟁(동시),총액제,최저가격제,201912231400,20191223,낙찰
긴급공고,UMM0694,1,43188,***,19~20년 V(A)R 영상모의사격장비 구매(20196334-G),2019,UMM,국군재정관리단,2단계경쟁(동시),총액제,최저가격제,201912231400,20191223,낙찰
정상공고,UMM0777,1,48537,***,20년 해병대 프린터 렌탈 용역,2019,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,201912231100,20191223,낙찰
재공고,HDM0151,2,45371,***,(19-F017)음성통신체계구축 사업(보안전화기),2019,HDM,공군제17전투비행단,2단계경쟁(동시),총액제,최저가격제,201912201230,20191220,유찰
긴급공고,LFN0001,1,00107,***,'20년 3사교 생도 증식(돼지등뼈 등 109개 품목),2020,LFN,육군3사관학교,제한경쟁,총액제,적격심사제,201912201100,20191220,낙찰
정정공고,LGQ0032,2,51996,***,재투자 동원훈련 천막 구매,2019,LGQ,제36보병사단,일반경쟁,총액제,적격심사제,201912201100,20191220,낙찰
정상공고,LKP0059,1,49127,001,'20년 설날 경축 특식(냉동 롤케이크),2019,LKP,5군수지원사령부,제한경쟁,단가제,적격심사제,201912201100,20191220,낙찰
긴급공고,LQG0030,1,50909,***,개인전투용 천막 구매,2019,LQG,육군 52보병사단,일반경쟁,총액제,적격심사제,201912201200,20191220,낙찰
