공고구분,공고번호,공고차수,판단번호,항목번호,입찰명,요구년도,발주기관코드,발주기관,계약방법,입찰방법,낙찰자결정방법,개찰일시,개찰일자,입찰결과
정상공고,ERA0009,1,2102A,***,냉난방기,2020,ERA,우주지휘통신총괄계약팀,일반경쟁,총액제,적격심사제,202012291500,20201229,유찰
긴급공고,HCL0004,1,00234,***,21-학사관리 통합체계 유지보수 용역,2021,HCL,공군사관학교,제한경쟁,총액제,적격심사제,202012291100,20201229,낙찰
긴급공고,HCS0036,1,57689,***,"'21년 육류(장교,토성회관)계약",2020,HCS,제3훈련비행단,제한경쟁,총액제,적격심사제,202012291300,20201229,낙찰
긴급공고,HDF0079,1,56925,***,"'21년 병사,간부식당 음식물 쓰레기 처리용역",2020,HDF,공군 제8전투비행단,제한경쟁,총액제,적격심사제,202012291100,20201229,유찰
정상공고,HDK0054,1,56382,***,21년 음식물쓰레기 위탁처리 용역,2020,HDK,공군제11전투비행단,수의계약,총액제,적격심사제,202012291030,20201229,유찰
정상공고,HDK0055,1,56634,***,항공관제레이더(ASR) 관급자재 통신배선반,2020,HDK,공군제11전투비행단,제한경쟁,총액제,적격심사제,202012291330,20201229,낙찰
재공고,HDN0035,2,54715,***,00비 00창 강릉지소 신축 공사(콘크리트파일 제조),2020,HDN,공군제18전투비행단,제한경쟁,총액제,적격심사제,202012291100,20201229,유찰
긴급공고,LDC0015,1,56964,***,'21년 과학화 전투훈련 체계 유지보수 용역사업,2020,LDC,육군과학화전투훈련단,제한경쟁,총액제,적격심사제,202012291030,20201229,낙찰
정상공고,LHR0060,1,56463,***,21년도 무한잉크 및 렌탈프린터 임차용역,2020,LHR,육군 제37보병사단,제한경쟁,총액제,적격심사제,202012291100,20201229,낙찰
정정공고,LKD0036,2,54349,001,21년 직접입영 신체검사 부분위탁검사 용역,2020,LKD,제32보병사단,제한경쟁,단가제,적격심사제,202012291030,20201229,유찰
긴급공고,LKG0056,1,57245,***,21년 부산지역 음식물쓰레기 처리용역,2020,LKG,육군제53보병사단,제한경쟁,총액제,적격심사제,202012291100,20201229,낙찰
정정공고,LPG0045,3,52815,***,GOP 과학화 광망 경계시스템 재료(광망 등 12건),2020,LPG,제5보병사단,제한경쟁,총액제,적격심사제,202012291100,20201229,낙찰
정정공고,LPK0031,2,56717,***,정수기 임차용역(21년 ~ 23년),2020,LPK,제8기동사단,제한경쟁,총액제,적격심사제,202012291100,20201229,낙찰
정상공고,MCX0046,1,56043,***,21년 자운대지역 음식물류 폐기물 처리용역,2020,MCX,자운대근무지원연대,수의계약,총액제,적격심사제,202012291100,20201229,유찰
긴급공고,MDK0038,1,56534,***,20-3차 아크부대 재보급물자 항공수송 관리용역,2020,MDK,국군수송사령부,일반경쟁,총액제,적격심사제,202012291030,20201229,낙찰
긴급공고,MDK0040,1,56921,***,하버크레인 엔진 외주정비 용역(20-2차),2020,MDK,국군수송사령부,제한경쟁,총액제,적격심사제,202012291030,20201229,낙찰
재공고,MHD0083,2,47210,***,대우조선해양 차기호위함 물품대금 소송위탁계약,2020,MHD,방위사업청(운영지원과),협상에의한계약(전자),총액제,최저가격제,202012291600,20201229,낙찰
긴급공고,MHD0086,1,55805,***,K-11복합형소총 관련 채무부존재확인 소송위탁계약,2020,MHD,방위사업청(운영지원과),협상에의한계약(전자),총액제,최저가격제,202012291500,20201229,낙찰
정상공고,SCF0002,1,00165,***,스테이브 케이블 등 4종 구매,2021,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202012291030,20201229,순위확정
재공고,SCH0207,2,54846,***,21-부 음식물류 폐기물 처리용역,2020,SCH,해군작전사령부,일반경쟁,총액제,적격심사제,202012291030,20201229,낙찰
정정공고,SFD0121,2,57094,***,항공연료고 감시제어설비 제조 설치,2020,SFD,제9227부대,일반경쟁,총액제,적격심사제,202012291030,20201229,낙찰
긴급공고,SFH0004,1,00188,***,21-B-오폐수처리시설 위탁관리 용역,2021,SFH,제9196부대,제한경쟁,총액제,적격심사제,202012291100,20201229,낙찰
긴급공고,SFH0005,1,00220,***,21-B-IP교환기 유지보수 용역,2021,SFH,제9196부대,제한경쟁,총액제,적격심사제,202012291100,20201229,낙찰
긴급공고,SFH0006,1,00222,***,21-B-복지시설 식자재 구매 납품,2021,SFH,제9196부대,제한경쟁,총액제,적격심사제,202012291100,20201229,낙찰
긴급공고,HCL0002,1,00146,***,생도식당 계란조림 등 251종,2021,HCL,공군사관학교,제한경쟁,총액제,적격심사제,202012281100,20201228,낙찰
긴급공고,HCL0003,1,00170,***,공사 파입부대 식자재 계약 (3부대),2021,HCL,공군사관학교,제한경쟁,총액제,적격심사제,202012281100,20201228,낙찰
긴급공고,HCL0001,1,00190,***,"간부식당 식자재 (성무,웅비)",2021,HCL,공군사관학교,제한경쟁,총액제,적격심사제,202012281100,20201228,낙찰
긴급공고,HCS0035,1,57645,***,'21년 병사식당 음식물류 폐기물 처리,2020,HCS,제3훈련비행단,제한경쟁,총액제,적격심사제,202012281100,20201228,낙찰
재공고,LDH1030,2,55336,001,00단 폐수처리 용역,2020,LDH,육군종합정비창,수의계약,단가제,적격심사제,202012281300,20201228,유찰
긴급공고,LFC0037,1,52298,001,장거리 이동 신병 도시락 납품,2020,LFC,육군훈련소,2단계경쟁(동시),단가제,최저가격제,202012281000,20201228,낙찰
긴급공고,LMH0034,1,56113,***,공정사단 B여단 관급자재(통합배선) 제조설치,2020,LMH,제7군단,제한경쟁,총액제,적격심사제,202012281030,20201228,낙찰
긴급공고,LNG0050,1,56936,***,'21년 직접입영신체검사 용역,2020,LNG,육군 제1군단,제한경쟁,총액제,적격심사제,202012281130,20201228,유찰
재공고,MDD0188,2,53657,***,20년 리모델링 2-1차 의무비품 구매,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012281100,20201228,낙찰
긴급공고,MDD0197,1,56115,***,21년 2-4차 리모델링 의무비품 구매,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012281100,20201228,낙찰
긴급공고,MDD0196,1,56143,***,21년 2-3차 리모델링 의무비품 구매,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012281100,20201228,낙찰
재공고,SCR0100,2,52543,***,21-안 000운용대 급식 구매,2020,SCR,해군제3함대사령부,제한경쟁,총액제,적격심사제,202012281030,20201228,낙찰
정상공고,HCF0181,1,55065,***,'21년 한마음회관 식자재 구매(육류),2020,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202012241500,20201224,낙찰
정상공고,HCF0182,1,55143,***,'21년 한마음회관 식자재 구매(어패류),2020,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202012241500,20201224,낙찰
긴급공고,HCS0034,1,56150,***,"'21년 공산품 및 채소류(장교,토성회관)계약",2020,HCS,제3훈련비행단,제한경쟁,총액제,적격심사제,202012241100,20201224,낙찰
긴급공고,HDN0036,1,55882,***,00비 00창 강릉지소 신축공사(항온항습기 제조설치),2020,HDN,공군제18전투비행단,제한경쟁,총액제,적격심사제,202012241100,20201224,낙찰
정상공고,HDR0018,1,55053,***,간부숙소 신축(성거) - 냉난방기 구매설치,2020,HDR,공군방공관제사령부,제한경쟁,총액제,적격심사제,202012241030,20201224,낙찰
긴급공고,LHP0038,1,51634,***,"간성아파트 2,3차 신축 타일 제조납품",2020,LHP,제22보병사단,일반경쟁,총액제,적격심사제,202012241100,20201224,유찰
정상공고,LMR0029,1,55418,***,군 숙소 청소 용역,2020,LMR,제5군단사령부,제한경쟁,총액제,적격심사제,202012241030,20201224,낙찰
긴급공고,LPN0034,1,55872,***,00부대 토양정밀조사 용역(700),2020,LPN,수도군단,일반경쟁,총액제,적격심사제,202012241030,20201224,낙찰
긴급공고,MCS0100,1,55695,***,21-간부숙소 청소용역,2020,MCS,국방부계룡대근무지원단,일반경쟁,총액제,적격심사제,202012241030,20201224,낙찰
긴급공고,MDD0194,1,55120,***,21년 2-1차 리모델링 의무비품 구매,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012241100,20201224,낙찰
긴급공고,MDD0193,1,55194,***,21년 의료폐기물 위탁 처리용역,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012241100,20201224,유찰
긴급공고,MDD0195,1,55221,***,21년 2-2차 리모델링 의무비품 제조 구매,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012241100,20201224,낙찰
정상공고,MDI0009,1,54612,***,21년 교환기 유지보수 용역,2020,MDI,제7016부대,지명경쟁,총액제,적격심사제,202012241100,20201224,낙찰
정상공고,MDI0010,1,54616,***,21년 전산장비 유지보수 용역,2020,MDI,제7016부대,제한경쟁,총액제,적격심사제,202012241100,20201224,낙찰
정상공고,SCF0001,1,00167,***,"발사장치, 비살상용 구매",2021,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202012241030,20201224,순위확정
재공고,SCF0206,3,52245,***,고속상륙정(LSF-I) 고압공기 압축기 정비,2020,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202012241030,20201224,유찰
재공고,SCR0095,2,52602,***,21-목 콩나물 등 25종 구매,2020,SCR,해군제3함대사령부,제한경쟁,총액제,적격심사제,202012241030,20201224,낙찰
재공고,SCR0097,2,53873,***,21-목 배추김치 등 8종 구매,2020,SCR,해군제3함대사령부,제한경쟁,총액제,적격심사제,202012241030,20201224,유찰
긴급공고,SFL0015,1,00192,***,21-교-CBT교실 유지보수 용역,2021,SFL,제3283부대,제한경쟁,총액제,적격심사제,202012241100,20201224,낙찰
정상공고,UMM0003,1,00166,***,21년 프린터 임대 용역(21J009-I),2021,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202012241100,20201224,낙찰
정상공고,UMM0624,1,51503,***,21-해병대 대형버스 수송 용역,2020,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202012241100,20201224,낙찰
긴급공고,UMM0625,1,56004,***,20-국방홍보원 신축 무대장치 제조설치,2020,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202012241100,20201224,낙찰
긴급공고,HDK0053,1,53725,***,21-정화시설 관리 용역,2020,HDK,공군제11전투비행단,제한경쟁,총액제,적격심사제,202012231030,20201223,유찰
정정공고,HDM0041,2,55454,***,'21년 에이스가든 식자재 구매,2020,HDM,공군제17전투비행단,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
긴급공고,HDP0094,1,55333,***,간부 식당 3개소 식자재 구매,2020,HDP,공군제19전투비행단,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
긴급공고,HDP0095,1,55363,***,간부 식당 3개소 김치 구매,2020,HDP,공군제19전투비행단,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
긴급공고,LCH0036,1,55576,***,특수타격종합훈련장 엘리베이터 설치납품(교-신-5-10),2020,LCH,특수전사령부,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
긴급공고,LNG0048,1,55815,***,'21년 직할부대 렌탈프린터 용역(24개 부대),2020,LNG,육군 제1군단,제한경쟁,총액제,적격심사제,202012231030,20201223,유찰
긴급공고,LQH0038,1,55852,***,21년 음식물 쓰레기 처리용역,2020,LQH,제3697부대,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
정정공고,MCF0003,4,53737,***,제2충혼당 신축공사 관급자재(특수페인트) 구매,2020,MCF,국립서울현충원,수의계약,총액제,적격심사제,202012231300,20201223,유찰
정상공고,MCM0026,1,55185,***,21년 조사체계 유지보수 용역,2020,MCM,4284부대,일반경쟁,총액제,적격심사제,202012231100,20201223,낙찰
재공고,MCN0094,3,49180,***,'21년 차량정비용(버스/트럭)수리부속 구매,2020,MCN,국방부근무지원단,제한경쟁,총액제,적격심사제,202012231500,20201223,낙찰
정상공고,MDG0250,1,53704,***,2021년 VoIP 교환기 정비 유지보수용역,2020,MDG,국군의무사령부,제한경쟁,총액제,적격심사제,202012231100,20201223,유찰
정상공고,MDR0057,1,54930,***,21년 음식물쓰레기 위탁처리 용역,2020,MDR,제9965부대,제한경쟁,총액제,적격심사제,202012231100,20201223,낙찰
긴급공고,SCH0211,1,55783,***,감자수제비 등 91종,2020,SCH,해군작전사령부,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
긴급공고,SCH0212,1,55784,***,일반우유 등 25종,2020,SCH,해군작전사령부,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
긴급공고,SCH0210,1,55803,***,배추김치 등 9종,2020,SCH,해군작전사령부,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
정상공고,SFC0196,1,55179,***,분말짜장 등 173품목 구매,2020,SFC,제9691부대,제한경쟁,총액제,적격심사제,202012231030,20201223,낙찰
긴급공고,SFG0208,1,55768,***,21-K-오수처리시설 위탁관리 용역,2020,SFG,제9181부대,일반경쟁,총액제,적격심사제,202012231100,20201223,낙찰
정상공고,UMM0002,1,00113,***,21년 해군 하역용역(21H013-I),2021,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202012231100,20201223,낙찰
정상공고,UMM0555,1,43545,***,(20G059-H)사이버 상황공유체계 구축사업,2020,UMM,국군재정관리단,협상에의한계약(전자),총액제,최저가격제,202012231400,20201223,낙찰
긴급공고,UMM0593,1,47232,***,20-공무직근로자 임금체계 연구용역(K041),2020,UMM,국군재정관리단,협상에의한계약(전자),총액제,최저가격제,202012231100,20201223,낙찰
정상공고,UMM0623,1,48437,***,21년 부식류 민간위탁 배송용역,2020,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202012231100,20201223,유찰
정상공고,UMM0622,1,52924,***,21년 해병대 육로화물 수송용역(21H014-I),2020,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202012231100,20201223,낙찰
재공고,EHF0214,2,8282M,***,소총 조준사격 드론(2차),2020,EHF,미래전력사업전력운영계약팀,수의계약,총액제,최저가격제,202012221100,20201222,유찰
긴급공고,HCM0004,1,00202,***,'21년 스마트교실 교육망 유지보수,2021,HCM,공군교육사령부,제한경쟁,총액제,적격심사제,202012221100,20201222,낙찰
긴급공고,HCM0005,1,00203,***,"'21년 (진주, 사천) 임대프린터 임차용역",2021,HCM,공군교육사령부,제한경쟁,총액제,적격심사제,202012221400,20201222,낙찰
정상공고,HCM0066,1,54680,***,20-21 금속명찰 등 3품목,2020,HCM,공군교육사령부,제한경쟁,총액제,적격심사제,202012221300,20201222,낙찰
긴급공고,HCQ0082,1,55281,***,21년 음식물류 폐기물 처리 용역,2020,HCQ,공군제5공중기동비행단,제한경쟁,총액제,적격심사제,202012221100,20201222,유찰
긴급공고,HCS0033,1,55612,***,"'21년도 김치류(장교회관,토성회관) 계약",2020,HCS,제3훈련비행단,제한경쟁,총액제,적격심사제,202012221100,20201222,낙찰
정상공고,HDE0004,1,54874,***,00호텔 객실 세탁물 20종 처리용역,2020,HDE,공군항공안전단,일반경쟁,총액제,적격심사제,202012221320,20201222,낙찰
정상공고,HDE0005,1,54961,***,에어스포렉스 세탁물 4종 처리용역,2020,HDE,공군항공안전단,일반경쟁,총액제,적격심사제,202012221130,20201222,낙찰
정상공고,HDE0006,1,55016,***,000아파트 등 2개소 시설관리용역,2020,HDE,공군항공안전단,일반경쟁,총액제,적격심사제,202012221100,20201222,낙찰
긴급공고,HDK0051,1,53723,***,21-사업장 생활계폐기물 처리용역,2020,HDK,공군제11전투비행단,제한경쟁,총액제,적격심사제,202012221030,20201222,유찰
긴급공고,HDM0039,1,55199,***,'21년 레스큐가든 식자재 납품(수제비 외 213품목),2020,HDM,공군제17전투비행단,제한경쟁,총액제,적격심사제,202012221030,20201222,낙찰
긴급공고,HDP0001,1,00183,***,21년 컬러 잉크젯 프린터 임차,2021,HDP,공군제19전투비행단,제한경쟁,총액제,적격심사제,202012221100,20201222,낙찰
긴급공고,HDP0002,1,00184,***,21년 활주로 포장유지관리체계 유지보수 용역,2021,HDP,공군제19전투비행단,일반경쟁,총액제,적격심사제,202012221100,20201222,순위확정
긴급공고,HDQ0073,1,55046,***,21-음식물폐기물 위탁처리,2020,HDQ,제20전투비행단,일반경쟁,총액제,적격심사제,202012221030,20201222,낙찰
재공고,HFD0011,2,54048,***,'20년 수송중대 타이어 등 10종 구매 계약,2020,HFD,공군제38전투비행전대,제한경쟁,총액제,적격심사제,202012221030,20201222,낙찰
재공고,LDG0088,2,50686,***,21년 탄약 비군사화시설 위탁운영 용역,2020,LDG,육군 탄약지원사령부,2단계경쟁(동시),총액제,최저가격제,202012221600,20201222,유찰
긴급공고,LDH1028,1,54269,***,자동세척기 제조설치,2020,LDH,육군종합정비창,2단계경쟁(동시),총액제,최저가격제,202012221500,20201222,낙찰
긴급공고,LDH1030,1,55336,001,00단 폐수처리 용역,2020,LDH,육군종합정비창,수의계약,단가제,적격심사제,202012221300,20201222,유찰
긴급공고,LKQ0021,1,52657,***,21년 KUH-1 시뮬레이터 외주정비 용역,2020,LKQ,육군항공학교,일반경쟁,총액제,적격심사제,202012221030,20201222,낙찰
긴급공고,LKQ0020,1,52660,***,21년 비행3종 시뮬레이터 외주정비 용역,2020,LKQ,육군항공학교,일반경쟁,총액제,적격심사제,202012221030,20201222,유찰
긴급공고,LKQ0022,1,52679,***,21년 전술훈련 시뮬레이터 외주정비 용역,2020,LKQ,육군항공학교,일반경쟁,총액제,적격심사제,202012221030,20201222,낙찰
긴급공고,LNF0024,1,55422,***,21년 음식물쓰레기 처리용역,2020,LNF,제1보병사단,일반경쟁,총액제,적격심사제,202012221030,20201222,낙찰
긴급공고,LPC0020,1,55173,***,차기다련장7차사업(고강도콘크리트말뚝),2020,LPC,제25보병사단,제한경쟁,총액제,적격심사제,202012221130,20201222,낙찰
긴급공고,LPC0022,1,55427,***,차기다련장7차사업(건식제습기),2020,LPC,제25보병사단,제한경쟁,총액제,적격심사제,202012221130,20201222,낙찰
긴급공고,LPC0021,1,55439,***,차기다련장7차사업(혼합골재),2020,LPC,제25보병사단,제한경쟁,총액제,적격심사제,202012221130,20201222,낙찰
긴급공고,LPC0023,1,55505,***,차기다련장7차사업 시설공사(통합배선),2020,LPC,제25보병사단,제한경쟁,총액제,적격심사제,202012221130,20201222,낙찰
정상공고,MCN0109,1,53073,***,'21년 영선보수자재 구매(연간 단가계약),2020,MCN,국방부근무지원단,제한경쟁,총액제,적격심사제,202012221500,20201222,낙찰
재공고,MDN0023,3,50736,***,휴대용 화학탐지기 구매(2차),2020,MDN,국군화생방방호사령부,제한경쟁,총액제,적격심사제,202012221030,20201222,유찰
정상공고,MDP0016,1,54759,***,'21년 전산장비 유지보수 용역,2020,MDP,한미연합군사령부,일반경쟁,총액제,적격심사제,202012221100,20201222,낙찰
재공고,SCF0202,2,50766,***,ㅇㅇ함 선체 고정 크레인 정비,2020,SCF,해군군수사령부,일반경쟁,총액제,적격심사제,202012221030,20201222,낙찰
긴급공고,SCF0052,1,54218,***,21-보-육로화물 수송용역,2020,SCF,해군군수사령부,제한경쟁,총액제,적격심사제,202012221030,20201222,낙찰
재공고,SEE0038,2,52950,***,21-J-사업장폐기물 처리 용역,2020,SEE,제9해병여단,수의계약,총액제,적격심사제,202012221030,20201222,유찰
재공고,SFG0202,2,53834,***,21-강화 액화석유가스 구매(도서지역)(2),2020,SFG,제9181부대,수의계약,총액제,적격심사제,202012221100,20201222,유찰
긴급공고,SFL0010,1,00186,***,21-교-음식물류폐기물 수거 및 처리 용역,2021,SFL,제3283부대,수의계약,총액제,적격심사제,202012221100,20201222,유찰
긴급공고,SFL0123,1,55288,***,장비보관 컨테이너 제조 납품,2020,SFL,제3283부대,제한경쟁,총액제,적격심사제,202012221100,20201222,낙찰
긴급공고,UMM0589,1,44631,***,(206310-G) 20~21년 예비군 영상모의사격장비 구매,2020,UMM,국군재정관리단,2단계경쟁(동시),총액제,최저가격제,202012221100,20201222,낙찰
정상공고,UMM0602,1,51170,***,(20F184-B)'21년 육군 기록관리시스템 유지보수 용역,2020,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202012221100,20201222,낙찰
정상공고,UMM0603,1,52715,***,(20F194-I)21년 00부대 군수물자 하역 용역,2020,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202012221100,20201222,낙찰
정상공고,UMM0600,1,54529,***,"(206059-D)항공장구(고공낙하산, 행사용)구매(납품)",2020,UMM,국군재정관리단,일반경쟁,총액제,적격심사제,202012221100,20201222,낙찰
정상공고,UMM0601,1,54537,***,(20F176-G) 훈련병 편지 출력용 렌탈프린터 임차계약,2020,UMM,국군재정관리단,제한경쟁,총액제,적격심사제,202012221100,20201222,낙찰
긴급공고,HCC0104,1,55127,***,"필터 엘리먼트 유체용 등 42품목 구매(378, 379)",2020,HCC,해군제1수리창,제한경쟁,총액제,적격심사제,202012211030,20201221,낙찰
긴급공고,HCC0105,1,55128,***,충격임팩트렌치 등 2품목 구매(20377),2020,HCC,해군제1수리창,제한경쟁,총액제,적격심사제,202012211030,20201221,낙찰
긴급공고,HDF0077,1,54922,***,'21년 군 숙소 청소용역,2020,HDF,공군 제8전투비행단,제한경쟁,총액제,적격심사제,202012211100,20201221,낙찰
긴급공고,HDN0035,1,54715,***,00비 00창 강릉지소 신축 공사(콘크리트파일 제조),2020,HDN,공군제18전투비행단,제한경쟁,총액제,적격심사제,202012211100,20201221,유찰
재공고,LDH1021,2,51458,001,폐수처리오니/광재/폐내화물 위탁처리 용역,2020,LDH,육군종합정비창,수의계약,단가제,적격심사제,202012211300,20201221,유찰
재공고,LKS0046,2,46787,***,무선철 제본기 및 자동 묶음기 구매 / 설치,2020,LKS,육군인사사령부,일반경쟁,총액제,적격심사제,202012211030,20201221,낙찰
긴급공고,MCT0072,1,54306,***,선수급식(축산물),2020,MCT,국군체육부대,일반경쟁,총액제,적격심사제,202012211100,20201221,낙찰
긴급공고,MCT0073,1,54307,***,선수급식(유제품),2020,MCT,국군체육부대,제한경쟁,총액제,적격심사제,202012211100,20201221,낙찰
긴급공고,MCT0075,1,54750,***,"21년 선수급식 (농수산물, 공산품 총 679종)",2020,MCT,국군체육부대,일반경쟁,총액제,적격심사제,202012211100,20201221,낙찰
긴급공고,MDD0188,1,53657,***,20년 리모델링 2-1차 의무비품 구매,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012211100,20201221,유찰
긴급공고,MDD0189,1,53898,***,20년 리모델링 2-2차 의무비품 구매,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012211100,20201221,낙찰
긴급공고,MDD0190,1,53899,***,20년 리모델링 2-3차 의무비품 구매,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012211100,20201221,낙찰
긴급공고,MDD0192,1,55137,***,21년 음식물 폐기물 위탁처리용역,2020,MDD,국군수도병원,제한경쟁,총액제,적격심사제,202012211100,20201221,낙찰
긴급공고,SCH0205,1,54819,***,21-특 00지역 승강기 유지보수용역,2020,SCH,해군작전사령부,제한경쟁,총액제,적격심사제,202012211030,20201221,낙찰
긴급공고,SCH0207,1,54846,***,21-부 음식물류 폐기물 처리용역,2020,SCH,해군작전사령부,일반경쟁,총액제,적격심사제,202012211030,20201221,유찰
긴급공고,SCH0206,1,54862,***,21-부 00지역 승강기 유지보수용역,2020,SCH,해군작전사령부,제한경쟁,총액제,적격심사제,202012211030,20201221,낙찰
정상공고,SCR0105,1,53156,***,21-욕 000전진기지대 급식 구매,2020,SCR,해군제3함대사령부,제한경쟁,총액제,적격심사제,202012211030,20201221,낙찰
재공고,SFG0194,2,52810,***,21-K-말도 민간선박 임차 용역,2020,SFG,제9181부대,일반경쟁,총액제,적격심사제,202012211100,20201221,유찰
정상공고,EBB0488,1,1A036,***,"헬기전장품정비(회전자, 발전기용)",2020,EBB,지상공통전력운영계약팀,수의계약,총액제,적격심사제,202012181400,20201218,유찰
정상공고,EQA0038,1,9110,***,항공기 지상지원장비(이동식 유압잭),2020,EQA,헬기총괄계약팀,제한경쟁,총액제,적격심사제,202012181500,20201218,낙찰
정정공고,HCF0175,2,53373,***,"'21년 한마음회관 식자재 구매(쌀,공산품)",2020,HCF,공군군수사령부,제한경쟁,총액제,적격심사제,202012181500,20201218,낙찰
