입찰공고번호,입찰공고차수,입찰공고명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
HCR0030,1,공기청정기 필터 등 4종(23-054),총액계약,제한경쟁,적격심사제,Y,공군제15특수임무비행단,ZD00174,공군제15특수임무비행단,ZD00174,87.995,27368349.0,27389900.0,37181818.0,2023-05-30,13:30:00,개찰완료,24089690.0,88.02,2023-06-01,주식회사천태이엔지,김은애,주근수,864-86-00825,경기도 남양주시 진접읍 팔야로57-0
UMM0243,1,(237102-E) 보장구 52종 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,107307864.0,106598746.0,109665454.0,2023-06-01,11:00:00,개찰완료,94428479.0,87.997,2023-06-01,토리컴퍼니,김미자,김미자,588-48-00195,"경기도 양평군 양서면 신원역길5-1 , 2층"
UMM0245,1,(237233-E) 호흡용 고압공기압축기(고정식) 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,73810748.0,73529411.0,68181818.0,2023-06-02,11:00:00,개찰완료,64949800.0,87.995,2023-06-02,아인비코리아,오창수,오창수,256-23-01222,경기도 화성시 동탄지성로344-3 (반월동)
LNQ0044,1,8월-10월 부대조달 식자재 구매(153품목),총액계약,일반경쟁,적격심사제,Y,제17보병사단,ZD00375,제17보병사단,ZD00375,82.995,1540101491.0,1530633238.0,1391484761.0,2023-07-18,10:30:00,개찰완료,1281134319.0,83.185,2023-07-18,(주)현대그린푸드,박홍진,신범호,656-81-02756,"경기도 용인시 수지구 문인로30-0 (동천동, 현대그린푸드)"
SCF0341,1,전원공급기 1EA 제조,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,29000000.0,27272727.0,2023-07-18,10:30:00,유찰,,,,,,,,
SCF0359,1,(긴급)이경  콘넥트 조인트 65A 등 58종,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,33531810.0,33565000.0,33218381.0,2023-09-12,13:00:00,개찰완료,33225500.0,99.086,2023-09-13,제일테크,김문길,김문길,182-37-00235,부산광역시 사하구 다대로613-0 (다대동) 자유마트 220호
LBB0074,1,면류,단가계약,일반경쟁,적격심사제,Y,육군제7789부대,ZD00074,육군제7789부대,ZD00074,82.995,8031.0,8087.0,17785301.0,2023-09-12,10:30:00,개찰완료,6675.0,83.111,2023-09-12,체리시스템,조성민,윤지현,606-33-57842,부산광역시 강서구 공항로461-0 (대저2동)
LQG0043,1,00부대 연병장 개선공사 탄성포장재(트랙) 구매설치,총액계약,제한경쟁,적격심사제,Y,육군 52보병사단,ZD00273,육군 52보병사단,ZD00273,82.995,,64024800.0,58519090.0,2023-05-03,11:00:00,유찰,,,,,,,,
LQG0043,2,00부대 연병장 개선공사 탄성포장재(트랙) 구매설치,총액계약,제한경쟁,적격심사제,Y,육군 52보병사단,ZD00273,육군 52보병사단,ZD00273,82.995,,64024800.0,58519090.0,2023-06-01,11:00:00,유찰,,,,,,,,
LCF0481,1,표시기 시간 합계식 등 6항목 구매(일장),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,18656812.0,18687077.0,17328017.0,2023-05-09,11:30:00,개찰완료,18100000.0,97.015,2023-05-09,제이에이치텍,강종현,강종현,648-03-02612,부산광역시 사상구 가야대로196번길63
LDG0065,1,차량용 결박밴드 구매,총액계약,제한경쟁,적격심사제,Y,육군 제3808부대,ZD00086,육군 제3808부대,ZD00086,87.995,39200443.0,39244140.0,35676490.0,2023-06-13,10:30:00,개찰완료,34494480.0,87.995,2023-06-14,마비스,김영훈,김영훈,662-19-02389,"경기도 파주시 교하로100, 915동 9층 905호(목동동, 힐스테이트 운정)"
LDG0066,1,등짐형 염화칼슘 살포기 구매,총액계약,제한경쟁,적격심사제,Y,육군 제3808부대,ZD00086,육군 제3808부대,ZD00086,87.995,26626579.0,26400000.0,24000000.0,2023-06-13,10:30:00,개찰완료,23430730.0,87.997,2023-06-13,뉴썬컴퍼니,유인선,유인선,618-21-14315,"서울특별시 관악구 관악로285, 107-1706 (봉천동, 성현동아아파트)"
EPA0004,1,트럭 트랙터 레커용,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,134440259.0,134544000.0,0.0,2023-07-06,15:00:00,개찰완료,124000000.0,92.234,2023-07-06,주식회사 평강비아이엠(B. I. M),최길호,김지호,403-81-22968,전라북도 익산시 삼기면 삼기농공단지길 44()
SCF0188,1,차돌박이(냉동) 등 2종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,105500116.0,105147058.0,107250000.0,2023-07-27,10:30:00,개찰완료,92876000.0,88.034,2023-07-27,영농조합법인 초현,이상조,이상조,615-86-01538,경상남도 김해시 김해대로2576번길68-0 (어방동)
LCF0589,1,레규레이터 등 5항목 구매(일장-052),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,122467680.0,122667849.0,111516226.0,2023-08-22,12:30:00,개찰완료,108548780.0,88.634,2023-08-23,주식회사 에스엠플래닛,조현선,조현선,606-86-62996,충청남도 아산시 배방읍 희망로46번길45-29
LCH0052,1,지게차 구매(특-23-물-44),총액계약,제한경쟁,적격심사제,Y,특수전사령부,ZD00055,특수전사령부,ZD00055,87.995,43539875.0,43109000.0,39190000.0,2023-07-28,10:30:00,개찰완료,41384600.0,95.049,2023-07-28,지스몽다,김민지,김민지,702-71-00014,경기도 의정부시 둔야로45번길11-0 (의정부동)
LDH0675,1,K1전차 스커트 등 2종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,7253000.0,6725643.0,2023-09-19,13:00:00,유찰,,,,,,,,
LDH0678,1,(정비용자재)마봉강 등 35종 구매,총액계약,수의계약,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,10532000.0,9766945.0,2023-09-19,13:00:00,유찰,,,,,,,,
LDH0687,1,K21 집적회로 등 3종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,25423715.0,25435000.0,23585758.0,2023-09-19,13:00:00,개찰완료,22406000.0,88.13,2023-09-19,카페그루터기,김상은,김상은,858-24-00671,"강원특별자치도 춘천시 춘천로58, 1층(효자동)"
LDH0693,1,(화공) 주물사5호등 3종구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,9517399.0,9498000.0,8807963.0,2023-09-19,13:00:00,개찰완료,8566721.0,90.011,2023-09-21,주식회사 창원상사,이은석,이은석,804-81-00357,경상북도 포항시 남구 대해로89-1 (대도동)
UMM0523,1,(236055-G) 23년 2작전사 전시체계 구축사업,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,129740667.0,131607313.0,122035872.0,2023-09-20,11:00:00,개찰완료,114586539.0,88.319,2023-09-20,소성정보기술 주식회사,김금남,이의재,201-86-03701,서울특별시 구로구 공원로11길 33(구로동)
SCF0145,1,필터엘리먼트  공기조절기용 등 2종 구매,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,378095223.0,376000000.0,349090909.0,2023-04-20,10:30:00,개찰완료,345920000.0,91.49,2023-04-21,태양이엔지 주식회사,박준희,박준희,615-81-68228,경상남도 밀양시 중앙로 129()
EHF0139,1,23년 천마 전력장치 정비,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,87.995,87305588.0,87194000.0,0.0,2023-07-13,15:00:00,개찰완료,78474600.0,89.884,2023-07-13,주식회사 엠바이지,강석원,장혜민,602-81-63718,부산광역시 영도구 남항서로42-0 (남항동3가)
LDH0455,1,발칸 너트 등 17종 구매,총액계약,수의계약,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,6323000.0,5864039.0,2023-05-18,13:00:00,유찰,,,,,,,,
LDH0462,1,발칸 장치대 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,14530684.0,14417000.0,13368727.0,2023-05-19,13:00:00,개찰완료,12874381.0,88.601,2023-05-19,주식회사 에이앤씨인터내셔널,천성무,천성무,671-81-02599,"경상북도 구미시 송정대로99, 1210호 (송정동, 송정 유성푸르나임)"
SFG0100,1,형광펜 등 550품목 구매,총액계약,제한경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,30471052.0,30370110.0,27649190.0,2023-08-29,10:30:00,개찰완료,26814900.0,88.001,2023-08-29,동진상사,윤영현,윤영현,221-06-97424,"경기도 평택시 중앙2로13-0 (평택동,  센텀스카이빌딩)4층 401-D04호"
UMM0429,1,23-F-시험세트 무선기용 구매(U),총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,105357460.0,105140000.0,97500000.0,2023-09-01,11:00:00,개찰완료,92712230.0,87.997,2023-09-01,(s)클래스,김성수,김성수,347-02-02876,충청남도 논산시 성동면 논산평야로436번길14-29
SCF0385,1,청소차(습식) 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,12048719.0,12000000.0,11220000.0,2023-08-29,10:30:00,개찰완료,10602489.0,87.996,2023-08-29,주식회사 해피트리,이진우,이진우,778-88-01769,경상북도 포항시 남구 연일읍 유강길9번길61-0 상가동 108호(대림한숲타운1차상가)
SCF0094,1,전시파손항공기수리차 1EA 제조,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,53000000.0,49450000.0,2023-03-28,10:30:00,유찰,,,,,,,,
SCF0094,2,전시파손항공기수리차 1EA 제조,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,53225437.0,53000000.0,49450000.0,2023-04-04,10:30:00,개찰완료,47980000.0,90.144,2023-04-04,주식회사 와풀,송봉주,노재란,117-81-86004,경기도 김포시 월곶면 김포대로2708-37
LDH0293,1,(정비) 가제수입포등 8종구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,35718732.0,35621000.0,33030909.0,2023-03-30,13:00:00,개찰완료,31437490.0,88.014,2023-03-30,(주)협성산업,임재춘,임재춘,140-81-61167,서울특별시 구로구 경인로43길42 (고척동)
ETA0005,1,정보보안장비(보안수사법 과학장비),총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,,4542640000.0,0.0,2023-08-16,16:00:00,유찰,,,,,,,,
ETA0005,2,정보보안장비(보안수사법 과학장비),총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,,4542640000.0,0.0,2023-09-20,15:00:00,순위확정,,,,,,,,
ETA0006,1,정보보안장비(첨단과학화 경호장비),총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,4086950331.0,4082673000.0,0.0,2023-08-24,15:00:00,개찰완료,3459269000.0,84.641,2023-08-25,주식회사 조인트리,김흥중,전호영,408-81-43838,광주광역시 서구 마륵로28-1 (마륵동)
LGI0051,1,23년 정비피복 구매,총액계약,2단계경쟁(동시),최저가격제,N,제3130부대,ZD01109,제3130부대,ZD01109,0.0,161356761.0,161836274.0,150066363.0,2023-06-08,11:30:00,개찰완료,160217900.0,99.294,2023-06-08,사단법인한국기능장애인협회드림장애인작업장,김재승,우병동,631-82-00149,서울특별시 도봉구 도봉로667-0 (방학동) 2층
UMM0230,1,(236132-F)교육정보 종합시스템 교체(리스물건),총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,247453553.0,247952340.0,238914845.0,2023-05-31,11:00:00,개찰완료,205506527.0,83.048,2023-05-31,도원정보시스템 주식회사,김종호,김종호,119-86-19447,경기도 안양시 동안구 흥안대로445(평촌동) 제6층 615호 안양평촌동지식산업센터
UMM0241,1,(237217-E) 상용 위성전화기 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,231249676.0,231869000.0,251200000.0,2023-06-01,11:00:00,개찰완료,193882780.0,83.841,2023-06-01,주식회사 유노미아,배태웅,김미진,314-86-12199,"대전광역시 서구 도산로 485(탄방동, 4층)"
HCF0154,1,23-H-41 압축기유니트  왕복식 구매,총액계약,제한경쟁,적격심사제,Y,공군군수사령부,ZD00306,공군군수사령부,ZD00306,87.995,35615613.0,35840000.0,39657600.0,2023-07-11,10:30:00,개찰완료,31340200.0,87.995,2023-07-11,디더블유지（DWZ）,김동원,김동원,120-11-88266,"서울특별시 강남구 삼성로212, 20동 805호(대치동, 은마아파트)"
EHF0157,1,제어판조립체  천마,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,87.995,,30078000.0,0.0,2023-08-10,14:00:00,유찰,,,,,,,,
EHF0157,2,제어판조립체  천마,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,87.995,30178622.0,30078000.0,0.0,2023-08-22,14:00:00,개찰완료,26567596.0,88.034,2023-08-22,주식회사 엔아이티,전규성,전규성,666-88-02830,"경상북도 김천시 혁신로288-5, 303호(율곡동, 스네일파크)"
LGI0089,1,등갈비 등 5종,단가계약,일반경쟁,적격심사제,Y,제3130부대,ZD01109,제3130부대,ZD01109,82.995,176873.0,175324.0,411520127.0,2023-07-11,10:30:00,개찰완료,146810.0,83.002,2023-07-12,주식회사 코주부비앤에프 (B&F),이춘복,나병선,303-81-56659,경기도 하남시 감이남로74-24 (감이동)
LDH0670,1,23년 정비피복(정비파카) 제조,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,48039000.0,44545454.0,2023-09-13,13:30:00,유찰,,,,,,,,
LDH0670,2,23년 정비피복(정비파카) 제조,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,48162984.0,48039000.0,44545454.0,2023-09-19,13:30:00,개찰완료,42442500.0,88.122,2023-09-19,대우유니폼,윤형석,윤형석,461-15-01042,경상남도 창원시 마산회원구 양덕로대우빌딩5층
UMM0455,1,23-N-이동형 집진기 제조,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,,74410000.0,69000000.0,2023-09-20,11:00:00,유찰,,,,,,,,
UMM0455,2,23-N-이동형 집진기 제조,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,74715102.0,74410000.0,69000000.0,2023-09-27,11:00:00,개찰완료,66618800.0,89.163,2023-09-27,주식회사 신영이엔지,박은규,박석규,701-87-01874,충청남도 아산시 둔포면 아산밸리로388번길56
SCF0115,1,구축함 음탐기 수중케이블 및 소나돔 윈도우 정비,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,2513384387.0,2500000000.0,2328813636.0,2023-09-14,10:30:00,개찰완료,2119700000.0,84.336,2023-09-14,(주)킴스유비큐,임종훈,박건우,113-81-98037,"경기도 안양시 동안구 학의로250, 903호(관양두산벤처다임)"
MDG0052,1,특수수술재료(수술재료2) 4종 구매,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,220281504.0,220114480.0,204187836.0,2023-03-23,11:00:00,개찰완료,196560000.0,89.231,2023-03-23,더윈메디,오지혜,김중익,114-42-00366,서울특별시 강서구 화곡로429-0 (가양동) 402-5호
UMM0101,1,23-F-차량 견인식 FO제거 스위퍼 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,448231653.0,445360000.0,412974545.0,2023-03-24,11:00:00,개찰완료,372201740.0,83.037,2023-03-24,주식회사 제이에프,진주,윤경은,876-88-01248,"충청북도 청주시 청원구 율봉로159번길73-1, 301호(율량동, 스톰비오피스센터)"
EBB0077,2,23년~24년 UH-60 셀 전지용,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,36664000.0,0.0,2023-04-27,14:00:00,유찰,,,,,,,,
EKA0025,1,일반공구류(소형전술차량 4차양산),총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,276906417.0,277554000.0,0.0,2023-06-01,10:30:00,개찰완료,232952256.0,84.126,2023-06-01,주식회사 제이에프,진주,윤경은,876-88-01248,"충청북도 청주시 청원구 율봉로159번길73-1, 301호(율량동, 스톰비오피스센터)"
UMM0252,1,(236215-B) 고정형 음원수집기지 구축사업,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,247081960.0,245080000.0,245480000.0,2023-06-02,11:00:00,개찰완료,205281458.0,83.082,2023-06-02,영현정보통신(주),김두식,김현우,121-81-40540,"서울특별시 구로구 공원로6나길12-0 (구로동,경방빌딩) 301호"
HDG0041,1,23년 식자재 자율운영부식 연간 계약,총액계약,제한경쟁,적격심사제,Y,공군제10전투비행단,ZD00184,공군제10전투비행단,ZD00184,87.995,186114466.0,186339920.0,173585236.0,2023-06-01,11:00:00,개찰완료,163776000.0,87.997,2023-06-01,주식회사 푸드밀,노수자,이광현,524-86-00868,"경기도 화성시 동탄광역환승로63-0 (오산동, 동탄역 반도유보라 아이비파크 7.0) 106동 3층 302호"
LDH0515,1,(정비) 면봉등 69종구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,25850982.0,25946000.0,24059263.0,2023-06-07,13:00:00,개찰완료,23350102.0,90.325,2023-06-07,주식회사 창원상사,이은석,이은석,804-81-00357,경상북도 포항시 남구 대해로89-1 (대도동)
NIT0016,1,수사장비 구매,총액계약,제한경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,45543164.0,45570000.0,41427272.0,2023-06-01,11:00:00,개찰완료,42288400.0,92.853,2023-06-01,주식회사 모든통상,최광용,최광용,117-81-77636,"서울특별시 구로구 가마산로232 (구로동, 스페스큐브)"
SCF0293,1,(긴급)밸브 체크형 등 11종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,68280311.0,67991000.0,64550000.0,2023-06-01,10:30:00,개찰완료,60084268.0,87.996,2023-06-01,평강,황진영,황진영,716-10-02096,"서울특별시 관악구 서원3길1-0 (신림동, 우석아트빌) 201호"
SCF0291,1,(긴급)실린더 작동용 선형 등 3종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,12479595.0,12524000.0,11613636.0,2023-06-01,10:30:00,개찰완료,10982150.0,88.0,2023-06-01,시연상사,최재원,최재원,856-19-01078,"경상남도 창원시 마산합포구 북성로71, 1층일부(상남동)"
UMM0258,1,(237211-C) 전사자 유해 유전자 검사 재료 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,678287186.0,672375000.0,627052000.0,2023-06-08,11:00:00,개찰완료,598412650.0,88.224,2023-06-08,주식회사 엘씨케이테크놀로지스,홍광표,박점숙,105-86-64924,서울특별시 강서구 양천로401 (가양동) 강서한강자이타워 B동1503~1506호
LCG0090,1,23년 휴대용무전기 건전지(5종) 구매,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,87.995,28400848.0,28642500.0,28895000.0,2023-07-20,11:00:00,개찰완료,24991800.0,87.996,2023-07-20,라연,나은선,나은선,595-09-01382,"서울특별시 성북구 동소문로15길99 (동소문동7가, 동소문2차 한신휴플러스)"
SCF0342,1,필터 엘리먼트  유체용 등 2종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,78000000.0,72469090.0,2023-07-20,10:30:00,유찰,,,,,,,,
SCF0342,3,필터 엘리먼트  유체용 등 2종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,78000000.0,72469090.0,2023-08-24,10:30:00,순위확정,,,,,,,,
SFG0084,1,분리수거함 등 455품목 구매,총액계약,제한경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,43733203.0,43549800.0,39860909.0,2023-07-25,10:30:00,개찰완료,38483095.0,87.995,2023-07-25,(주)인광전기,강성모,강성모,139-81-27266,인천광역시 미추홀구 남주길139 (주안동)
LFN0045,1,23-2학기 생도교과서(국내서) 구매,총액계약,제한경쟁,적격심사제,Y,육군3사관학교,1290306,육군3사관학교,1290306,90.0,,160350900.0,145773545.0,2023-07-26,14:00:00,유찰,,,,,,,,
LCF0550,1,필터 유닛 액체용 등 11항목 생산능력확인제조(기장),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,172174100.0,156599145.0,2023-07-25,11:30:00,유찰,,,,,,,,
LCF0550,2,필터 유닛 액체용 등 11항목 생산능력확인제조(기장),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,172174100.0,156599145.0,2023-08-01,11:30:00,유찰,,,,,,,,
LDH0702,1,(정비) 방진필터 등 5종구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,7260099.0,7264000.0,6735981.0,2023-09-20,13:00:00,개찰완료,6392000.0,88.042,2023-09-21,주식회사 오케이 다대,송현덕,송현덕,475-87-00374,경기도 화성시 팔탄면 버들로1337-16
LDH0703,1,(정비) 방독마스크 천카바등 15종구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,12330703.0,12330000.0,11434118.0,2023-09-20,13:00:00,개찰완료,10851600.0,88.004,2023-09-21,주식회사 씨에이랩,이승욱,이상국,888-88-01542,"부산광역시 해운대구 센텀중앙로97, 센텀스카이비즈 A동 3511"
ELA0028,1,23년 해상연막조명신호탄류,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,196259000.0,0.0,2023-05-19,10:30:00,유찰,,,,,,,,
SCF0197,1,파이프나선기(C형) 1EA 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,2106145.0,2100000.0,1970909.0,2023-05-09,10:30:00,개찰완료,1955600.0,92.852,2023-05-09,세명종합공구,이정자,이정자,585-41-00635,경상남도 창원시 진해구 용원동로294 (용원동)
SCF0057,1,잠수함(SS-II) 공기압축기 모터 정비,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,17000000.0,16661818.0,2023-06-08,10:30:00,순위확정,,,,,,,,
SCF0057,2,잠수함(SS-II) 공기압축기 모터 정비,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,16908383.0,17000000.0,16661818.0,2023-06-29,10:30:00,개찰완료,14385718.0,85.08,2023-06-29,풍양중전기산업,조현철,조현철,129-17-72706,"경기도 성남시 중원구 광명로89, 에이557호(성남동, 성남 센트럴 푸르지오 시티)"
LDH0435,1,K9자주포 밸브등2종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,5555866.0,5549000.0,5145796.0,2023-05-17,13:00:00,개찰완료,4895000.0,88.105,2023-05-17,조강테크,조재만,조재만,737-10-00061,부산광역시 사상구 가야대로196번길63 1층 (학장동)
ER40007,2,TACAN,총액계약,협상에의한계약(서류),협상,N,방위사업청,1690000,방위사업청,1690000,,,5065000000.0,0.0,2022-10-31,14:00:00,개찰완료,4594700000.0,,2023-06-09,한국공항공사,윤형중,,109-81-76596,서울특별시 강서구 하늘길78 (과해동)
HCF0137,1,23-H-19 교정기 세트  주파수용 구매,총액계약,제한경쟁,적격심사제,Y,공군군수사령부,ZD00306,공군군수사령부,ZD00306,87.995,91822977.0,90970000.0,84354000.0,2023-06-15,10:30:00,개찰완료,89320000.0,97.274,2023-06-15,대길상사,김지영,김지영,204-51-80272,"서울특별시 동대문구 고미술로 100, 송화빌딩 303호(답십리동)"
LPF0061,1,23년도 정비/취사 피복 제조,총액계약,제한경쟁,적격심사제,Y,제5067부대,ZD00019,제5067부대,ZD00019,87.995,94117061.0,93094000.0,84630909.0,2023-06-20,10:30:00,개찰완료,90300400.0,95.944,2023-06-20,주식회사 디앤엠팩토리,김도현,주종국,141-81-31327,경기도 파주시 지목로89-41 (신촌동) 2동 1층
SCF0182,1,LA소갈비(냉동) 등 3종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,148841387.0,149500000.0,162100000.0,2023-06-20,10:30:00,개찰완료,131052700.0,88.048,2023-06-20,송림축산,김미애,김미애,627-95-01606,"경상남도 창원시 진해구 동진로138, 지하층 100-1호(덕산동)"
LNG0061,2,지역방위작전용 야간투시경 구매,총액계약,제한경쟁,적격심사제,Y,육군 제1군단,ZD00275,육군 제1군단,ZD00275,87.995,,19117647.0,17727272.0,2023-08-08,10:30:00,유찰,,,,,,,,
UMM0419,1,(236309-F)종교행사용TV 구매설치,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,255636477.0,256500000.0,245454545.0,2023-08-03,11:00:00,개찰완료,212203000.0,83.009,2023-08-04,주식회사 에코비투,하영임,현영철,110-86-05795,"경기도 고양시 덕양구 삼원로73, 721호(원흥동, 원흥한일윈스타)"
LDH0714,1,부품제작자재 관이음결합체 등 2종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,34611605.0,34564000.0,32050318.0,2023-09-20,13:00:00,개찰완료,30886000.0,89.235,2023-09-20,대명 ENG,이갑용,이갑용,603-01-87894,"부산광역시 강서구 녹산산업중로100-0 (송정동), A동"
LDH0733,1,(정비) 도화용붓등 49종구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,6603714.0,6565000.0,6088054.0,2023-09-21,13:00:00,개찰완료,6255000.0,94.719,2023-09-21,선우상사,도경호,도경호,605-01-42379,"부산광역시 사상구 괘감로 37, 산업용품상가 27-228(괘법동)"
UMM0188,1,(236179-B)재난구조장비(발전기 등 11종) 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,168457840.0,166854900.0,154720000.0,2023-05-19,11:00:00,개찰완료,148234800.0,87.995,2023-05-19,밸라임(valime),김정진,김정진,736-28-01266,부산광역시 동래구 온천천로471번가길12-1 (안락동)
LNS0050,1,23년 야간투시경 제조ㆍ납품,총액계약,제한경쟁,적격심사제,Y,제5708부대,ZD00095,제5708부대,ZD00095,87.995,103292905.0,104000000.0,94545454.0,2023-05-17,11:00:00,개찰완료,92300000.0,89.357,2023-05-18,한백에어 주식회사,허은형,허은형,882-87-00489,"전라북도 익산시 약촌로174-0 (영등동), 익산지식산업센터 507호"
