0,1,2,3,4,5,6,7,8,9,10
시험대,유압,계통,구성,,,,,,,
사병,외투,,,,,,,,,
정전,주파수,변환기,,,,,,,,
계란,구매,납품,,,,,,,,
공항,사용,분담,할로겐,램프,품목,,,,,
증폭기,메인,니트,,,,,,,,
패킹,,,,,,,,,,
연료,,,,,,,,,,
밸브,솔레노이드,,,,,,,,,
토너,구매,,,,,,,,,
해안,케이블,공사,자재,구매,,,,,,
자외선,램프,구매,,,,,,,,
제어장치,소자,,,,,,,,,
로타리,스위치,,,,,,,,,
잉크,품목,구매,,,,,,,,
인화지,구매,,,,,,,,,
팩스,토너,구매,,,,,,,,
무선,충전,드릴,세트,구매,,,,,,
체력,기구,런닝머신,구매,,,,,,,
스위치,,,,,,,,,,
동계,취사,,,,,,,,,
회전,연결,파이프,,,,,,,,
취사,앞치마,원단,,,,,,,,
제동,저항기,,,,,,,,,
브이,벨트,,,,,,,,,
취사,구류,구매,보급,계획,,,,,,
가루비누,슈퍼,타이,구매,,,,,,,
병영,도서관,도서,구매,,,,,,,
의약품,의료,기재,구매,,,,,,,
병영,도서,구매,,,,,,,,
부대,피뢰침,보강,자재,구매,,,,,,
국방,헬프,홍보물,제작,,,,,,,
부대,궤도,정비,오버헤드,크레인,설치,납품,,,,
부대,주거,단지,제조,설치,,,,,,
부대,병영,생활관,신축,플라스틱,창호,제조,납품,,,
,,,,,,,,,,
노래방,기기,,,,,,,,,
금속,작품,품목,,,,,,,,
반기,재난예방,공사,자재,구매,,,,,,
부대,조달,상병,건강검진,시약,구매,,,,,
천막,구매,,,,,,,,,
노출,,,,,,,,,,
타일,,,,,,,,,,
도서,정보처리,기능사,필기,,,,,,,
가열,유체,산업,,,,,,,,
마토,완성,구매,,,,,,,,
케이블,자재,구매,,,,,,,,
고무,블럭,구매,,,,,,,,
부대,조달,의약품,구매,,,,,,,
천막,품목,구매,,,,,,,,
전산,운영,용품,구매,,,,,,,
훈련,교관,벨트,품목,구매,,,,,,
위임,보수,공사,자재,납품,,,,,,
부대,조달,의료,기재,구매,,,,,,
부대,조달,의약품,구매,,,,,,,
냉각수,수처리,,,,,,,,,
속기,,,,,,,,,,
민통선,경계,설치,납품,,,,,,,
오일,필터,,,,,,,,,
부대,교육,소프트웨어,구매,,,,,,,
밸트,구매,,,,,,,,,
앵글,클램프,구매,,,,,,,,
태릉,체력,골프,카트,구매,,,,,,
궤도,부품,구매,,,,,,,,
스프링,,,,,,,,,,
스파게티,,,,,,,,,,
야전,항목,구매,물자,,,,,,,
전동,파렛트,트럭,,,,,,,,
포장,비닐,,,,,,,,,
봉기,,,,,,,,,,
비용,항목,구매,물자,,,,,,,
항공,부속,와샤,평면형,항목,구매,,,,,
항공,부속,핸들,립체,항목,제조,,,,,
항공,부속,덮개,립체,항목,제조,물품,,,,
무전기,세트,램프,항목,구매,물품,,,,,
케이블,립체,전력,항목,구매,물품,,,,,
무전기,축전,전지,항목,구매,물품,,,,,
수위,측정기,기압,센서,항목,구매,물품,,,,
위성,장비,전원공급기,항목,구매,물품,,,,,
탐지,모뎀,항목,구매,물품,,,,,,
통신,가설,케이블,전선,항목,구매,물품,,,,
신용,단자,항목,구매,물품,,,,,,
신용,절연,테이프,항목,구매,물품,,,,,
전지,충전,불가,미스트랄,,,,,,,
유류,취급,안전,구류,구매,,,,,,
디지털,무늬,방한복,상의,,,,,,,
보관,함등,,,,,,,,,
부대,일체,컴퓨터,구매,,,,,,,
자주포,유지,일반,부품,,,,,,,
반기,장비,운영,소모품,구매,,,,,,
립체,항목,구매,궤도,,,,,,,
부대,헌병,피복,작전,장갑,제조,납품,,,,
구매,,,,,,,,,,
이동식,방호벽,구매,,,,,,,,
전산,운영,용품,구매,,,,,,,
조종,흉장,제조,,,,,,,,
탄약,보호,덮개,제조,,,,,,,
전차,간표,제조,,,,,,,,
탄약,비용,목재,파레트,제조,,,,,,
선박,보조,연료,탱크,제조,납품,,,,,
인쇄소,용품,구매,,,,,,,,
연구소,기술,용역,재료,구매,,,,,,
선수,숙소,비품,침대,옷장,구매,,,,,
구급,낭등,구매,,,,,,,,
계용,취사,제조,납품,,,,,,,
정비,재료,케이블,타이,구매,,,,,,
허브,체용,항목,제조,생산,능력,궤도,,,,
부품,키트,유압,전달,장치,항목,구매,궤도,,,
차폐,개스킷,자식,항목,구매,궤도,,,,,
회로,카드,립체,항목,구매,궤도,,,,,
스위치,압력,항목,구매,궤도,,,,,,
제동기,진동,엔진,항목,구매,궤도,,,,,
차단기,상자,항목,구매,궤도,,,,,,
립체,항목,구매,궤도,,,,,,,
항공,등화,소요,자재,,,,,,,
장갑차,전기,장치,부품,,,,,,,
손잡이,립체,,,,,,,,,
밸브,궤도,비용,,,,,,,,
의약품,로디,정외,구매,,,,,,,
교체,코브라,품목,구매,,,,,,,
,,,,,,,,,,
대대,풋살,인조잔디,충진재,설치,납품,,,,,
부대,응급구조사,교과서,구매,,,,,,,
엑소,크림,품목,구매,,,,,,,
부대,교육,장비,카메라,구매,,,,,,
편의,시설,유지,도로표지,용도,료외,품목,,,,
세라믹,,,,,,,,,,
포탄,립체,,,,,,,,,
에어컨,실외,거치,설치,납품,,,,,,
전산,운영,용품,구매,케이블,,,,,,
브래킷,판류,,,,,,,,,
박격포,화포,부품,,,,,,,,
렌치,세트,소켓,항목,구매,물자,,,,,
임펙에어렌치,항목,구매,물자,,,,,,,
유압식,수동식,항목,구매,물자,,,,,,
탐지,호용,회로,카드,립체,,,,,,
방진,고무,구매,,,,,,,,
수입,봉류,,,,,,,,,
전산,운영,용품,구매,케이블,,,,,,
마트,유니폼,조끼,제조,,,,,,,
기계,이전,무정,장치,제조,설치,,,,,
학교,이전,자전거,보관,제조,설치,,,,,
차량,정비,구류,구매,,,,,,,
훈련,총기,보관,제조,설치,,,,,,
부대,통합,시설,통합,배선,제조,설치,,,,
브리핑,체계,교체,사업,리스,물건,,,,,
휴대,무선,송수신기,핸드,토키,제조,,,,,
향방용,총기,보관,제조,설치,,,,,,
해군,교환,교체,사업,,,,,,,
학교,이전,조명기구,제조,설치,,,,,,
장력,장치,,,,,,,,,
조립,체류,,,,,,,,,
부대,원탁,테이블,제조,납품,,,,,,
에나멜,페인트,제조,,,,,,,,
물자,장용,컨테이너,제작,,,,,,,
전산,운영,용품,구매,,,,,,,
케이블,,,,,,,,,,
텅스텐,,,,,,,,,,
,,,,,,,,,,
파장,램프,,,,,,,,,
스텐,뱅이,휴지통,,,,,,,,
세이쉘,국기,,,,,,,,,
,,,,,,,,,,
슬링,벨트,,,,,,,,,
주석,덩이,,,,,,,,,
립체,,,,,,,,,,
박격포,다리,부품,,,,,,,,
비빔냉면,,,,,,,,,,
비빔냉면,,,,,,,,,,
비빔냉면,,,,,,,,,,
비빔냉면,,,,,,,,,,
물냉면,,,,,,,,,,
물냉면,,,,,,,,,,
물냉면,,,,,,,,,,
물냉면,,,,,,,,,,
박격포,방향,치부,품류,,,,,,,
방관,군수,이동형,에어컨,,,,,,,
시일,밀봉,전차,,,,,,,,
사이버,침해사고,조사,도구,라이선스,구매,,,,,
부대,장갑,제조,납품,,,,,,,
세탁,장비,드라이크리닝,구매,설치,,,,,,
군악대,관악기,피콜로,구매,,,,,,,
지역,스테레오,위성영상,구매,,,,,,,
교육,훈련,컨텐츠,훈련,구축,,,,,,
계취,사복,상의,구매,,,,,,,
몽골,텐트,제조,구매,,,,,,,
지지,항목,제조,궤도,,,,,,,
회로,카드,립체,항목,제조,궤도,,,,,
덮개,차량,구성,항목,제조,궤도,,,,,
브리,지용,항목,제조,기장,,,,,,
플러그,기계,사용,항목,구매,기장,,,,,
브래킷,항목,제조,궤도,,,,,,,
작업,회전,의자,,,,,,,,
로드,립체,,,,,,,,,
펌프,원심,,,,,,,,,
전문,인명구조,교육,시뮬레이터,,,,,,,
부대,의약품,의료,기재,구매,,,,,,
형강,품목,,,,,,,,,
통합,위성,항법,시스템,구매,설치,,,,,
세탁기,구매,설치,,,,,,,,
양기,체인,,,,,,,,,
자동,항목,구매,물자,,,,,,,
바이스,파이프,항목,구매,물자,,,,,,
이동,항목,구매,물자,,,,,,,
부품,정비,대대,시험,세트,태칸,,,,,
파병,티셔츠,구매,,,,,,,,
덮개,사령관,지휘,지붕,,,,,,,
카드,전지,,,,,,,,,
상용구,,,,,,,,,,
어류,,,,,,,,,,
영내,외관,보일러,구매,설치,,,,,,
터치,터프,품목,,,,,,,,
프로,구매,,,,,,,,,
테이,구매,,,,,,,,,
전차,나사,구매,,,,,,,,
전원공급기,차용,,,,,,,,,
페인트,구매,,,,,,,,,
부대,출입문,보수,자재,구매,,,,,,
피해,복구,골재,,,,,,,,
특수,피복,구매,,,,,,,,
리빙,데코,엠보싱,휴지,품목,,,,,,
발전기,연료,필터,구매,,,,,,,
신궁,질소,가스,충전,공급,,,,,,
부대,구매,,,,,,,,,
가스,구매,강원,,,,,,,,
트럼펫,구매,,,,,,,,,
변전,제조,설치,,,,,,,,
변전,비상발전기,제조,설치,,,,,,,
국방부,회의실,브리핑,시스템,장비,구매,설치,,,,
지역,아파트,목재,창호,제조,설치,,,,,
가스,구매,강원,,,,,,,,
전원공급기,항목,제조,특무,,,,,,,
회로,카드,립체,항목,제조,특무,,,,,
케이블,립체,항목,제조,특무,,,,,,
기관총,항목,제조,총포,,,,,,,
레이,전기,장전,항목,제조,궤도,,,,,
허브,항목,제조,궤도,,,,,,,
노후,비품,가전제품,구매,,,,,,,
고양,가동,장치,작업대,,,,,,,
휘장,,,,,,,,,,
금속,휘장,,,,,,,,,
흉장,예비군,마크,,,,,,,,
부대,표지,정복,근무,복용,,,,,,
군장,품류,전투,복용,,,,,,,
장구,명찰,,,,,,,,,
분석,비행,조종,계통,점검,구매,,,,,
기어,립체,감속,기용,,,,,,,
조종간,자료,입력,,,,,,,,
전자,신호,구매,,,,,,,,
그랜져,연료,필터,구매,,,,,,,
전산,운영,용품,구매,,,,,,,
더존,연필,구매,,,,,,,,
의무,물자,구매,,,,,,,,
복싱,운동,용품,구매,헤드기어,,,,,,
리프,레쉬,플러스,점안액,,,,,,,
교육,예산,용비,실습,재료,집행,,,,,
파이프,,,,,,,,,,
반찬,냉장고,,,,,,,,,
타이어,,,,,,,,,,
입구,샤프트,,,,,,,,,
교육,예산,자산,취득,집행,,,,,,
관리,교육,비품,구매,반기,,,,,,
게이,전해질,수위,,,,,,,,
오일,펌프,,,,,,,,,
연마,,,,,,,,,,
조화,파티션,연평도,,,,,,,,
축구공,품목,구매,,,,,,,,
동원,소독기,구매,,,,,,,,
남자,축구,운동,용품,구매,점퍼,품목,,,,
대대,도난,방지,설치,,,,,,,
덕트,온도,센서,구매,,,,,,,
카드,발급,피린터,품목,,,,,,,
전자렌지,품목,구매,지원,,,,,,,
비상,조명등,품목,구매,,,,,,,
경봉,품목,,,,,,,,,
프린터,토너,구매,,,,,,,,
레일,커튼,제조,설치,,,,,,,
압축,,,,,,,,,,
피스톤,,,,,,,,,,
방청제,,,,,,,,,,
잠수함,상가,플랫폼,주행,레일,교체,정비,,,,
형광,램프,구매,,,,,,,,
종교,비품,성찬,구매,설치,,,,,,
무열,체력,유류,구매,,,,,,,
숙소,지역,공사,,,,,,,,
자산,장탄,로라,,,,,,,,
하드디스크,,,,,,,,,,
스탠드,,,,,,,,,,
부대,컨테이너,제조,설치,,,,,,,
행복,마을,어린이집,교구,구매,,,,,,
해안,케이블,공사,자재,구매,,,,,,
스위치,,,,,,,,,,
시설,대대,,,,,,,,,
전지원,에어컨,,,,,,,,,
대대,포대,지붕,자재,구매,,,,,,
복사,구매,,,,,,,,,
병영,도서관,도서,구매,,,,,,,
교육,용품,구매,,,,,,,,
에어컨,구매,설치,,,,,,,,
정보,체계,용품,구매,,,,,,,
우레,탄도,방수제,구매,,,,,,,
병사,식당,자재,분전,제조,설치,,,,,
조달,의무,장비,욕기,일반,구매,,,,,
부대,조명기구,품목,제조,구매,,,,,,
디지털,인쇄기,부품,소모품,토너,검정,구매,,,,
전산,운영,용품,구매,반기,,,,,,
휴대,금속탐지기,품목,헌병,,,,,,,
탄약고,경계,설치,납품,,,,,,,
전산,용품,구매,,,,,,,,
비상,소화,펌프,,,,,,,,
부대,방열기,교체,자재,구매,,,,,,
의약품,구매,,,,,,,,,
충전,임팩,드릴,품목,구매,,,,,,
반기,교육,예산,자산,취득,구매,,,,,
전산,운영,용품,구매,,,,,,,
알루미늄,합금,품목,,,,,,,,
감자,,,,,,,,,,
케이블,품목,구매,,,,,,,,
마스크,품목,구매,,,,,,,,
프린터,토너,구매,,,,,,,,
자키,현장,설치,포함,,,,,,,
교육,실습,재료,구매,싸인,,,,,,
오수용,수중,펌프,품목,구매,,,,,,
의약품,의료,기재,품목,구매,,,,,,
화장지,품목,구매,,,,,,,,
에어컨,,,,,,,,,,
복지,시설,물탱크,청소용역,,,,,,,
러닝머신,,,,,,,,,,
임관,사령,부사관,외지,,,,,,,
보조,배터리,,,,,,,,,
파라,카인,점안액,의약품,,,,,,,
하이브,허브,구매,,,,,,,,
압착뺀치,구매,,,,,,,,,
타이어,구매,,,,,,,,,
조이스틱,구매,,,,,,,,,
진공,벨트,구매,,,,,,,,
여름,시트,구매,,,,,,,,
순간,수기,구매,,,,,,,,
복사,용지,,,,,,,,,
격발,치부,품류,,,,,,,,
립체,,,,,,,,,,
전원공급기,세트,,,,,,,,,
케이블,조립,체류,전차,,,,,,,
구동,치부,품류,,,,,,,,
계기,계기,부품,,,,,,,,
검정,정품,항목,구매,물자,,,,,,
항공,부속,브라켓,항목,제조,물품,,,,,
항공,부속,오링,항목,구매,물품,,,,,
항공,부속,소자,필터,항목,구매,물품,,,,
항공,부속,배선,장치,항목,구매,물품,,,,
위장,특전사,항목,제조,물자,,,,,,
테러,권총,벨트,항목,제조,물자,,,,,
토너,드럼,슈퍼,재생,항목,제조,물자,,,,
특수,보호,,,,,,,,,
카드,전지,항공,기용,,,,,,,
유압,파이프,구매,,,,,,,,
로드,장갑,차용,,,,,,,,
마사토,,,,,,,,,,
더블에이,복사,용지,,,,,,,,
수신기,,,,,,,,,,
잠수함,디젤,감시,장치,정비,,,,,,
도서,구매,,,,,,,,,
체력,비료,구매,,,,,,,,
휴대,마이크,앰프,구매,,,,,,,
부대,통합,시설,분전,제조,설치,,,,,
디지털,인쇄,재료,구매,,,,,,,
제조,설치,사업,,,,,,,,
상황,시기,성능,개선,부품,교체,설치,,,,
이동용,목적,차량,구매,,,,,,,
조사,체계,라이선스,구매,,,,,,,
체력,비료,구매,,,,,,,,
휴대,마이크,앰프,구매,,,,,,,
휴대,금속탐지기,구매,,,,,,,,
호스,립체,연료,항목,제조,기장,,,,,
너트,볼트,항목,제조,기장,,,,,,
립체,항목,제조,기장,,,,,,,
미러,항목,제조,기장,,,,,,,
결기,항목,제조,기장,,,,,,,
전자제품,품목,,,,,,,,,
전산,운용,용품,용지,구매,,,,,,
접속,장치,통신,비용,케이블,,,,,,
기어,내접,,,,,,,,,
상근,수처리,보수,케익,호퍼,제조,설치,납품,,,
단자,케이블,구매,,,,,,,,
파워,플라이,품목,구매,,,,,,,
인슐린,주사기,,,,,,,,,
타이어,,,,,,,,,,
관물함,,,,,,,,,,
손목시계,,,,,,,,,,
초기,구매,,,,,,,,,
구호,구매,,,,,,,,,
학습,지원,아스테이지,구매,,,,,,,
교도소,침대,생산,자재,제조,,,,,,
전술,자료,처리기,,,,,,,,
네비게이션,설치,납품,,,,,,,,
공군,장비,교체,사업,,,,,,,
전기장,치부,품류,,,,,,,,
폭발,효과,사탄,,,,,,,,
오링,패킹류,,,,,,,,,
봉합,조립,체류,,,,,,,,
망고,음료,,,,,,,,,
케이블,립체,,,,,,,,,
케이블,립체,,,,,,,,,
파이프,관용,벤딩,머신,,,,,,,
학교,이전,송풍기,제조,설치,,,,,,
기계,전송,장치,제조,납품,,,,,,
중계,전송,장치,제조,납품,,,,,,
메인,조명,콘솔,구매,,,,,,,
군장,공군,휘장,제조,,,,,,,
헬륨가스,구매,,,,,,,,,
진술,녹화,장비,구매,설치,,,,,,
이동,마트,차량,제작,사업,,,,,,
부대,제조,설치,,,,,,,,
부대,디젤,발전기,제조,납품,,,,,,
부대,팬코,유닛,제조,설치,,,,,,
아파트,신축,제조,설치,,,,,,,
아파트,신축,분전,제조,설치,,,,,,
장치,항목,제조,특무,,,,,,,
일드,립체,항목,제조,총포,,,,,,
다이얼,눈금,항목,제조,총포,,,,,,
램프,,,,,,,,,,
정비,사용,선글라스,,,,,,,,
휴대,방수,신기,,,,,,,,
목적,가위,,,,,,,,,
선글라스,,,,,,,,,,
휴지,구매,,,,,,,,,
함정,개폐,교체,외주,정비,,,,,,
발전기,정비,,,,,,,,,
부대,무전기,부품,구매,,,,,,,
차량,밸브,,,,,,,,,
회로,카드,립체,항목,구매,물품,,,,,
감시,장비,방향,조정,립체,항목,구매,물품,,,
항공,부속,결기,로드,드용,항목,구매,물품,,,
코드,,,,,,,,,,
깍두기,가공,,,,,,,,,
전차,베어링,구매,,,,,,,,
임목,블럭,구매,,,,,,,,
링등,구매,,,,,,,,,
패킹등,구매,,,,,,,,,
개스킷등,구매,,,,,,,,,
브레이크,드럼,,,,,,,,,
화상회의,체계,교체,사업,,,,,,,
경비,대대,내부,방탄복,제조,납품,,,,,
공군,교환,교체,사업,,,,,,,
학교,보일러,제조,설치,,,,,,,
탄약,비용,안전,보호,용품,안전모,구매,,,,
학교,이전,알루미늄,쉬트,패널,제조,,,,,
지역,아파트,알루미늄,창호,제조,설치,,,,,
생도,피복,방한,파카,제조,,,,,,
청테이프,,,,,,,,,,
플레이어,콤비,,,,,,,,,
저장,비용,장비,제조,설치,,,,,,
보급,환경,개선,비품,제조,설치,,,,,
백열등,항목,구매,총포,,,,,,,
베어링,환상,항목,구매,총포,,,,,,
사격,부속,장치,공포,항목,구매,총포,,,,
필터,엘리,먼트,유체,항목,구매,기장,,,,
실린더,립체,항목,구매,기장,,,,,,
회로,카드,립체,항목,제조,기장,,,,,
하늘,회관,자재,,,,,,,,
센서,전류,품목,,,,,,,,
보드마카,구매,,,,,,,,,
공업,가스,아세틸렌,품목,용기,구매,,,,,
커넥터,구매,,,,,,,,,
준공,검사,장비,구매,,,,,,,
플라스틱,들것,구매,,,,,,,,
원심,펌프,구매,,,,,,,,
수중,텍스,펌프,구매,,,,,,,
상륙,돌격,장갑차,보기,정비,,,,,,
크랭크,샤프트,,,,,,,,,
충전기,모듈,,,,,,,,,
프린터,구매,,,,,,,,,
노후,교체,사업,,,,,,,,
전산,소모품,스캐너,구매,,,,,,,
식용,케이크,제조,납품,,,,,,,
,,,,,,,,,,
해안,케이블,사용,자재,구매,,,,,,
장비,일반,고무,품류,,,,,,,
자주포,일반,부품,,,,,,,,
포신,대포,부품,구매,,,,,,,
제어장치,립체,조립,체류,,,,,,,
제독,파워,립체,항목,구매,물자,,,,,
밀리,모의,적재,훈련,,,,,,,
캐패시터,,,,,,,,,,
유류,탱크,,,,,,,,,
배추김치,가공,,,,,,,,,
깍두기,완제,,,,,,,,,
배추김치,완제,,,,,,,,,
김장,김치,,,,,,,,,
양파,음료,,,,,,,,,
쌀국수,,,,,,,,,,
포병,탐지,레이더,소요,자재,구매,,,,,
천마,기화,립체,기술,개발,소요,자재,구매,,,
연막,수류탄,,,,,,,,,
완충,기류,,,,,,,,,
자동차,타이어,,,,,,,,,
장기,경고,등용,,,,,,,,
전차,나사,,,,,,,,,
해외,파병,장병,의장,격려,지구본,탁상,시계,구매,,
보수,사용,자재,구매,,,,,,,
청룡,회관,음료수,납품,,,,,,,
이동형,투광,구매,,,,,,,,
이동형,투광,구매,,,,,,,,
이동형,투광,구매,,,,,,,,
응급처치,훈련,세트,구매,,,,,,,
부검,조직검사,장비,세트,구매,,,,,,
재료,구성,측정,시스템,구매,,,,,,
소형,굴삭기,타이어,구매,,,,,,,
부대,도서관,자동화,시스템,구매,설치,,,,,
야전,교육,방송,장비,구매,,,,,,
일반,비품,걸이,구매,설치,,,,,,
악기,피콜로,구매,,,,,,,,
접착,테이프,,,,,,,,,
제도,샤프,,,,,,,,,
소용,세탁기,제조,설치,납품,,,,,,
사막,전투복,제조,납품,,,,,,,
이동형,투광,구매,,,,,,,,
클램프,호스,항목,제조,궤도,,,,,,
개스킷,항목,제조,궤도,,,,,,,
방수,주머니,항목,제조,궤도,,,,,,
전기,접촉,항목,제조,기장,,,,,,
절연체,차단,차량,항목,구매,기장,,,,,
방한,,,,,,,,,,
목적,외투,,,,,,,,,
야간,투시,부품,제조,,,,,,,
프로파일,구매,,,,,,,,,
부대,비품,일자,책상,품목,,,,,,
표창,상품,손목시계,제조,납품,기간,경쟁,품목,,,
냉장,고등,품목,구매,,,,,,,
통신,비용,축전기,구매,,,,,,,
위임,보수,공사,자재,납품,,,,,,
작전,편의,시설,샤워,기혼,품목,,,,,
취사,기구,가스,자동,반기,품목,,,,,
전선,,,,,,,,,,
아쿠아,슈즈,켤레,구매,,,,,,,
수심,측량,,,,,,,,,
쥐막,,,,,,,,,,
배수,,,,,,,,,,
부표,,,,,,,,,,
카터,립체,청락,,,,,,,,
페브리즈,구매,,,,,,,,,
등기,세트,구매,,,,,,,,
최용,백두산,함장,흉상,제작,설치,납품,,,,
디지털카메라,,,,,,,,,,
전차,볼트,,,,,,,,,
탐지기,감지,기류,,,,,,,,
오스,우프,키트,구매,,,,,,,
회전,고정용,받침,,,,,,,,
전건,신용,,,,,,,,,
부대,도서,구매,,,,,,,,
파이프,,,,,,,,,,
토너,구매,,,,,,,,,
이동형,에어컨,구매,,,,,,,,
쇄석,구매,,,,,,,,,
배터리,전동,지게,차용,,,,,,,
지휘,통신체,수리,부속,,,,,,,
전등,구매,,,,,,,,,
정보,체계,예산,예산,집행,,,,,,
부품,키트,유체,압력,여과,기용,,,,,
도서,구매,,,,,,,,,
부대,전산,운영,용품,구매,,,,,,
전산,운영,용품,구매,,,,,,,
비호,체계,수리,부속,,,,,,,
토양오염,정화,사업,자재,구매,,,,,,
교육,훈련,컨텐츠,훈련,제조,,,,,,
유류,시험,장비,그리스,침입,시험,구매,,,,
공감,근거리,감시,레이더,구축,사업,,,,,
적외선,카메라,,,,,,,,,
교도소,침대,생산,자재,구매,목재,,,,,
마이크,구매,설치,,,,,,,,
부대,교육,비품,주사,실습,모형,구매,,,,
조달,훈비,보일러,구매,,,,,,,
정보화,물품,구매,,,,,,,,
토너,,,,,,,,,,
연대,예비군,사격장,탄두,회수,구매,,,,,
시설,용역,기계,경비,자재,구매,,,,,
조달,훈비,투광기,구매,,,,,,,
생수,,,,,,,,,,
의무,물자,구매,,,,,,,,
더블에이,복사,,,,,,,,,
위임,수송,보수,공사,자재,납품,,,,,
이동식,대차,,,,,,,,,
프린터,케이블,,,,,,,,,
방역,약품,구매,,,,,,,,
긴급,스피커,,,,,,,,,
긴급,헬멧,용접,공용,,,,,,,
긴급,피스톤,,,,,,,,,
의료,기재,심폐소생술,마네킹,구매,,,,,,
건전지,,,,,,,,,,
전자레인지,구매,,,,,,,,,
체인,양기,주식,교체,설치,사업,,,,,
소화기,파운드,,,,,,,,,
컬렉,구매,,,,,,,,,
이동로,가림,자재,구매,,,,,,,
비닐,바인더,구매,,,,,,,,
콘센트,밸브,립체,,,,,,,,
플러스,,,,,,,,,,
런닝머신,구매,,,,,,,,,
컨버터,품목,구매,,,,,,,,
엡손,컬러,잉크,,,,,,,,
자전거,경주,사이클,구매,,,,,,,
자동,우산,,,,,,,,,
디스플레이,유닛,,,,,,,,,
디스크,,,,,,,,,,
보조,선용,표면,레이더,세트,,,,,,
양념,분쇄기,,,,,,,,,
백열등,,,,,,,,,,
항공,챠드,,,,,,,,,
차량,오일수,거기,납품,,,,,,,
탄약,제초,민간,용역,,,,,,,
부대,물탱크,청소용역,,,,,,,,
피펫,항목,구매,물품,,,,,,,
,,,,,,,,,,
단기,모터,수리,부속,,,,,,,
비닐봉투,,,,,,,,,,
밀리,포탄,목상자,,,,,,,,
무전,기용,윈치류,,,,,,,,
디지털,무늬,혼방,직물,투습,,,,,,
지역,경호,피복,신사복,제조,납품,,,,,
배낭,후레임,,,,,,,,,
최루성,캡슐,,,,,,,,,
스테이,립체,,,,,,,,,
진료,안과,니트,,,,,,,,
탐지,호용,전원공급기,,,,,,,,
전산,용품,구매,,,,,,,,
병원,폐수처리,시설,위탁,관리,용역,,,,,
타이어,품목,,,,,,,,,
부대,조달,의약품,구매,,,,,,,
병영,훈련,용품,구매,,,,,,,
병영,훈련,용품,구매,제작,,,,,,
고단,수술,기구,구매,,,,,,,
전산,운영,용품,구매,,,,,,,
탄약,비용,페인트,제조,,,,,,,
화일,스캐너,구매,,,,,,,,
고단,수술,기구,구매,,,,,,,
조달,의무,장비,파리,욕조,병원,구매,,,,
의무,장비,소모품,구매,연간,가계약,,,,,
회로,카드,립체,항목,제조,생산,능력,궤도,,,
클램프,호스,항목,구매,기장,,,,,,
보조,립체,피스톤,항목,제조,기장,,,,,
개스킷,항목,제조,기장,,,,,,,
모체,,,,,,,,,,
부품,정비,대대,시험,세트,무선,기용,,,,
디지털,캠코더,,,,,,,,,
완성,,,,,,,,,,
초기,오일,구매,,,,,,,,
교도소,침대,생산자,부수,소모,자재,,,,,
교도소,침대,생산,자재,구매,포장,자재,,,,
가스,솔더링,구매,,,,,,,,
사각형,양극,아연판,구매,,,,,,,
전광판,제조,설치,납품,,,,,,,
그리그,보기,구매,,,,,,,,
초기,,,,,,,,,,
해병대,사무,자동화,장비,노트북,도입,,,,,
그린,프로,콤비,구매,,,,,,,
볶음,구매,,,,,,,,,
관사,보일러,구매,설치,,,,,,,
의약품,의무,물자,듀악겔,구매,,,,,,
오일,,,,,,,,,,
구형,포부,품류,,,,,,,,
무전,기용,마스트,,,,,,,,
항법,가방,항목,구매,물자,,,,,,
브라켓,항목,구매,물품,,,,,,,
메쉬,항목,구매,물품,,,,,,,
공중,폭발,모의,,,,,,,,
확성기,영구자석,,,,,,,,,
알루미늄,합금,품목,,,,,,,,
장비,야전,시험,장비,개조,소요,자재,구매,,,
발칸,포신,징결합체,재생기술,개발,소요,자재,구매,,,
지상,조명,지뢰,,,,,,,,
밀리,발칸,모의,,,,,,,,
제독,세트,수리,부속,,,,,,,
충전,펙트렌,품목,,,,,,,,
부대,수배,전반,전력,제어장치,제조,설치,,,,
헌병,피복,동계,테러,제조,납품,,,,,
사업,목재,가구,의자,제조,설치,,,,,
기용,투광,조명,세트,구매,,,,,,
형광,침투,세트,,,,,,,,
위생,항목,구매,총포,,,,,,,
필터,유체,항목,제조,궤도,,,,,,
센서,촉각,응용,품목,,,,,,,
센서,촉각,응용,품목,,,,,,,
세탁기,구매,,,,,,,,,
비누,구매,,,,,,,,,
박판,금속,,,,,,,,,
스폰지,팩킹,,,,,,,,,
산소,,,,,,,,,,
의자,식탁,,,,,,,,,
솔레노이드,발브,코일,,,,,,,,
식용,케이크,구매,,,,,,,,
발전기,유지,부품,,,,,,,,
팔꿈치,포경,지명,,,,,,,,
알티,,,,,,,,,,
유압,작동,,,,,,,,,
선택,김치,지역,,,,,,,,
선택,김치,지역,,,,,,,,
오렌지,주스,,,,,,,,,
특전사,기능,방한복,,,,,,,,
복숭아,음료,,,,,,,,,
고무,패드,,,,,,,,,
토너,품목,,,,,,,,,
회로,카드,립체,전압,,,,,,,
리치,트럭,구매,,,,,,,,
항공기,격납고,정비,크레인,제조,설치,,,,,
생도,숙소,비품,책상,제조,설치,,,,,
너트,볼트,항목,제조,기장,,,,,,
립체,항목,제조,기장,,,,,,,
완충기,직접,작동,항목,제조,생산,능력,궤도,,,
램프,제논,항목,구매,기장,,,,,,
엘보,튜브,항목,구매,기장,,,,,,
부싱,항목,구매,기장,,,,,,,
스프링,제어,브용,항목,구매,기장,,,,,
