,입찰명,발주기관코드,발주기관,2종_Pick,2종_Remove,3종_Pick,3종_Remove
170,(화공) 하론소화약제가스 구매,LDH,육군종합정비창,소화,,가스,
171,(화공) 하론소화약제가스 구매,LDH,육군종합정비창,소화,,가스,
172,(화공) 하론소화약제가스 구매,LDH,육군종합정비창,소화,,가스,
173,(화공) 하론소화약제가스 구매,LDH,육군종합정비창,소화,,가스,
174,(화공) 하론소화약제가스 구매,LDH,육군종합정비창,소화,,가스,
175,24-2차 전산소모품 구매,LDH,육군종합정비창,"소모품, 전산",,산소,
176,2024년 전반기 전산소모품 통합 구매,MCK,국방전산정보원,"소모품, 전산",,산소,
177,24-간부숙소 드럼세탁기 168대 구매,SCN,제7001부대,세탁기,,드럼,
178,24-1차 전산소모품 구매,LDH,육군종합정비창,"소모품, 전산",,산소,
179,"탐지기,가스용 1항목 구매(화생방)",LCF,육군군수사령부,화생방,,가스,
