,입찰명,발주기관코드,발주기관,7종_Pick,7종_Remove,9종_Pick,9종_Remove
0,신호처리기 조립체 등 16항목 구매(기장),LCF,육군군수사령부,처리기,,조립체,
1,시설공사 관급자재(화물용엘리베이터)제조 설치납품,MCN,국방부근무지원단,엘리베이터,,관급자재,
2,관급자재(전관방송 및 AV설비) 제조 설치납품,MCN,국방부근무지원단,방송,,관급자재,
3,다목적체육관 관급자재 무대장치 제조설치,LNS,제55보병사단,장치,,관급자재,
4,차기다련장 3차 관급자재 크레인(16-방-12),LMR,제5군단사령부,크레인,,관급자재,
5,16-공-본-17 관급자재(전관방송 AV포함) 제조설치,UMM,국군재정관리단,방송,,관급자재,
6,131사업(2차) 관급자재(출입통제시스템) 제조설치,MCM,4284부대,시스템,,관급자재,
7,마이크로웨이브 신시사이저 구매,HCF,공군군수사령부,마이크,,신시사이저,
8,차기다련장 3차 시설사업 관급자재(크레인) 설치납품,LFK,육군종합군수학교,크레인,,관급자재,
9,중형 굴삭기용 부품(크라샤),LPC,제25보병사단,굴삭기,,부품,
10,통신센터 관급자재-태양광발전장치 제조 설치,HCR,공군제15특수임무비행단,장치,,관급자재,
11,00부대개편사업 관급자재(크레인) 설치납품,LNM,제5181부대,크레인,,관급자재,
12,5마이크로필터 등 20품목,SFH,제9196부대,마이크,,필터,
13,차기전자전장비 부품(구매),EGH,지휘정찰계약팀 (구:19.09.16),"장비, 전자전장비",,부품,
14,과학화 경계시스템 노후부품 교체 설치,UMM,국군재정관리단,시스템,,부품,
15,중형굴삭기 장착부품(크러셔) 구매,LPK,제8기동사단,굴삭기,,부품,
16,굴삭기 부품(크라샤) 구매,LMG,제6군단사령부,굴삭기,,부품,
17,상륙돌격장갑차 유지부품,EGF,기동화력계약팀 (구:19.09.16),장갑차,,부품,
18,상륙돌격장갑차 유지부품,EGF,기동화력계약팀 (구:19.09.16),장갑차,,부품,
19,상륙돌격장갑차 유지부품,EGF,기동화력계약팀 (구:19.09.16),장갑차,,부품,
20,상륙돌격장갑차 유지부품,EGF,기동화력계약팀 (구:19.09.16),장갑차,,부품,
21,상륙돌격장갑차 유지부품,EGF,기동화력계약팀 (구:19.09.16),장갑차,,부품,
22,상륙돌격장갑차 유지부품,EGF,기동화력계약팀 (구:19.09.16),장갑차,,부품,
23,"모듈,정류기용 1종",SCF,해군군수사령부,정류기,,모듈,
24,"모듈,정류기용 1종",SCF,해군군수사령부,정류기,,모듈,
25,"모듈,정류기용 1종",SCF,해군군수사령부,정류기,,모듈,
26,"빔프로젝터 램프, 필터 구매 설치",SCQ,제9911부대,프로젝터,,필터,
27,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),장치,,부품,
28,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),장치,,부품,
29,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),장치,,부품,
30,K계열 궤도장비 유압장치 부품류(구매),EGF,기동화력계약팀 (구:19.09.16),"장비, 장치",,부품,
31,K계열 궤도장비 유압장치 부품류(구매),EGF,기동화력계약팀 (구:19.09.16),"장비, 장치",,부품,
