,입찰명,발주기관코드,발주기관,8종_Pick,8종_Remove,10종_Pick,10종_Remove
0,해안경계 통합시스템 구축사업 리스,UMM,국군재정관리단,안경,,"구축, 사업",
1,의료기재(금연구역 표지판 등 85종)구매,SDF,제5738부대,의료,,연구,
2,의료기재 (인바디 용지 등 67종) 구매,SDF,제5738부대,의료,,용지,
3,해안경계 통합시스템 구축사업,UMM,국군재정관리단,안경,,"구축, 사업",
4,`16-00부대 응급구조사 교과서 구매,MDQ,국군의무학교,응급,,조사,
5,'16-00병원 폐수처리시설 위탁관리용역,SDF,제5738부대,병원,,"용역, 처리",
6,의학도서관 도서(2차) 구매,MDD,국군수도병원,의학,,도서,
7,도서(정형외과학 제7판 등 23종)구매,SDF,제5738부대,외과,,도서,
8,'16-00부대 응급구조와응급처치도서등4종구매,MDQ,국군의무학교,응급,,도서,
9,'16년 대전병원 장비운영유지비(영상장비) 구매,MDJ,국군대전병원,병원,,영상,
10,2017년 의무장비 원심분리기 소형탁상용 구매,MDG,국군의무사령부,의무,,상용,
11,`17-00학교 3차 응급구조사 교과서 구매,MDQ,국군의무학교,응급,,조사,
12,17-P-00지역 해안경계통합시스템 구축사업(리스물건),UMM,국군재정관리단,안경,,"구축, 사업",
13,00병원 상담콜센터 용역,MDD,국군수도병원,병원,,용역,
14,`17-00학교 2차 응급구조사 교과서 구매,MDQ,국군의무학교,응급,,조사,
15,`17-00학교 1차 응급구조사 교과서 구매,MDQ,국군의무학교,응급,,조사,
16,후반기 2차 의무(기타)장비 구매,MDD,국군수도병원,의무,,기타,
17,18년 의학도서 2차 구매,MDG,국군의무사령부,의학,,도서,
18,의료영상CD등록기 구매,MDD,국군수도병원,의료,,영상,
19,18년 해안경계통합시스템 구축사업(리스물건),UMM,국군재정관리단,안경,,"구축, 사업",
20,18-1차 의학도서 구매,MDG,국군의무사령부,의학,,도서,
21,18-00학교 응급구조사 교과서 구입,MDQ,국군의무학교,응급,,조사,
22,2018년 의무장비 소형탁상용 구매,MDG,국군의무사령부,의무,,상용,
23,19-20차 의무장비(환자관찰장치 중앙 및 침상용)구매,MDD,국군수도병원,"의무, 환자",,상용,
24,국군의무사령부 자동문 출입시스템 개선사업,MDG,국군의무사령부,의무,,사업,
25,국군포천병원 경계용 CCTV 구축사업,MDG,국군의무사령부,병원,,"구축, 사업",
26,19-28차 의무장비 조직처리기 자동식 구매,MDD,국군수도병원,의무,,처리,
27,의무후송전용헬기 홍보물(모형) 제작/구매,MDG,국군의무사령부,의무,,홍보물,
28,19-2차 의학도서 구매,MDG,국군의무사령부,의학,,도서,
29,2019년 의료질 향상 도서 구매,MDG,국군의무사령부,의료,,도서,
30,19-군 관사 위생관리(청소) 용역,SFC,제9691부대,위생,,용역,
31,19-1차 의학도서 구매,MDG,국군의무사령부,의학,,도서,
32,19-J-관사 위생관리(청소) 용역,SEE,제9해병여단,위생,,용역,
33,의무장비(조직처리기 자동식) 구매(20197011-D),UMM,국군재정관리단,의무,,처리,
34,2019년 의무장비(원심분리기 소형탁상용) 구매,MDG,국군의무사령부,의무,,상용,
35,응급구조사 교과서 구매,MDQ,국군의무학교,응급,,조사,
36,도서(이비인후과학세트 등 28종) 구매,SDF,제5738부대,이비인후과,,도서,
37,전산장비(RFID의료폐기물 시스템) 구매,MDJ,국군대전병원,의료,,폐기물,
38,"국군서울지구, 포천병원 경계용 CCTV 구축사업",MDG,국군의무사령부,병원,,"구축, 사업",
39,(207171-H)20년 의료정보체계 네트워크 개선사업,UMM,국군재정관리단,의료,,사업,
40,병원 경계용 CCTV 보강사업,MDJ,국군대전병원,병원,,사업,
