,입찰명,발주기관코드,발주기관,3종_Pick,3종_Remove,10종_Pick,10종_Remove
0,도서(가스기능사 필기) 등 34종,SCH,해군작전사령부,가스,,도서,
1,브레이크 드럼 등 166종,HCF,공군군수사령부,드럼,,레이크,
2,제트유(JP-5_도서) 1종,SCF,해군군수사령부,제트유,,도서,
3,브레이크 드럼 등 130종,HCF,공군군수사령부,드럼,,레이크,
4,화생방 연구 재료 가스 구매,MDN,국군화생방방호사령부,가스,,연구,
5,기름제거제처리제 200PL,SCF,해군군수사령부,제거제,,처리,
6,도서(가스 기능사 실기 총정리) 등 199종,SCK,해군교육사령부,가스,,도서,
7,기름처리제거제 800EA 구매,SCF,해군군수사령부,제거제,,처리,
8,발칸열영상야간조준기 질소충전세트,EGG,유도무기계약팀 (구:19.09.16),질소,,영상,
9,연구활동 재료(가스)(헬륨 등 12종) 구매,MDN,국군화생방방호사령부,가스,,연구,
10,"의무장비(의료가스공급장치 1,000병상용)구매설치",UMM,국군재정관리단,가스,,상용,
11,브레이크 오일 등 212품목 구매,SFD,제9227부대,오일,,레이크,
12,00부대 인쇄재료(잉크 및 드럼) 구매,DSS,국군제1068부대,드럼,,잉크,
13,브레이크오일교환기 등 3종 구매,SCF,해군군수사령부,오일,,레이크,
14,브레이크오일교환기 등 3종 구매,SCF,해군군수사령부,오일,,레이크,
15,브레이크오일 교환기 1종 구매,SCF,해군군수사령부,오일,,레이크,
16,브레이크 드럼 등 16항목 구매(기장),LCF,육군군수사령부,드럼,,레이크,
17,브레이크 드럼 등 16항목 구매(기장),LCF,육군군수사령부,드럼,,레이크,
18,00부대 인쇄잉크 및 드럼 등 구매,DSS,국군제1068부대,드럼,,잉크,
19,브레이크 드럼 등 16항목 구매(기장),LCF,육군군수사령부,드럼,,레이크,
20,브레이크 드럼 등 16항목 구매(기장),LCF,육군군수사령부,드럼,,레이크,
21,브레이크 오일교환기 구매,LGP,제1군수지원사령부,오일,,레이크,
22,(화공) 중크롬산소다 등 5종 구매,LDH,육군종합정비창,산소,,크롬,
23,오일필터 등 398품목 구매(도서지역),SFH,제9196부대,오일,,도서,
24,브레이크오일교환기 등 3종 구매,SCF,해군군수사령부,오일,,레이크,
25,브레이크오일교환기 등 3종 구매,SCF,해군군수사령부,오일,,레이크,
26,연구재료 가스 17종 구매(연간 단가계약),MDN,국군화생방방호사령부,가스,,연구,
27,가스테이블 3구 등 13품목 구매(도서지역),SFH,제9196부대,가스,,도서,
28,연구활동 재료(가스) 구매,MDN,국군화생방방호사령부,가스,,연구,
29,23-02-052 브레이크 오일 등 10품목 구매,HCM,공군교육사령부,오일,,레이크,
30,전산운영용품(잉크 및 드럼) 구매,DSS,국군제1068부대,드럼,,잉크,
31,24-B-산소발생기 구매 납품(도서지역),SFH,제9196부대,산소,,도서,
32,24-B-연료여과기필터 등 180품목 구매 납품(도서지역),SFH,제9196부대,연료,,도서,
33,브레이크오일교환기 2EA 구매,SCF,해군군수사령부,오일,,레이크,
34,24-N-항공유 서비스펌프 50GPM 50PSI 2EA 제조,UMM,국군재정관리단,항공유,,서비스,
35,연구활동재료(가스)구매,MDN,국군화생방방호사령부,가스,,연구,
