,입찰명,발주기관코드,발주기관,7종_Pick,7종_Remove,10종_Pick,10종_Remove
0,신호처리기 조립체 등 16항목 구매(기장),LCF,육군군수사령부,처리기,,처리,
1,관급자재(전관방송 및 AV설비) 제조 설치납품,MCN,국방부근무지원단,방송,,방송,
2,방송장비 구매 / 설치,LKP,5군수지원사령부,"방송, 장비",,방송,
3,음향제작장비 등 4품목 제작설치,SFC,제9691부대,장비,,음향,
4,창조 12차 장비도입 사업 통합리스,UMM,국군재정관리단,장비,,사업,
5,00부대 방송장비 보강 사업,LMD,제7821부대,"방송, 장비",,"방송, 사업",
6,방송장비 설치/납품,LHR,육군 제37보병사단,"방송, 장비",,방송,
7,16년 화면전시체계 보강사업,LHN,제7보병사단,화면,,사업,
8,16-공-본-17 관급자재(전관방송 AV포함) 제조설치,UMM,국군재정관리단,방송,,방송,
9,00부대 창설사업 CCTV 제조설치(16-222),LGT,제2307부대,CCTV,,사업,
10,000사업 핸드형 네트워크 분석기 구매,MDS,제3707부대,분석기,,사업,
11,131사업(2차) 관급자재(출입통제시스템) 제조설치,MCM,4284부대,시스템,,사업,
12,16-충-공-12 방송설비(305대대 통합건물 신축),HDR,공군방공관제사령부,방송,,방송,
13,군 상용차량 후방카메라 구매,LMK,제6보병사단,차량,,상용,
14,차기다련장 3차 시설사업 관급자재(크레인) 설치납품,LFK,육군종합군수학교,크레인,,사업,
15,화면전시체계 보강사업 설치납품,LHM,제15보병사단,화면,,사업,
16,접적대대 지휘통제실 화면전시체계 보강사업,LPC,제25보병사단,화면,,사업,
17,GPS 전파교란 탐지시스템 보안장치 구매사업,MDF,국군지휘통신사령부,"시스템, 장치",,사업,
18,비디오월(DID) 구축사업,UMM,국군재정관리단,비디오월,,"구축, 사업",
19,사령부 종교시설 브리핑장비 구매,MDG,국군의무사령부,장비,,종교,
20,성당 신축 AV방송설비 제조설치,LPK,제8기동사단,방송,,방송,
21,신교대대 방송통신장비 설치납품,LGQ,제36보병사단,"방송, 장비, 통신장비",,방송,
22,차세대 학습관리 시스템 도입사업 리스,UMM,국군재정관리단,시스템,,사업,
23,해안경계 통합시스템 구축사업 리스,UMM,국군재정관리단,시스템,,"구축, 사업",
24,위성관제대대 앰프시스템 구매사업,MDF,국군지휘통신사령부,시스템,,사업,
25,CCTV영상 녹화용 DVR 구매,LHQ,제2작전사령부,CCTV,,영상,
26,00부대개편사업 관급자재(크레인) 설치납품,LNM,제5181부대,크레인,,사업,
27,화면전시체계 보강 사업(16-213),LMK,제6보병사단,화면,,사업,
28,체육관/강당 방송시설 음향장비 설치납품(정정),LMC,제7851부대,"방송, 장비",,"방송, 음향",
29,복지정보체계 장비교체사업 리스,UMM,국군재정관리단,"장비, 정보체계",,사업,
30,000사업 출입통제시스템 제조 설치,MDS,제3707부대,시스템,,사업,
31,빅데이터  악성코드  백업시스템 체계 구축,UMM,국군재정관리단,시스템,,"구축, 빅데이터",
32,00부대 상황전시장비 교체사업,UMM,국군재정관리단,장비,,사업,
33,16-해-지원시설 방송설비 제조 설치,SCR,해군제3함대사령부,방송,,방송,
34,00부대 창설사업 AV방송설비 제조설치,UMM,국군재정관리단,방송,,"방송, 사업",
35,정보체계 백업시스템 구축,UMM,국군재정관리단,"시스템, 정보체계",,구축,
36,특수훈련시스템 교체사업 구매설치 리스,UMM,국군재정관리단,시스템,,사업,
37,00지역 음향/영상장비 연동구매설치 사업,UMM,국군재정관리단,장비,,"사업, 영상, 음향",
38,지진 공중음파 감시시스템 구축사업,MFL,합동참모본부,시스템,,"구축, 사업",
39,CCTV 영상 저장매체 구매,UMM,국군재정관리단,CCTV,,영상,
40,열영상 감시 CCTV 영상공유 변환장비 구매사업,UMM,국군재정관리단,"CCTV, 장비",,"사업, 영상",
41,차기다련장 2차 시설공사 방송설비 제조 설치납품,LNG,육군 제1군단,방송,,방송,
42,방송장비 설치 납품,LHR,육군 제37보병사단,"방송, 장비",,방송,
43,체력단련장 코스관리장비 구매,UMM,국군재정관리단,장비,,코스관리,
44,체력단련장 코스관리장비 구매,UMM,국군재정관리단,장비,,코스관리,
45,체력단련장 코스관리장비 구매,UMM,국군재정관리단,장비,,코스관리,
46,16년 공군 LAN장비 교체사업 리스,UMM,국군재정관리단,장비,,사업,
