,입찰명,발주기관코드,발주기관,3종_Pick,3종_Remove,4종_Pick,4종_Remove
0,00부대 간부숙소 신축 가스보일러 제조설치납품,LCP,육군항공사령부,가스,,"보일러, 신축, 제조설치",
1,선박 보조연료탱크 제조 설치,UMM,국군재정관리단,연료,,제조 설치,
2,00지역 가스보일러 철거 및 설치납품 (70세대),LPS,제60보병사단,가스,,보일러,
3,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
4,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
5,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
6,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
7,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
8,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
9,"펌프,연료 분사기용 1종",SCF,해군군수사령부,연료,,펌프,
10,카고 연료유 펌프 제조,UMM,국군재정관리단,연료,,펌프,
11,연료 공급 펌프 등 8종,HCF,공군군수사령부,연료,,펌프,
12,럭키타운아파트 가스보일러 설치납품,MDS,제3707부대,가스,,"보일러, 아파트",
13,오리콘 전기연료펌프등27종구매,LDH,육군종합정비창,연료,,펌프,
14,가스보일러(가정용) 구매(철거 및 설치포함),HCR,공군제15특수임무비행단,가스,,보일러,
15,윤활유 펌프 등 2종(2-2),SDQ,해군제2수리창,윤활유,,펌프,
16,오일펌프 등 2종,SCF,해군군수사령부,오일,,펌프,
17,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
18,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
19,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
20,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
21,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
22,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
23,"공업용가스 구매 및 용기검사, 밸브교체",LPH,제2167부대,가스,,밸브,
24,연료유이송펌프 66GPM,EGC,함정계약팀 (구:19.09.16),연료,,펌프,
25,연료유 공급펌프 61GPM 제조,UMM,국군재정관리단,연료,,펌프,
26,연료유 공급펌프 61GPM 제조,UMM,국군재정관리단,연료,,펌프,
27,"부대조달 화공가스 납품 및 용기검사, 밸브 교체",LPH,제2167부대,가스,,밸브,
28,항공유 펌프 3세트 구매,UMM,국군재정관리단,항공유,,펌프,
29,16-036 가스보일러,HCL,공군사관학교,가스,,보일러,
30,연료유 승압유지밸브,HCC,해군제1수리창,연료,,밸브,
31,17-유류탱크 신축 콘크리트파일 구매,HDQ,제20전투비행단,유류탱크,,"신축, 콘크리트",
32,신남아파트 취사용 LPG 구매,LML,제3공병여단,LPG,,아파트,
33,"밸브 조립체,니들형,압축가스라인용 등 32종",SCF,해군군수사령부,가스,,밸브,
34,연료분사펌프 1종,SCF,해군군수사령부,연료,,펌프,
35,후지제록스 디지털 오일 펌프 등 28종,SCK,해군교육사령부,오일,,펌프,
36,드럼펌프 등 139품목,SFG,제9181부대,드럼,,펌프,
37,00부대 군숙소 가스보일러 설치납품(단가제),LMR,제5군단사령부,가스,,보일러,
38,00부대 군숙소 가스보일러 설치납품(단가제),LMR,제5군단사령부,가스,,보일러,
39,가스보일러 구매 및 설치(근-17-058),HDT,공군작사근무지원단,가스,,보일러,
40,"펌프, 연료용, 전기식",EGF,기동화력계약팀 (구:19.09.16),연료,,펌프,
41,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
42,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
43,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
44,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
45,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
46,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
47,오일펌프류,EGF,기동화력계약팀 (구:19.09.16),오일,,펌프,
48,오일펌프류,EGF,기동화력계약팀 (구:19.09.16),오일,,펌프,
49,오일펌프류,EGF,기동화력계약팀 (구:19.09.16),오일,,펌프,
50,17년 화공가스 납품 및 용기검사ㆍ밸브교체,LPH,제2167부대,가스,,밸브,
51,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
52,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
53,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
54,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
55,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
56,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
57,00부대 군숙소 가스보일러 설치납품(단가),LMR,제5군단사령부,가스,,보일러,
58,연료펌프조립체 등 7항목 구매(궤도),LCF,육군군수사령부,연료,,펌프,
59,엔진연료펌프 등 1항목 구매(궤도),LCF,육군군수사령부,연료,,펌프,
60,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
61,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
62,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
63,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
64,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
65,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
66,뚜껑 밸브용 가스실린더 배출구용 4EA,SCF,해군군수사령부,가스,,밸브,
67,항공유펌프 2EA 구매,UMM,국군재정관리단,항공유,,펌프,
68,연료유 공급펌프 61GPM 제조납품,UMM,국군재정관리단,연료,,펌프,
69,"펌프,연료용,전기식 등 10종",SCF,해군군수사령부,연료,,펌프,
70,17-카고 연료유 펌프 3EA 제조,UMM,국군재정관리단,연료,,펌프,
71,연료류 이송펌프 66GPM 제조 납품,UMM,국군재정관리단,연료,,펌프,
72,00부대 군숙소 가스보일러 설치납품(단가제),LMP,제3보병사단,가스,,보일러,
73,00부대 군숙소 가스보일러 설치납품(단가제),LMP,제3보병사단,가스,,보일러,
74,00부대 간부숙소 가스보일러 설치납품,LMK,제6보병사단,가스,,보일러,
75,가스보일러 구매,SCQ,제9911부대,가스,,보일러,
76,아파트 가스보일러 설치 납품,LCK,수도방위사령부,가스,,"보일러, 아파트",
77,무극아파트 액화석유가스(LPG) 구매,LQP,제1891부대,"LPG, 가스",,아파트,
78,아파트 가스보일러 교체 설치납품,LGC,육군학생군사학교,가스,,"보일러, 아파트",
79,18-240 보일러그을음제거제 등 124종 구매,HCL,공군사관학교,제거제,,보일러,
80,관사 가정용 가스보일러 납품 설치(철거포함),HDG,공군제10전투비행단,가스,,보일러,
81,연료파이프 등 33종,SDQ,해군제2수리창,연료,,파이프,
82,18-연료유 이송펌프 100GPM 10EA 제조,UMM,국군재정관리단,연료,,펌프,
83,유압유 플러싱장비 제조설치 납품,UMM,국군재정관리단,유압유,,제조설치,
84,00아파트 가스공급,LFH,육군부사관학교,가스,,아파트,
85,주거시설위임(관사 가스보일러 납품설치),LHN,제7보병사단,가스,,보일러,
86,'18년 의료용산소 충전 및 용기검사(밸브교체),LIK,제2군수지원여단,산소,,밸브,
87,18-VSP 윤활유 펌프 12EA 제조,UMM,국군재정관리단,윤활유,,펌프,
88,실리콘 오일 등 41종,SCF,해군군수사령부,오일,,실리콘,
89,오일펜스,HCF,공군군수사령부,오일,,펜스,
90,오일펜스,HCF,공군군수사령부,오일,,펜스,
91,오일펜스,HCF,공군군수사령부,오일,,펜스,
92,의무장비(의료가스 중앙공급장치 350병상)제조설치,UMM,국군재정관리단,가스,,제조설치,
93,보일러약품(음료용 방청제 등 10종) 구매,MCS,국방부계룡대근무지원단,방청제,,보일러,
94,오일펌프류,EGF,기동화력계약팀 (구:19.09.16),오일,,펌프,
95,오일펌프류,EGF,기동화력계약팀 (구:19.09.16),오일,,펌프,
96,오일펌프류,EGF,기동화력계약팀 (구:19.09.16),오일,,펌프,
97,관사 및 간부숙소 가스보일러 납품설치,LHN,제7보병사단,가스,,보일러,
98,00부대 민영아파트 가스보일러 설치납품,LHQ,제2작전사령부,가스,,"보일러, 아파트",
99,오일펌프 등 31종 구매,SCF,해군군수사령부,오일,,펌프,
100,윤활유 이송펌프 10GPM 제조,UMM,국군재정관리단,윤활유,,펌프,
101,연료유 승압펌프 6EA 제조,UMM,국군재정관리단,연료,,펌프,
102,"펌프,연료용,전기식 1종",SCF,해군군수사령부,연료,,펌프,
103,윤활유 프라이밍 펌프 6EA 제조,UMM,국군재정관리단,윤활유,,펌프,
104,"18년 부대조달 화공가스 납품 및 용기검사, 밸브교체",LPH,제2167부대,가스,,밸브,
105,연료유 이송펌프 100GPM 7EA 제조,UMM,국군재정관리단,연료,,펌프,
106,연료펌프조립체 등 10항목 구매 (궤도),LCF,육군군수사령부,연료,,펌프,
107,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
108,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
109,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
110,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
111,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
112,오일 펌프 1종,SCF,해군군수사령부,오일,,펌프,
113,전동식 연료펌프 등 53항목 구매(물자),LCF,육군군수사령부,연료,,펌프,
114,18-연료유 이송펌프 66GPM(비자성) 8EA 제조,UMM,국군재정관리단,연료,,펌프,
115,18-카고 연료유펌프 3EA 제조 설치,UMM,국군재정관리단,연료,,"제조 설치, 펌프",
116,연료유 공급펌프 61GPM 제조,UMM,국군재정관리단,연료,,펌프,
117,연료유 공급펌프 61GPM 제조,UMM,국군재정관리단,연료,,펌프,
118,"뚜껑, 밸브용, 가스실린더 배출구용 32EA",SCF,해군군수사령부,가스,,밸브,
119,한일타운아파트 가스보일러 설치납품,LQP,제1891부대,가스,,"보일러, 아파트",
120,"2차 화공약품(화공가스, 용기안전검사 및 밸브교체)",LGP,제1군수지원사령부,"가스, 화공약품",,밸브,
121,해드림아파트 가스보일러 설치납품,LNQ,제17보병사단,가스,,"보일러, 아파트",
122,"펌프,연료용,계량 및 분배용 등 3종",SCR,해군제3함대사령부,연료,,펌프,
123,CPP윤활유 STAND-BY펌프 4EA제조(20198132-G),UMM,국군재정관리단,윤활유,,펌프,
124,가스보일러 구매(교체)(19-13),HDG,공군제10전투비행단,가스,,보일러,
125,19년 문무아파트 가스보일러 교체 설치납품,LGC,육군학생군사학교,가스,,"보일러, 아파트",
126,진공펌프 오일 등 37종,SCH,해군작전사령부,오일,,펌프,
127,교량가설단정 초과연료유온도스위치 구매,LDH,육군종합정비창,연료,,스위치,
128,오일펜스 고형식(B형) 구매,SCF,해군군수사령부,오일,,펜스,
129,19-가스보일러 LNG 16K 등 2종 구매 설치,UMM,국군재정관리단,"LNG, 가스",,보일러,
130,칠성그린아파트 가스보일러 구매(20196128-A),UMM,국군재정관리단,가스,,"보일러, 아파트",
131,군숙소 가스보일러 교체 설치납품,LGD,육군종합행정학교,가스,,보일러,
132,오일펜스,SCN,제7001부대,오일,,펜스,
