,입찰명,발주기관코드,발주기관,4종_Pick,4종_Remove,9종_Pick,9종_Remove
0,긴급 영선보수자재 구매(UPS배터리),MCN,국방부근무지원단,보수,,배터리,
1,00지역 시설공사 관급자재(알루미늄패널) 제조 납품,MCN,국방부근무지원단,공사,,관급자재,
2,00지역 시설공사 관급자재(GHP) 설치납품,MCN,국방부근무지원단,공사,,관급자재,
3,관급자재-글라스울징크 판넬 제조.구매(설치포함),HCR,공군제15특수임무비행단,판넬,,관급자재,
4,시설공사 관급자재(화물용엘리베이터)제조 설치납품,MCN,국방부근무지원단,"공사, 제조 설치",,관급자재,
5,시설공사 관급자재(조명기구)제조 납품,MCN,국방부근무지원단,"공사, 조명, 조명기구",,관급자재,
6,시설공사 관급자재(분전반)제조 납품,MCN,국방부근무지원단,"공사, 분전반",,관급자재,
7,종교센타 리모델링 관급자재(조명기구) 제조납품,MCN,국방부근무지원단,"조명, 조명기구",,관급자재,
8,차기다련장 3차 811정비대대 시설공사_크레인,LNG,육군 제1군단,공사,,정비,
9,조명기구(차량정비고),SFG,제9181부대,"조명, 조명기구",,정비,
10,16-59-1 관급자재[글라스울샌드위치 판넬 구매(설치)],HDM,공군제17전투비행단,판넬,,관급자재,
11,다목적체육관 관급자재 무대장치 제조설치,LNS,제55보병사단,제조설치,,관급자재,
12,"관급자재 수배전반, 분전반 제조 구매",HDK,공군제11전투비행단,분전반,,관급자재,
13,16-공-본-17 관급자재(전관방송 AV포함) 제조설치,UMM,국군재정관리단,제조설치,,관급자재,
14,시설유지보수 자재 구매,HDK,공군제11전투비행단,보수,,유지보수,
15,시설유지보수 자재 구매,HDK,공군제11전투비행단,보수,,유지보수,
16,관급자재 조명기구 제조 납품,HDK,공군제11전투비행단,"조명, 조명기구",,관급자재,
17,심정모터펌프 등 펌프류 구매(16-291),LMK,제6보병사단,펌프,,모터,
18,131사업(2차) 관급자재(출입통제시스템) 제조설치,MCM,4284부대,제조설치,,관급자재,
19,16-해-항공정비실습장 크레인 제조 설치,SCR,해군제3함대사령부,제조 설치,,정비,
20,16-공-본-17 관급자재(통합배선) 제조설치,UMM,국군재정관리단,제조설치,,관급자재,
21,차기다련장 3차 시설사업 관급자재(보일러) 설치납품,LFK,육군종합군수학교,보일러,,관급자재,
22,ATCIS 상용HW 유지보수 물품 구매,LNG,육군 제1군단,보수,,유지보수,
23,00부대 간부숙소 신축 관급자재 콘크리트파일 제조,LCP,육군항공사령부,"신축, 콘크리트",,관급자재,
24,00부대 간부숙소 신축 관급자재 콘크리트파일 제조,LCP,육군항공사령부,"신축, 콘크리트",,관급자재,
25,00부대 간부숙소 신축 관급자재 콘크리트파일 제조,LCP,육군항공사령부,"신축, 콘크리트",,관급자재,
26,00부대 간부숙소 신축 관급자재 콘크리트파일 제조,LCP,육군항공사령부,"신축, 콘크리트",,관급자재,
