,입찰명,발주기관코드,발주기관,2종_Pick,2종_Remove,9종_Pick,9종_Remove
0,다목적체육관 관급자재 무대장치 제조설치,LNS,제55보병사단,체육,,관급자재,
1,다목적체육관 관급자재(AV설비) 제조설치,LNS,제55보병사단,체육,,관급자재,
2,시설유지보수 자재 구매,HDK,공군제11전투비행단,유지보수,,유지보수,
3,시설유지보수 자재 구매,HDK,공군제11전투비행단,유지보수,,유지보수,
4,금학산 케이블카 엔진교체,LMK,제6보병사단,케이블,,엔진,
5,마이크로웨이브 신시사이저 구매,HCF,공군군수사령부,마이크로웨이브,,신시사이저,
6,ATCIS 상용HW 유지보수 물품 구매,LNG,육군 제1군단,"물품, 유지보수",,유지보수,
7,노트패드 등 64종,SCG,해군본부,노트,,패드,
8,노트패드 등 35종,SCG,해군본부,노트,,패드,
9,통신센터 관급자재-냉난방기 제조/구매(설치포함),HCR,공군제15특수임무비행단,냉난방,,관급자재,
10,시설 유지보수 자재 구매,HDK,공군제11전투비행단,유지보수,,유지보수,
11,실린더 해드 가스켓 등 32종 구매(연평도 납품),SFN,연평부대,실린더,,가스켓,
12,노트패드 등 196종,SCK,해군교육사령부,노트,,패드,
13,젤 마우스 패드 등 222종 구매,SCL,해군사관학교,마우스,,패드,
14,중거리카메라 부품구매,LNF,제1보병사단,카메라,,부품,
15,노트 패드 등 75종,SCG,해군본부,노트,,패드,
16,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),제독,,부품,
17,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),제독,,부품,
18,K10신형제독장치 부품,EHA,일반장비계약팀 (구:19.09.16),제독,,부품,
19,무전기 회로카드조립체 4항목 제조(물품),LCF,육군군수사령부,"무전기, 물품",,조립체,
20,노트패드 등 437종 구매,SCP,제8385부대,노트,,패드,
21,차리다련장 2차 시설공사 관급자재(CCTV),LMR,제5군단사령부,TV,,관급자재,
22,실린더 조립체(공기식) 등 2종 구매,UMM,국군재정관리단,실린더,,조립체,
23,세절기 중간기어 등 220종,SFG,제9181부대,세절기,,기어,
24,휠로워조립체 3항목 제조(물품),LCF,육군군수사령부,물품,,조립체,
25,시설유지보수 자재 구매,HDK,공군제11전투비행단,유지보수,,유지보수,
26,시설유지보수 자재 구매,HDK,공군제11전투비행단,유지보수,,유지보수,
27,덮개조립체 등 24항목 구매(기장),LCF,육군군수사령부,덮개,,조립체,
28,카메라배터리 등 14종 구매,SCP,제8385부대,카메라,,배터리,
29,00부대 창고 신축공사 관급자재 냉난방기 구매 설치,UMM,국군재정관리단,냉난방,,관급자재,
30,'16년 보온대(핫패드) 구매,MDR,제9965부대,보온,,패드,
31,보급창고 CCTV(관급자재) 제조설치 납품,HDG,공군제10전투비행단,TV,,관급자재,
32,항공장비 오실로스코프 구매(물품),LCF,육군군수사령부,"물품, 스코프",,오실로스코프,
33,우측 덮개 조립체 등 4항목 구매(총포),LCF,육군군수사령부,덮개,,조립체,
