,입찰명,발주기관코드,발주기관,6종_Pick,6종_Remove,10종_Pick,10종_Remove
0,'16년 이동마트차량 제작사업,UMM,국군재정관리단,마트,,사업,
1,(육성) 창원 스마트체계시스템 구축,LKH,제6128부대,마트,,구축,
2,'18년 학교교실 디지털화(스마트러닝 확대구축) 리스,LCM,육군교육사령부,마트,,구축,
3,'18년 학교교실 디지털화(스마트러닝체계 확대 구축),UMM,국군재정관리단,마트,,구축,
4,18-항공과학고 스마트교실 교육망 개선사업,UMM,국군재정관리단,마트,,사업,
5,학교교실 디지털화(스마트러닝체계 구축)(20196137-G),UMM,국군재정관리단,마트,,구축,
6,00함 스마트지휘체계 기반구축사업(20198116-E),UMM,국군재정관리단,마트,,"구축, 사업",
7,20-스마트 교육환경 구축(208161-A),UMM,국군재정관리단,마트,,구축,
8,해군 홍보물(스마트 워치 등 4종),SCG,해군본부,마트,,홍보물,
9,(206197-G) 학교교실 스마트러닝체계 구축(리스물건),UMM,국군재정관리단,마트,,구축,
10,'20-00함 스마트지휘체계 기반 빅데이터 구축사업,SCI,제9121부대,마트,,"구축, 빅데이터, 사업",
11,스마트 항공기지 무선 네트워크 구축(218152-A),UMM,국군재정관리단,마트,,구축,
12,(217082-G) 21년 스마트러닝 체계 구축사업(리스물건),UMM,국군재정관리단,마트,,"구축, 사업",
13,(216317-F)스마트지휘통제실 비디오월구축(리스물건),UMM,국군재정관리단,마트,,구축,
14,(216085-K)'21년 학교교실 스마트러닝체계 구축사업,UMM,국군재정관리단,마트,,"구축, 사업",
15,(217100-F)스마트폰앱 분석체계 구축,UMM,국군재정관리단,마트,,구축,
16,스마트 임무수행 환경 구축사업,HCF,공군군수사령부,마트,,"구축, 사업",
17,(226048-G)’22년 스마트러닝체계 교체사업,UMM,국군재정관리단,마트,,사업,
18,24년 학군사관 모집홍보물품(생활용품 7종세트) 구매,LGC,육군학생군사학교,생활용품,,홍보물,
19,24년 학군사관 모집홍보물품(생활용품 7종세트) 구매,LGC,육군학생군사학교,생활용품,,홍보물,
20,24년 학군사관 모집홍보물품(생활용품 7종세트) 구매,LGC,육군학생군사학교,생활용품,,홍보물,
21,24년 학군사관 모집홍보물품(생활용품 7종세트) 구매,LGC,육군학생군사학교,생활용품,,홍보물,
22,24-N-스마트쉽 무선네트워크 구축 금융리스,UMM,국군재정관리단,마트,,구축,
