,입찰명,발주기관코드,발주기관,4종_Pick,4종_Remove,10종_Pick,10종_Remove
0,종교센타 리모델링 관급자재(조명기구) 제조납품,MCN,국방부근무지원단,"조명, 조명기구",,종교,
1,16-공-본-17 관급자재(전관방송 AV포함) 제조설치,UMM,국군재정관리단,제조설치,,방송,
2,000사업 병영생활관 합성수지제창호 제조,UMM,국군재정관리단,"생활관, 창호, 합성수지",,사업,
3,00부대 창설사업 통합배선반 제조설치(16-223),LGT,제2307부대,제조설치,,사업,
4,00부대 창설사업 AV 제조설치(16-221),LGT,제2307부대,제조설치,,사업,
5,000사업 병영생활관 통합배선반 제조설치,UMM,국군재정관리단,"생활관, 제조설치",,사업,
6,131사업(2차) 관급자재(출입통제시스템) 제조설치,MCM,4284부대,제조설치,,사업,
7,16-충-공-12 방송설비(305대대 통합건물 신축),HDR,공군방공관제사령부,신축,,방송,
8,차기다련장 3차 시설사업 관급자재(보일러) 설치납품,LFK,육군종합군수학교,보일러,,사업,
9,ATCIS 상용HW 유지보수 물품 구매,LNG,육군 제1군단,보수,,상용,
10,00부대 관사 신축사업 승강기 제조설치,UMM,국군재정관리단,"신축, 제조설치",,사업,
11,차기다련장 2차사업 조명기구 제조,UMM,국군재정관리단,"조명, 조명기구",,사업,
12,00부대 관사 신축사업 통합배선반 제조설치,UMM,국군재정관리단,"신축, 제조설치",,사업,
13,00부대 관사 신축사업 합성수지제창호 제조,UMM,국군재정관리단,"신축, 창호, 합성수지",,사업,
14,성당 신축 AV방송설비 제조설치,LPK,제8기동사단,"신축, 제조설치",,방송,
15,00부대개편사업 조명기구 제조납품,LNM,제5181부대,"조명, 조명기구",,사업,
16,000사업 출입통제시스템 제조 설치,MDS,제3707부대,제조 설치,,사업,
17,16-해-지원시설 방송설비 제조 설치,SCR,해군제3함대사령부,제조 설치,,방송,
18,00부대 창설사업 AV방송설비 제조설치,UMM,국군재정관리단,제조설치,,"방송, 사업",
19,00부대 이전사업 합성수지창호 제조설치,UMM,국군재정관리단,"제조설치, 창호, 합성수지",,사업,
20,00부대 이전사업 합성수지도어 제조설치,UMM,국군재정관리단,"제조설치, 합성수지",,사업,
21,차기다련장 2차 시설공사 방송설비 제조 설치납품,LNG,육군 제1군단,"공사, 제조 설치",,방송,
22,00학교 이전사업 관급자재(디자인휀스) 제조설치,UMM,국군재정관리단,제조설치,,사업,
23,14-본-육-07 00대대 이전사업 통합배선 제조 설치,UMM,국군재정관리단,제조 설치,,사업,
24,체력단련장 코스관리자재(모래) 구매,UAB,국군복지단,모래,,코스관리,
25,인터컴 세트(전관방송설비) 제조설치,UMM,국군재정관리단,제조설치,,방송,
26,00부대 이전사업 관급자재(타일 4종) 설치납품,MDG,국군의무사령부,타일,,사업,
27,`14-본-육-07  000대대 이전사업 조명기구 제조설치,UMM,국군재정관리단,"제조설치, 조명, 조명기구",,사업,
28,14-본-육-07 00대대 이전사업 전관방송/AV 제조 설치,UMM,국군재정관리단,제조 설치,,"방송, 사업",
29,00부대 이전사업 관급자재(진공온수보일러) 구매,LMH,제7군단,보일러,,사업,
30,00병원 이전사업 보일러 제조 설치,UMM,국군재정관리단,"보일러, 제조 설치",,사업,
31,00병원 이전사업 발전기 제조 설치,UMM,국군재정관리단,제조 설치,,사업,
32,00단 연병장 인조잔디 제조 설치납품,MCS,국방부계룡대근무지원단,제조 설치,,잔디,
33,00지역 영상전송체계 노후장비 제조설치(2),UMM,국군재정관리단,제조설치,,영상,
34,00지역 영상전송체계 노후장비 제조설치(3),UMM,국군재정관리단,제조설치,,영상,
35,전관방송장비 제조 설치,UMM,국군재정관리단,제조 설치,,방송,
36,000사업 발전기(200Kw) 제조설치,MDS,제3707부대,제조설치,,사업,
37,신축교육센터 정보통신환경 구축사업(리스물건),UMM,국군재정관리단,신축,,"구축, 사업",
38,000사업 UPS 및 배터리 제조설치,MDS,제3707부대,제조설치,,사업,
39,000사업 UPS 및 배터리 제조설치,MDS,제3707부대,제조설치,,사업,
40,205항공대대 00사업 발전기 제조설치납품,LHK,제2군단,제조설치,,사업,
41,00부대 인조잔디 제조설치 납품,LNQ,제17보병사단,제조설치,,잔디,
42,205항공대대 00사업 혼합골재 제조,LHK,제2군단,골재,,사업,
43,16-해병-ㅇㅇ사업 수배전반 제조 설치,UMM,국군재정관리단,제조 설치,,사업,
44,00지역 부대이전사업 스틸그레이팅 제조설치,LPG,제5보병사단,제조설치,,사업,
45,00지역 부대이전사업 스틸그레이팅 제조설치,LPG,제5보병사단,제조설치,,사업,
46,00지역 부대이전사업 스틸그레이팅 제조설치,LPG,제5보병사단,제조설치,,사업,
47,00지역 부대이전사업 스틸그레이팅 제조설치,LPG,제5보병사단,제조설치,,사업,
48,공사 생도학사정보체계 서버교체사업,UMM,국군재정관리단,공사,,사업,
49,16-본-육-4 방송설비 제조 설치,UMM,국군재정관리단,제조 설치,,방송,
50,16년 후반기 코스관리자재 모래 구매,UAB,국군복지단,모래,,코스관리,
51,00지원대 인조잔디 제조설치 납품,LCK,수도방위사령부,제조설치,,잔디,
52,군 숙소지역 조경공사,HDF,공군 제8전투비행단,공사,,조경,
53,PC 제조 설치 사업,UMM,국군재정관리단,제조 설치,,사업,
54,상근단 오수처리장 보수 케익호퍼 제조설치납품,LGH,육군상무대근무지원단,"보수, 제조설치",,처리,
55,무선기동 영상전송장비 제조 설치,UMM,국군재정관리단,제조 설치,,영상,
56,휴대용 영상전송장비 제조 설치,UMM,국군재정관리단,제조 설치,,영상,
57,(16-030)기타일반장비획득(전동카트),HDM,공군제17전투비행단,타일,,기타,
58,8비 활주로/유도로 노견 조경공사,HDF,공군 제8전투비행단,공사,,조경,
59,사격장 방송장비시스템 제조설치,UMM,국군재정관리단,제조설치,,방송,
60,13-본-국대-01 00학교 이전사업 SMC 물탱크 제조설치,UMM,국군재정관리단,제조설치,,사업,
61,13-본-국대-01 00학교 이전사업 송풍기 제조설치,UMM,국군재정관리단,제조설치,,사업,
62,연구소 회의실 AV시스템 제조설치 납품,MDN,국군화생방방호사령부,제조설치,,연구,
63,작전영상전송장비(KAISHOT) 유지보수 정비,SCF,해군군수사령부,보수,,영상,
64,작전영상전송장비(KAISHOT) 유지보수 정비,SCF,해군군수사령부,보수,,영상,
65,간성아파트 건립 전관방송 제조납품,LHP,제22보병사단,아파트,,방송,
66,방송용 시스템 제조설치,UMM,국군재정관리단,제조설치,,방송,
67,체력단련장 코스관리용 모래 구매,UMM,국군재정관리단,모래,,코스관리,
68,체력단련장 코스관리용 모래 구매,UMM,국군재정관리단,모래,,코스관리,
69,체력단련장 코스관리용 모래 구매,UMM,국군재정관리단,모래,,코스관리,
70,00부대 라디에이터(동관삽입형) 구매,LNT,제28보병사단,동관,,라디에이터,
71,구내방송장치 제조 설치,UMM,국군재정관리단,제조 설치,,방송,
72,함정용 위성방송수신안테나 유지보수 정비,SCF,해군군수사령부,보수,,방송,
73,함정용 위성방송수신안테나 유지보수 정비,SCF,해군군수사령부,보수,,방송,
74,함정용 위성방송수신안테나 유지보수 정비,SCF,해군군수사령부,보수,,방송,
75,함정용 위성방송수신안테나 유지보수 정비,SCF,해군군수사령부,보수,,방송,
76,체력단련장 코스관리자재 모래 구매,UMM,국군재정관리단,모래,,코스관리,
77,체력단련장 코스관리자재 모래 구매,UMM,국군재정관리단,모래,,코스관리,
78,계룡대 비상용발전기 제조설치 납품,UMM,국군재정관리단,제조설치,,상용,
79,00사단 본청 신축 전관방송 제조설치,UMM,국군재정관리단,"신축, 제조설치",,방송,
80,00부대 개편사업 플라스틱창호 제조/구매,LMN,제6955부대,창호,,사업,
81,00부대 연구소 수배분전반 등 제조설치 납품,MDC,제1363부대,"분전반, 제조설치",,연구,
82,표적지 사업 YL형울타리 구매,LHD,제21보병사단,울타리,,사업,
83,329사업 2차 시설공사(금속재패널 제조 설치),LMD,제7821부대,"공사, 제조 설치",,사업,
84,17년 연말 재투자사업(노후 차양대 보수 자재구매),LMN,제6955부대,보수,,사업,
85,00부대 00연구소 조명기구 제조납품,MDC,제1363부대,"조명, 조명기구",,연구,
