,입찰명,발주기관코드,발주기관,4종_Pick,4종_Remove,8종_Pick,8종_Remove
0,'18년 의료용산소 충전 및 용기검사(밸브교체),LIK,제2군수지원여단,밸브,,의료,
1,수도병원 수변전설비(분전반),MDG,국군의무사령부,분전반,,병원,
2,20년 3차 의무장비(모래분사기등 2종)구매,MDD,국군수도병원,모래,,의무,
3,"20년 의료용 산소 구매 및 용기안전검사,밸브교체",LGI,제3군수지원여단,밸브,,의료,
4,의료용산소 구매 및 용기검사(밸브교체),LIK,제2군수지원여단,밸브,,의료,
5,"21년 의료용품(의료가스,용기안전감시및밸브교체)구매",LGP,제1군수지원사령부,밸브,,의료,
6,"21년 의료용 산소 구매 및 용기안전검사,밸브교체",LGI,제3군수지원여단,밸브,,의료,
7,21년 의료용산소 구매 및 용기검사(밸브교체),LIK,제2군수지원여단,밸브,,의료,
8,"22년 의료용품(산소,용기안전검사 및 밸브교체)구매",LGP,제1군수지원사령부,밸브,,의료,
9,의약품(방수밴드 등 128품목 구매 납품),SFD,제9227부대,방수,,의약품,
10,24년 27차 의료기재(실리콘인솔 등 7품목) 구매,LFC,육군훈련소,실리콘,,의료,
11,의무 환자응답스위치 등 11품목 구매,LDH,육군종합정비창,스위치,,"의무, 환자",
