개찰결과구분명,개찰시각,개찰일자,계약체결방법명,계약체결형태명,공고기관명,공고기관코드,기초금액,낙찰자결정방법명,낙찰하한율,수요기관명,수요기관코드,업무구분명,예정가격,입찰공고명,입찰공고번호,입찰공고차수,적격심사여부,최종낙찰금액,최종낙찰업체담당자명,최종낙찰업체대표자명,최종낙찰업체명,최종낙찰업체사업자등록번호,최종낙찰업체주소,최종낙찰율,최종낙찰일자,추정가격,분류
유찰,14:30,2016-02-19,일반경쟁,총액계약,육군군수사령부,1290307,12978000.00,최저가격제,0.000,육군군수사령부,1290307,물품,,아산화질소 1항목 구매(물품),LCF0020,1,N,,,,,,,,,0.0,육군
개찰완료,14:30,2016-03-08,일반경쟁,총액계약,육군군수사령부,1290307,12978000.00,최저가격제,0.000,육군군수사령부,1290307,물품,12823125.00,아산화질소 1항목 구매(물품),LCF0020,2,N,12801600.00,김성수,장세훈,단일시스켐 주식회사,211-81-29514,서울특별시 강남구 논현로158길8-0 (신사동),99.832,2016-03-08,0.0,육군
개찰완료,11:00,2016-02-19,제한경쟁,총액계약,국군재정관리단,ZD00303,82376000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,81226854.00,세척재료(세척제  용제) 구매,UMM0058,1,Y,72367000.00,이희학,이희학,주식회사 우석,615-81-71515,경상남도 김해시 한림면 장재로193,89.092,2016-02-19,0.0,기타
개찰완료,10:30,2016-02-17,일반경쟁,총액계약,제3170부대,ZD00464,392892019.00,적격심사제,82.995,제3170부대,ZD00464,물품,393341872.00,취사용 LPG 구매,SFM0014,1,Y,331600864.00,김선용,이석철,주식회사 천일가스텍,505-81-36910,경상북도 포항시 남구 오천읍 기림로 1187(),84.303,2016-02-17,0.0,육군
개찰완료,10:30,2016-02-17,일반경쟁,총액계약,해군제1정비대대,Z023413,8057000.00,최저가격제,0.000,해군제1정비대대,Z023413,물품,7895858.00,더블에이 복사용지 등 243품목,HCC0008,1,N,6533700.00,김인하,이석순,영동문구센타,222-01-59281,강원도 동해시 동굴로 153-2(),82.748,2016-02-17,0.0,해군
개찰완료,11:00,2016-02-17,일반경쟁,총액계약,해군제1정비대대,Z023413,12870000.00,최저가격제,0.000,해군제1정비대대,Z023413,물품,12766481.00,버니어 켈리퍼스  등 174품목,HCC0009,1,N,10744000.00,윤영현,윤영현,(주)동건,215-86-62413,강원도 동해시 전천로245-2 (북평동),84.157,2016-02-17,0.0,해군
개찰완료,11:30,2016-02-03,제한경쟁,단가계약,제2879부대,ZD00347,242000.00,적격심사제,87.745,제2879부대,ZD00347,용역,243302.99,16년 폐합성수지 위탁처리 용역,LDH0087,1,Y,219670.00,윤한성,윤한성,주식회사 동경산업,613-81-58592,경상남도 진주시 대곡면 널방재길 318(),90.286,2016-02-03,0.0,육군
개찰완료,11:30,2016-02-03,제한경쟁,단가계약,제2879부대,ZD00347,271000.00,적격심사제,87.745,제2879부대,ZD00347,용역,268524.24,16년 폐화공약품 위탁처리 용역,LDH0088,1,Y,238000.00,이정민,이정민,에이스환경,609-54-13533,경상남도 김해시 번화1로44번길31-0 (대청동) 508호,88.632,2016-02-03,0.0,육군
개찰완료,11:00,2016-02-02,일반경쟁,총액계약,제7789부대,ZD00074,68936200.00,최저가격제,0.000,제7789부대,ZD00074,물품,69466963.00,00부대(6진) 정비반 물품 구매(1차),LMS0044,1,N,60263873.00,오용식,조명자,서림산업,609-22-69259,경상남도 창원시 진해구 남영로552번길21-0 (남양동),86.751,2016-02-02,0.0,육군
개찰완료,11:00,2016-02-02,일반경쟁,총액계약,제7789부대,ZD00074,69545060.00,최저가격제,0.000,제7789부대,ZD00074,물품,68384422.00,00부대(6진) 정기재보급 물품 구매(1차),LMS0045,1,N,52128700.00,김경미,김경미,오상푸드시스템,676-23-00238,경상북도 칠곡군 동명면 백송로829-0,76.228,2016-02-02,0.0,육군
유찰,11:30,2016-02-03,제한경쟁,총액계약,제2879부대,ZD00347,83057000.00,적격심사제,87.745,제2879부대,ZD00347,용역,,16년 수질검사/대기오염측정용역,LDH0097,1,Y,,,,,,,,,0.0,육군
개찰완료,11:30,2016-02-12,제한경쟁,총액계약,제2879부대,ZD00347,83057000.00,적격심사제,87.745,제2879부대,ZD00347,용역,81348809.00,16년 수질검사/대기오염측정용역,LDH0097,2,Y,72744830.00,윤한욱,윤한욱,케이씨환경분석 주식회사,608-86-01772,경상남도 창원시 의창구 차상로68-0 (팔용동),89.423,2016-02-12,0.0,육군
개찰완료,14:00,2016-02-22,2단계경쟁(동시),총액계약,제1363부대,ZD00231,29000000.00,최저가격제,0.000,제1363부대,ZD00231,물품,28814805.00,손목시계 제조납품,MDC0001,1,N,20242000.00,서영수,김동순,(주)에스더블유씨(SWC),215-81-72575,"경기도 성남시 분당구 야탑로69번길 18, 동아프라자 5층(야탑동)",70.248,2016-02-22,0.0,기타
개찰완료,11:30,2016-02-15,제한경쟁,총액계약,제2879부대,ZD00347,107944000.00,적격심사제,87.995,제2879부대,ZD00347,물품,108948871.00,접착제등55종구매,LDH0117,1,Y,96349500.00,전은희,전은희,주식회사 유민기업,621-81-99196,부산광역시 남구 진남로207-0 (문현동),88.435,2016-02-15,0.0,육군
개찰완료,11:00,2016-02-22,2단계경쟁(동시),총액계약,국군재정관리단,ZD00303,175450000.00,최저가격제,0.000,국군재정관리단,ZD00303,용역,175455192.00,직접입영 신체검사 부분위탁 용역(3),UMM0035,1,N,121000000.00,오근영,신민석,(사)대한결핵협회,107-82-03639,서울특별시 서초구 바우뫼로6길57 (우면동),68.963,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-12,제한경쟁,총액계약,국방출판지원단,ZD00908,54152340.00,적격심사제,87.995,국방출판지원단,ZD00908,물품,53384149.00,디지털 인쇄재료 38종 구매,UAC0002,1,Y,47012000.00,장창배,장창배,더페이퍼,109-07-42908,"서울특별시 중구 마른내로12길7-4 (충무로5가, 충무로 현대 프레스타워)",88.063,2016-02-12,0.0,국방부직할
유찰,11:00,2016-02-15,일반경쟁,총액계약,국군재정관리단,ZD00303,1840000000.00,적격심사제,77.995,국군재정관리단,ZD00303,용역,,임상병리 위탁 및 수탁 검사용역,UMM0036,1,Y,,,,,,,,,0.0,기타
개찰완료,11:00,2016-03-07,일반경쟁,총액계약,국군재정관리단,ZD00303,1840000000.00,적격심사제,77.995,국군재정관리단,ZD00303,용역,1807629266.00,임상병리 위탁 및 수탁 검사용역,UMM0036,2,Y,1472000000.00,김효미,이은희,의료법인 녹십자의료재단,213-82-03521,경기도 용인시 기흥구 이현로30번길 107(),81.432,2016-03-07,0.0,기타
개찰완료,11:00,2016-02-16,제한경쟁,총액계약,육군학생군사학교,ZD00252,84875000.00,적격심사제,87.745,육군학생군사학교,ZD00252,용역,83406264.00,16년 식기세척기 관리 용역,LGC0011,1,Y,73825000.00,신광현,신광현,드림파워,227-01-31556,강원도 원주시 우산로5-0 (우산동),88.512,2016-02-19,0.0,육군
개찰완료,17:00,2016-02-11,제한경쟁,총액계약,국군의무사령부,1290291,16831067.00,적격심사제,87.995,국군의무사령부,1290291,물품,16715336.00,대구병원 공조기필터 교체 설치납품,MDG0001,1,Y,14759500.00,문영철,문현정,주식회사 크린필텍,132-86-09850,경기도 남양주시 불암로89-22 (별내동),88.299,2016-02-15,0.0,기타
개찰완료,11:00,2016-02-12,제한경쟁,총액계약,국방출판지원단,ZD00908,41779060.00,적격심사제,87.995,국방출판지원단,ZD00908,물품,42134188.00,인쇄용지 3종 구매,UAC0003,1,Y,37104380.00,최경태,최경태,우솔아이앤씨,780-04-00157,서울특별시 금천구 남부순환로1314-0 (독산동) 519호 독산아네스트,88.062,2016-02-12,0.0,국방부직할
개찰완료,11:00,2016-02-15,제한경쟁,총액계약,국군재정관리단,ZD00303,79638980.00,적격심사제,87.745,국군재정관리단,ZD00303,용역,78523947.00,보급품 적재 및 하역용역,UMM0037,1,Y,71626200.00,장진성,장진성,주식회사 와이비서비스,264-81-05952,서울특별시 강동구 천호대로175길11-0 (길동),91.215,2016-02-15,0.0,기타
개찰완료,17:00,2016-02-11,제한경쟁,총액계약,국군의무사령부,1290291,18337864.00,적격심사제,87.995,국군의무사령부,1290291,물품,18195625.00,부산병원 공조기필터 교체 설치납품,MDG0002,1,Y,16059835.00,김영태,김영배,동성ENG,119-04-78926,경기도 남양주시 화도읍 가곡로88번길54,88.262,2016-02-15,0.0,기타
개찰완료,11:00,2016-02-15,제한경쟁,총액계약,제9196부대,ZD00370,190320000.00,적격심사제,87.995,제9196부대,ZD00370,물품,187706123.00,16- 백령도 빵류 납품,SFH0020,1,Y,165299680.00,이주열,이주열,주식회사 동영상사,137-86-39868,"인천광역시 서구 백범로630번길22, 308-1호, 216호 (가좌동)",88.063,2016-02-15,0.0,해병
개찰완료,10:30,2016-02-12,제한경쟁,총액계약,제7001부대,ZD00259,188000000.00,적격심사제,87.995,제7001부대,ZD00259,용역,185413712.00,'16-주도로 청소 및 제초용역,SCN0017,1,Y,163326700.00,김상진,조영숙,주식회사 세원테크,609-81-65376,"경상남도 창원시 의창구 의창대로54번길 1,  금복빌딩 801호(팔용동)",88.087,2016-02-12,0.0,육군
개찰완료,10:30,2016-02-17,제한경쟁,총액계약,제1보병사단,ZD00049,59488000.00,적격심사제,87.745,제1보병사단,ZD00049,용역,58622944.00,정수기 임차용역,LNF0001,1,Y,51528000.00,인창식,김형식,(주)후레쉬워터,126-81-48931,경기도 광주시 초월읍 산수로 468-10(),87.897,2016-02-17,0.0,육군
개찰완료,11:00,2016-02-19,제한경쟁,총액계약,4284부대,ZD00924,39200000.00,적격심사제,87.995,4284부대,ZD00924,물품,38767113.00,교육용 패킷 분석장비 라이선스 구매,MCM0001,1,Y,36645400.00,최진아,유흥배,(주)아이디어정보기술,211-87-75209,서울특별시 구로구 디지털로34길55-0 (구로동),94.527,2016-02-19,0.0,국방부직할
개찰완료,11:00,2016-02-19,일반경쟁,총액계약,국군재정관리단,ZD00303,621717260.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,611488349.00,의료재료 395종 구매,UMM0047,1,Y,515924000.00,장덕운,김강애,(주)메디콘,215-87-64572,경기도 하남시 미사강변서로25 1층 F110호(미사테스타타워 지식산업센터),84.371,2016-02-19,0.0,기타
개찰완료,15:00,2016-02-29,2단계경쟁(동시),총액계약,제7851부대,ZD00792,74424271.00,최저가격제,0.000,제7851부대,ZD00792,물품,74696443.00,00부대 간부식당 식자재 구매(육류),LMC0001,1,N,63732600.00,김정애,김좌근,(주)이십일세기미트뱅크,131-81-53566,인천광역시 서구 가좌로96번길36-0 (가좌동)대동상가2층,85.322,2016-02-29,0.0,육군
개찰완료,10:30,2016-02-18,제한경쟁,총액계약,제9911부대,1290334,1550481000.00,적격심사제,77.995,제9911부대,1290334,용역,1530220412.00,16-평-00아파트 시설관리 용역,SCQ0024,2,Y,1195127000.00,김효기,박장호,신세계관리주식회사,131-81-78039,"인천광역시 남동구 경인로722, 4층 402호 (간석동, 에스엠빌딩)",78.101,2016-02-18,0.0,해병
개찰완료,11:30,2016-02-24,지명경쟁,총액계약,제9965부대,ZD00075,8542087.00,최저가격제,0.000,제9965부대,ZD00075,물품,8492591.00,북한 및 해외 간행물 구매,MDR0003,4,N,6783000.00,조윤화,정정옥,아시아저널,209-06-22281,"서울특별시 강서구 공항대로200, 713호, 714호(마곡동)",79.869,2016-02-24,0.0,육군
유찰,11:30,2016-02-18,지명경쟁,총액계약,제9965부대,ZD00075,8542087.00,최저가격제,0.000,제9965부대,ZD00075,물품,,북한 및 해외 간행물 구매,MDR0003,3,N,,,,,,,,,0.0,육군
개찰완료,11:30,2016-02-19,제한경쟁,총액계약,제2879부대,ZD00347,18570000.00,적격심사제,87.995,제2879부대,ZD00347,물품,18763975.00,온도센서 등 32종 구매,LDH0124,1,Y,16610000.00,김병주,김병주,창신기업,606-14-26130,"부산광역시 사상구 괘감로 37, 산업용품유통상가 24-205(괘법동)",88.520,2016-02-22,0.0,육군
개찰완료,14:00,2016-04-12,제한경쟁,총액계약,방위사업청,1690000,119367000.00,적격심사제,,방위사업청,1690000,물품,119911209.00,'16년 오리콘용 탄약장진기,EGG0016,1,Y,103168890.00,신현경,김인영,보령엔지니어링,107-02-93949,경기도 포천시 군내면 포천로1160번길87-51,86.037,2016-04-12,0.0,국방부직할
개찰완료,11:00,2016-02-22,제한경쟁,총액계약,국군재정관리단,ZD00303,235200000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,231925776.00,육군 간부수첩 표지 제조,UMM0051,1,Y,204637260.00,조승현,조승현,주식회사 나루지엠에스,214-88-54990,"서울특별시 서초구 사임당로19길 40-8,  2층(서초동)",88.233,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-22,일반경쟁,총액계약,국군재정관리단,ZD00303,631499460.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,628305754.00,의무장비 운영소모품 166종 구매,UMM0053,1,Y,523245498.00,채희연,임정숙,(유)목양,314-81-26325,충청남도 논산시 연무읍 연무로 320(),83.278,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-22,일반경쟁,총액계약,국군재정관리단,ZD00303,276518000.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,272727690.00,병리장비 운영소모품 84종 구매,UMM0054,1,Y,227981555.00,이주열,이주열,주식회사 동영상사,137-86-39868,"인천광역시 서구 백범로630번길22, 308-1호, 216호 (가좌동)",83.593,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-22,일반경쟁,총액계약,국군재정관리단,ZD00303,281077100.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,277083124.00,병리장비 운영소모품 62종 구매,UMM0055,1,Y,231394943.00,이주열,이주열,주식회사 동영상사,137-86-39868,"인천광역시 서구 백범로630번길22, 308-1호, 216호 (가좌동)",83.511,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-22,일반경쟁,총액계약,국군재정관리단,ZD00303,329121300.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,324024591.00,병리장비 운영소모품 43종 구매,UMM0056,1,Y,269102924.00,채희연,임정숙,(유)목양,314-81-26325,충청남도 논산시 연무읍 연무로 320(),83.050,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-22,일반경쟁,총액계약,국군재정관리단,ZD00303,605961380.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,599167407.00,외과장비 운영소모품 61종 구매,UMM0057,1,Y,506280200.00,홍찬민,강미자,나이스메디텍,727-35-00150,경기도 남양주시 가운로1길1-0 (가운동) 505-2호,84.497,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-22,일반경쟁,총액계약,국군재정관리단,ZD00303,1054168400.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,1038836540.00,외과장비 운영소모품 29종 구매,UMM0058,1,Y,869530850.00,박정주,한재희,한스메디칼,123-25-32152,"경기도 군포시 번영로514, 601호(금정동)",83.702,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-22,일반경쟁,총액계약,국군재정관리단,ZD00303,277715400.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,272567039.00,외과장비 운영소모품 72종 구매,UMM0059,1,Y,229330560.00,김정희,김정희,주마메디칼,132-28-95394,경기도 남양주시 진접읍 금강로1553-21 (신우아파트) 상가 112호,84.137,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-22,제한경쟁,총액계약,국군재정관리단,ZD00303,162972000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,161417694.00,방사선장비 운영소모품 13종 구매,UMM0060,1,Y,142193000.00,지용성,지소연,주식회사 제이인터내셔널,141-81-23206,경기도 파주시 조리읍 통일로486-0,88.090,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-19,일반경쟁,총액계약,국군의무사령부,1290291,31368932.00,최저가격제,0.000,국군의무사령부,1290291,물품,31430518.00,특수수술재료(반월상연골봉합술재료 등 3건) 구매,MDG0012,1,N,27290000.00,김정임,김정임,주영메딕스,206-22-85157,"서울특별시 광진구 뚝섬로31길20-0 (자양동, 대동아파트)상가106호",86.826,2016-02-19,0.0,기타
개찰완료,11:00,2016-02-22,제한경쟁,총액계약,국군재정관리단,ZD00303,200658000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,197298324.00,병리장비 운영소모품 47종 구매,UMM0062,1,Y,173722102.00,이승기,이승기,에스엘(SL)상사,307-10-46264,충청남도 계룡시 서금암3길16-3 (금암동) 101호,88.050,2016-02-22,0.0,기타
개찰완료,11:00,2016-02-02,일반경쟁,단가계약,제5378부대,ZD00217,640.00,최저가격제,0.000,제5378부대,ZD00217,물품,629.22,소시지,LGP0042,1,N,388.00,지강훈,이경희,주식회사 엠디원,211-88-85965,"서울특별시 서초구 강남대로27-0 (양재동, AT Center) 605호",61.663,2016-02-02,0.0,육군
개찰완료,11:00,2016-02-02,일반경쟁,단가계약,제5378부대,ZD00217,1400.00,적격심사제,82.995,제5378부대,ZD00217,물품,1377.64,어묵(용기),LGP0043,1,Y,1144.57,조흔태,김찬호,씨제이 푸드빌(주),312-81-42519,"서울특별시 중구 마른내로34, 3~11층(초동, (주)케이티앤지을지로타워)",83.081,2016-02-02,0.0,육군
