,입찰공고명,공고기관명
59362,24-F-수평 밀링머신 1종 구매,국군재정관리단
59363,(24G203-A)클라우드 통합 정보업무체계 2차 금융리스,국군재정관리단
59364,24-F-신형 저장랙 제조,국군재정관리단
59365,24-N-UPS 노후 배터리 교체,국군재정관리단
59366,플라스틱표적지(E F형),방위사업청
59367,탐색레이다 여과기(일반 제조),방위사업청
59368,밴트럭(1 1/4톤 암호차),방위사업청
59369,밴  포사격지휘소용(1¼톤용_V251K),방위사업청
59370,트럭(1¼톤 통신가설차용),방위사업청
59371,트레일러  탄약적재운송용(KMT-1),방위사업청
59373,취사연료(LPG),공군제11전투비행단
59374,23-충-공-3A 무대장치(용성문화회관 개선공사),제20전투비행단
59375,호스조립체  비금속제 등 41항목 구매(기장),육군군수사령부
59376,송신기 유압용 등 9항목 구매(일장-016),육군군수사령부
59377,24년 3분기 부대계약 영내자증식 구매,육군교육사령부
59378,24년 공기청정기 필터 제조,육군 탄약지원사령부
59380,건설장비(굴착기) 부수 부품 제조 납품,육군 52보병사단
59381,2024 국가지정입원치료병상 헤파필터 제조설치,국군수도병원
59382,증기압측정기 구매,해군군수사령부
59383,수리부속 28종 구매,국방출판지원단
59384,24-F-정비업무용 부스 1종 제조,국군재정관리단
59385,24-D-자담 인쇄용지 구매(241035-F),국군재정관리단
59386,24-N-주파수변환기 제조,국군재정관리단
59387,24-F-충전선  냉매충전 및 시험다기관용 구매,국군재정관리단
59388,24-N-모타건조로 A형 구매,국군재정관리단
59389,교정간격 부품류,방위사업청
59390,24년 탐색레이다 수리부속(제조),방위사업청
59391,확성기 영구 자석식(차륜형지휘소용차량 2차양산),방위사업청
59392,유조차(4 000G/A),방위사업청
59393,24년 측지기  전자식거리측정용  적외선식,방위사업청
59394,장치대 탄적치대 이송용 등 2항목 구매(총포공구),육군군수사령부
59395,슬링 빔형 등 5항목 제조(궤도공구),육군군수사령부
59396,펀치 구동핀용 등 7항목 제조(궤도공구),육군군수사령부
59397,스위치 등 41항목 구매(궤도-017),육군군수사령부
59398,키트-스탈첵 엔진용 등 7항목 구매(총포공구),육군군수사령부
59399,스위치 압력식 등 1항목 구매(궤도-020),육군군수사령부
59400,(정비) 지퍼백밀봉형중형 등 173종 구매,제2879부대
59406,(육성)워리어플랫폼 조준경·확대경·총기레일 제조,제3697부대
59407,24~'25 C-130 지시기 자세용 정비(D),방위사업청
59408,K9 전동기 조립체,방위사업청
59409,소화기(총류)부품류(구매),방위사업청
59410,2024 표본수집키트 화학작용제용,방위사업청
59411,케이블립체류,방위사업청
59412,피스톤링류,방위사업청
59413,가스켓류,방위사업청
59414,회로카드조립체(제조),방위사업청
59415,헬멧 지상군용(KHB-2000),방위사업청
59416,24년 위장망체계 지지대세트류,방위사업청
59417,24년 점화휴즈KM60,방위사업청
59428,간격유지기 등 55항목 구매(궤도-004),육군군수사령부
59429,부품키트 브레이크 슈용 등 7항모 구매(궤도-005),육군군수사령부
59430,쐐기 등 18항목 구매(궤도-008),육군군수사령부
59431,필터 유닛 액체용 압력식 등 17항목 구매(궤도-013),육군군수사령부
59432,삽입기 나사용 등 40항목 구매(궤도-015),육군군수사령부
59433,저항기 가변식 등 51항목 구매(궤도-016),육군군수사령부
59434,펌프 유압펌프식 등 2항목 생산능력확인제조(궤도015),육군군수사령부
59435,가스자동밥솥 소형 등 2항목 구매(물자),육군군수사령부
59436,단자  납땜용 등 5항목 제조(기동-생산-025),육군군수사령부
59437,105밀리 방청심지 제거 캡 세트 1항목 제조(궤도016),육군군수사령부
59438,보조통접착물 추출용 등 3항목  제조(자주포),육군군수사령부
59439,탄통조립체 등 2항목 구매(항공),육군군수사령부
59440,[육성지원금-24-4] LED전광판 설치 납품,수도방위사령부
59443, K200 피스톤 내연기관용 등 2종 구매,제2879부대
59444, K200 배선장치 갈래형 등 10종 구매,제2879부대
59445,K9자주포 전원공급기등2종 구매,제2879부대
59447,식육가공품류 10종,제3130부대
59451,00부대 노후배관 개선 관급자재(계측제어),제1보병사단
59452,105밀리 곡사포 성능개량사업 관급(크레인),제1보병사단
59454,여단 화면전시체계 구매 설치(리스물건),육군제1911부대
59458,24년 저속고무보트(7인승) 제조,제9965부대
59459,공기압축 휀다 등 5종 제조,해군군수사령부
59460,ㅇㅇ함 롤러커튼 외주정비,해군군수사령부
59461,잠수함 위성지휘 통신체계 유지보수 정비,해군군수사령부
59462,MHC 추진제어 케이블 정비,해군군수사령부
59463,’24년 탄약 포장재료 외주 정비,해군군수사령부
59464,혼 신호용 등 5종 구매,해군군수사령부
59465,연점시험기,해군군수사령부
59467,케이블 특수목적용 전기식 등 37종 구매,해군군수사령부
59468,탐침-도선조립체 시험용 등 9종 구매,해군군수사령부
59469,초음파 탐침기 구매,해군군수사령부
59470,OO급 잠수함 통합양강마스트 정비,해군군수사령부
59471,(긴급) 밸브  조절용  계통압력용 1종,해군군수사령부
59473,브러시 전기접점용 등 7종 구매,해군군수사령부
59474,방현재  선박용 등 3종 제조,해군군수사령부
59475,PU PALM  장갑  등 150종 구매,해군군수사령부
59476,(긴급) 세척제  산성  파이프라인용 등 3종,해군군수사령부
59477,발전기  교류식 1종 구매,해군군수사령부
59478,(긴급)국기봉 유압 펌프 장치 등 4종,해군군수사령부
59479,LST-I 보조제어반(ACC)  보수통제장치(DCC) 정비,해군군수사령부
59480,공기청정기 필터 5종 제조 납품,해군교육사령부
59481,부품키트  엔진 워터펌프용 등 23종 구매,해군제3함대사령부
59482,개인 보호 장구류(개인보호 킷 등 6품목) 구매,제9691부대
59483,(247173-F) 재호흡기 구매,국군재정관리단
59484,(246190-E) '24-1차 체력단련장 관리장비 통합구매,국군재정관리단
59485,(246189-D) 모니터 도입사업(리스자산),국군재정관리단
59486,24-N-해양부생물 생성방지장치 제조,국군재정관리단
59487,(246202-D)지형분석장비 교체사업(리스자산),국군재정관리단
59489,(247198-E) 기초잠수착용물자 구매,국군재정관리단
59490,24-N-PE수도관 구매,국군재정관리단
59491,(246031-G)사전학습지원 기반체계(콘텐츠학습) 교체,국군재정관리단
59492,(246240-F) 승용 사열차 제조,국군재정관리단
59493,24-F-워게임장비 구매,국군재정관리단
59494,24-N-자동확보기 세트 등 4종 구매,국군재정관리단
59495,센서  화재용,방위사업청
59496,섀클류(전차용),방위사업청
59497,24년 케이블조립체류(차폐용)(제조),방위사업청
59498,24년 발칸 사격통제부품(구매),방위사업청
59499,탐조등 등 95항목 구매(일장-012),육군군수사령부
59500,필터 엘리먼트 유체용 등 52항목 구매(일장-017),육군군수사령부
59501,오일  봉합재 등 107항목 제조(기동-생산-001),육군군수사령부
59502,(화공) 액화산소 구매,제2879부대
59503,(자재) 너트 등 23종 구매,제2879부대
59504,24년 육성지원사업 방탄복세트 I형 제조구매,제6755부대
59507,24-N-긴급구조잠수세트 등 2종 구매,국군재정관리단
59508,24~25년 헬기 구성품(변환기 등) 정비,방위사업청
59509,24~25년 헬기전장품정비(회전자 발전기용),방위사업청
59510,백열등 등 72항목 구매(자주포),육군군수사령부
59511,클램프 루프형 등 41항목 제조(자주포),육군군수사령부
59512,모사전송기 등 1항목 구매(통신),육군군수사령부
59513,판 스프링용 등 10항목 구매(총포),육군군수사령부
59514,차폐 개스킷 전자식 등 37항목 구매(특무),육군군수사령부
59515,다이얼 눈금식 등 38항목 제조(총포),육군군수사령부
59516,(24군책-물품023)파렛트 3단 저장랙 제조,종합보급창
59517,K200 핀 잠금용 등 13종 구매,제2879부대
59518, K200 디스크 클러치 차량용 3종 구매,제2879부대
59519,탄약정비공장 정비용장비 제조 설치,제3130부대
59521,GNSS 측량장비세트 구매,제9965부대
59522,AGS 전기추진체계  배전반 및 추진전동기 정비,해군군수사령부
59523,0-00호정 유압시스템 밸브 외주정비,해군군수사령부
59524,탐지기  가스용 등 6종 구매,해군군수사령부
59525,LST-I 발전기 원격제어반(EPCC) 정비,해군군수사령부
59526,구조함 자동함위유지장치 유지보수 정비,해군군수사령부
59527,오-링 등 23종 구매,해군군수사령부
59528,(긴급)구리양극조립체 등 60종,해군군수사령부
59529,공기청정기 필터 7종 661점 구매,해군제3함대사령부
59530,24-N-디지털 컬러 인쇄 시스템 및 재단기 구매,국군재정관리단
59531,(246168-E) ’24년 스크린 도입사업(리스자산),국군재정관리단
59533,(246226-D)기동영상전송장비 구매,국군재정관리단
59534,24-N-기관단총 라이트 구매,국군재정관리단
59535,(247023-H)기록관리시스템 노후 교체사업(리스자산),국군재정관리단
59536,K계열전차 부품류,방위사업청
59537,24년 오리콘 부품(슬리브 등),방위사업청
59538,24년 오리콘 사격통제장치 부품류(제조),방위사업청
59539,부유대 조립체  방탄헬멧 내피용,방위사업청
59540,24년 정밀접근용 레이다(GPN-331K) 부품(구매)(B),방위사업청
59541,24년 천마 전동기 부품(제조),방위사업청
59542,폭발물처리 작전용 셔츠 제조,공군군수사령부
59543,취사용 LPG,육군제7789부대
59544,솔레노이드  전기식 등 17항목 구매(기장),육군군수사령부
59546,24년 소총 5.56mm K2/K2C1,방위사업청
59547,[24-144] 출입문개방용 유압절단기 1종 1점,공군제5공중기동비행단
59548,[24-156] 청력보호헤드셋 1종 32점,공군제5공중기동비행단
59549,고정기  전기접촉 브러시용 등 20항목 구매(기장),육군군수사령부
59550,송신기 유압용 등 9항목 구매(일장-016),육군군수사령부
59551,의무근무대 신축(자동제어 제조설치),육군제53보병사단
59553,24-N-탐조등 12인치 제조(248121-F),국군재정관리단
59555,곡사포 일반부품류(제조),방위사업청
59556,리테이너류,방위사업청
59557,패드류,방위사업청
59558,24년 축전식 전지(밀폐형),방위사업청
59559,24년 케이블조립체류(비차폐용)(제조),방위사업청
59560,24년 케이블조립체류(통신장비용)(제조),방위사업청
59561,신형 방탄헬멧(소형),방위사업청
59562,신형 방탄헬멧(중형),방위사업청
59563,신형 방탄헬멧(대형),방위사업청
59564,신형 방탄헬멧(특대형),방위사업청
59565,24년 정밀접근용 레이다(GPN-331K) 부품(구매)(A),방위사업청
59566,24년 비호용 전원공급기(제조),방위사업청
59567,24년 천마 궤도 부품류(제조),방위사업청
59568,24년 위장망체계 지지대세트류,방위사업청
59569,24년 측지기  전자식거리측정용  적외선식,방위사업청
59570,[무장장착장비 부품]밸브조립체 등 10종,공군군수사령부
59571,24-H-31 톱  동력 절단용,공군군수사령부
59572,24-04-137 방송장비 1품목 구매,공군교육사령부
59575,20비 24-185 냉장고,제20전투비행단
59577,스위치 누름식 등 13항목 구매(총포),육군군수사령부
59578,뚜껑 렌즈용 등 24항목 구매(총포),육군군수사령부
59579,비트 스크루드라이버용 등 26항목 구매(통신),육군군수사령부
59580,디스플레이  광전자식 등 14항목 구매(통신),육군군수사령부
59581,축전기 고정식 세라믹 유전체형 등 15항목 구매(총포),육군군수사령부
59582,도관 조립체 등 72항목 구매(자주포),육군군수사령부
59583,볼 밸브용 배기구멍형 등 37항목 구매(궤도),육군군수사령부
59584,덮개 총포용 등 20항목 구매(총포),육군군수사령부
59585,링 베어링용 외부용 등 14항목 구매(궤도_002),육군군수사령부
59586,브래킷트 등 35항목 생산능력확인제조(궤도-009),육군군수사령부
59587,피스톤 작동용 등 84항목 생산능력확인제조(궤도-007),육군군수사령부
59588,필터엘리먼트 등 16항목 생산능력제조(자주포),육군군수사령부
59589,렌치 소켓용 등 36항목 구매(총포공구),육군군수사령부
59590,렌치 스패너용 등 40항목 구매(총포공구),육군군수사령부
59591,드라이버 시일용 등 17항목 구매(총포공구),육군군수사령부
59592,플라이어 리테이닝링용 등 36항목 구매(총포공구),육군군수사령부
59593,접촉자조립체 전기용 등 13항목 구매(총포공구),육군군수사령부
59594,기구 강하용 헬륨가스 구매(특-24-물-40),특수전사령부
59595,공중물자 부품 구매(특-24-물-39),특수전사령부
59596,[육성지원금-24-5] 심폐소생술마네킹 등 2종 구매,수도방위사령부
59597,손망실 마일즈장비 제조납품,육군과학화전투훈련단
59598,6차(천안)전력시설 개선공사-관급 케이블,육군 탄약지원사령부
59602,2024 전산장비(영상CD등록기) 구매,국군수도병원
59603,2024 동맥 초음파 실습모형 구매,국군수도병원
59606,24-3차 소방기구(소화기 등 4종) 구매,국군의무사령부
59607,24-3차 후생용구(이발기 등 2종) 구매,국군의무사령부
59609,방탄복 제조 ,제9965부대
59610,00체계 수리부속 구매(전원공급기 등 15종),제3707부대
59611,안전포크 등 4종 구매,해군군수사령부
59612,초음파누설검사기 2EA 구매,해군군수사령부
59613,솔 부분품 소제용 포용 등 2종 구매,해군군수사령부
59614,양극 등 5종 구매,해군군수사령부
59615,유체정역학유니트 등 2종 구매,해군군수사령부
59616,플랫트 실링 등 10종 구매,해군군수사령부
59617,EOD로봇 부품 정비,해군군수사령부
59618,손원일급 잠수함  ESM/RADAR 마스트 정비,해군군수사령부
59619,유증기 감지기 등 7종 구매,해군군수사령부
59620,백업링 등 11종 구매,해군군수사령부
59621,프레임리프트 2EA 구매,해군군수사령부
59622,(긴급)엘리베이터 가스켓 등 16종,해군군수사령부
59623,항만지휘정 및 조사정 추진기관 외주정비,해군군수사령부
59624,(긴급)잉곳 주석-청동용 등 3종,해군군수사령부
59625,24년 Lynx 항공기 회로카드 조립체 정비,해군군수사령부
59626,24-N-주파수변환기 제조,국군재정관리단
59627,24-N-25인승 공기주입식 구명정 제조,국군재정관리단
59628,24-N-자유형단조해머 제조,국군재정관리단
59629,차세대 D-PIS 구축 장비(백업 어플라이언스) 구매 ,국군재정관리단
59633,(246220-C) 전투장구류 클린소독기 구매,국군재정관리단
59634,(246236-F) 공기청정기 필터 제조,국군재정관리단
59635,(246258-C) 특정지역 특수피복 제조(신사복류),국군재정관리단
59636,(246247-D) 이동형 심리생리반응 분석장비 구매,국군재정관리단
59637,(247037-H)웹 방화벽 구축,국군재정관리단
59638,24년 고압호스,방위사업청
59639,브라켓류(제조),방위사업청
59640,24년 타이어체인,방위사업청
59641,궤도부품류(클러치 조립체 등),방위사업청
59643,덮개 등 12항목 구매(총포),육군군수사령부
59644,광선 분산기 등 3항목 구매(항공),육군군수사령부
59645,창  관찰용 등 2항목 구매(항공),육군군수사령부
59646,[24-D44] 본청 UPS 교체 설치납품,지상작전사령부
59647,(자재) 철파이프 등 5종 구매,제2879부대
59648,(자재) 너트 등 23종 구매,제2879부대
59649,예비군훈련대 방탄보호판 개폐장치 설치 납품,육군 52보병사단
59650,24-2차 상용 SW 구매(EMS7),국군지휘통신사령부
59652,기상관측장비 교체,제9965부대
59653,시일  밀봉형 등 5종 구매,해군군수사령부
59654,동계취사모 등 2종 제조,해군군수사령부
59655,스위치  누름식 등 4종 구매,해군군수사령부
59656,전원공급기  등 4종 구매,해군군수사령부
59657,게이지  기체흐름 측정용 등 3종 구매,해군군수사령부
59658,필터 하부조립체 등 3종,해군군수사령부
59659,기능성침낭 43SE 제조,해군군수사령부
59660,군악  의장 행사모 구매,해군군수사령부
59661,소자 등 24종 구매,해군군수사령부
59662,군사경찰 행사복 등 7종 제조,해군군수사령부
59664,해류유속계 구매,해군군수사령부
59665,함정 화장실/세면장 리모델링 정비,해군군수사령부
59666,(긴급)엑츄에이터 등 2종,해군군수사령부
59667,래커에어로졸 등 8종 구매,해군군수사령부
59668,24년 항만경비정(HP) 유도관 및 추진기 외주정비,해군군수사령부
59669,24년 항만수송정(YF) 유도관 및 추진기 외주정비,해군군수사령부
59670,OO함 잠수장비세트 외주정비,해군군수사령부
59671,GASKET 등 40종 구매,제5738부대
59672,MCU PCB 및 정재염 등 38품목 구매,제9181부대
59673,’25년도 국군복지단 달력 제조,국군복지단
59674,24-F-버켓트럭 1종 구매,국군재정관리단
59675,(246026-G)24년 대형화면전시체계 교체사업(리스자산),국군재정관리단
59676,24-N-전원변환기(DC24V 400A) 제조(248153-F),국군재정관리단
59678,24-D-이동마트 차량(3.5톤) 제조,국군재정관리단
59679,(24F241-B) 24년 통합관리시스템 하드웨어 교체,국군재정관리단
59680,24-N-방공 고속지령대 제조 설치(248174-F),국군재정관리단
59681,(246235-E) 항공기용 위성통신 단말기 교체,국군재정관리단
59682,(246196-C) 특정지역 특수피복 제조,국군재정관리단
59683,24-N-기지경계용 드론 제조,국군재정관리단
59684,24년 표준차 유지부품,방위사업청
59685,2024 특수보호의(Level A),방위사업청
59686,2024 셀 모듈 조립체(K-CAM2),방위사업청
59687,K계열 궤도장비 부품류,방위사업청
59688,24년 지뢰살포기 부품(제조),방위사업청
59689,24년 다목적굴착기 부품(구매),방위사업청
59690,24년 군위성통신체계 부품(구매),방위사업청
59691,24년 지상전술전자전장비 부품(구매),방위사업청
59692,지상감시레이더 부품(구매),방위사업청
59693,유조차(4 000G/A),방위사업청
59694,전원함 유압식 등 7항목 제조(자주포),육군군수사령부
59695,전원함 유압식 등 7항목 제조(자주포),육군군수사령부
59696,연결기 등 54항목 구매(자주포),육군군수사령부
59697,고정구 항공기정비용 등 3항목 구매(항공공구),육군군수사령부
59699,송풍기  원심식 2항목 구매(화생방),육군군수사령부
59702,제동자 등 2항목 제조(기동-생산-009-재),육군군수사령부
59704,(기동) 축 클러치용 변환구동용 등 25종구매     ,제2879부대
59706,24-217차 육성예산지원 침낭 제조납품,제1989부대
59708,EMP 성능시험장비 교정 용역,국방시설본부
59709,해상-호크나이프 91EA 구매,해군군수사령부
59710,자-201 No.2 워터제트 추진기 외주정비,해군군수사령부
59711,탄약 이송용 컨베이어 벨트 유지보수 정비,해군군수사령부
59712,24년 전동기 권선 외주정비,해군군수사령부
59713,잠수함 디젤 및 축전지 감시장치 PCB 정비,해군군수사령부
59714,개스킷 등 10종 구매,해군군수사령부
59715,000함 함수추진기 외주정비,해군군수사령부
59716,00함 No.1 FAS 램 텐션 축전기 외주정비,해군군수사령부
59717,24년 Lynx 항공기 무선용 송신기 조립체 정비,해군군수사령부
59718,(긴급)강철조각 1종,해군군수사령부
59719,LST-II 탄약승강기 외주정비,해군군수사령부
59720,전투함(DDG  DDH-II) 화재감시장치 유지보수 정비,해군군수사령부
59721,ASR 심해구조잠수정(DSRV-II) 전망탑 정비,해군군수사령부
59722,DDH-II 화재감시장치 정비,해군군수사령부
59723,(긴급)회로카드 조립체 1종,해군군수사령부
59724,함정 수밀개폐구 정비,해군군수사령부
59725,육군경비정 디젤엔진(MTU 12V183) 총분해 정비,해군군수사령부
59726,24-덕-디지털전용지 등 42품목 구매,제9691부대
59727,(246168-E) ’24년 스크린 도입사업(리스자산),국군재정관리단
59728,24-N-고래-2호 등 7종 제조,국군재정관리단
59729,24-M-정훈물자 구매,국군재정관리단
59730,24-D-휴게실 편의장비 비품 구매,국군재정관리단
59732,(246246-C) 학교교실 장비도입(PC 등 제조),국군재정관리단
59733,(246239-E) 육군 군기 7종 제조,국군재정관리단
59735,군용 트레일러,방위사업청
59736,K-9 엔진부품류(구매),방위사업청
59737,궤도장비 부품류(장갑차용),방위사업청
59738,낙하산 및 수리부속,방위사업청
59739,함정용 부력방탄판(대형)(울산급 Batch-Ⅲ 함수품),방위사업청
59740,장갑판(방탄판(중)) 레벨Ⅳ,방위사업청
59741,캐브 조립체 등 1항목 제조(기동-생산-021),육군군수사령부
59742,플랩  내측 튜브용 등 13항목 제조(기동-제조-007-재),육군군수사령부
59743,K1전차 회로카드조립체 구매,제2879부대
59744,24-F-절곡기  유압식 구매,국군재정관리단
59746,(246266-C) 마이크로필름 촬영기 등 3종 구매,국군재정관리단
59748,24-F-주파수 측정세트 구매 (249046-F),국군재정관리단
59749,노트북 구매,국군제1068부대
59750,PC 1 200대 구매(리스물건),국군제1068부대
59751,24-124 멀티-엔진세척장비 등 1종,공군제5공중기동비행단
59752,링크 바퀴 실린더용 등 16항목 제조(기동-생산-027-재,육군군수사령부
59753,K9자주포케이블조립체및스위치구매,제2879부대
59754,통신 트랜지스터 구매,제2879부대
59755,24-F-연료탱크 등 2종 제조,국군재정관리단
59756,24-N-유도가열기 구매,국군재정관리단
59757,24-N-탐조등 19인치 제조 (248122-F),국군재정관리단
59758,24-F-전기차량 절연공구 세트 제조(249018-F),국군재정관리단
59759,24년 광학장비부품류(지명),방위사업청
59760,24년 고압호스,방위사업청
59761,자주포 일반부품류,방위사업청
59762,24년 120밀리 적재모의훈련탄,방위사업청
59763,시일 봉합조립체류,방위사업청
59764,24년 타이어체인,방위사업청
59765,24년 축전식 전지(밀폐형),방위사업청
59766,신형 방탄헬멧(소형),방위사업청
59767,신형 방탄헬멧(중형),방위사업청
59768,신형 방탄헬멧(특대형),방위사업청
59769,확성기  영구 자석식,방위사업청
59770,24년 기능성 방한복,방위사업청
59771,유조차(2 500G/A),방위사업청
59772,24-06-198 총상 모형 박스 등 4품목 구매,공군교육사령부
59773,105밀리 방청심지 제거 캡 세트 1항목 제조(궤도016),육군군수사령부
59774,탄통조립체 등 2항목 구매(항공),육군군수사령부
59775,오리콘 회로카드조립체 등 9항목 정비,육군군수사령부
59776,오리콘 발전기 조립체 등 7항목 정비,육군군수사령부
59777,베어링 슬리브형 등 77항목 구매(총포),육군군수사령부
59778,패널 전기-전자장비용 등 22항목 제조(특무),육군군수사령부
59779,전자 구성품 조립체 등 3항목 제조(특무)		,육군군수사령부
59780,어댑터 연결기용(어댑터) 등 16항목 구매(특무),육군군수사령부
59781,스위치 및 전선 조립체 등 14항목 구매(특무),육군군수사령부
59782,시트 조립체 등 5항목 구매(특무),육군군수사령부
59783,인명구조용 수륙양용 에어보트 제조(특-24-물-38),특수전사령부
59784,손망실 마일즈장비 제조납품,육군과학화전투훈련단
59785,K1전차 클램프 등 2종 구매,제2879부대
59786,발칸 회로카드조립체 구매,제2879부대
59787,K1전차 계전기 구매,제2879부대
59788,24년 예비전력예산(동원훈련장 자산취득비)2층침대,제2군단
59789,24-220차 육성예산지원 개인천막 제조납품,제1989부대
59790,24년 스테레오 위성영상 구매,제1891부대
59791,부이 92EA 제조,해군군수사령부
59792,EOD로봇 부품 정비,해군군수사령부
59793,인입식 비트 A형 4EA 구매,해군군수사령부
59794,연결봉  피스톤용 등 23종 구매,해군군수사령부
59795,잠수사 리콜 1종 구매,해군군수사령부
59796,RF필터 3품목 구매,해군군수사령부
59797,(긴급) 밸브  글로브형 등 4종,해군군수사령부
59798,해군 탄약 항온항습기 유지보수 정비,해군군수사령부
59799,고속단정 선체 외주정비,해군군수사령부
59800,(긴급) 송풍기  날개 축방향형 1종,해군군수사령부
59801,(긴급) 펌프  회전식 등 3종,해군군수사령부
59802,해병대 중형버스  25인승 구매,해군군수사령부
59803,함정 취사장/승조원 식당 리모델링 정비,해군군수사령부
59804,OO함 해상보급장치 NO.1  2 RAS 외주정비,해군군수사령부
59805,원심분리기(소형) 1대 구매 설치,해군교육사령부
59806,24-덕-상용정보통신장비 보관함 등 5품목 구매,제9691부대
59807,2024년 2-2차 CTP판출력기 구매,국방출판지원단
59808,24-D-가스크로마토그래프 구매(241016-F),국군재정관리단
59809,24-N-전자저울 구매,국군재정관리단
59810,24-F-압축기  왕복식 제조(209071-F),국군재정관리단
59811,(247227-E) 총상모형 등 18품목 구매,국군재정관리단
59813,24-F-정전류조정기 등 8종 구매,국군재정관리단
59814,(246260-E) 무공훈장 부상(기념 메달) 제조,국군재정관리단
59815,24-F-군사경찰 방탄복 제조,국군재정관리단
59816,(246223-F)재난구조장비 구매,국군재정관리단
59817,24-M-전시자원소요산정모델 장비 교체,국군재정관리단
59818,바퀴  고형고무타이어용,방위사업청
59819,2024 인체제독용물자세트 수리부속(제조),방위사업청
59820,2024 인체제독용물자세트 수리부속(구매),방위사업청
59821,24년 스위치 회전식(구매),방위사업청
59822,24년 신궁 부품(구매),방위사업청
59823,24년 정밀접근용 레이다(GPN-331K) 부품(구매)(A),방위사업청
59824,트럭(1¼톤 통신가설차용),방위사업청
59825,오일  봉합재 등 107항목 제조(기동-생산-001),육군군수사령부
59826,전지  축전식 등 21항목 제조(기동-006),육군군수사령부
59827,뚜껑 주입구용 등 26항목 제조(궤도-003),육군군수사령부
59828,함정장비 수리부속 구매(특-24-물-41),특수전사령부
59829,교전훈련장비 수리부속 구매(24-12차),육군과학화전투훈련단
59831,00부대 사무자동화 비품(책상 등) 제조 납품,육군 52보병사단
59832,조사분석 라이선스 구매,4284부대
59833,사이버 교육용 라이선스 구매,4284부대
59834,24년 저속고무보트(7인승) 제조,제9965부대
59835,P-3 엔진시험기 유지보수 정비,해군군수사령부
59836,의장 영관예식도 구매,해군군수사령부
59837,모니터  텔레비전식 1종 구매,해군군수사령부
59838,(긴급)회전자 엔진 포핏밸브용 등 4종,해군군수사령부
59839,(긴급)와이어 로프 조립체 세트 등 62종,해군군수사령부
59840,해병대 이동정비용밴(소형버스  5인승) 구매,해군군수사령부
59841,24-N-주야간 전선 관측장비 제조(248106-F),국군재정관리단
59843,24-N-기지경계용 드론 제조,국군재정관리단
59844,(246242-C) 공기청정기 필터 제조,국군재정관리단
59845,24-N-사거리 측정기 구매,국군재정관리단
59846,상자/바스켓류,방위사업청
59847,24년 연습용 지뢰(KM79),방위사업청
59848,정수장비부품,방위사업청
59849,24년 해군 원격레이더 통합전시기 세트(구매),방위사업청
59850,낙하산 및 수리부속,방위사업청
59851,탐색레이다 수리부속(구매),방위사업청
59852,활주로 진공청소차,방위사업청
59853,케이블 조립체  전력용 등 3항목 구매(통신),육군군수사령부
59854,파이프  예비가열기용 등 71항목 구매(기장-014),육군군수사령부
59855,00부대 음성녹취시스템 교체납품,지상작전사령부
59856,(자재) 스프링와셔 등 28종 구매,제2879부대
59857,(자재) 철파이프 등 22종 구매,제2879부대
59858,(자재) 호스피팅 등 25종 구매,제2879부대
59859,(자재) 호스 등 16종 구매,제2879부대
59860,(자재) 튜브 등 12종 구매,제2879부대
59861,(자재) 너트 등 31종 구매,제2879부대
59862,발칸 계전기 구매,제2879부대
59865,00부대 전력시설 개선 수배전반 제조 설치 납품,수도기계화보병사단
59867,마칭 훈련용 모자 등 3종 구매,해군군수사령부
59868,윤활유  일반용 9DR 구매,해군군수사령부
59869,(긴급)주철 등 5종,해군군수사령부
59870,유리 등 3종 구매,해군군수사령부
59871,공기청정기 필터 (27평형) 등 18종 제조(구매),제9918부대
59872,24-N-목재절단기 2대 구매,국군재정관리단
59873,(247026-H)사이버 방호체계 구매(설치),국군재정관리단
59874,군용 트레일러,방위사업청
59875,VHF무전기용 마스트류,방위사업청
59876,24년 발칸 총열부부품(제조),방위사업청
59877,24년 성능개량 위치보고접속장치 수리부속(구매),방위사업청
59878,링크 바퀴 실린더용 등 16항목 제조(기동-생산-027-재,육군군수사령부
59879,24년 공기청정기 필터 구매,제2621부대
59881,24-3차 취사기구(식판 등 8종) 구매,국군의무사령부
59882,24-N-기관단총 조준경 구매,국군재정관리단
59883,24-N-FILTER BAG 등 2종 구매,국군재정관리단
59884,24-M-쿼드콘 구매,국군재정관리단
59887,(자재) 희석제 등 2종 구매,제2879부대
59888,24-D-쇼핑타운 장비비품 구매,국군재정관리단
59889,24-F-풀 트레일러 제조,국군재정관리단
59890,24-N-소형세차기 구매,국군재정관리단
59891,24-N-백면걸레 구매,국군재정관리단
59892,24-N-벤딩머신 구매,국군재정관리단
59893,플라스틱표적지(E F형),방위사업청
59894,자주포 스프링류,방위사업청
59895,24년 지상전술전자전장비 부품(구매),방위사업청
59896,24년 발칸 열영상야간조준기(제조),방위사업청
59897,확성기  영구 자석식,방위사업청
59898,유조차(2 500G/A),방위사업청
59899,[항공자동기상관측장비]하우징 전자 구성품용 등 3종,공군군수사령부
59900,[신궁 유도탄 부품]가스관조립체 등 6종 제조,공군군수사령부
59901,24-H-34/35 소형 타이어 탈착기등 2종,공군군수사령부
59902,액화석유가스(LPG),공군제17전투비행단
59904,디스플레이  광전자식 등 14항목 구매(통신),육군군수사령부
59905,튜브 등 15항목 구매(일장-014),육군군수사령부
59907,광선 분산기 등 3항목 구매(항공),육군군수사령부
