bidID,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,발주기관코드,발주기관,개찰일시,낙찰업체코드,낙찰업체상호,대표자,업체주소,낙찰률,낙찰금액,카테고리,pick_keywords,군 분류
1,81,SFL0160,1,47669,***,임시명찰 등 2품목 구매,SFL,제3283부대,2016-12-30 12:30:00,H84F8,주식회사 전우밀리터리,이정구,"경기도 고양시 덕양구 통일로140, 1층 에이143호, 2층 에이261호,지하1층 비110호(동산동, 삼송테크노밸리)",88.0062,23689950.0,2종,명찰,육군
2,1,LFC0043,1,45002,1,장거리 이동 신병 도시락 제조납품,LFC,육군훈련소,2016-12-30 10:00:00,GA6E7,주식회사 엘엔에프 농업회사법인,이용환,충청북도 옥천군 옥천읍 삼청리877-1,96.8333,5810.0,1종,도시락,육군
3,22,LGT0034,1,48136,***,0부대 중대시설 분전반 제조설치(16-312),LGT,제2307부대,2016-12-29 11:00:00,F91A4,설악테크,김화성,강원특별자치도 인제군 북면 원통로74번길10-5(원통농공단지),88.0408,29098720.0,4종,제조설치,육군
4,22,UMM0839,1,48049,***,13-본-국대-01 00학교 가구 및 비품 제조설치,UMM,국군재정관리단,2016-12-29 11:00:00,B30CC,주식회사 디에스나이키,김준홍,"서울특별시 구로구 구로중앙로134, 4층(구로동, 리치몰)",88.2297,2165042000.0,2종,가구,기타
5,9,LGT0035,1,48138,***,00부대 중대시설 조명기구 제조납품(16-314),LGT,제2307부대,2016-12-29 11:00:00,C959B,주식회사 한서,이명옥,강원특별자치도 원주시 태장공단길47-0 (태장동),88.3713,32424410.0,4종,조명기구,육군
6,4,HCL0100,1,48057,***,2017년 난방연료,HCL,공군사관학교,2016-12-29 10:30:00,GAA78,주식회사거성에너지,박정봉,충청북도 충주시 서흥1길22-0 (목행동),90.4952,149700000.0,3종,연료,공군
7,8,LNF0041,1,49073,***,00부대 체육시설 비품구매(고소작업대 등 9종),LNF,제1보병사단,2016-12-29 10:30:00,H0239,주연ICT,이주연,경기도 파주시 중앙로279-0 (아동동),88.1355,22380178.0,"2종, 7종","고소작업대, 체육",육군
8,2,HCM0002,1,19,1,17년 액화석유가스(LPG) 구매,HCM,공군교육사령부,2016-12-28 11:00:00,ECA82,주식회사 가스마켓코리아,박영숙,경상남도 창원시 의창구 동읍 동읍로1033-0,88.1977,1889.0,3종,가스,공군
9,3,HCL0097,2,46235,***,군수처 취사연료,HCL,공군사관학교,2016-12-28 10:30:00,GE2D7,SK가스충청충전소,홍금성,충청북도 청주시 흥덕구 가로수로1086번길20-0 (비하동),88.0299,73519966.0,3종,연료,공군
10,2,SFC0229,1,47835,***,우갈비 등 15품목 (덕산스포텔),SFC,제9691부대,2016-12-28 10:30:00,G75EF,충성축산,석관희,경기도 화성시 정남면 만년로440-0,92.1355,57227200.0,1종,갈비,해병
11,2,SFC0228,1,47822,***,감자전분 등 211품목(덕산스포텔),SFC,제9691부대,2016-12-28 10:30:00,D4976,한샘유통 주식회사,유임묵,경기도 평택시 포승읍 여술2길25,84.4127,89830000.0,1종,감자,해병
12,2,SFC0227,1,47817,***,다목적작업차,SFC,제9691부대,2016-12-28 10:30:00,C6325,국제통상,이중승,경기도 성남시 분당구 벌말로40번길 4-1(),92.6953,49500000.0,7종,작업차,해병
13,5,LPG0062,1,48186,***,토양정화사업 액화석유가스(LPG) 구매,LPG,제5보병사단,2016-12-28 10:30:00,GE29B,여주LPG충전소,최일삼,경기도 여주시 가남읍 경충대로900,70.0417,203537200.0,3종,가스,육군
14,3,EGD0048,2,6003,***,상륙기동헬기 초도양산 지원장비,EGD,항공기계약팀 (구:19.09.16),2016-12-27 15:00:00,F6841,우주산업플랜트 주식회사,최창식,경상남도 창원시 의창구 봉강가술로537번길42-0 (대산면),89.5066,6856000000.0,7종,기동,국방부직할
15,2,HCS0043,1,45437,***,"17년 상반기 토성회관 식자재(채소류,공산물) 구매",HCS,제3훈련비행단,2016-12-27 13:30:00,FAABC,한양상사,박건점,경상남도 진주시 촉석로207번길10-1 (수정동),89.3278,98364000.0,1종,식자재,공군
16,94,MDR0084,1,47084,***,어린이집 교구교재 51종 구매,MDR,제9965부대,2016-12-27 11:30:00,H62BE,더에이치컴퍼니,조현정,"경기도 성남시 분당구 판교로393, 204동 702호(삼평동, 봇들마을)",87.996,29842600.0,2종,교구,육군
17,2,SFH0113,1,46951,***,코인 등 3품목,SFH,제9196부대,2016-12-27 11:00:00,DBE6B,대한상역,나혜만,인천광역시 강화군 양도면 강화남로374번길26-21,87.1585,22385000.0,2종,코인,해병
18,25,MDI0025,1,45104,***,17년 전산장비 유지보수 용역,MDI,제7016부대,2016-12-27 11:00:00,C4B7D,주식회사 페타바이트,정세영,"서울특별시 서초구 방배로60, 광찬빌딩 3층 302호(방배동)",87.8498,22720170.0,10종,용역,국방부직할
19,7,MDG0154,1,46660,1,2017년 LPG 구매 (강원),MDG,국군의무사령부,2016-12-27 11:00:00,BFA96,동방도시가스산업(주),안홍재,강원특별자치도 강릉시 연곡면 동해대로 4076(),88.4603,866.0,3종,LPG,기타
20,3,MDG0153,1,46659,1,2017년 LPG 구매 (경기),MDG,국군의무사령부,2016-12-27 11:00:00,F8A35,원진에너지주식회사,강수만,경기도 안산시 단원구 장골1길38-0 (대부남동),88.4175,752.0,3종,LPG,기타
21,9,MDG0152,1,46658,1,2017년 LPG 구매 (전라),MDG,국군의무사령부,2016-12-27 11:00:00,EB616,원진특수가스주식회사,김경희,전북특별자치도 정읍시 덕천면 황토현로646,89.1054,816.0,3종,LPG,기타
22,2,SFH0113,2,46951,***,코인 등 3품목,SFH,제9196부대,2016-12-27 11:00:00,DBE6B,대한상역,나혜만,인천광역시 강화군 양도면 강화남로374번길26-21,87.1585,22385000.0,2종,코인,해병
23,25,MDI0025,2,45104,***,17년 전산장비 유지보수 용역,MDI,제7016부대,2016-12-27 11:00:00,C4B7D,주식회사 페타바이트,정세영,"서울특별시 서초구 방배로60, 광찬빌딩 3층 302호(방배동)",87.8498,22720170.0,10종,용역,국방부직할
24,7,MDG0154,2,46660,1,2017년 LPG 구매 (강원),MDG,국군의무사령부,2016-12-27 11:00:00,BFA96,동방도시가스산업(주),안홍재,강원특별자치도 강릉시 연곡면 동해대로 4076(),88.4603,866.0,3종,LPG,기타
25,3,MDG0153,2,46659,1,2017년 LPG 구매 (경기),MDG,국군의무사령부,2016-12-27 11:00:00,F8A35,원진에너지주식회사,강수만,경기도 안산시 단원구 장골1길38-0 (대부남동),88.4175,752.0,3종,LPG,기타
26,9,MDG0152,2,46658,1,2017년 LPG 구매 (전라),MDG,국군의무사령부,2016-12-27 11:00:00,EB616,원진특수가스주식회사,김경희,전북특별자치도 정읍시 덕천면 황토현로646,89.1054,816.0,3종,LPG,기타
27,2,MCN0113,1,47177,***,긴급 영선보수자재 구매(UPS배터리),MCN,국방부근무지원단,2016-12-27 11:00:00,F98B0,주식회사 비엔피시스템,주희,"경기도 안산시 상록구 서당길27, 1동 (주)비엔피시스템(양상동)",71.498,26961000.0,"4종, 9종","배터리, 보수",국방부직할
28,17,MCN0112,1,45582,***,00지역 시설공사 관급자재(알루미늄패널) 제조 납품,MCN,국방부근무지원단,2016-12-27 11:00:00,A9CB5,주식회사 극동,이은숙,경상북도 영천시 도남공단3길28-28 (도남동),88.1959,121270000.0,"4종, 9종","공사, 관급자재",국방부직할
29,141,MCN0111,1,45577,***,00지역 시설공사 관급자재(GHP) 설치납품,MCN,국방부근무지원단,2016-12-27 11:00:00,B99CE,지엔원에너지 주식회사,장재우,"경기도 안양시 동안구 학의로 268, 안양메가밸리 809(관양동)",83.2623,276511000.0,"4종, 9종","공사, 관급자재",국방부직할
30,49,LNR0015,1,47500,***,4개 개편부대 조명등 제조납품(정정공고),LNR,수도기계화보병사단,2016-12-27 11:00:00,D03E7,주식회사 효선전기,박현주,경기도 파주시 조리읍 등원로353번길15-38,88.0176,96697190.0,4종,조명,육군
31,5,LHK0026,4,43261,***,공병여단 장간조립교 자재 제조납품,LHK,제2군단,2016-12-27 11:00:00,1900F,전일목재산업 주식회사,김병진,전북특별자치도 김제시 백구면 금백로1138-0,88.2225,91549000.0,미분류,,육군
32,94,LHD0031,1,46286,***,7162부대 GOP 철책 시설물보강 자재구매,LHD,제21보병사단,2016-12-27 11:00:00,H229E,케이엔피 트레이드,구정희,"강원특별자치도 고성군 거진읍 거탄진로142-0, 3층 1호",88.0466,50410176.0,4종,철책,육군
33,2,LGP0122,1,46983,1,설 경축특식 빵세트,LGP,제1군수지원사령부,2016-12-27 11:00:00,2442F,(주)빙그레,김광수,경기도 남양주시 다산순환로45 (다산동),97.8718,1456.0,1종,빵,육군
34,154,LCH0037,1,46198,***,00부대 복지회관 신축 냉난방기 구매설치,LCH,특수전사령부,2016-12-27 11:00:00,B706E,주식회사 파이런텍,이병길,"서울특별시 송파구 송파대로201-0, B동 13층 1301호 (문정동, 송파테라타워2)",88.0117,103530820.0,2종,냉난방,육군
35,3,LCF0991,2,43703,***,신호처리기 조립체 등 16항목 구매(기장),LCF,육군군수사령부,2016-12-27 11:00:00,BEB46,(주) 렘텍,홍인숙,"경기도 고양시 일산동구 일산로142-0 (백석동, 유니테크빌)619호",90.0703,665000000.0,"10종, 7종, 9종","조립체, 처리, 처리기",육군
36,2,LHN0095,1,48112,***,사단 동계 대비 노후보일러 교체,LHN,제7보병사단,2016-12-27 10:30:00,C82A7,사내종합설비,이청준,강원도 화천군 사내면 사창리365-4,91.5293,12804800.0,4종,보일러,육군
37,30,SFM0126,1,47257,***,초코파이 등 27종 구매,SFM,제3170부대,2016-12-27 10:30:00,B8DB8,씨제이프레시웨이 주식회사,이건일,경기도 용인시 기흥구 기곡로32-0 (하갈동),83.0381,491870000.0,1종,초코,육군
38,2,SFM0125,1,47201,***,모듬두텁떡 등 6종 제조,SFM,제3170부대,2016-12-27 10:30:00,GA0E9,주식회사 장원식품,김오식,경상북도 경산시 자인면 자인공단2로31-0 (장원식품),96.9668,270000000.0,1종,떡,육군
39,34,SFM0123,1,47192,***,삼계탕 등 47종 구매,SFM,제3170부대,2016-12-27 10:30:00,B9586,주식회사 에스피씨삼립,김범수,경기도 시흥시 공단1대로 101(정왕동),83.2684,530199900.0,1종,삼계탕,육군
40,33,SFM0122,1,47189,***,초코우유 등 29종 구매,SFM,제3170부대,2016-12-27 10:30:00,2442F,(주)빙그레,김광수,경기도 남양주시 다산순환로45 (다산동),83.2429,387575034.0,1종,우유,육군
41,52,SFC0225,1,47454,***,베트남전투사발간,SFC,제9691부대,2016-12-27 10:30:00,CE88D,오스카인쇄,박장진,서울특별시 중구 퇴계로41길28-0 (인현동2가),87.9957,20287500.0,2종,전투사,해병
42,7,SCR0165,1,46684,***,16-해-항공정비실습장 주파수변환기 구매,SCR,해군제3함대사령부,2016-12-27 10:30:00,G5D9E,(주) 테스,정인숙,경기도 남양주시 비룡로411번안길31-0 (화도읍),55.8236,25300000.0,9종,정비,해군
43,7,SCF0524,2,44767,17,햄버그스테이크 등 31종 구매,SCF,해군군수사령부,2016-12-27 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",99.9132,5190.0,1종,햄,해군
44,8,MDJ0022,1,46562,***,2017년 환자급식용 식재료 구매,MDJ,국군대전병원,2016-12-27 10:30:00,DFA97,다해푸드,김기숙,대전광역시 유성구 반석서로19번길35-0 (지족동),84.4738,493381020.0,1종,급식,기타
45,3,LFN0040,1,46470,***,17년 생도증식 148종 구매,LFN,육군3사관학교,2016-12-27 10:30:00,G1F6C,삼성웰스토리 (주),정해린,경상북도 칠곡군 왜관읍 삼청4길39-0,84.0192,199646370.0,1종,증식,육군
46,39,HCR0024,2,41943,***,관급자재-글라스울징크 판넬 제조.구매(설치포함),HCR,공군제15특수임무비행단,2016-12-26 11:00:00,HB817,다얼테크,차정수,"경기도 김포시 고촌읍 장차로13, 3층 303-2호",88.0421,32116930.0,"4종, 9종","관급자재, 판넬",공군
47,2,SFH0112,1,46635,***,식자재 구매(일반미 등 174품목),SFH,제9196부대,2016-12-26 11:00:00,H2978,동원푸드,박진석,인천광역시 남동구 에코중앙로96-0 (논현동) 904동3503호,91.7136,121558687.0,1종,식자재,해병
48,5,MDD0102,1,46308,***,'17년 환자급식(증후식류) 식품 구매,MDD,국군수도병원,2016-12-26 11:00:00,H8CBB,주식회사 삼우인더스트리,배상진,경기도 고양시 일산동구 문원길170번길67(설문동),83.716,105860000.0,1종,급식,기타
49,7,MDD0101,1,46307,***,'17년 환자급식(부식류) 식품 구매,MDD,국군수도병원,2016-12-26 11:00:00,B9586,주식회사 에스피씨삼립,김범수,경기도 시흥시 공단1대로 101(정왕동),83.7235,481201000.0,1종,급식,기타
50,171,SFG0179,1,47665,***,페인트건 등 7종,SFG,제9181부대,2016-12-26 10:30:00,G4CE2,금성기업,김은애,경기도 고양시 덕양구 주교동616-1 신양빌딩304호,88.1413,5684186.0,4종,페인트,해병
51,4,HDP0038,2,44994,***,음식물쓰레기 처리용역(17년도),HDP,공군제19전투비행단,2016-12-26 10:30:00,H229C,중원산업,김경민,충청북도 충주시 주덕읍 화개1길16 (서충주신도시 삼일파라뷰 그랜드센트럴) 220동 212호,91.1995,34300000.0,10종,용역,공군
52,5,UAC0082,1,46754,***,Truepress-jet520 전용잉크등 2종 구매,UAC,국방출판지원단,2016-12-26 10:30:00,H9688,가온정보,이형구,서울특별시 금천구 벚꽃로286-0 (가산동) 삼성리더스타워 611호,92.8265,176388300.0,10종,잉크,국방부직할
53,14,UAC0077,2,43976,***,인쇄용지8종 제조/구매,UAC,국방출판지원단,2016-12-26 10:30:00,ACC15,세풍지업상사,정헌화,대전광역시 동구 태전로 56-9(),83.9948,210758908.0,"10종, 2종","용지, 인쇄",국방부직할
54,13,LPG0060,1,47516,***,00지역 철책 보강자재 구매,LPG,제5보병사단,2016-12-23 16:00:00,H9254,현상사,유현숙,경기도 가평군 조종면 운악청계로238-38,88.0194,33077735.0,4종,철책,육군
55,87,MDR0085,1,47087,***,가전제품 7종 구매,MDR,제9965부대,2016-12-23 14:30:00,DA795,와이엠,이영주,대전광역시 서구 도산로403번길21 전자타운419호,88.1272,7035000.0,6종,가전제품,육군
56,11,LMS0097,1,45083,1,'17년 설날 경축특식(과자세트) 구매(제조),LMS,제7789부대,2016-12-23 14:00:00,DE986,성도교역,최계영,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)",88.1151,1298.0,"1종, 6종","과자, 특식",육군
57,4,LDC0022,1,46485,***,00부대 생활관 증축공사 진공온수보일러 제조 / 설치,LDC,육군과학화전투훈련단,2016-12-23 11:30:00,D84D3,주식회사 동광보일러,박정연,충청남도 아산시 수장로67-0 (배미동),92.9709,32800000.0,4종,공사,육군
58,8,MCN0105,1,44287,***,17년 영선보수자재 구매,MCN,국방부근무지원단,2016-12-23 11:00:00,EFEA2,주식회사무한티에스,최용대,"서울특별시 금천구 시흥대로 97, 시흥유통상가 26동337호(시흥동)",58.7308,158710000.0,4종,보수,국방부직할
59,25,LNT0029,1,46214,***,00부대 유휴시설 폐기물처리 용역,LNT,제28보병사단,2016-12-23 10:30:00,A5614,(주) 강북공영,김희철,경기도 양주시 광적면 효촌리656-1,88.0824,50323000.0,10종,용역,육군
60,225,LNF0040,1,47273,***,병영도서 구매,LNF,제1보병사단,2016-12-23 10:30:00,GFF26,태영통상,서경원,경기도 여주시 세종로46번길15-24 (창동),90.0021,23705050.0,"10종, 2종",도서,육군
61,2,LHN0094,1,46759,***,16년 후반기 신병용품 구매,LHN,제7보병사단,2016-12-23 10:30:00,G5531,전우사,방만석,강원특별자치도 화천군 화천읍 상승로42-10,88.0251,6130000.0,2종,신병용품,육군
62,2,LHN0093,1,46739,***,독서카페 설치 자재구매,LHN,제7보병사단,2016-12-23 10:30:00,G5531,전우사,방만석,강원특별자치도 화천군 화천읍 상승로42-10,88.6045,8200000.0,미분류,,육군
63,195,LHN0092,1,46716,***,GOP 제설용 송풍기 구매,LHN,제7보병사단,2016-12-23 10:30:00,D5DAF,(주)싸이퍼일렉트로닉,천익종,"서울특별시 은평구 응암로337,6층(응암동,빛터룩스빌딩)",88.0234,7243500.0,7종,송풍기,육군
64,38,LHN0091,1,46712,***,"수저, 수저통 구매",LHN,제7보병사단,2016-12-23 10:30:00,G36BE,에이치 종합상사,황종근,"강원특별자치도 원주시 서원대로380-0 (단구동, 노빌리티타워)1604호",88.5077,13244200.0,2종,수저통,육군
65,57,UAZ0059,1,46609,***,17-국방어학원 국내.외 간행물 17종 구매,UAZ,합동군사대학교,2016-12-23 10:30:00,GDAB4,무한씨엔씨,윤수경,경상남도 창원시 마산회원구 합포로274-0 (양덕동)한진오피스텔 401-C24호,88.0724,7338750.0,2종,학원,기타
66,8,HCL0098,1,46557,***,16-293 관사보일러 납품 및 설치,HCL,공군사관학교,2016-12-23 10:30:00,BF4DF,영원종합상사,이영수,충청남도 계룡시 신도안면 부남리167-22,94.8259,17684800.0,4종,보일러,공군
67,2,SCF0530,1,45696,***,방풍용 비닐 등 6종,SCF,해군군수사령부,2016-12-23 10:30:00,G5239,주식회사유일화학,권혁자,경기도 김포시 하성로800-0 (하성면),85.438,17891010.0,2종,비닐,해군
68,13,HDR0018,1,46233,***,방관사 저고도레이더 운용시설(별립)_수배전반,HDR,공군방공관제사령부,2016-12-22 11:00:00,C41B7,주식회사 주왕산업,나윤경,전북특별자치도 남원시 시묘길100-0 (노암동),88.0572,75040720.0,7종,레이더,공군
69,20,MCN0110,1,45953,***,시설공사 관급자재(화물용엘리베이터)제조 설치납품,MCN,국방부근무지원단,2016-12-22 11:00:00,AFC03,주식회사광진엔지니어링,정선호,경기도 김포시 김포대로2709-11 (월곶면),88.0558,52487702.0,"4종, 7종, 9종","공사, 관급자재, 엘리베이터",국방부직할
70,92,MCN0109,1,45951,***,시설공사 관급자재(조명기구)제조 납품,MCN,국방부근무지원단,2016-12-22 11:00:00,E0B4C,(주)베크룩스,엄기관,경기도 포천시 가산면 금현경제로1길27-0,88.085,49627940.0,"4종, 9종","공사, 관급자재",국방부직할
71,256,MCN0108,1,45948,***,시설공사 관급자재(분전반)제조 납품,MCN,국방부근무지원단,2016-12-22 11:00:00,DDF9B,주식회사 케이엔,강기주,부산광역시 강서구 미음산단로105번길34 (구랑동),88.0213,64723450.0,"4종, 9종","공사, 관급자재",국방부직할
72,217,MCN0107,1,45935,***,관급자재(전관방송 및 AV설비) 제조 설치납품,MCN,국방부근무지원단,2016-12-22 11:00:00,E24E8,주식회사 누리정보기술,김승규,경상북도 안동시 농공길37-9 (남후면),87.9958,47747853.0,"10종, 7종, 9종","관급자재, 방송",국방부직할
73,94,MCN0106,1,45834,***,종교센타 리모델링 관급자재(조명기구) 제조납품,MCN,국방부근무지원단,2016-12-22 11:00:00,H71D8,주식회사 해인엘이디,이동우,부산광역시 해운대구 센텀북대로60-0 (재송동) 507호,87.9983,57527800.0,"10종, 4종, 9종","관급자재, 조명기구, 종교",국방부직할
74,5,LCH0035,1,46213,***,00부대 복지회관 신축 변압기 제조설치,LCH,특수전사령부,2016-12-22 11:00:00,BAC68,한원전기공업주식회사,박선민,경기도 화성시 마도면 마도로620번길 31한원전기공업(주),88.0177,34793000.0,미분류,,육군
75,9,LCH0036,1,46262,***,체력단련장 전동카트 구매,LCH,특수전사령부,2016-12-22 10:30:00,BD837,(주)한일종합상사,이희석,대전광역시 대덕구 대전로1397번안길70-0 (읍내동),88.1968,68530000.0,미분류,,육군
76,14,LNG0031,1,46283,***,차기다련장 3차 811정비대대 시설공사_크레인,LNG,육군 제1군단,2016-12-21 13:40:00,C713F,부천기업 주식회사,정보현,경기도 김포시 월곶면 애기봉로250-0,88.1075,41209950.0,"4종, 9종","공사, 정비",육군
77,90,LKP0123,1,45910,***,방송장비 구매 / 설치,LKP,5군수지원사령부,2016-12-21 11:00:00,E54CB,제일음향정보통신(주),홍시흠,"경기도 부천시 원미구 조마루로385번길92,제19층1918호 (원미동,부천테크노밸리 유1센터)",88.0122,53542750.0,"10종, 7종",방송,육군
78,223,LCF0001,1,46358,***,물류취급 물자(롤테이너 등 5종) 구매,LCF,육군군수사령부,2016-12-21 11:00:00,G2458,클릭바이 엠알오,노영규,경기도 고양시 일산서구 고양대로706-13 (일산동),87.7699,33652820.0,2종,취급 물자,육군
79,4,MDG0147,2,44367,***,'17년 환자치료식 부·후식 및 증식 계약,MDG,국군의무사령부,2016-12-21 11:00:00,B9586,주식회사 에스피씨삼립,김범수,경기도 시흥시 공단1대로 101(정왕동),89.2245,1117356000.0,1종,증식,기타
80,4,MDG0147,1,44367,***,'17년 환자치료식 부·후식 및 증식 계약,MDG,국군의무사령부,2016-12-21 11:00:00,B9586,주식회사 에스피씨삼립,김범수,경기도 시흥시 공단1대로 101(정왕동),89.2245,1117356000.0,1종,증식,기타
81,20,UMM0648,1,41658,***,00사 군관사 개선공사 엘리베이터 제조 설치,UMM,국군재정관리단,2016-12-21 11:00:00,B9BCF,성광엘리베이터 주식회사,김성욱,"경상남도 창원시 의창구 창원대로18번길22. 벤처동 406호(팔용동, 경남테크노파크)",88.1492,1179410000.0,"4종, 7종","공사, 엘리베이터",기타
82,4,MDG0147,3,44367,***,'17년 환자치료식 부·후식 및 증식 계약,MDG,국군의무사령부,2016-12-21 11:00:00,B9586,주식회사 에스피씨삼립,김범수,경기도 시흥시 공단1대로 101(정왕동),89.2245,1117356000.0,1종,증식,기타
83,38,MDF0034,1,45939,***,00지역 아파트 리모델링 시설공사(가구),MDF,국군지휘통신사령부,2016-12-21 11:00:00,DC50E,에스알주식회사,이상민,충청북도 청주시 서원구 남이면 척산화당로 105-4에스알(주),88.0203,102803800.0,미분류,,국방부직할
84,3,MCJ0014,1,45088,***,`16년 정보자원 도입사업 리스,MCJ,국방통합데이터센터,2016-12-21 11:00:00,B179B,롯데캐피탈(주),추광식,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층",98.5541,4373024390.0,10종,사업,국방부직할
85,5,HCF0147,1,45072,***,자이로스코프 비율식 구매,HCF,공군군수사령부,2016-12-21 10:30:00,G4C53,휴먼팩토리,김선옥,경기도 부천시 원미구 상동로117번길31-0 (상동),96.5111,47652000.0,2종,스코프,공군
86,20,LPM0043,1,46745,***,군 월동준비자재 구매(51종 712개),LPM,제9보병사단사령부,2016-12-21 10:30:00,H3324,신명,박찬규,경기도 파주시 금빛로12-0 (금촌동) 삼성프라자 3층 21호,88.0065,25000230.0,2종,월동준비자재,육군
87,6,LNF0038,1,46699,***,보조지주 제조 구매,LNF,제1보병사단,2016-12-21 10:30:00,H77B0,주식회사 합동메탈,남유민,경기도 화성시 향남읍 서봉로651-14,88.7688,39182536.0,미분류,,육군
88,44,SFG0178,1,45148,***,조명기구(차량정비고),SFG,제9181부대,2016-12-21 10:30:00,F359C,주식회사 링크맨,윤혜자,강원특별자치도 홍천군 홍천읍 농공단지길23-19,88.108,87068480.0,"4종, 9종","정비, 조명기구",해병
89,361,SFG0177,1,45134,***,CCTV(지상전술전자장비),SFG,제9181부대,2016-12-21 10:30:00,D4DA9,엑사정보기술 주식회사,심순,울산광역시 울주군 서생면 에너지산업3로6,87.9954,63715000.0,"2종, 7종","CCTV, TV",해병
90,227,SFG0176,1,45130,***,분전반(지상전술전자장비),SFG,제9181부대,2016-12-21 10:30:00,C7C3F,삼성기전(주),원은희,충청북도 청주시 청원구 토성로362번길75 (오동동),87.9963,49255710.0,"4종, 7종","분전반, 전자장비",해병
91,2,SFG0175,1,45122,***,떡류 등 21종,SFG,제9181부대,2016-12-21 10:30:00,H5331,주식회사해피21세기,이숙희,경기도 고양시 일산동구 성현로377번길63-13 (문봉동),89.6826,273130000.0,1종,떡,해병
92,11,SFC0224,1,45940,***,음향제작장비 등 4품목 제작설치,SFC,제9691부대,2016-12-21 10:30:00,CB7E7,(주)기선,최호열,"경기도 화성시 동탄반송1길45 (반송동,1층)",87.1576,133382960.0,"10종, 7종","음향, 장비",해병
93,2,SCU0122,1,44764,2,17년 액화석유가스 구매,SCU,해군 기동함대사령부,2016-12-21 10:30:00,D4CF7,주식회사 제주미래에너지,최석원,제주특별자치도 제주시 한림읍 협재남2길2-0,85.2706,596.0,3종,가스,해군
94,2,SCU0122,1,44764,1,17년 액화석유가스 구매,SCU,해군 기동함대사령부,2016-12-21 10:30:00,D4CF7,주식회사 제주미래에너지,최석원,제주특별자치도 제주시 한림읍 협재남2길2-0,87.1661,656.0,3종,가스,해군
95,2,SCF0529,1,45077,***,충전키트 가압용 등 2종,SCF,해군군수사령부,2016-12-21 10:30:00,F45B7,주식회사 티이엠,배정선,"부산광역시 연제구 시청로6-0 (연산동, 부산 더샵 시티애비뉴)",87.9596,24100000.0,2종,충전키트,해군
96,2,SCF0528,1,44981,17,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",88.9824,1954.0,1종,콩,해군
97,3,SCF0528,1,44981,16,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,H2614,주식회사 나누미,전우철,부산광역시 사상구 하신번영로440 (엄궁동),94.0405,2880.0,1종,콩,해군
98,3,SCF0528,1,44981,15,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",97.5031,2450.0,1종,콩,해군
99,3,SCF0528,1,44981,14,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",70.2306,1750.0,1종,콩,해군
100,3,SCF0528,1,44981,13,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,H2614,주식회사 나누미,전우철,부산광역시 사상구 하신번영로440 (엄궁동),96.9451,2580.0,1종,콩,해군
101,2,SCF0528,1,44981,11,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",98.4733,1937.0,1종,콩,해군
102,2,SCF0528,1,44981,10,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),98.0995,2583.0,1종,콩,해군
103,3,SCF0528,1,44981,9,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),71.7951,7500.0,1종,콩,해군
104,4,SCF0528,1,44981,8,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,3052F,고려냉장식품 주식회사,윤정희,경상남도 김해시 주촌면 서부로1637번길 356(),68.0469,4020.0,1종,콩,해군
105,2,SCF0528,1,44981,7,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",83.9648,8178.0,1종,콩,해군
106,4,SCF0528,1,44981,6,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,3052F,고려냉장식품 주식회사,윤정희,경상남도 김해시 주촌면 서부로1637번길 356(),63.9098,3980.0,1종,콩,해군
107,2,SCF0528,1,44981,5,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),80.1836,7800.0,1종,콩,해군
