bidID,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,발주기관코드,발주기관,개찰일시,낙찰업체코드,낙찰업체상호,대표자,업체주소,낙찰률,낙찰금액,카테고리,pick_keywords,군 분류
34067,16,SFL0030,1,6923,***,3인용장의자 등 6품목 제조 납품,SFL,제3283부대,2019-03-14 11:00:00,I9CFA,우리온,지미옥,경기도 용인시 처인구 모현읍 이일로51-19,88.0071,20592920.0,2종,의자,육군
34068,46,SFH0033,1,6882,***,세탁기등 3품목 구매,SFH,제9196부대,2019-03-14 11:00:00,I7866,경상유통,장수민,"인천광역시 연수구 원인재로59, 30동 309호(동춘동, 연수한양2차아파트)",88.0363,36717150.0,2종,세탁기,해병
34069,38,SFH0032,2,5891,***,전선릴 등 60품목 구매,SFH,제9196부대,2019-03-14 11:00:00,I983D,덕이컴퍼니,박덕례,"인천광역시 남동구 만수서로55-0 (만수동, 향촌휴먼시아) 125-1502",88.0166,49701840.0,4종,전선,해병
34070,2,LGI0007,1,6381,***,"'19년 화공약품(화공가스, 용기안전검사, 밸브교체)",LGI,제3군수지원여단,2019-03-14 11:00:00,B9823,동양산업가스 주식회사,최지호,경기도 광주시 경충대로820-0 (곤지암읍),88.7869,21428000.0,"3종, 4종","밸브, 화공약품",육군
34071,2,MDJ0011,1,6567,***,의료용가스 구매(의료용액체산소 등 6품목),MDJ,국군대전병원,2019-03-14 10:30:00,H1778,한국에너시스,강남규,대전광역시 대덕구 신탄진로583번길27 (상서동),89.1108,20695000.0,8종,의료,기타
34072,6,SCP0037,2,6182,***,맥주 등 8종 구매,SCP,제8385부대,2019-03-14 10:30:00,EC175,신화주류(합자),김철호,강원특별자치도 동해시 분토길 38(),98.7192,21670000.0,1종,맥주,해군
34073,121,LFP0002,1,6839,***,1분기 교육예산(기타물품) 계약,LFP,육군보병학교,2019-03-14 10:30:00,IC682,피터코리아,최창익,광주광역시 광산구 남산로245-5 (남산동),88.0022,27827750.0,"10종, 2종","교육, 기타",육군
34074,112,SCI0012,1,6907,***,"제도샤프 등 1,057종 구매",SCI,제9121부대,2019-03-14 10:30:00,CE517,경남상사,허정명,경상남도 창원시 진해구 용원로90번길 11-1(),88.0053,45747700.0,미분류,,해군
34075,12,SDQ0011,1,6880,***,개스킷 등 8종,SDQ,해군제2수리창,2019-03-14 10:30:00,H1AF6,경기종합상사,이선자,경기도 평택시 포승읍 호암1길13-4,88.2031,8710300.0,미분류,,해군
34076,23,SDQ0010,1,6583,***,방독마스크 등 26종,SDQ,해군제2수리창,2019-03-14 10:30:00,HFF43,풍전,조상욱,경기도 평택시 청북읍 고렴길152,88.0365,16734674.0,미분류,,해군
34077,80,SCN0040,1,6908,***,체인,SCN,제7001부대,2019-03-14 10:30:00,H3BCA,자인비,최명숙,경상남도 창원시 성산구 상남로75-0 (상남동)1917호,88.0271,12398110.0,미분류,,육군
34078,73,UMM0114,1,5123,***,19-인화점 시험기 구매(20199053-G),UMM,국군재정관리단,2019-03-14 10:30:00,IE1A1,에이치엠 엔지니어링,류형명,경상북도 칠곡군 지천면 신동로78-6,88.0005,57221340.0,미분류,,기타
34079,5,SCQ0058,1,6861,***,잔디보호매드 등 4종 구매,SCQ,제9911부대,2019-03-14 10:30:00,F0FDC,영화산업,전병욱,경기도 안양시 만안구 냉천로203번길 4(),84.7422,10880000.0,10종,잔디,해병
34080,9,SCQ0057,1,6858,***,방진마스크 등 40종 구매,SCQ,제9911부대,2019-03-14 10:30:00,F0FDC,영화산업,전병욱,경기도 안양시 만안구 냉천로203번길 4(),68.5716,25800000.0,미분류,,해병
34081,5,SCN0039,1,5682,***,타이어플랩 등 242종,SCN,제7001부대,2019-03-14 10:30:00,IF384,씨티원 경남지점,이규식,"경상남도 창원시 진해구 충장로415번길25, 101호(이동, 주영빌)",90.617,119000000.0,9종,타이어,육군
34082,2,SCF0095,1,6339,***,롤러 가이드 등 7종,SCF,해군군수사령부,2019-03-14 10:30:00,HC427,제일테크,김문길,부산광역시 사하구 다대로613-0 (다대동) 자유마트 220호,98.7983,51700000.0,미분류,,해군
34083,5,SCF0067,2,5929,***,흄후드 1EA 구매,SCF,해군군수사령부,2019-03-14 10:30:00,ACA8E,한국기계,최진선,충청북도 청주시 흥덕구 강내면 태성리227-8,88.0162,3171830.0,미분류,,해군
34084,4,SCF0096,1,5737,***,세척제 등 7종 구매,SCF,해군군수사령부,2019-03-14 10:30:00,BCAAC,신영에이텍,이상기,경상남도 창원시 마산회원구 봉암공단2길22-5 (봉암동),89.2889,39023000.0,미분류,,해군
34085,3,SCF0094,1,5709,***,압착기 1EA 구매,SCF,해군군수사령부,2019-03-14 10:30:00,AF5CB,안전유압기계,김정규,"경기도 김포시 대곶면 대곶북로91-41 에이동, 비동",89.3511,21214000.0,7종,압착기,해군
34086,3,SCF0006,1,4394,***,19년 잠수함 무장 장전 플랫폼 정비,SCF,해군군수사령부,2019-03-14 10:30:00,F6841,우주산업플랜트 주식회사,최창식,경상남도 창원시 의창구 봉강가술로537번길42-0 (대산면),88.8076,54800000.0,9종,정비,해군
34087,33,LIK0006,1,6300,1,'19년 생수 (0.5L)등 2종 구매,LIK,제2군수지원여단,2019-03-13 15:30:00,B8128,(주) 현대그린푸드,박홍진,경기도 용인시 수지구 문인로 30(),83.0019,130.0,1종,생수,육군
34088,2,LIK0006,1,6300,2,'19년 생수 (0.5L)등 2종 구매,LIK,제2군수지원여단,2019-03-13 15:30:00,4556F,(주)일화,김윤진,서울특별시 강동구 고덕비즈밸리로2가길27 (고덕동),83.5749,310.0,1종,생수,육군
34089,3,EGCE002,2,360,***,창문조립체.회전용,EGC,함정계약팀 (구:19.09.16),2019-03-13 15:00:00,D1C2B,중앙엠티에스 주식회사,김태이,경상남도 함안군 군북면 함안산단2길49-30,88.7751,23500000.0,9종,조립체,국방부직할
34090,2,LDH0250,2,5653,***,수산화나트륨등10종 구매,LDH,육군종합정비창,2019-03-13 13:00:00,A92E4,마창케미칼 주식회사,주시연,경상남도 창원시 마산회원구 내서읍 중리공단로 183(),97.4238,42500000.0,1종,수산,육군
34091,3,LDH0275,1,6256,***,오실로스코프 구매,LDH,육군종합정비창,2019-03-13 13:00:00,G25EE,주식회사 에이치투엘테크놀로지,이형화,"서울특별시 강서구 양천로401 (가양동), B동 801호",88.9478,18771000.0,"2종, 9종","스코프, 오실로스코프",육군
34092,5,LDH0273,1,6184,***,K55자주포 호스등 6종 구매,LDH,육군종합정비창,2019-03-13 13:00:00,IFED7,승림산업,박재형,경상남도 김해시 한림면 한림로79-1,88.4714,6359340.0,7종,자주포,육군
34093,10,LDH0270,1,6135,***,K1전차 핀 등 27종 구매,LDH,육군종합정비창,2019-03-13 13:00:00,3512F,협신정밀,김재풍,"부산광역시 사상구 모라동707-20,21",88.0538,17565250.0,7종,전차,육군
34094,6,LDH0269,1,6134,***,K1전차 패킹 등 28종 구매,LDH,육군종합정비창,2019-03-13 13:00:00,BDFC7,현대정밀가스켓,이의정,부산광역시 사상구 가야대로175번길29-0 (감전동),88.8474,13592000.0,7종,전차,육군
34095,14,LDH0265,1,6132,***,K1전차 볼 등 8종 구매,LDH,육군종합정비창,2019-03-13 13:00:00,EB989,진광사,최진욱,경상남도 김해시 진영읍 진영리1611-3 중흥s클래스 119-105,88.1397,20740000.0,7종,전차,육군
34096,13,LDH0264,1,6131,***,K1전차 보호물 등 52종 구매,LDH,육군종합정비창,2019-03-13 13:00:00,BDFC7,현대정밀가스켓,이의정,부산광역시 사상구 가야대로175번길29-0 (감전동),89.1634,19866000.0,7종,전차,육군
34097,4,LDH0263,1,6097,***,K1전차 덮개 등 21종 구매,LDH,육군종합정비창,2019-03-13 13:00:00,BDFC7,현대정밀가스켓,이의정,부산광역시 사상구 가야대로175번길29-0 (감전동),89.3867,22307000.0,7종,전차,육군
34098,2,LDH0258,1,6092,***,K1전차 가이드 등 57종 구매,LDH,육군종합정비창,2019-03-13 13:00:00,HDC98,세진테크,변규익,"경기도 남양주시 경춘로337번길, 102-1304(도농동,효성 해링턴타워)",88.6091,20627000.0,7종,전차,육군
34099,11,HCR0009,1,6163,***,수송대대 - 상용차량 타이어 등 30품목 구매(19-25),HCR,공군제15특수임무비행단,2019-03-13 11:00:00,IE7A5,주식회사 담이커뮤니케이션,김희용,충청남도 공주시 백미고을길10-9 (금성동)319호,83.0902,20653000.0,9종,타이어,공군
34100,149,SDG0009,1,6714,***,결재판 등 510종 구매(19-2차),SDG,제2002부대,2019-03-13 11:00:00,IAEE4,스마트티씨 주식회사,박석철,인천광역시 중구 미단소망로48-0 (운북동),88.0321,18096560.0,미분류,,해군
34101,26,LGQ0009,1,6968,***,육성지원 냉난방기 구매,LGQ,제36보병사단,2019-03-13 11:00:00,C7500,동양종합건설,제갈준호,강원특별자치도 춘천시 동면 소양강로356 동양종합건설,91.4717,8150000.0,2종,냉난방,육군
34102,1194,LGM0002,1,6606,***,19-1차 전산운영용품 구매,LGM,제11기동사단,2019-03-13 11:00:00,I99D3,홍익,손희진,"경상남도 양산시 중앙로117, 1층 101호(남부동, 양산종합불교사)",88.0008,18255820.0,2종,전산,육군
34103,22,LPG0010,1,6587,1,신병 명찰/계급장 벨크로 제작 및 부착(A-19009),LPG,제5보병사단,2019-03-13 11:00:00,IB91C,청솔,이희영,경기도 연천군 전곡읍 전곡로75번길10-2,88.1515,5612.0,2종,명찰,육군
34104,2,UMM0100,1,5101,***,영상편집기(조립형PC) 제조/납품(20196030-G),UMM,국군재정관리단,2019-03-13 11:00:00,A4921,주식회사 트리엠,김동수,"서울특별시 성동구 상원길19, 4층(성수동1가, 신한 IT TOWER)",89.3646,51429950.0,"10종, 2종","PC, 영상",기타
34105,3,UAC0008,2,4426,***,수리부속 9종 구매,UAC,국방출판지원단,2019-03-13 11:00:00,F6896,인재플러스,엄용철,충청남도 당진시 틀모시로800 (송악읍),95.2089,8338000.0,9종,수리부속,국방부직할
34106,11,SFH0031,1,6742,***,도서(인간관계론 등 56품목) 구매 납품,SFH,제9196부대,2019-03-13 11:00:00,ID176,주식회사 미컴퍼니,박미선,"인천광역시 서구 중봉대로490, 청라더리브티아모 901, 902호 (청라동)",90.0684,9052260.0,"10종, 2종",도서,해병
34107,8,MDF0002,1,6286,***,MW 통신시설 보수용 자재구매,MDF,국군지휘통신사령부,2019-03-13 11:00:00,C0914,(주)동건,윤영현,강원특별자치도 동해시 전천로245-2 (북평동),85.4465,28014000.0,4종,보수,국방부직할
34108,2,MCX0012,2,6175,***,현대/기아자동차 수리부속 940종 구매,MCX,자운대근무지원연대,2019-03-13 11:00:00,IFE32,주식회사 광명상사,정환석,대전광역시 유성구 장대로108-0 (장대동),97.7362,44793790.0,9종,수리부속,국방부직할
34109,9,LBB0002,2,5214,***,19년 전반기 폐목재 위탁처리 용역,LBB,육군제7789부대,2019-03-13 11:00:00,G3C15,비젼이엔에스 주식회사,신성귀,경기도 평택시 고잔길21-16 (청북면),88.2629,14476000.0,10종,용역,육군
34110,32,HCL0018,1,6262,***,19-054 하운동복 제조/구매,HCL,공군사관학교,2019-03-13 10:30:00,F68EB,주식회사 엠씨,장야곱,경기도 하남시 하남대로947-0 (풍산동) a동 1012호,87.9963,25471495.0,2종,운동복,공군
34111,77,SFM0035,1,6619,***,방수포 구매,SFM,제3170부대,2019-03-13 10:30:00,G5C59,주식회사 해피코리아,곽양근,울산광역시 울주군 온양읍 화산발리로627-0,88.1683,42177100.0,4종,방수,육군
34112,77,SFM0034,1,6613,***,비닐장판 구매,SFM,제3170부대,2019-03-13 10:30:00,E5B60,기원상사,강기용,경상북도 포항시 남구 동해면 호미로3065,88.0074,9718050.0,2종,비닐,육군
34113,33,SCF0094,1,6705,***,"유니온,파이프와 튜브연결용 1종",SCF,해군군수사령부,2019-03-13 10:30:00,CAAB4,강원상사,김동국,강원특별자치도 춘천시 남춘로17-0 (퇴계동),93.0812,3747000.0,4종,파이프,해군
34114,47,SCF0093,1,6701,***,"케이블 조립체,특수목적용,전기용 등 4종",SCF,해군군수사령부,2019-03-13 10:30:00,HE492,걸작,이재국,경상남도 창원시 의창구 용지로145-0 (용호동),98.2707,3490000.0,"10종, 2종, 9종","수목, 조립체, 케이블",해군
34115,22,LHM0002,1,6692,***,의약품(울트라셋 정) 등 66종 구매,LHM,제15보병사단,2019-03-13 10:30:00,H1EF1,주식회사 제이알팜,정원제,경기도 하남시 초이로136 (초이동) 정은빌딩,88.0782,9220730.0,8종,의약품,육군
34116,94,SCF0092,1,6698,***,디스플레이 유닛 1종,SCF,해군군수사령부,2019-03-13 10:30:00,I85EB,칼라투,김영민,강원특별자치도 춘천시 후만로119-0 (후평동),95.2774,9404000.0,미분류,,해군
34117,41,LHF0007,1,6674,***,19-1차 부대 의무물자 구매,LHF,제1607부대,2019-03-13 10:30:00,ID22D,더블메디팜,최복성,서울특별시 도봉구 도봉로110길42-0 (창동),88.0481,16006070.0,8종,의무,육군
34118,76,SDL0024,1,6431,***,브레이크패드 등 130종 구매,SDL,재경근무지원대대,2019-03-13 10:30:00,F2AA2,서화테크,조미숙,서울특별시 성북구 북악산로 713(정릉동) 산장빌라7-304지하,88.7901,16510700.0,"10종, 9종","레이크, 브레이크",육군
34119,137,SDL0023,1,6248,***,진행문서화일 등 184종 구매,SDL,재경근무지원대대,2019-03-13 10:30:00,I68A9,다옴,김은정,"서울특별시 강동구 천호대로170길104 (성내동, 대성빌딩) 1층",88.0272,5872270.0,2종,문서,육군
34120,78,SCH0027,1,6615,***,복사용지 315박스,SCH,해군작전사령부,2019-03-13 10:30:00,HF48E,예광,이예진,"경상남도 창원시 마산회원구 팔용로89, 104동 11층 1103호(합성동, 창원두산위브더센트럴 1단지)",88.0113,7342100.0,"10종, 2종","복사, 용지",해군
34121,6,SCF0093,1,6377,***,"방수용장갑 19,700PR 구매",SCF,해군군수사령부,2019-03-13 10:30:00,G9ACF,주식회사 에스지윈,박세혁,경기도 김포시 통진읍 율마로339-35,88.3719,11598800.0,2종,장갑,해군
34122,15,SCF0090,1,5727,***,금속현미경 1대 구매,SCF,해군군수사령부,2019-03-13 10:30:00,IE28C,주식회사 에스에스티넷,이상규,경기도 고양시 일산서구 장자길136번길3-6 (덕이동),88.0592,32031100.0,7종,현미경,해군
34123,3,SCF0074,2,4872,***,에프시 듀라토프 디피 등 13종,SCF,해군군수사령부,2019-03-13 10:30:00,ECC72,동우철강(주),김수근,"경상남도 창원시 마산회원구 봉암공단6길75-0 (봉암동, 동우철강)",88.2805,32846000.0,미분류,,해군
34124,3,LFK0006,2,4856,***,19년 조리실습재료 식자재 구매,LFK,육군종합군수학교,2019-03-13 10:30:00,DFA97,다해푸드,김기숙,대전광역시 유성구 반석서로19번길35-0 (지족동),89.0831,52362180.0,1종,식자재,육군
34125,6,LIK0005,1,5528,1,19년 바나나 구매,LIK,제2군수지원여단,2019-03-12 14:30:00,F8858,에이알그룹 주식회사,박종희,"서울특별시 강남구 개포로20길24-7 (개포동, 아택빌딩)",88.4859,1707.0,1종,바나나,육군
34126,10,EGCE004,1,4620,***,배럴 로드 셋,EGC,함정계약팀 (구:19.09.16),2019-03-12 14:00:00,4910F,태륭산업기계,김순철,경상남도 양산시 북정공단1길 13(),88.3873,46356500.0,미분류,,국방부직할
34127,4,LCF0070,2,4814,***,"하우징,기계구동장치용 등 3항목 제조(특무)",LCF,육군군수사령부,2019-03-12 11:30:00,4741F,예지정밀,김정모,경상남도 김해시 대동면 대동산단4로146-9,88.433,23100000.0,9종,장치용,육군
34128,15,LPC0001,1,6434,***,6차 부대구매(인의약품 등),LPC,제25보병사단,2019-03-12 11:30:00,DD8CC,(주)이아시스,김현준,"경기도 군포시 당정역로4번길7, 201호, 202호(당정동, 동호프라자 2층)",88.1123,10577000.0,8종,의약품,육군
34129,3,LCF0084,1,5042,***,태양광충전기 1항목 구매(통신),LCF,육군군수사령부,2019-03-12 11:30:00,I1667,엠제이엠,김정애,대구광역시 북구 팔달로7길73 (노원동3가),99.0297,6012600.0,미분류,,육군
34130,4,HDT0005,1,6064,***,'19년 칠성작은도서관 위탁운영 용역,HDT,공군작사근무지원단,2019-03-12 11:00:00,DC725,임광문고,조승기,경기도 수원시 영통구 매탄동1162번지 임광상가 b01 임광문고,93.8406,22000000.0,10종,용역,공군
34131,323,SCU0019,1,6468,***,김치냉장고 스탠드형 6EA,SCU,해군 기동함대사령부,2019-03-12 11:00:00,H5C3C,유진시스템,김인호,"경기도 화성시 융건로182, 1층(배양동)",88.0,8321280.0,2종,냉장고,해군
34132,117,SFL0029,1,6731,***,위장크림 5색 등 2품목 구매 납품,SFL,제3283부대,2019-03-12 11:00:00,H9712,SH유통,김소희,"경상북도 경산시 펜타힐즈2로20 (중산동, 펜타힐즈 푸르지오)",88.001,12953500.0,미분류,,육군
34133,4,SFL0027,1,6719,***,목재핏팅룸 구매 납품,SFL,제3283부대,2019-03-12 11:00:00,GAF5D,헵시바상사,최승종,"경상북도 포항시 남구 지곡로294-0 (지곡동, 효자그린아파트)233-703호",88.8026,2783700.0,4종,목재,육군
34134,2,SCU0020,1,6545,***,바리깡 3EA 구매,SCU,해군 기동함대사령부,2019-03-12 11:00:00,IE0DB,해솔상사,최병식,제주특별자치도 제주시 연북로45-0 (노형동),95.85,528310.0,미분류,,해군
34135,14,UMM0083,2,2435,***,(수도병원)「병원장비 소모품 119종」(20197032-A),UMM,국군재정관리단,2019-03-12 11:00:00,E5242,주식회사 팬웨스트에스앤티,김건호,경기도 고양시 일산동구 고봉로658번길61-17 (성석동),83.2302,216431800.0,"2종, 8종","병원, 소모품",기타
34136,17,UMM0022,3,1216,***,체력단련장 코스관리용 모래구매(20196007-D),UMM,국군재정관리단,2019-03-12 11:00:00,E5242,주식회사 팬웨스트에스앤티,김건호,경기도 고양시 일산동구 고봉로658번길61-17 (성석동),85.5021,266536500.0,"10종, 4종","모래, 코스관리",기타
34137,61,SFH0029,1,5763,***,코팅글러브 등 136품목 구매 납품,SFH,제9196부대,2019-03-12 11:00:00,IF44D,수아엔젤,안효정,"인천광역시 서구 청라라임로17-0 (청라동, 청라 힐데스하임) 127-2002",88.0369,123700125.0,미분류,,해병
34138,35,MDQ0007,1,6358,***,`19-00학교 통합배선 제조 설치,MDQ,국군의무학교,2019-03-12 11:00:00,F0934,주식회사 우리이엔시,이연진,경기도 성남시 중원구 갈마치로302 (상대원동) 우림라이온스밸리5차 A동 205호,88.0379,71632080.0,4종,제조 설치,육군
34139,19,MDF0001,1,6059,***,00지역 램프 구매,MDF,국군지휘통신사령부,2019-03-12 11:00:00,D7DFF,주식회사 엠엔지 이엔티,안성주,"서울특별시 영등포구 양평로98(양평동4가, 엠엔지타워)",48.5849,20592000.0,미분류,,국방부직할
34140,2,MCX0013,1,6176,***,버스/트럭 수리부속 454종 구매,MCX,자운대근무지원연대,2019-03-12 11:00:00,I63B6,우신상사,김대연,대전광역시 중구 인창로5-0 (대흥동),96.5948,45589050.0,9종,수리부속,국방부직할
34141,19,LNR0004,1,6561,***,00부대 42개동 소방시설 점검,LNR,수도기계화보병사단,2019-03-12 11:00:00,C71E8,한화이엔지 주식회사,조길동,"경기도 부천시 원미구 상동로117번길37, 603호",87.7924,35166490.0,미분류,,육군
34142,3,LKP0016,1,6077,***,'19년 화공가스류 구매,LKP,5군수지원사령부,2019-03-12 11:00:00,H26D1,가스엔,김준식,경기도 포천시 소흘읍 소흘로100-0,88.009,9999000.0,3종,가스,육군
34143,51,LHF0004,1,6514,***,'19년 재난 및 안전관리물품 구매,LHF,제1607부대,2019-03-12 11:00:00,C1C58,(주)한얼,이용재,강원특별자치도 강릉시 구정면 수골길47-0,88.0053,45128676.0,2종,물품,육군
34144,2,LCF0321,1,5728,***,"트레이,전지용 등 4항목 구매(기장)",LCF,육군군수사령부,2019-03-12 11:00:00,H5452,미소건업,이귀영,"충청북도 충주시 호암동750-15, 나동",93.8533,13000000.0,9종,전지,육군
34145,4,LCF0317,1,5308,***,"암,와이퍼용 등 4항목 구매(기장)",LCF,육군군수사령부,2019-03-12 11:00:00,B8A9E,협성산업사,임종금,서울특별시 구로구 고척동103-4 고척상가 나동 사-178,88.1466,15956050.0,9종,와이퍼,육군
34146,2,LCF0316,1,5307,***,"브래킷,차량부품용 등 6항목 구매(기장)",LCF,육군군수사령부,2019-03-12 11:00:00,HAECD,영진파워텍,박현규,부산광역시 사하구 하신중앙로100-0 (신평동),88.2826,16722900.0,"7종, 9종","부품, 차량",육군
34147,3,LCF0252,2,4194,***,"필터 엘리먼트,유체용 등 35항목 제조(기장)",LCF,육군군수사령부,2019-03-12 11:00:00,IFC22,지에스산업,조정래,"경상남도 양산시 주남산단4로9, 디동(주남동)",88.5785,163273675.0,9종,필터,육군
34148,6,LCF0229,2,2244,***,"부싱,비금속제 등 139항목 구매(기장)",LCF,육군군수사령부,2019-03-12 11:00:00,4001F,덕인산업,장남인,경상남도 양산시 유산공단3길33-0 (교동),88.9886,100250000.0,9종,금속,육군
34149,3,LCF0266,2,1931,***,"실린더,유체보충용등 20항목 제조(생산능력,궤도)",LCF,육군군수사령부,2019-03-12 10:30:00,4498F,삼호정밀,김일천,부산광역시 강서구 평강로217-1 (대저1동),87.2652,105730000.0,2종,실린더,육군
34150,58,LDH0314,1,6424,***,시설소모품 구매(19-1),LDH,육군종합정비창,2019-03-12 10:30:00,F769A,더펜상사주식회사,고혜숙,부산광역시 강서구 미음산단로139번길9 (구랑동),88.0854,9821300.0,2종,소모품,육군
34151,31,LFK0008,1,6445,***,스탠드형 냉난방기 구매설치,LFK,육군종합군수학교,2019-03-12 10:30:00,GC2CC,이엔에스(E&S),이상서,"강원특별자치도 춘천시 춘천로220-0 (효자동)3층, 1소",88.0264,5020000.0,2종,냉난방,육군
34152,18,SCR0012,1,6388,***,스크류탭 바이알 등 14종,SCR,해군제3함대사령부,2019-03-12 10:30:00,BFF14,(유)목포신도digitalOA,김기홍,전라남도 목포시 삼학로 282(),88.0029,2833710.0,미분류,,해군
34153,19,MCS0026,1,6253,***,부대녹화사업자재(잔디 외 16종) 구매,MCS,국방부계룡대근무지원단,2019-03-12 10:30:00,E9019,드림으뜸상사,김범규,"충청남도 계룡시 신도안면 신도안1길43, 1층",88.0765,12407000.0,10종,사업,국방부직할
34154,18,MCS0025,1,6252,***,청소용품(수지왁스 등 47종) 구매,MCS,국방부계룡대근무지원단,2019-03-12 10:30:00,H3A57,주식회사 에스제이상사,한이수,"충청남도 계룡시 계룡대로325, 107-1호(금암동, 씨티타워)",88.0095,13148500.0,2종,청소용품,국방부직할
34155,15,SCK0044,1,6534,***,라미네이트 코팅기 1종 구매,SCK,해군교육사령부,2019-03-12 10:30:00,C2102,한성,김재선,경상남도 창원시 진해구 이동572-1,88.1529,355800.0,7종,코팅기,해군
34156,90,SCK0043,1,6532,***,프린트 흑 드럼 등 61종 구매,SCK,해군교육사령부,2019-03-12 10:30:00,H751B,진성,신진업,경상남도 창원시 의창구 대산면 봉강가술로519-0 번지,99.1915,44454330.0,3종,드럼,해군
34157,678,SFG0040,1,6517,***,전기밥솥 등 4품목 구매,SFG,제9181부대,2019-03-12 10:30:00,G10AE,지유,서지유,"경기도 시흥시 월곶중앙로48 1501(월곶동,유호엔플러스빌)",88.0067,19661350.0,미분류,,해병
34158,113,SCK0042,1,6531,***,증착롤포장지 등 527종 구매,SCK,해군교육사령부,2019-03-12 10:30:00,HE2D2,영림상사,김영임,경상남도 창원시 진해구 충장로529-0 (풍호동) 2층 202호,88.006,35227560.0,미분류,,해군
34159,118,SCK0041,1,6515,***,USB연장케이블 등 176종 구매,SCK,해군교육사령부,2019-03-12 10:30:00,FEE9F,주식회사 태촌실업,정영식,"부산광역시 강서구 미음산단로139번길9, 201호(구랑동)",88.0131,39747400.0,2종,케이블,해군
34160,115,SCP0039,1,6198,***,공마대 등 2종 구매,SCP,제8385부대,2019-03-12 10:30:00,I1B68,백명종합상사,이명희,강원특별자치도 강릉시 토성로124-0 (용강동)  9호,88.0431,18023000.0,미분류,,해군
34161,30,SCP0038,1,6194,***,가위 등 151종 구매,SCP,제8385부대,2019-03-12 10:30:00,CBD87,드림오피스 북원주점,민경묵,강원특별자치도 원주시 현충로314-0 (태장동),88.1778,3556220.0,미분류,,해군
34162,433,SCP0040,1,6448,***,냉난방기 등 6종 구매,SCP,제8385부대,2019-03-12 10:30:00,IC21A,주식회사 더원시스템,정혜선,"경상남도 창원시 의창구 북면 감계로342, 216동 1902호(창원감계아내에코프리미엄2차)",88.0382,22470900.0,2종,냉난방,해군
34163,10,LCK0001,1,6696,***,(위임-5)505대대 본부 등 2개소 온수설비 설치 납품,LCK,수도방위사령부,2019-03-12 10:30:00,GEEAF,이스트트레이딩,이은혜,"서울특별시 강서구 마곡중앙6로45, A동 6층 602-B10호(마곡동, 리더스퀘어마곡)",88.0778,7186700.0,미분류,,육군
34164,7,LPG0008,1,6538,***,19-1차 전산운영용품 구매(A-19015),LPG,제5보병사단,2019-03-12 10:30:00,J0132,채윤상사,강창일,경기도 연천군 전곡읍 평화로634-0,88.3003,28368190.0,2종,전산,육군
34165,18,SCR0014,1,6474,***,하우징 터보 과급기용 등 26종,SCR,해군제3함대사령부,2019-03-12 10:30:00,A2578,(주)동양화학,성동찬,전라남도 영암군 신북면 신북공단로73-16,88.0873,42794180.0,미분류,,해군
34166,4,SCN0038,1,6165,***,금연 손톱깍이 등 301종,SCN,제7001부대,2019-03-12 10:30:00,A92B7,삼우메디칼(주),이광형,"경상남도 창원시 마산회원구 무학로712-0 (회원동, 청림불교교육원)",72.8594,94445000.0,9종,톱,육군
34167,7,SCH0025,1,6332,***,재생토너 400개,SCH,해군작전사령부,2019-03-12 10:30:00,DC906,(주) 솔포스텍,오문진,"서울특별시 송파구 송파대로24길5-6 (가락동,1층)",88.1151,15682200.0,2종,토너,해군
34168,9,SCF0079,1,6159,***,"연결기, 배기관용 등 69종 구매",SCF,해군군수사령부,2019-03-12 10:30:00,HD46C,대현테크,전현규,부산광역시 강서구 평강로171번길259-0 (대저1동),83.8837,390509400.0,7종,연결기,해군
34169,47,SCF0082,1,5681,***,이동형페인트분무기 등 2종 구매,SCF,해군군수사령부,2019-03-12 10:30:00,I03A0,엘코어,이원철,대전광역시 유성구 과학성장로80-0 (둔곡동) 106동 2002호,88.0207,14184820.0,4종,페인트,해군
34170,3,SCF0088,1,5664,***,회로카드 조립체 등 2종,SCF,해군군수사령부,2019-03-12 10:30:00,I8025,대선테크,김정수,부산광역시 사상구 사상로137번길29-0 (감전동) 1층,94.0602,14320000.0,9종,조립체,해군
34171,5,SCF0086,1,5638,***,전지 조립체 1종,SCF,해군군수사령부,2019-03-12 10:30:00,ECF32,세종상사,노정래,경상남도 창원시 진해구 여명로52 (여좌동),74.2339,5599800.0,9종,전지,해군
34172,4,SCF0089,1,5489,***,회로카드 조립체 등 4종 구매,SCF,해군군수사령부,2019-03-12 10:30:00,G1ED1,주식회사 엘앤엘,정순자,"경기도 군포시 공단로284, 205호(금정동, 한림벤처타운)",89.8759,42950660.0,9종,조립체,해군
34173,14,SCF0085,1,5475,***,"크로모미터, 정유용, 세이볼트형 1EA 구매",SCF,해군군수사령부,2019-03-12 10:30:00,I1DEF,청운엔지니어링 주식회사,장지혜,서울특별시 송파구 법원로128 (문정동) C동 11층 1104호,88.8964,12752000.0,9종,볼트,해군
34174,4,SCF0083,1,5284,***,플랜지 등 15종 구매,SCF,해군군수사령부,2019-03-12 10:30:00,HBDF0,샘 코퍼레이션,송샘,부산광역시 사하구 장림로78-9 (장림동),88.1756,16201278.0,미분류,,해군
