입찰명
전동지게차 등 2종 구매
가스취사세트 및 구성품
AM무전기부품(구매)
탄약정비용 특수 잉크 등 5종 구매
TV모듈레이터 2EA
행정 각대봉투 등 82종
해도대 등 10종 구매
야전박스 8개
노트 등 153종
용접케이블 등 25종
실링 등 6품목
16-J-교환기 확장/증설 및 동보FAX 교체사업
"방현재,선박용 등 8종"
LCD모니터 등 2종
베어링 볼형 환상형 등 4종
단문전송시스템(SMS) 전송기 구매
송풍기(궤도장비용)
"발전기세트, 가솔린엔진식 5KW"
단안형야간투시경 수리부속(구매)
K계열 궤도장비 부품류
하네스류
스파이더 회로카드조립체 등 10항목 제조(물품)
시동기
열상 장비(TAS-970K) 회로카드조립체 제조(물품)
TA-512K(A) 전화기 스위치등 2항목 구매(물품)
광대역 안테나 로프조립체 등 5항목 제조(물품)
무전기세트 케이블조립체 5항목 제조(물품)
무전기세트 확성기조립체 등 9항목 제조(물품)
에이-케이블
"밸브 조립체,차단용(76미리함포 부품)"
케이블류(K-1 전차)
이동식운반용기
해군 춘추운동복
순두부
순두부
순두부
순두부
포장두부
포장두부
포장두부
포장두부
충전기(PP-5K) 및 부품
전차/장갑차 부품
선택김치류(7지역)
만두(군만두형)
만두(포자형)
물류이동장비(전동화물운반차 4대) 구매
"허브,드럼류"
전산운영용품 27종 구매
보스민액 등 77종 구매
램프 등 18종 구매
교육장비(사이버모의훈련시스템) 구매
교육장비(전기자동자시스템) 구매
피 · 아 식별띠 제조
00부대 독신숙소 조명기구 제조설치
국방정보통신망 라우터 구매설치
00지역 등 3개지역 LAN 교체사업
탄약 정비용자재 76종 구매
FRP 소화기함 제조
16년 차세대 DEMIS 재활용장비 교체사업
오디오 파일 시스템 구매 설치
'16-본-육-03 씽크대 제조설치
'16-본-육-03 알루미늄 창호 제조설치
K계열  전차 포술 모의훈련장비 구축사업
00부대 독신숙소 가구(2종) 제조설치
"유조차(16,000리터) 제조 납품"
의약품(드리클로액 등 43종)구매
의료기재(치간치솔 등 45종)구매
국외항공권 구매
간성아파트 건립 합성수지제창 제조납품
예비군훈련용 00분해도 4종 구매
무인감시장비 제조설치
반조봉 등 5종 구매
백색좌견실 등 11종 제조구매
동계행사복 등 2종 제조구매
방탄헬멧 등 4종 구매
"클램프,루프형 등 18항목 구매(궤도)"
"연결기, 배기 파이프용 등 7항목 구매(궤도)"
"플라이휠,엔진용 등 20항목 구매(궤도)"
"케이블 조립체,특수목적용 등 43항목 제조(궤도)"
"게이지, 고도측정용 등 60항목 구매(물자)"
"줄,수동식 등 94항목 구매"
"소켓,소켓렌치용 등 72항목 구매"
"탱크, 연료용 등 2항목 구매(기장)"
"연삭기,다용도용 등 4항목 구매(물자)"
"와셔,잠금식 등 154항목 구매(총포)"
COS 스위치 등 80종 (16-93/97)
"시험대, 유압계통 구성품용"
사병외투
무정전 주파수변환기 80KVA
계란 등 615종 구매 납품
(16-179)군 공항사용 분담금(할로겐램프외 16품목)
TV 증폭기 메인 유니트 7개
패킹 등 20종
연료관 등 12종
밸브 솔레노이드 등 12종
토너(MLT-D203L) 등 30종 구매
해안케이블 공사 자재 구매
자외선램프 구매
"제어장치,소자용 1종"
로타리 스위치 등 5종
잉크 등 140품목 구매
인화지 등 217종 구매
팩스토너 등 163종 구매
무선충전드릴세트 등 397종 구매
체력단련기구(런닝머신 등 5종) 구매
스위치 누름식 등 12종
동계 취사복 등 3종
회전식 연결관 파이프용 등 9종
"취사형, 앞치마 원단 1종"
제동 저항기 1종
브이벨트 등 34종
'16년 취사기구류 구매 및 보급계획
가루비누(슈퍼타이 1kg) 구매
병영도서관 도서 구매
2분기 8차 의약품 및 의료기재 구매
병영도서 256종 1485권 구매
13개부대 피뢰침보강 자재 구매
국방헬프콜 홍보물(자) 제작
00부대 궤도정비고 오버헤드크레인 설치납품
00부대 주거단지 씽크대 제조 / 설치
00부대 병영생활관 신축 플라스틱 창호 제조납품
전지액 등 9종
노래방기기
"(16-046,047) 금속제작품 2품목"
16년 전반기 재난예방공사 자재구매
16-8차 부대조달(상병건강검진시약) 구매
천막 등 3종 구매
노출계 등 16종
벽타일 등 52종
도서 정보처리기능사 필기 등 7종
가열기 유체식 산업용 1종
칼마토 완성기 등 18종 구매
케이블 자재 구매
고무블럭 등 9종 구매
부대조달 의약품 구매 1차
천막 등 86품목 구매
2/4분기 전산운영용품 구매
훈련교관 벨트 등 320품목 구매
"(위임46차,49차) 보수공사 자재납품"
부대조달 의료기재 구매 5차
부대조달 의약품 구매 5차
16-137 냉각수 수처리제 등 150종
조속기
민통선 경계용 CCTV 설치납품
오일필터 등 88종
`16-00부대 CBT교육 소프트웨어 구매
밸트 등 7종 구매
AL앵글 클램프 등 116종 구매
태릉체력단련장 골프카트 구매
궤도부품류(구매)
스프링류
스파게티
야전삽 1항목 구매(물자)
전동 파렛트 트럭
포장 비닐 등 26종
재봉기 등 4종
정비용깔판 등 83항목 구매(물자)
항공부속 와샤 평면형 등 57항목 구매
항공부속 핸들 조립체 등 5항목 제조
항공부속 덮개 조립체 등 7항목 제조(물품)
무전기세트 램프 등 18항목 구매(물품)
"ATCIS 케이블조립체,전력용 등 12항목 구매(물품)"
PRC-999K 무전기 축전식 전지 6항목 구매(물품)
수위측정기 기압센서 등 2항목 구매(물품)
위성장비 전원공급기 등 4항목 구매(물품)
탐지3호 모뎀 등 2항목 구매(물품)
통신 가설용 케이블 전선 등 21항목 구매(물품)
통신용 단자함 등 2항목 구매(물품)
통신용 절연테이프 등 4항목 구매(물품)
"전지,재충전불가식(미스트랄용)"
'16년 유류취급 안전장구류 구매
디지털무늬 방한복 상의
보관함등22종
OO부대 일체형 컴퓨터 등 4종 구매
자주포 유지용 일반부품류
전반기 장비운영소모품 구매
핀조립체 등 937항목 구매(궤도)
00부대 헌병피복(작전장갑 등 4종) 제조 납품
적사함 구매
이동식 방호벽 등 4종 구매
전산운영용품 구매
조종흉장 등 31종 제조
탄약보호용 덮개(2종) 제조
전차 주간표적지 3종 제조
탄약정비용 목재 파레트(5종) 제조
선박 보조연료탱크 제조 납품
인쇄소모용품 7종 구매
연구소 기술용역 재료비 초자 구매
"선수숙소 비품(침대,옷장)구매"
구급낭등 14종 구매
하계용 취사복 제조납품
정비재료(케이블타이 등 193종) 구매
"허브,몸체용 등 54항목 제조(생산능력)(궤도)"
"부품키트,유압전달 장치용 등 80항목 구매(궤도)"
"차폐 개스킷,전자식 등 68항목 구매(궤도)"
회로카드 조립체 등 63항목 구매(궤도)
"스위치,압력식 등 39항목 구매(궤도)"
"제동기,진동식,엔진용 등 46항목 구매(궤도)"
차단기 상자 등 70항목 구매(궤도)
핀조립체 등 937항목 구매(궤도)
항공등화 소요자재
장갑차 전기장치 부품류
손잡이조립체
밸브류(궤도장비용)
의약품(엘로디 정외 30종) 구매
교체용코브라 등 99품목 구매
LED TV 등 4종
00대대 풋살장 인조잔디 및 충진재 설치납품
`16-00부대 응급구조사 교과서 구매
엑소메가크림 등 38품목 구매
`16-00부대 CBT교육장비(HD카메라 등 5종) 구매
(16-175)작전및편의시설유지(도로표지용도료외1품목)
"컵,세라믹제 등 16종"
포탄 조립체 등 6종
에어컨 실외기 거치대 설치납품
전산운영용품 구매(UTP케이블 등 77종)
"브래킷,판류"
박격포 등 화포부품류
"렌치세트, 소켓용 등 135항목 구매(물자)"
임펙에어렌치 등 16항목 구매(물자)
"잭,유압식, 수동식 등 62항목 구매(물자)"
탐지3호용 회로카드조립체
방진 고무판 등 00종 구매
수입봉류
전산운영용품 구매(UTP케이블 등 77종)
마트 유니폼 조끼 제조
기계실 이전 무정전전원장치(UPS)제조 설치
13-본-국대-01 00학교이전 자전거 보관대 제조설치
차량정비 공구류 등 53종 구매
동원훈련장 총기보관함(2종) 제조설치
00부대 통합시설 통합배선 제조설치
16년 브리핑체계 교체사업(리스물건)
휴대용 무선송수신기(핸드토키) 제조
향방용 M16 총기보관함 제조설치
16년 해군 교환기 교체사업
13-본-국대-01 00학교이전 조명기구 제조설치
장력장치류
암조립체류
00부대 원탁테이블 등 21종 제조 납품
에나멜페인트 등 22종 제조
물자저장용 컨테이너 제작
2분기 전산운영용품 구매
HDMI케이블 등 34종
텅스텐봉 등 84종
UNI TV 등 17종
삼파장 램프 등 20종
스텐 뱅뱅이휴지통 등 54종
세이쉘 국기 등 15종
pole Gun 등 7종
슬링벨트 등 32종
주석덩이 등 6종
팩 조립체 등 10종
박격포 다리부품류
비빔냉면
비빔냉면
비빔냉면
비빔냉면
물냉면
물냉면
물냉면
물냉면
박격포 고저방향장치부품류
조16-방관사-22 군수과 이동형 에어컨
"시일, 밀봉형(전차)"
사이버 침해사고 조사도구 라이선스 구매
00부대 특전장갑 제조 납품
세탁장비(드라이크리닝) 구매 설치
군악대대 관악기(피콜로 등 24종) 구매
00지역 스테레오 위성영상 구매
교육훈련컨텐츠 훈련장 구축
하계취사복 상의 구매
몽골텐트 제조구매
지지대 등 21항목 제조(궤도)
회로카드 조립체 등 17항목 제조(궤도)
"덮개,차량구성품용 등 4항목 제조(궤도)"
"판, 브리지용 등 10항목 제조(기장)"
"플러그,기계 나사용 등 66항목 구매(기장)"
"브래킷,설치용 등 78항목 제조(궤도)"
작업용 회전의자 26점 등 11종 66점
로드휠조립체(BV-206)
"펌프,원심형"
"항-16-023,024 전문인명구조교육시뮬레이터 등 2종"
부대 의약품 및 의료기재 등 구매
H형강(150*150) 등 16품목
통합 위성항법시스템(GNSS) 구매 설치
세탁기 구매 설치
"권양기,체인식 등 27종"
자동 에어릴 등 75항목 구매(물자)
"바이스, 파이프용 등 181항목 구매(물자)"
"이동대, 수공구용 등 46항목 구매(물자)"
15부품정비대대-시험세트(태칸) #44
파병 티셔츠 등 3종 구매
"덮개, 사령관 지휘소 지붕용"
니카드전지(BB-851K 등 4종)
10톤 상용구난차
축 및 기어류
영내/영외관사 보일러 구매 및 설치
터치 앤 터프 등 64품목
프로브 등 2종구매
K1리테이너등23종구매
K1전차 나사등87종구매
전원공급기(K-1 전차용)
페인트건 구매
1900부대 출입문 보수 등 14개소 자재구매
피해복구용 골재 등 3종 1122점
특수피복 구매
리빙데코엠보싱 휴지 등 49품목
발전기 연료필터 등 7종 구매
16 신궁 질소가스 충전공급
16-10차 부대구매
2016년 LPG 가스 구매(강원)
16-Bb트럼펫 등 19종 구매
16-해-변전실 CCTV 제조설치
16-해-변전실 비상발전기 제조설치
'16년 국방부 회의실 브리핑시스템 장비 구매설치
14-본-육-10 00지역 아파트 목재창호 제조설치
2016년 LPG 가스 구매(강원)
전원공급기 등 5항목 제조(특무)
회로카드 조립체 등 15항목 제조(특무)
케이블 조립체 등 51항목 제조(특무)
"포가,기관총용 등 43항목 제조(총포)"
"트레이,장전기-장전판용 등 65항목 제조(궤도)"
허브 등 84항목 제조(궤도)
노후비품 가전제품 구매
고양 가동장치 작업대 2종
16년 포제휘장류
16년 금속휘장류
흉장 및 예비군마크
부대표지(정복/근무복용)
군장품류(전투복용)
16년 장구류명찰
분석기(비행조종계통 점검용)외1종 구매(16-38)
"기어조립체, 감속기용 1종"
"조종간,자료입력용 등 2종"
전자신호봉 등 47종 구매
그랜져TG 연료필터 등 230종 구매
2분기 전산운영용품 구매
더존연필 등 69종 구매
16-10차 의무물자 구매
복싱부 운동용품 구매(헤드기어등)
리프레쉬플러스 점안액 등 112종
2분기 교육예산 일반수용비 및 실습재료비 집행
15시설대대 - 사각파이프외101종
반찬냉장고 등 4종
타이어 등 9종
입구 샤프트 씰 1종
2분기 교육예산 자산취득비 집행
관리대 교육비품 구매(전반기)
"게이질,전해질 수위용 등 5종"
오일 펌프 1종
연마지 등 9종
조화파티션 등 7종(연평도)
축구공 등 284품목 구매
동원처 컵소독기 60대 구매
남자축구부 운동용품 구매(점퍼 등 5품목)
105-3대대 도난방지 CCTV 10개소 설치
덕트 온도센서 등 14종 구매
카드발급 피린터 등 5품목 (16-95호)
전자렌지 등 3품목 구매(지원과)
비상조명등 171품목 구매
"3단 경봉 등 12품목(16-109,18호)"
프린터토너 등 196종 구매
레일커튼 등 2종 제조/설치
압축링 3단 등 18종
링 피스톤 등 18종
방청제 등 909종
잠수함 상가대 플랫폼 주행레일 교체 정비
형광램프외 6종 구매
종교비품(성찬상 등) 구매설치
무열대 체력단련장 유류 구매
군 숙소지역 조경공사
2016-100호(자산)장탄 컨베어로라 등 4
하드디스크 등 66종
TV스탠드 등 10종
00부대 컨테이너 제조 설치
행복마을 어린이집 교구 구매
해안케이블 공사 자재구매
스위치류
시설대대 제수변 등 81종(16-111)
작전지원과 에어컨 등 7종(16-125)
65대대 1포대 지붕 등 2개소 자재구매 등 2건
복사지 등 167종 구매
병영도서관 도서 구매
'16년 2/4분기 교육용품 구매
106-에어컨등3종 구매설치
2/4분기 정보체계용품 구매
우레탄도막 방수제 등 7종 구매
16비 동병사식당 관급자재 분전반 제조설치
2016년 조달 의무장비(수욕기 일반용) 구매
00부대 조명기구(EL 20W)등 18품목 제조 및 구매
디지털인쇄기 부품 및 소모품(토너검정등 14종) 구매
전산운영용품 구매(전반기)
휴대용 금속탐지기 등 2품목(헌병단)
탄약고 경계 cctv 설치납품
16-3차 전산용품구매
비상소화펌프 60GPM
00부대 방열기 교체 등 4건 자재구매
의약품 20종 구매(16-10차)
충전 임팩드릴 등 16품목 구매
16년 전반기 교육예산(자산취득비) 구매
16년 2분기 전산운영용품 구매
알루미늄 합금판 등 26품목
감자칼 등 36종
UTP케이블 등 56품목 구매
면마스크 등 2품목 구매
프린터 토너 등 8종 구매
전자키 250개(현장설치 포함)
2분기 교육 및 실습재료 구매(싸인펜 등 89종)
오수용 수중펌프 등 124품목 구매
의약품 및 의료기재 34품목 구매
화장지 등 45품목 구매
16-128 에어컨 등 4종
16-덕-복지시설 물탱크 청소용역
16-132 러닝머신 등 11종
임관사령장(부사관) 외지 등 16종
보조배터리 140개
파라카인 점안액 등 74종(의약품)
하이브 USB 허브 등 327종 구매
압착뺀치 등 86종 구매
타이어 등 15종 구매
조이스틱 등 2종 구매
진공구동벨트 등 41종 구매
여름시트 구매
순간온수기 구매
복사용지 등 215종
격발장치부품류
씰조립체
전원공급기 세트(SPS-64)
케이블 조립체류(K1전차)
구동장치부품류
계기 및 계기부품류
HP-CJL5550DN 검정(정품) 등 71항목 구매(물자)
항공부속 브라켓 등 2항목 제조(물품)
항공부속 오링 등 14항목 구매(물품)
항공부속 소자 오일필터용 등 4항목 구매(물품)
항공부속 배선장치 등 14항목 구매(물품)
"위장모, 특전사용 1항목 제조(물자)"
대테러 권총벨트 등 3항목 제조(물자)
ML-8900N토너/드럼(슈퍼재생)등 9항목 제조(물자)
특수보호의
니카드전지(항공기용)
유압파이프 등 35종 구매
로드휠(장갑차용)
마사토 등 7종
더블에이 복사용지 A4 등 245종
수신기 등 17종
잠수함(SS-Ⅰ) 디젤 감시장치 EKR PCB 정비
도서(AIRMANSHIP 등 96종)구매
체력단련장 비료 구매
휴대용 마이크 앰프 구매
00부대 통합시설 분전반 제조설치
디지털 인쇄재료 46종 구매
PC 제조 설치 사업
상황전시기 성능개선 부품교체 및 설치
이동용 다목적 차량 구매
16년 조사체계 S/W라이선스 구매
체력단련장 비료 구매
휴대용 마이크 앰프 구매
휴대용 금속탐지기 등 3종 구매
"호스조립체,연료용 등 127항목 제조(기장)"
"잠금판,너트와 볼트용 등 32항목 제조(기장)"
캠 조립체 등 2항목 제조(기장)
"암,백미러용 등 11항목 제조(기장)"
연결기 등 16항목 제조(기장)
"(16-044,049,050,052,053) 전자제품 19품목"
전산운용용품(A4용지등 43종) 구매
"접속장치, 통신장비용 케이블"
"기어,내접형"
상근단 오수처리장 보수 케익호퍼 제조설치납품
단자함 및 케이블 구매
DC 파워 서플라이 등 16품목 구매
항-16-028 인슐린주사기 0.3cc 등 61종
"타이어 15종 (16-060, 061)"
관물함(16-97)
손목시계
예초기 등 3종 구매
구호변 등 3종 구매
16-학습지원과 (아스테이지 구매)
교도소 침대생산자재 제조
전술자료처리기 등 9종
네비게이션외 3종 설치납품
16년 공군 LAN장비 교체사업
전기장치부품류
16년 폭발효과묘사탄
오링 및 패킹류
"씰, 봉합조립체류"
망고음료
BTCS용 케이블조립체 등(A)
BTCS용 케이블조립체 등(B)
파이프 및 도관용 벤딩 머신
13-본-국대-01 00학교이전 송풍기 제조설치
16-해-기계실 광전송장치 제조 납품
16-해-중계소 광전송장치 제조 납품
메인조명콘솔 등 12종 구매
군장품(공군휘장) 제조
헬륨가스 구매
진술형녹화장비 등 4종 구매설치
'16년 이동마트차량 제작사업
00부대 CCTV 제조설치(16-47)
00부대 디젤발전기 제조납품(16-43)
00부대 팬코일유닛 제조설치(16-38)
00아파트 신축 CCTV 제조설치(16-28)
00아파트 신축 분전반 제조설치(16-27)
고각장치 등 3항목 제조(특무)
쉬일드 조립체 등 27항목 제조(총포)
"다이얼,눈금식 등 26항목 제조(총포)"
램프 등 341종
정비사용 선글라스
휴대용 방수 통신기 3개
다목적가위 등 192종
선글라스 등 11종
롤휴지 등 12종 구매
16-평-함정 수밀 개폐구 교체 외주정비(2차)
PKG 발전기(PNI) 정비
소부대무전기(PRC-96K)부품류(구매)
차량밸브류
BTCS 회로카드조립체 등 7항목 구매(물품)
감시장비  방향조정 조립체 등 21항목 구매(물품)
항공부속 연결기.로드엔드용 등 3항목 구매(물품)
코드류
깍두기(임가공)
K1전차 베어링등16종구매
고임목블럭등2종구매
K1링등15종구매
K1 패킹등59종구매
K1 개스킷등12종구매
브레이크 드럼 등 130종
'16년 화상회의체계 교체사업
000경비대대 내부방탄복 제조 납품
16년 공군 VoIP교환기 교체사업
00학교 보일러(5종) 제조설치
탄약정비용 안전보호용품(안전모 등 21종) 구매
13-본-국대-01 00학교이전 알루미늄 쉬트패널 제조
14-본-육-10 00지역 아파트 알루미늄창호 제조설치
'16년 생도피복(방한파카) 제조
청테이프 등 543종
DVD 플레이어 콤비 등 27종
'16년 저장 중 정비용 장비 제조설치
'16년 보급환경개선비품 제조설치
백열등 등 4항목 구매(총포)
"베어링,볼형,환상형 등 13항목 구매(총포)"
"사격부속장치,공포탄용 등 4항목 구매(총포)"
"필터 엘리먼트,유체용 등 58항목 구매(기장)"
실린더 조립체 등 29항목 구매(기장)
회로카드조립체 등 2항목 제조(기장)
하늘회관 식자재
"센서, 전류용 등 16품목"
보드마카 등 27종 구매
공업용가스(아세틸렌 등 3품목) 용기 구매
커넥터 등 20종 구매
준공검사 검측장비 구매
플라스틱 들것 등 3종 구매
원심식 펌프 2EA 구매
수중볼텍스펌프 2종 구매
상륙돌격장갑차 보기륜 정비
크랭크 샤프트 등 50종
충전기 모듈 3EA
프린터 구매
HDTV 노후교체 사업
전산소모품(스캐너 등 00종) 구매
증식용 떡 및 케이크 제조납품
초자류
해안 케이블 공사용 자재구매
장비 일반고무 제품류
자주포 일반부품류
"포신,대포용 부품류(구매)"
제어장치조립체 및 축 조립체류
K10제독차 파워팩 조립체 등 10항목 구매(물자)
'16년 155밀리 모의적재훈련탄 등
캐패시터 등 6종
유류탱크(2천리터)
배추김치(임가공)
깍두기(완제품)
배추김치(완제품)
김장김치
양파음료
즉석쌀국수
대포병탐지레이더 소요자재 구매
천마 기화기조립체 기술개발 소요자재 구매
16년 연막수류탄류
완충기류
087-자동차 타이어 등 21종
"연장기, 경고등용"
K1 전차 나사류
해외파병장병 의장 격려품(지구본 탁상시계) 구매
보수공사용 자재 구매
청룡회관 음료수 납품
이동형 LED 투광등 구매
이동형 LED 투광등 구매
이동형 LED 투광등 구매
응급처치훈련 세트 구매
부검 조직검사 장비 세트 구매
재료내구성 측정시스템 구매
소형굴삭기(타이어형) 구매
'16년 OO부대 도서관자동화시스템 구매설치
야전교육용 방송장비(15종) 구매
일반비품 (벽걸이형 TV) 등  46종 구매설치
군악기(피콜로 등 35종) 구매
OPP접착 테이프 등 410종
제도샤프 등 529종
업소용 세탁기 제조설치납품
사막색 전투복 제조납품
이동형 LED 투광등 구매
"클램프,호스용 등 39항목 제조(궤도)"
개스킷 등 74항목 제조(궤도)
방수 주머니 등 12항목 제조(궤도)
전기 접촉자 등 9항목 제조(기장)
"절연체,열차단용,차량용 등 81항목 구매(기장)"
방한화
다목적 외투
야간투시경부품(제조)
프로파일 등 25종 구매
(16-129)부대비품(일자책상외 19품목)
16년 표창 부상품(손목시계) 제조납품-중기간경쟁품목
냉장고등 4품목 구매 (근-16-054)
통신장비용 축전기 구매
"(위임 37차,38차) 보수공사 자재납품"
(16-154)작전및편의시설(샤워기혼한가랑외 78품목)
(16-155)취사기구(가스자동취반기외 6품목)
전선 등 250종
아쿠아슈즈 163켤레 구매
"추,수심측량용 1종"
쥐막이 등 3종
배수턱 1종
부표 등 3종
"카터조립체, 청락기계용 등 3종"
페브리즈 외 130종 구매
등기구 세트 외 14종 구매
최용남 백두산 함장 흉상 제작 설치납품
16-114 디지털카메라 등 14종
K1 전차 볼트류
"탐지기, 감지기류"
보오스코우프 키트 구매
회전톱 고정용 받침대 등 90종
"전건,전신용(KEY802)"
1607부대 11개소 도서구매
096-파이프 등 102종
토너 등 27종 구매
이동형 에어컨 구매
쇄석 구매
배터리 전동 지게차용
함내지휘 통신체계 수리부속
LED 전등 등 2종 구매
2/4분기 정보체계예산 및 ATCIS예산 집행
"부품키트,유체압력여과기용"
도서 53종 구매
1891부대 전산운영용품구매
전산운영용품 구매(2차)
비호 포체계 수리부속
토양오염 정화사업 자재구매
교육훈련컨텐츠 훈련장  PC제조
유류시험장비(그리스침입도 시험기 등 3종) 구매
대공감시용 근거리 감시레이더 구축사업
적외선 IP카메라 등 16종
교도소 침대생산자재 구매(목재류)
마이크 등 구매 및 설치
`16-00부대 교육비품비(근육내주사 실습모형등) 구매
(조달) 3훈비 16-2-122 보일러 1종 구매
2/4분기 정보화 물품 구매
토너 등 38종
ㅇㅇ연대 예비군 사격장 탄두회수함 구매
시설 / 조경용역 기계경비 자재구매(3차)
(조달) 3훈비 16-2-121 투광기 등 19종 구매
생수
16-7차 의무물자 구매
더블에이 복사지 등 3종
위임 33차 / 수송부 보수공사 자재 납품
이동식대차 등 75종
프린터케이블 등 71종
방역약품 구매
<긴급>스피커 등 4종
<긴급>헬멧(용접공용) 등 2종
<긴급>피스톤2 등11종
의료기재 36종(심폐소생술 마네킹 등 32종) 구매
건전지 등 249종
전자레인지 등 2종 구매
'16년 차체인양기(4주식) 교체 / 설치사업
CO2소화기 5파운드 등 3종
암 컬렉 등 184종 구매
이동로 가림막 자재구매 등 2건
비닐 D링 바인더 등 822종 구매
"콘센트릭 밸브 조립체,2,3단용 등 2종"
플러스펜 등 128종
런닝머신 등 20종 구매
광컨버터 등 5품목 구매
엡손컬러잉크 등 14종
자전거(경주용 사이클 2종) 구매
3단 자동우산 등 3종
디스플레이 유닛 2EA
디스크 등 6종
보조선용 표면레이더 1세트
양념분쇄기 20EA
백열등 3종
항공용 챠드 백 등 2종
차량오일수거기 등 2종 납품
11탄약창 제초 민간용역
00부대 물탱크 청소용역
피펫팁 등 5항목 구매(물품)
DRUM ASSY 등 11종
문서세단기 모터 수리부속/RS-9200M
수불용 비닐봉투(소) 등 25종
'16년 105밀리 포탄목상자
VHF무전기용 윈치류
디지털무늬 P/R혼방직물(방투습)
00지역 경호피복(신사복등) 제조납품
배낭후레임류
"16년 최루성 캡슐, CS"
스테이브 조립체
진료용 안과유니트
탐지3호용 전원공급기 등
2/4분기 전산용품 구매
'16-00병원 폐수처리시설 위탁관리용역
"(16-023,024,025) 타이어 등 149품목"
16-7차 부대조달(의약품) 구매
16년 2분기 병영훈련용품 구매
16년 2분기 병영훈련용품 구매(제작)
고단가 수술기구 3차 구매
전산운영용품 구매
탄약정비용 페인트(12종) 제조
광화일 스캐너 구매
고단가 수술기구 3차 구매
2016년 조달 의무장비(파리핀 수욕조 병원용) 구매
의무장비 소모품 구매(연간 단가계약)
회로카드 조립체 등 5항목 제조(생산능력)(궤도)
"클램프,호스용 등 84항목 구매(기장)"
"보조조립체,피스톤용 등 2항목 제조(기장)"
개스킷 등 67항목 제조(기장)
모체기판 등 2종
15부품정비대대 - 시험세트(무선기용)(16-43)
디지털 캠코더 등 6종
HEXA MULTI-COPTER 완성기 등 44종
예초기오일 구매
교도소 침대 생산자재구매(부수소모자재)
교도소 침대생산자재 구매(포장자재)
가스솔더링 등 26종 구매
사각형 양극 아연판 등 4종 구매
LED 전광판 제조 설치납품
그리그리(확보기) 등 7종 구매
16-118 제초기 등 2종
16년 해병대 사무자동화장비(노트북) 도입
그린프로콤비 등 2종 구매
볶음솥 등 26종 구매
'16-평-군 관사 보일러 구매설치
의약품/의무물자(듀악겔 등 185종) 구매
오일씰 등 13종
구형화포부품류
VHF무전기용 마스트류
항법가방등 2항목 구매(물자)
브라켓 등 1항목 구매(물품)
메쉬백 등 4항목 구매(물품)
'16년 공중 폭발모의탄
"확성기, 영구자석식"
알루미늄 합금판 등 12품목
FM장비 야전시험장비 SW개조 소요자재 구매
발칸 포신 하우징결합체 재생기술개발 소요자재 구매
16년 지상조명지뢰
16년 20밀리 발칸모의탄
KM9 제독차세트 수리부속
충전임펙트렌치 등 3품목
00부대 수배전반 전력제어장치 제조 설치
헌병피복(동계 대테러복 등 5종) 제조 납품
000사업 목재가구(의자 등 75종) 제조설치
전기용 투광조명세트 구매
형광침투 세트 등 9종
"솔,위생용 등 6항목 구매(총포)"
"필터,유체용 등 25항목 제조(궤도)"
"센서, 촉각반응용 등 3품목"
"센서, 촉각반응용 등 3품목"
세탁기 등 2종 구매
비누 등 67종 구매
"박판,금속제 등 10종"
스폰지 팩킹 등 7종
AIP 산소 1종
"의자,식탁용 2,206EA"
솔레노이드 발브 코일 등 3종
16년 증식용 떡 및 케이크 구매
700w발전기유지부품
팔꿈치포경(지명)
알티네이터
유압작동유
선택김치류(7지역)
선택김치류(6지역)
오렌지주스
특전사 기능성방한복
복숭아음료
고무패드 등 37 종
토너 등 56품목
'16년 회로카드조립체(저전압용)
리치트럭 등 2종 구매
항공기 격납고 / 정비고 크레인 4조 제조 설치
생도숙소비품(책상 등 4종) 제조설치
"잠금판,너트와 볼트용 등 32항목 제조(기장)"
캠 조립체 등 2항목 제조(기장)
"완충기,직접작동식 등 2항목 제조(생산능력)(궤도)"
"램프,제논식 등 1항목 구매(기장)"
"엘보,튜브용 등 60항목 구매(기장)"
부싱 등 45항목 구매(기장)
"스프링,주 제어벨브용 등 22항목 구매(기장)"
"호스조립체,비금속제 등 35항목 구매(기장)"
LPG 1종
트리돌 캅셀 등 77종
복사용지 등 94종
차량 수리부속(라이닝 등 369종) 구매(연간)
램프 등 4종 구매
복사용지 등 48종 구매
"공마대(24,400장) 구매"
통신용 축전지 구매
패스트로프 등 2품목 구매
호각 등 57품목 구매
"압축기, 냉동용 등 24종"
원추형퐁속기 1종
리셉터클 등 40종
상용헤드셋 변환기 등 4종
"밸브,배수용 등 23종"
정비비품 구입
정비비품 구입
00부대 취사용기구(HACCP형) 구매
차량용품 부동액 등 107종
더블에이 복사용지 A4 등 79종
의약품 울트라셋정 등 82종
16년 신형 항공연막통
"교판(공병 보도조립체,교량용)"
안테나조립체(AS-992K) 및 부품
딸기잼
타이어 공기압식 차량용 구매
'16년 발칸 베어링류
"공업용가스 구매 및 용기검사, 밸브교체"
구형전차 부품류
호흡용 고압 공기압축기 구매 설치
네트워크장비 교체사업
견인식 제초기 2종 구매
00아파트 온돌마루 제조설치
00부대 관급자재(발전기) 제조설치
16년 공군 전반기 PC도입(일반)
16-전원변환기 DC24V 구매
고막형 체온계 등 5종
동축케이블 등 186종
와이어링 등 187종
소프트 양용 드라이버 등 1023종
가스발사총 및 전자충격기 구매
'16-1차 정비재료 구매
"클램프,루프형 등 35항목 구매(기장)"
심 등 159항목 제조
