입찰명
"스페이서류(제조,일반)"
윈치조립체 수리부속
발라스트 공기압축기(OSLP-200L)
방청제 등 40품목 구매
'23년 폭염응급키트 구매
[23-C47(1)]더좋은 병영식당 취사기구 구매계약
취사기구(바닥세척기) 구매(C018)
수중과학수사관 생리 측정기 세트 등 5종 구매
오수처리시설 운영물품 66종 구매
도서(100가지 동물로 읽는 세계사 등 346종) 구매
간부숙소 체력단련기구 구매(23-7차)
병영도서관용 도서 28종(980권) 구매
사다리 등 132종
[23-C46(1)]더좋은병영식당(7여단본부) 취사기구 구매
자바라 컨베이어 구매
[102] 전차 훈련용 폭음기 구매
23-해병대 유류(도서-차량) 구매
보병교 동춘관 무대장치 제조설치납품
육군훈련소 장병 휴대폰보관함 구매
"분리기,더스트용 등 6항목 구매(화생방수리부속)"
군사경찰 표지장 제조
개선 군사경찰 행사복 2종 제조
"23-H-19 교정기 세트, 주파수용 구매"
K계열전차 포신 부품류(제조)
(237221-F)스테레오 위성영상 구매
사이버 기술분석용 라이선스 구매
23년 병영도서관/독서카페 도서 구매
AD-2P 30도 컷터칼 등 135종
23-4차 교육장비 측량용 위성수신기 구매
[23-C44(1)]더좋은병영식당(2-3)취사기구 구매계약
[23-1050] 토너 등 9 품목
'23년 위험물취급자 안전장구류(제전복 등 8종) 구매
배수펌프
20비 23-41 타이어 등 22품목
"23-168, 복지대대, 주방소모품 구입(목장갑 등 8품목)"
세절기 모터 등 13종 구매
검정포제 등 5종 구매
육군훈련소 제헌절 경축특식 훈제닭다리 제조/구매
공업용 가스(아세틸렌) 구매
"브러시,전기 접점용 등 8종 구매"
양극 등 5종 구매
여과기부분품박막형 등 9종 구매
"(긴급) 브레이크 패드 조립체, 엔진 대용 등 2종"
(긴급)알루미늄 합금판 등 22종
'23년 육성지원물자 제조구매(천막)
육훈소 노후보일러 교체 진공온수보일러 제조구매
육군훈련소 제헌절 경축특식 훈제닭다리 제조/구매
SDDC 구축사업 관련 멀티백신 SW 직접구매(리스물건)
"23-159 ~ 161, 172, 장비정비대대, 헤드랜턴 등 62종"
"23-7차 물류이동장비(6,000LB 디젤 지게차) 구매"
81mm 박격포 부품류
'23년 체육기재보급비 구매
23-F-트레일러탑재식 전기용접기 구매
(237207-D)외상처치마네킨 등 9품목 구매
(237256-C) 고속단정 15인승 제조
(236246-D)PC기반 수신체계 안테나 제조설치
(236197-D)정비피복(하계정비복) 제조
"(236202-D)모니터,프린터 도입사업(리스물건)"
(237016-H)모바일기기 통제사업(리스물건)
23-F-재난안전통신망 단말기 구매
고공헬멧 등 4종(항공장구) 구매
지게차(5톤급 1대) 구매
23년 7~8월 부대계약품목(식자재) 구매
23년 위장망체계 지지대세트류
23년 발칸 유지부품(구매)
23-3차 부대조달 후식 (생수)
시스템 파고라 구매설치
00부대 공기조화기 필터 제조설치 납품
23-1차 화상회의브리핌시스템 운용품 구매
진동풀림방지 와셔 등 8종 구매
부품키트 등 22종 구매
"펌프, 공수식 등 7종 구매"
공기청정기 필터 등 7종 구매
전반기 전산운영용품 구매
(군-군-5) 축성재료(축성도구) 구매
복사용지 A4 등 8종 구매
정비대대 정비공장 오버헤드크레인 교체[대094호]
"사복탁송용 가방 3,640개 제작"
합성수지제 가요전선관(난연) 등 118종
"(긴급) 접속장치, 자동자료처리용 등 5종"
"비, 직립형 등 5종 구매"
(긴급) 세척탱크 1종
군사경찰 행사복 등 8종 제조
"윤활유, 엔진용 등 13종 구매"
모터드라이브 제어 모듈(4CH) 등 4종 48점 구매
00부대 실내체육관 자동제어 제조설치
정비대대 정비공장 오버헤드크레인 교체[대094호]
자동 표기용 종이(울트라컷) 구매
81밀리 추진장약 보호주머니 구매
등짐형 염화칼슘 살포기 구매
차량용 결박밴드 구매
23-3차 부대조달 후식 (생수)
"23년 가시기,주야간관측용(대테러장비)(구매)"
"패널,차량작동용"
00부대 간부숙소 신축 관급자재(타일)
23-05-169 카드지갑 1품목 구매
박격포 짐판
어라운드 뷰 8대 납품 설치
'23년 2/4분기 정보통신운영지원 물품 구매
"'23-7차 부대구매(의약품, 의료기재, 소모품)"
플라스틱 파렛트 등 2종 구매
공기청정기 필터 등 9종 구매
사이버지식정보방 소모품 구매 계약
의료기재(일회용미러 등 98종) 구매
Epson L6170 잉크 등 40종 구매
경량화 장애물(자바라) 구매(23-103)
의무장비-뇌간유발반응청력검사기 구매
의무장비-수술드릴 및 쏘셋(밧데리식) 구매
의무장비-수술대병원용자동식
의무장비-수술등천정식
의무장비-인공호흡기고급형
"방탄판, 레벨Ⅳ용(중형)"
(236250-C) 23년 보안용지 구매
(236260-B)GOP 배관교체 관급자재(컨트롤판넬)구매
23-N-에어텐트 등 3종 구매(238179-F)
(236200-B) 다이옥신 전처리시스템 구매
(236213-E) 23년 전시체계 교체사업(리스물건)
(237087-E) 기동영상전송장비 구매(리스물건)
23-M-과학화 경계시스템 네트워크접근통제체계 구축
23-M-IP교환기 교체(리스물건)
"쉘터, 비전개식(ATCIS용)"
"방탄판, 레벨Ⅳ용(중형)"
"구동장치부품류(제조,일반)"
기동화력 부속유지용 부품류
2분기 전산운영용품 구매
"20비 23-75 공구키트, 항공기 정비용 등 1종"
예비전력예산(전투장구류 클린소독기 구매)
계룡스파텔 하계복 제조납품
"고무펙킹 등 10종 구매(102, 103, 104)"
홍보활동 기자재 장비 구매
육군사관학교 방송장비 구매설치(드론센터 등 3건)
‘23년 7~9월 부대조달 부식(스팸형햄)구매
'23년 부대계약(7~9월) 부식(빵류) 제조/구매
"23년 방탄판, 레벨Ⅳ용(대형)"
"23년 방탄판, 레벨Ⅳ용(대형)"
"23년 방탄판, 레벨Ⅳ용(대형)"
하우징류
장갑차 부품(어댑터류)
디지털포렌식 소프트웨어 라이선스 갱신(공개수의)
총포 베어링 등 3종 구매
UH-60 시뮬레이터 계기통제 재료 구매(통신항공SW)
23년 정비피복 구매
흙받이.차량용 등 2항목 구매(기장)
"펌프,유압용 등 1항목 구매(궤도)"
"축압기,유압식 등 5항목 구매(궤도)"
"밸브,체크형 등 9항목 구매(일장)"
항법계기비행 모의훈련장비 개발재료구매(통신항공SW)
23년 취사피복 제조
위병소 무인화 자동 출입문 설치납품
통제관 모자 등 14품목 구매 납품
콤프레셔(250CFM) 구매
23-N-잠수용 마스크 구매
(237237-E) 재호흡기 구매
(237020-H)23년 조사분석용 HW 구매
"23-F-전기용접기, 아크식 구매"
(236185-C) 산불진화 개인보호물자 제조
(237211-C) 전사자 유해 유전자 검사 재료 구매
(237017-H)상황공유체계 HW/SW 구매
23-M-사이버지식방 전산용품 구매
"23-H-35 탱크,용융도금용,직접 가열식 제조"
[위임-32]병영생활관 1층 냉난방기 실외기 교체
23년 전반기 병영도서관 및 독서카페 도서 구매(경기)
23년 전반기 병영도서관 및 독서카페 도서 구매(서울)
공업용 포장랩 등 10종 구매
"화이트보드 클리너 등 345종 구매(100, 101)"
"절단기 파이프용 등 7종 구매(097, 099)"
스풀건 구매(098)
라드웰드등 144종 구매(096)
토피솔 밀크로션 등 4종
00부대 공기청정기 필터 구매
통신장비앰프 구축 설치납품
장방형 및 차량내부 경광등 세트 설치납품
23-1차 신축 간부숙소 초도비품 구매(냉장고)
수동식 인공 호흡기 등 7종
23-A20) 폭염 응급 키트 구매
지역방위작전용 방한장갑 구매
23년 빔프로젝터 구매
abbott HBs Ag Device 등 14종
함정장비 발전기세트 20KW(선박용) 설치납품
실내용 돔 카메라 등 4품목 구매(도서지역)
공기청정기 필터 등 4품목 구매(도서지역)
방송 스테이션 등 11품목 구매
(긴급)전극봉 등 13종 구매
"(긴급)냉각기,윤활유식,엔진용 등 63종 구매"
"링, 피스톤용 등 44종 구매"
전시파손 항공기 수리차 제조
"사거리측정기, 레이저용 등 2종 구매"
"스위치 유닛, 전력전달용 3EA 구매"
"(긴급)볼트,내부렌치형 등 18종"
"(긴급) 스위치, 압력식 등 12종"
(긴급) 씰링 등 77종
"(긴급)함상용 작업복 자켓, 바지 분진복"
잠수함 위성지휘 통신체계 유지보수 정비
00부대 급조폭발물처리장비세트 구매 납품
23년 후반기 부대계약 후식(팩형아이스크림) 구매
23년 후반기 부대계약 후식(팥빙수) 구매
23년 후반기 부대계약 후식(제로콜라) 구매
23년 후반기 부대계약 후식(콘형아이스크림) 구매
23년 후반기 부대계약 후식(컵형아이스크림) 구매
23년 후반기 부대계약 후식(컵커피(라떼)) 구매
23년 후반기 부대계약 후식(초코과자) 구매
23년 후반기 부대계약 후식(짜먹는발효유) 구매
23년 후반기 부대계약 후식(이온음료) 구매
23년 후반기 부대계약 후식(에너지음료) 구매
23년 후반기 부대계약 후식(아메리카노) 구매
23년 후반기 부대계약 후식(제로사이다) 구매
23-3차 부대계약 식자재 납품(부식)
7~9월 경쟁계약품목(김말이튀김 등 24개) 구매
7~9월 부대조달 부식(꼬치어묵 등 2품목) 제조/구매
‘23년 7~9월 부대조달 부식(모닝빵 등 3종) 구매
지휘관 및 부관 표지장 제조
공군 표지장 제조
스프링류
(정비) 케이블타이등 36종구매
청간정콘도 침구류 구매
(정비) 면봉등 69종구매
탄두슬링 등 1항목 구매(일반물자)
(23육군-해파025)00부대 키폰교환기 구매
공기청정기 필터 등 5종 구매
복합청관제 등 5종 구매
교육용 심장충격기 등 8품목
23-F-응답기 세트용 시험세트 구매
'23년 공기청정기 필터 제조 구매
'23년 공기청정기 필터 구매
(23년) 전술용 전화기세트(TA-512KA)
창설부대 의료기재 구매(검이검안경 등 54건) - BG
창설부대 의료기재 구매(검이검안경 등 53건) - BT
샤워기 필터 헤드 등 4품목 구매(도서지역)
23년 2분기 전산운영용품(토너 등 44품목) 구매
23년 대대급 안전물자세트 구매계약
재난 및 안전관리(이동형 산불진화장비) 구매
휴대용질량분석기 헬륨카트리지 구매
샤프란 등 40종 구매
의료기재(Needle electrode 등 136종) 구매
의약품(유니레이 주 20ml 등 23종) 구매
23년 전기식 이발기계 구매(1차)
창설부대 행정소모품 구매(게시판 등 31건)
일반장비 고소작업대 구매
(육성)과학화장비 서지보호기 납품/설치
CCTV 등 3품목 구매(도서지역)
복사용지 등 83종 구매
"제어기,전동기용 2종 구매"
"(긴급)압축기,왕복식 등 2종구매"
"(긴급) 임펠러, 펌프용, 원심식 등 15종"
"(긴급)튜브,금속제 등 22종"
(긴급) 조절기 등 5종
"(긴급) 표시기, 방위-방향용 1종"
볼 밸브 등 18종 구매
"(긴급) 조절기, 호흡가스, 압력용, 요구용 1종"
디스플레이 유닛 등 4종 구매
오링 등 2종 구매
상용헤드셋 변환기 구매
위성방송수신안테나 구매
'23년 육성지원물자 구매(전투용응급처치키트)
23년 후반기 부대계약 후식(비타민음료) 구매
23년 후반기 부대계약 후식(마시는발효유) 구매
23년 후반기 부대계약 후식(토핑형 발효유) 구매
23년 후반기 부대계약 후식(떠먹는발효유) 구매
23년 후반기 부대계약 후식(과일푸딩) 구매
23년 후반기 부대계약 후식(과일탄산음료) 구매
23년 후반기 부대계약 후식(과일젤리) 구매
23년 7~8월 부대계약 부식 구매(일반품목)
23-D-인쇄용지 7종 구매
"23-156/23-157, 장비정비대대, 비품 10종"
"23-139, 항공기정비대대, 하드케이스 등 5종"
항공정비장비(진동수정장비) 수리부속 구매
'23년 폭염응급키트(세트) 구매
23-112 진동시험기
23년 예비군훈련장 전투장구류 클린 소독기 구매
23-F-휴대용 전등 유니트 구매
23-F-왕복식 압축기 유니트 구매
23-N-자동확보기 세트 등 3종 구매(238095-F)
00부대 병영생활관 자동제어 제조설치(22-1600-4)
00부대 병영생활관 자동제어 제조설치(22-1459-6)
00부대 손목시계 제조납품
23년 2분기 기타운영지원 물품 구매
23년 사이버지식정보방 소모품 구매
23년 폭염대비 장비물자 구매
도서(나를 읽는 인문학 수업 등 509종) 구매
00부대 간부숙소 신축 가구 제조설치(22-1497-3)
도서(궁금한 IT 등 647종) 구매
후보생생활관 집단급수시설 열교환기 보수
[23-C43(1)]더좋은병영식당(1차) 구매계약
00부대 인쇄재료 구매
페이퍼 타올 등 88종 구매
페이퍼 등 64품목 구매
부식방지제 등 2품목 구매
장병 맞춤형 체력단련 장비 구매
00부대 토너 및 전산재료 구매
"23-154, 수송대대, 리프트(4주식, 8톤), 자동차용"
(교훈-4) 전차 전술용 폭음기 제조 구매
(특무) 계전기 전자자기식 등 23품목 구매
전기소작기검사기 등 1항목 구매(의무)
60mm 박격포 부품류
23-4차 정보통신체계운영 물품 구매
23-123 연병장 환경개선용 혼합골재 및 석분 구매
호스류
(236215-B) 고정형 음원수집기지 구축사업
(236100-C) 근관치료기 등 10품목 구매
(236122-B)155밀리 추진장약포 등 4개 품목 제조
(237233-E) 호흡용 고압공기압축기(고정식) 구매
(237228-E) 지형정보제작장비(워크스테이션) 노후교체
23-D-포렌식 음질개선 시스템 구매
(237220-C) 23-2차 00부대 전산운용품 구매
(236178-B) 23년 재난구조장비(드론세트) 제조
23년 상무대 쇼핑타운 면세유류
의료장비 진료전동테이블 구매
¼톤 통신장비 탑재차
"판,설치용 등 44항목 구매(화생방수리부속)"
"파워그립 플러스 등 62종, 군창정비"
23년 부대조달(군장품) 구매(특-23-물-21)
23-68호 정수기 등 16종 구매
23-67호 고압세척기 등 4종 구매
23-66호 건전지 등 129종 구매
23-65호 스피커 등 6종 구매
23-64호 엔진오일 등 67종 구매
광컨버터 등 29품목 구매(도서지역)
'23년 화공가스 구매 및 용기검사
155밀리 백색 추진장약통 고무가스켓 등 4종 구매
155밀리 백색(7호) 추진장약 점화제 보호캡 구매
"백,탄피용 등 10항목 일반제조(총포)"
"판조립체, 덮개용(K1전차)"
'23~'26년 LPG(액화석유가스) 구매
"23-158, 부품정비대대, 집중호우대비 이동식 차수판"
총포 접촉자 등 3종 구매
'23년 부대계약 부식(7~9월) 구매(일반품목)
23년 LED 연습용 조명지뢰
(236189-B)특정지역 특정복류 제조
(237135-E) UPS(160KVA) 배터리 교체사업
23-N-휴대용 주파수 교란장비 제조
(236222-D)전투장구류 클린소독기 구매
(237217-E) 상용 위성전화기 구매
(236203-E) 23년 노트북 도입사업(리스물건)
(237102-E) 보장구 52종 구매
(236160-F)LAN용 UPS 제조설치(리스물건)
의무장비 청력계임피던스용 등 2종 구매
수사장비 구매
전군 VTC(화상회의체계) 구축 사업
23-4차 복지기금비품(라면조리기 등 3종) 구매
'23년 화공가스류 구매
'23년 식자재 자율운영부식 연간 계약
23년 발칸 총열부 부품(구매)
끈류
일반공구류(소형전술차량 4차양산)
특정지역 위장피복 구매(23-098)
(23-1차) 폭염응급키트 세트 구매
도마 등 67종 구매
더블에이 A4용지 등 147종 구매
에폭시프라이머 피복키트 등 25종
'23년 국가기술자격검정 실기시험 재료비 2차 구매
열화상 카메라 등 4종 구매
비상벨 등 325품목 구매(도서지역)
스위치 판넬 등 30품목 구매(도서지역)
철밴드 등 141품목 구매(도서지역)
00부대 병영도서관 도서구매
의약품(티램정 등 48종) 구매
의료기재(멸균거즈 등 89종 구매)
네임펜 등 117종 구매
컴퓨터 싸인펜 등 450종 구매
튜브매트 32EA 구매
휴대용가스탐지기 등 3종 구매
00부대 후생용구(스팀다리미 등 14종) 구매
`23년 야전지형분석도제작  재료비 구매
00부대 방송용 장비(600W 앰프) 구매
UTP 케이블 등 315종 구매
외과기구용 캐비닛 등 4종 구매
특정지역 운동복 구매(23-083)
23-135 저장랙 등 16품목
육군경비정 해상용 발전기 20kw 설치납품
케이블 조립체 등 12종 구매
"(긴급)실린더,작동용,선형 등 3종 구매"
"(긴급)가이드,밸브 스템용등 53종 구매"
바나나우유 구매
"(긴급)밸브,체크형 등 11종 구매"
케이블 조립체 등 12종 구매
부식방지제 등 21종 구매
(육성) 00부대 전투조끼 제조 납품
(육성) 00부대 야전깔개 구매 납품
(육성) 00부대 야전배낭 제조 납품
[23-0090] 23-6차 일반소모성자재(GUC)
60mm박격포 부수기재(구매)
지뢰살포기 부품(일반)
발칸 베어링 등 3종 구매
청간정콘도 가구제작(식탁 외 5종)
제재목 1종 제조
모기향 등 19항목 구매(의무)
"캐비넷,외과기구와 치료용품용 등 12항목 구매(의무)"
"링,피스톤용 등 1항목 구매(궤도)"
"봉투,투약비닐 100매 등 9항목 구매(의무)"
목발 석고용 신발(대) 등 4항목 구매(의무)
알루미늄 목발(특대) 등 4항목 구매(의무)
"지지대,들것용 등 12항목 구매(의무)"
"캐비넷,외과 기구용 등 5항목 구매"
"캐비넷,외과기구와 치료용품용 등 12항목 구매(의무)"
23년 폭염응급키트(세트) 구매
23년 의무장비(경피신경자극치료기) 구매
(237209-F) 자동염기서열분석기 구매
(236137-C) 탄통 봉인스티커 제조
(236219-B)수중은밀침투기 구매
23-F-디지털 공기자료 시험세트 구매(239067-H)
(236224-E) 탄소유황정량기 구매
(237019-H)0000체계 노후 교체사업
23-N-통로개척용 물자세트 등 4종 구매(238171-F)
(236195-B) 제본기 구매
(236132-F)교육정보 종합시스템 교체(리스물건)
(236201-C) 타공기 등 인쇄장비 2종 구매
23-F-연료탱크 등 2종 제조(239104-F)
(237103-F)의약품 335종 구매
(236153-C) 음주 감지기 등 9종 구매
23-N-어뢰인양기 구매(238138-H)
23-02 디지털 윤전재료 2종 수시 구매
'23년 감정재료 구매
'23년 경기지역 LPG가스 구매
23년 의무장비(초음파치료기) 구매
23년 의무장비(좌욕기) 구매
23년 의무장비(경피신경자극치료기) 구매
'23년 7~8월 부대급식계약(일반품목)
23년 6월 부대계약 식자재납품(빵류)
23년 6월 부대계약 식자재납품(식육가공품-햄류)
23년 6월 부대계약 식자재납품(식육가공품-소시지)
23년 6월 부대계약 식자재납품(식육가공품-돈가스)
00부대 간부숙소 신축 관급자재 (HEAD END) 제조 설치
23-3차 빵류 다수품목 단가계약(경기 북부) 수정
23-3차 빵류 다수품목 단가계약(경기 남부) 수정
23-3차 빵류 다수품목 단가계약(강원 서부) 수정
23-3차 빵류 다수품목 단가계약(경기 서부) 수정
23-2차 Why캠페인식(참여형) 신병정신전력교육물품
"전관용 앰프120W ,600W 구매계약"
'23년 폭염대비 물자 및 장비 구매
'23-3차 전산운영용품 구매
"23-69,71,93,100,106 부대비품 16종 구매"
"23-41,42,64 사무용품 73종 구매"
20비 23-134 동소켓 등 79종
"23-111,113 부대비품 3종 구매"
마이톤 텍스 등 7종 구매
의약품(이지엔6 등 14종) 구매
도서'역행자'등 34종 구매
3M 절단석 등 45종
실리콘 건 등 362종
23년 폭염응급 키트 구매
작은도서관 도서 구매
타이레놀 500mg등 102품목 구매
동력공급기 등 8종 구매
탄약고 자물쇠 2종 구매
안전화 등 8종 구매
4찬형 식판 및 국 용기 구매
스마토작업등 등 396종 구매(095)
"시일링, 금속제 등 33종 구매(091, 092, 093, 094)"
'23년 병영도서관 및 독서카페 도서구입(정정)
잠수함 축전지 충방전기(3종) 외주정비
차광망 등 2품목 구매
아크릴판 등 9품목 구매
DDH-II/PKG 구명지주·라이프라인 개선 정비
"(긴급)스위치,압력식 등 3종 구매"
(긴급)H형강(150X150) 등 13종
컬러잉크 등 10종 구매
"정류기,반도체 장치용 등 6종 구매"
(긴급)개스킷 등 16종 구매
(긴급) 오-링 등 6종
(긴급) 오-링 등 10종
"(긴급) 임펠러, 펌프용, 원심식 1종"
(긴급)자동전압조절기 등 14종 구매
"펌프, 축방향 피스톤형 1종 구매"
"윤활유, 유압용 45EA 구매"
(긴급)항공급유 연결장치 1종
항공기 세척기 2EA 구매
원심분리기 2EA 구매
잠수함 축전지 충방전기(3종) 외주정비
(육성) 23년 검문소 경량화 물자 제조 납품(2차)
23년 예비군 육성지원사업 물품(개인천막-I형) 구매
23-H-27 전력계 구매
23-H-14 스펙트럼 분석기 구매
"[항공기상관측장비 부품]여과재,공기조절용 등 6종"
2023 국군수도병원 특수영양식 36품목 구매 계약
23-6차 판매장비 판매대 등 선반 제작
다목적굴착기 부품(구매)
23-2차 국방컨벤션 물품(tv 등 5품목)
공기청정기 필터 등 4종(23-054)
K1전차 전달장치 구매
K1전차 베어링 등 5종 구매
K1전차 베어링 등 10종 구매
"23-143, 전운대대, 23년 병사식당 기타식자재"
더블에이 복사용지 A4 등 328종 구매
23년 부대비품(에어컨 및 냉난방기)구매
스노우지 100g 등 42종
주소용 라벨 등 278종 구매
간부숙소150실 매립배관 설치납품
23년 독감 및 코로나19 자가진단 키트
2023 국군수도병원 특수영양식 36품목 구매 계약
2023 국군수도병원 특수영양식 36품목 구매 계약
23-해-워커리프트트럭 2set 구매
"23-D-냉장, 냉동고등 5종 구매(231041-F)"
[23-006] 수리부속(ICC전원케이블 등 2종) 구매
병영도서관 도서 구매
버클 제조
인명구조장갑 구매
전부 의자 좌판 등 10종
80모조 구매
대형유조차 에어필터 등 12종 구매
DVD(폴 등 64종) 구매
카운트데스크 등 5품목 제조
23년 예비군 육성지원사업 물품(전투조끼) 구매
"23년 예비군 육성지원사업 물품(우의, 키트) 구매"
M플렉스 인덱스탭 등 426종 구매
케미컬 우드 갈색 등 3종 구매
"튜브,금속제 등 21종 구매"
23-05-148 식기세척기 세제 등 7품목 구매
의무 물품(타세놀650mg 등 74종) 구매
소파 방석 등 12종
"23-76,81,88,94 빔프로젝터 등 11종 구매"
"식당 조리실 개선 설치납품(냉장고, 잔반보관고)"
"무늬강판 등 80종, 대형 제설차 원자재"
23-7차 정비용 장비 부품 구매
23-5차 물류이동장비(2톤 전동화물운반차) 구매
'23년 화재진압 보호구 및 장비 구매
제23-2차 교육장비 양자계산용 고성능PC 구매
(237014-F)장비운영소모품(병리4) 41종 구매
(236186-D)치장창고 신축 저장대(중량렉) 제조
(237166-D)HPC체계 냉각설비 부동액 구매
23-N-00대학 전투근무지원모델 도입(리스물건)
(237012-D)장비운영소모품(병리2) 59종 구매
23년 6월 부대계약 식자재납품(부식)
엡손 잉크 등 164종 구매
정보체계 운용재료 구매
'23년 부식류 재포장재료 구매
23년 복지(화살)회관 에어컨 구매 설치 납품
23-2차 도서구매
중량원판 등 9품목 구매
반납 보관함 등 11품목 구매
"00부대 간부숙소 비품(세탁기, 건조기) 구매"
'23년 병사식당 자율부식 납품 계약
23-38 GPS중계기 구매
아나시스 수리부속 구매(2위성 안테나/RF 시스템)
700w발전기 유지 부품
00대 학군단 후보생 관물대 구매
교육장비(군악장비) 구매
23-D-마트 쇼핑카트 등 5종 구매
(236193-E) 물류취급장비(지게차 2종) 구매
(236182-E) 23년 1차 교육장비 구매
23-N-전원변환기 IGBT형 제조
(236172-F)영상편집기 제조
(236121-E) 나프탈렌 2종 구매
"23-F- 탐침 세트,와전류용 구매(239027-F)"
23-M-이동형 진술영상 녹화시스템 구매
2023 특수수술재료(치과재료 5품목) 구매
'23년 공기청정기 필터 제조 구매
23-3차 식자재 다수품목 단가계약(경기 서부)
23-3차 식자재 다수품목 단가계약(경기 북부)
23-3차 식자재 다수품목 단가계약(경기 남부)
23-3차 식자재 다수품목 단가계약(강원 서부)
20비 23-59 15KW발전기 등 1종 제조 설치
[패트리어트 시스템프레임 부품]개스킷 등 5종
00부대 동계 행사복 2종 제조 구매
6755부대 주거시설 제초용역
23년 임실00부대 폭염응급키트 구매
가스렌지 1종
23년 교육장비(훈련장 방송시설) 설치납품
전투장구류 클린소독기 구매(합천 훈련대)
전투장구류 클린소독기 구매(진주 훈련대)
초음파 식기세척기 구매
20비 23-129 분말소화기 등 5종
2분기 시설물 보수자재 구매
23-2차 대테러장비 수리부속(MP5) 구매
23-1차 대테러장비 수리부속(MP5) 구매
XN_CHECK 등 2종 구매
23년 공기청정기 필터 8종 구매
군장병 현장작전용 보온대 구매
바비큐 그릴 등 3종 구매
(통신-5) 23-2차 전산운영용품 구매
00부대 가압장 인버터 전동기 및 자동제어반 제작설치
기름때 청소용 바닥 세척기 구매
23년 제헌절 특식 (제로탄산음료)
(긴급)윈치세트 1종
23년 정비피복류 제조 납품
23년 예비군 육성지원(응급처치킷/야전지혈대) 제조
'23년 부식 재포장재료 구매
소화기 보관함 구매
23년 제헌절 특식 (제로탄산음료)
브라켓류(제조)
23년 지상전술전자전장비 케이블조립체 등(구매)
K1전차 링 구매
조준장치 등(지명)
LED전광판 제조납품 설치
23년 2분기 교육지원물품 구매
폭염 응급 키트 구매
23-N-IR레이저 등 2종 구매(238094-F)
23-N-해군 사병동행사복 등 10종 제조(238167-F)
(237196-C) 악성코드 수집분석체계 장비 교체
23-N- 리치트럭구매(238157-F)
23-M-공보정훈물자 구매(238154-F)
23-D-1차 인쇄용 편집장비 구매
(236086-D)관로 설치 관급자재(부스터펌프) 제조
(237101-D)이동형 챔버(2인용) 제조
2인용 휴게의자 구매
디지털 증거분석체계 라이센스 확보 사업
2023년 국군수도병원 특수수술재료(드레싱재료1) 구매
2023 PET-CT 방사성의약품 4품목 구매
2023 국군수도병원 특수수술재료(골이식재료1) 구매
건설기계 모의운전 연습기(로더전용) 1종(23-051)
23년 지상전술전자전장비 부품(구매)(A)
자주포 유지용 일반부품류
23년 사격 훈련장비세트(제조)
궤도부품류
전투부상자 처치마네킹 및 응급처치키트 구매
전산운영용품 구매
AA건전지 등 194종 구매
의료물품(해상용들것 등 5종) 구매
파일케이스 등 365종 구매
'23년 빔프로젝터 램프 및 프린터 토너 구매
휴지통 등 530종 구매
예비군 훈련용 우의 구매(23-078)
청소용타올 등 581종 구매
23-1차 5378부대 의료용 산소 구매
콘덴서 등 401종 구매
[육성] 진주 훈련대 23-3차 입간판 등 14종 구매
(23-1차) 기동형 화재진화장비 구매
케이블조립체 특수목적용 구매(087)
양극 부식방지용 등 17종 구매(086)
폭염응급키트 구매
소음/소염기 세트 등 2품목 구매 납품
"(긴급) 밸브, 버섯형, 엔진용 등 25종"
(긴급) 유압 호스 등 64종
"펌프,회전식 1종"
"격먹,패킹성형식 등 3종 구매"
절연체 부싱형 등 2종 구매
(긴급) 입구 샤프트 씰 1종
23년 전반기 공기청정기 필터 제조 납품
상무대 여성필수시설(컨테이너) 제조설치 납품
장갑차 수리부속류(K21)
23년 비호 가스용기조립체(구매)
침낭
23년 일반/통신장비커버류
'23년 2분기 전산운영용품 구매
일반호스(구매)
수직인양고리조립체(대함유도탄방어유도탄용)
23년 2분기 교육예산(교육 및 실습재료비) 구매
"23-67 의무장비(안과유니트, 이비인후과유니트) 구매"
(236023-G) 23년 BCTP 장비 교체사업(리스물건)
(236198-E) 23년 정비피복(정비화) 구매
(236163-E) 압축포장기 등 3종 구매
[23-조-011]ICC전원케이블 등 3품목
23-M-UPS배터리 구매 설치
특수수술재료(치과재료3) 10종 구매
23년 의무비품 구매 2-4차
23년 조사분석용 SW 라이선스 구매
23년 7~9월 부대계약(식육가공품)
23년 7~9월 부대계약(빵류)
미-23-3 사격표적기 및 표적기 구매
발전기세트(제어장치 포함)[ATCIS용]
통합전화기(제조)
PRC-999K부품(구매)
장갑차 부품(축 및 기어류)
"브래킷, 판류"
"스로틀 링키지 등 76종, 샘표적기 제작 자재"
23-6차 정보통신운영 물품구매
신형 토러스 등 47품목 구매(도서지역)
23년 2분기 전산운영용품 구매
23년 폭염응급물자 구매
자동차정비산업기사 필기 등 44종 구매(23-7)
23년 취사피복 구매 납품
심폐소생술/기도삽관 실습마네킹 구매
지폐교환기 구매
징크 아노드 등 25종
"벨트,V형 등 17종"
수온조절기 등 21종
스카치 매직 테이프 등 247종
탁상용마이크 등 56품목 구매
폭염응급키트 구매
23년 실내사격장 습식청소기 구매
23-1차 전산운용용품 구매
23-05-159 PE직관 등 13품목 구매
복사용지 등 463종 구매
통신운영용품 구매
23년 1분기 전산운영용품 구매
니퍼 등 99품목 구매
"동기장치, 전기식 44EA 구매"
"(긴급)디스크,클러치,비차량용 등 16종 구매"
(긴급)대잠 경광등 등 6종 구매
"(긴급)니플,튜브용 등 98종"
"(긴급)판,금속제 등 17종"
(긴급)속도감지기 등 3종 구매
